,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Analysis,Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2023-11-01,0.06833989062095366,0.04630721698104015,0.6721691493228995,0.7033477291101273,0.12607696153198436,0.4418349382913347,0.12403098866967018,0.2541994345047527,0.00918384048348596,0.5583049787436006,0.0952806156917122,0.02675241209848147,0.22090074618655903,0.7958171959527511,0.4898744706205924,0.05338990213866888,0.5191102237522403,0.0036801822077211273,0.061972270392092944,0.005673698389351,0.003531163675526837,0.06600849736700913,0.02657939083925728
2023-12-01,0.0694066984620699,0.047867954613873345,0.6719630031088049,0.7040750018434063,0.126932284839683,0.43177408648712956,0.1239100614392204,0.25428427896851985,0.009174076534328742,0.5640207333061125,0.09683110537487395,0.02739638647354277,0.22352884860744587,0.793562488846899,0.48731868358562225,0.06255864580652616,0.5178657862455672,0.0036519790050364882,0.06268650584732138,0.005636024588382048,0.003473148291602629,0.06478781874327533,0.02682226083851183
2024-01-01,0.07049754337470236,0.04913573929624087,0.6717821846255568,0.7048080729123315,0.12774780142054704,0.4215472568328348,0.12321230872856889,0.24971990829271845,0.00920352141973935,0.5731401511352521,0.09731411237330166,0.02734646582851588,0.22672374938651774,0.7911891002433988,0.4827700988901676,0.07417033855395168,0.5167318679626007,0.0036645436284321285,0.0625247262012604,0.005541130300828707,0.0033798288200269045,0.06336214697601536,0.027476083204268066
2024-02-01,0.07095592662466227,0.050033855583379125,0.6716306039764379,0.7055466242797914,0.12852134002396806,0.410821764819435,0.12185750652316087,0.24135085968878944,0.00926321465415638,0.583675064136488,0.09756154880159998,0.02675999029377829,0.23098782317981154,0.7894837772114887,0.4778233456853691,0.0889497858987606,0.5163951647830765,0.0037003743812934926,0.06193125928522307,0.005372371276007695,0.0032920506841894867,0.061968083199338615,0.028394703971300853
2024-03-01,0.07049347314241723,0.05050748479658031,0.6715120324245573,0.7062902849882857,0.12925253733427308,0.39933239206400684,0.1197635114120385,0.23496290570881076,0.009377496252229185,0.5939441041809145,0.09893932858136223,0.026449603384552593,0.23653634843793872,0.7894976668223712,0.47536956760259874,0.10783302287452955,0.5166296043864246,0.003727303363085823,0.061672356372053344,0.005151803816899525,0.003218617186548059,0.060926732151973036,0.029501308390242474
2024-04-01,0.06959960705160242,0.05052826653850413,0.6714300887998893,0.707038657641495,0.12994256881522648,0.38750188190023005,0.11684735353059936,0.23516250654978363,0.009531996401032191,0.5987448393703816,0.10129250088495556,0.02675799157687319,0.2430991675064213,0.7916117741873325,0.47606374039637767,0.13202534493375007,0.5162305574668806,0.003752930702533439,0.0626611339732906,0.004945203065690076,0.0030714036404612356,0.060328270145826604,0.030350252732006984
2024-05-01,0.06842582056282392,0.050097256282395426,0.6713882265845895,0.7077913374676531,0.13059386765408793,0.37650080055377516,0.11302652329967051,0.2427855045846226,0.009694010344375864,0.5935640323839105,0.1036455778759644,0.027400443780449903,0.2500814793392094,0.7945679910990505,0.47899002549455,0.1630752240832919,0.5134641190049806,0.003730536670994357,0.0653940107960507,0.004838585922844551,0.002815975215297372,0.059815267024883136,0.030491586873142767
2024-06-01,0.0677883733259645,0.049246016239124474,0.6713897217217746,0.7085479257221067,0.13120984349883066,0.36759921481741115,0.10822046174961848,0.25439089134471843,0.009811016228715063,0.582396986222044,0.10566757952535316,0.028459243251794886,0.25696025298348446,0.7971797332868744,0.48376557501588935,0.20296861154502266,0.5084543861210913,0.0036463377718731795,0.06915717551596755,0.004897944498835379,0.002604875903193005,0.059183097946381436,0.02993922989672938
2024-07-01,0.06812414697011002,0.0480356922005194,0.6714376611898665,0.7093080388016066,0.13179461086622818,0.36135330360582657,0.10235226233641541,0.2682289043927709,0.009821961399175426,0.5720426110297854,0.1073040622569766,0.029673767682426064,0.2635985522618456,0.7997176816536248,0.489163024387231,0.25424941430082165,0.5048022162450938,0.003536620243123465,0.07270332621902871,0.0051361847280637024,0.0025523817661200054,0.05792762994802833,0.028958456469380757
2024-08-01,0.0684532003562315,0.04655405904726122,0.6715349323813685,0.7100713141386524,0.13235273521997043,0.35729370178401165,0.09535058982993712,0.2841709501644399,0.009776708661185081,0.5655168202535289,0.10810321453752149,0.03013813404699832,0.2702506426256337,0.8024177047322877,0.494080444684568,0.3201735798129097,0.5051866382417226,0.0034208216641471254,0.07435659337538308,0.005503313672188948,0.0026226149484768002,0.05607260026168093,0.027991052078493853
2024-09-01,0.06847851738715904,0.04491065390186485,0.6716842133215812,0.7108374137041742,0.13288900285229993,0.35426419785908086,0.08715181905006081,0.2997886287626088,0.00976659682426435,0.5638341633072532,0.1082623694512943,0.02942599032778189,0.2773073568194707,0.8046844175540219,0.4980928027388519,0.4049063314043063,0.5082696681452635,0.0033611727866920717,0.07313925149531,0.005900991827027781,0.0027144689931756895,0.05425835861570051,0.027486807351793128
2024-10-01,0.06869751643164682,0.04323024956054264,0.671887963759295,0.7116060257578557,0.1334082189131623,0.3510373068814482,0.07770239291287608,0.31177915953587987,0.0097978192560203,0.5663736314047995,0.10865632548618291,0.0277874743911709,0.28502421016037943,0.8053175045694223,0.5000501930418909,0.5137747948175151,0.5107119566689406,0.0033653760208431673,0.06976910071456355,0.006214177198375824,0.00273835256661776,0.05302217356791522,0.027381984270047396
2024-11-01,0.06929068277104419,0.04164504273534318,0.6721484171579207,0.7123768653369592,0.1339150362683087,0.34679980624844975,0.06696139540075209,0.31546718437119997,0.00982003673300297,0.5691959773067282,0.10980517080698991,0.026026404529078076,0.293423285791374,0.8042757179134092,0.5018087173002956,0.6535917090621259,0.5102403456949618,0.003410704440972308,0.0657153450852607,0.006350735961911,0.0027440961026067873,0.05254433686724135,0.027217776158334876
2024-12-01,0.07028426317199218,0.04028603309573575,0.6724675736118629,0.7131496738582292,0.13441381637057664,0.3413692450034224,0.0549033306641202,0.308955376798974,0.00979939782778956,0.5706645710343258,0.11244515342134051,0.025350498474876672,0.30236228360802797,0.8036440624576405,0.5085927339001087,0.8330703328802294,0.5078816561129418,0.003496315262158078,0.0626940104967374,0.0062778110428057705,0.0028403669784898616,0.05255488571875113,0.02679942727082727
2025-01-01,0.0713160212617075,0.039274142467862594,0.6728471937092095,0.7139242181166323,0.13490852202333847,0.33513675090680295,0.04152109448358354,0.2967232896054158,0.009743699457423465,0.5724482212641879,0.11607741864303411,0.026373869495334656,0.31164060885113287,0.8046733994902601,0.5216741049052975,1.0633563124881653,0.505124353372576,0.0035334939531506977,0.061496837691446156,0.006040222899874244,0.003051372561907303,0.052292095146160136,0.02632989133462324
2025-02-01,0.07191504444436339,0.0387116627730054,0.6732887933580249,0.7147002888940021,0.13540264081760453,0.3287031623578179,0.026829118759490976,0.2848210958310844,0.00970565579603983,0.5723163376441227,0.11841442935465428,0.02847302647790828,0.3210596250982177,0.8066653452060804,0.5355688665375259,1.3587095133460436,0.502056344152374,0.0034694541385886304,0.06176704498152844,0.005747461160292016,0.0032943039338685677,0.051091938386144405,0.026132344878630916
2025-03-01,0.07176953668222154,0.038674622370631115,0.6737936395897068,0.7154776993358487,0.13589913714053026,0.32228771956613694,0.010866663552078135,0.2777956920592128,0.009634576245695498,0.5690859872440572,0.11880331136618563,0.030612053442774075,0.33046956640644215,0.8088692020680046,0.5434109871419068,1.7373780828305714,0.4984898587841926,0.0032978430843324177,0.06294133877721415,0.0055273617620281565,0.0034386330061964877,0.04889029996829376,0.02638077373319214
2025-04-01,0.07172619385159787,0.03920662183595706,0.6743627473490157,0.716256283212293,0.136400429980708,0.3152793994059171,-0.006298775521718269,0.2743489642557137,0.009437966764099748,0.5676780818302044,0.1185485465751655,0.03226584696489481,0.3398640236933492,0.8106861648727157,0.5414558473740236,2.22271887119877,0.49396609462685864,0.0030200993959722724,0.06389003683389521,0.0054631778268207625,0.0035048088821399773,0.04628848965393122,0.026745680521975287
2025-05-01,0.07296608440371774,0.04031461288349009,0.6749968772765179,0.7170358931466017,0.13690839328520898,0.3063807788210275,-0.0245679839976252,0.2680681075955512,0.009063650604824475,0.569905953425367,0.11871156234261332,0.03285153880570719,0.3494949967292982,0.8109201028460752,0.5296862026973469,2.844633524760948,0.48966188131394456,0.002729703322561939,0.06402628676394229,0.005544937269060876,0.0035935465807047946,0.04422515614958966,0.02646615531421867
2025-06-01,0.07469490178498764,0.04196698183202907,0.6756965344853252,0.7178163988700182,0.1374243753398588,0.2943876127999065,-0.04380651662943489,0.2579336649760716,0.008593097110260139,0.5744175777659444,0.11984565449149187,0.03211620384171365,0.3598920506505957,0.8075512867155514,0.5124211782070395,3.6414090126986185,0.4866931319558409,0.002486744429342642,0.06398997332103737,0.005664183123492809,0.0037265004666456707,0.04331312091218451,0.02572820663872261
2025-07-01,0.07660993340581998,0.04409415788427964,0.6764619683301709,0.7185976855428037,0.13794923352845775,0.27906168065480014,-0.06384121231698194,0.24674365906487758,0.008213843693848153,0.5850331861922972,0.12214332134590866,0.03120492718477627,0.371699147305939,0.8002751219020463,0.49546859805396476,4.662076255485054,0.4848421087643601,0.002329562721423005,0.0643820062959189,0.005661440382629706,0.00387992368525777,0.04385775596800336,0.025893828994138605
