,Skill cat: Information Technology,Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services
2023-11-01,0.15004655612066758,0.005167939356183971,0.023144975315888085,0.011852165815763694,0.41194542498373726,0.2535928569343585,0.3762142902035354,0.10445199886129576,0.04490423149804304,0.008703328693344697,0.11364603719612695,0.001975261253388357,0.13246637014338863,0.018840476967957674,0.07641556923753542,0.047061367335787814,0.007432988312623906,0.04431706046588328,0.19960978974566487,0.5868340242958943,0.14514412124304907,0.021378270467701327,0.020815205219364676,0.08289388675630598,0.0019505922733313438,0.025220950704224407,0.0324179975029733
2023-12-01,0.1533541654450737,0.004911868953588685,0.022274316500665615,0.012407784014276283,0.4093865306990055,0.2563059743549212,0.3743791302392442,0.1163566745269054,0.0427199634813509,0.008386597689747546,0.11503338370121986,0.0019155586439543835,0.12722880353635624,0.018769835343409657,0.07370282492692931,0.04647125778169574,0.008075721623068523,0.04565477626877853,0.2104774227752702,0.5887357615855396,0.14562698221658094,0.021151952944946945,0.02030045709401345,0.08382157001475551,0.0019676347893059164,0.02505793934952673,0.03122874727688975
2024-01-01,0.15248187745084202,0.0045249954186976325,0.021705142759023424,0.012743120351993145,0.4059175021764482,0.25726810226920516,0.37246806222694906,0.12986609773314142,0.04114943936275225,0.008038119128778866,0.11554716244994667,0.0018389198790871749,0.1220368542780485,0.018695074913304553,0.07092594411874795,0.04585782380230397,0.008766354543833895,0.04675839605892192,0.22123021726425718,0.5872898060345834,0.14551098932602585,0.021033220827839465,0.01974565602137726,0.08429308708950702,0.001979394539344595,0.02489768882566593,0.03009550306407981
2024-02-01,0.14704720386426398,0.004151897036687431,0.0216345430731986,0.012805778608713122,0.4039643295097801,0.25600188568411364,0.3705453037155506,0.14518707623666519,0.041463957566616,0.007653216311918558,0.11598166993223433,0.00175120839065221,0.11710109613922089,0.018623127461107395,0.06994857696925003,0.045517530068300394,0.009507462785748889,0.04759868916040763,0.2312158482179149,0.5852237471189252,0.1448550235512468,0.021074055841633087,0.019561785201105242,0.08455281821395297,0.0019936499249189723,0.02473963088580686,0.029019161832510763
2024-03-01,0.13849116473166867,0.003909626215562222,0.022312553845011202,0.012732671526032344,0.403589305177627,0.25330273054124736,0.3686869050862237,0.16255303913197805,0.043657735180872695,0.007276716235201333,0.11640896528607793,0.001658563055536973,0.11262367487716121,0.01856072525351143,0.07164214868063853,0.04543484371139385,0.01030175073188728,0.04819489271716748,0.2398655905353781,0.5858887943439909,0.1438444600707592,0.020930685040295972,0.019856631126724686,0.08451958690531838,0.001995034357515026,0.024583274705902453,0.02799972543530982
2024-04-01,0.12955745318466017,0.0038286776165670096,0.023641288719912952,0.012755575743326858,0.4044213600410594,0.25084293296940524,0.3669728722619283,0.18222746590338845,0.04635281237460834,0.00696596714505239,0.11632802403848418,0.0015670047750290033,0.10879156677442224,0.01851422508317937,0.07551448737202927,0.045395220026304195,0.01115205844837589,0.04854839334187362,0.24678567025041592,0.5898065413927052,0.14274817898956912,0.020334547789342225,0.02041831652100263,0.08403143394234047,0.0020039483537367835,0.02442819907732569,0.027036362185108395
2024-05-01,0.12316636856563253,0.0038787190763330936,0.02504135416323499,0.013023384262040655,0.40605783880977964,0.2500356319637226,0.36547859751577283,0.20450775700597137,0.04813431298616233,0.00674368632648923,0.11588970381553326,0.0014820770618111565,0.10577034869892862,0.01848944501392471,0.08055771870118214,0.04524305931222196,0.012061369039998373,0.04864928259421673,0.2515933336885394,0.5953707371596348,0.14183332944367083,0.019703288758817,0.02090648878889878,0.0832533891568378,0.0020183917517597465,0.024274045099654865,0.026127476398672776
2024-06-01,0.12120219997003048,0.004021184453791281,0.02594027836519535,0.013485190661146652,0.4083261565032131,0.25112158866836665,0.36426645892278353,0.22972960283911875,0.048518500180145085,0.006602697177260496,0.11514690073894053,0.0014085432646419242,0.10369868707864369,0.01849151814869015,0.0854568848129998,0.045084743977720276,0.013032816369728034,0.048523421172536066,0.253707501066198,0.5992044850325736,0.14122236846295239,0.019544511724760655,0.021094423739596753,0.08274532596877729,0.002040486656440914,0.024120509382209904,0.025270784344776885
2024-07-01,0.12369983487101169,0.004203666511923193,0.026356894545211756,0.013909828967025077,0.4100944953158822,0.25312705642756744,0.363378418267864,0.25827191529876564,0.04785850747776827,0.006563717542846757,0.11469955966632592,0.0013501575510126216,0.10268372903697481,0.0185247671864057,0.08875459055817683,0.045061497202137035,0.014069693162243725,0.04824935348641931,0.25236528748328946,0.5991901106417582,0.14078320373413655,0.01999319728229231,0.02099867188424505,0.08300364859820422,0.00207466769328958,0.02396733775403198,0.024463395042336102
2024-08-01,0.12872006750316822,0.0043690894600399025,0.026845880305435506,0.014014942871108622,0.41139179193661857,0.2545741949872097,0.36283034043701407,0.29056239435986253,0.04693262994084371,0.006717029921425546,0.11473300713963978,0.0013095203475825491,0.10279754869513241,0.018592602887392166,0.08972735218199748,0.045100457011295836,0.015175459512456002,0.047908455093082634,0.24686758966584493,0.5968539771664676,0.14018158113864598,0.020806826832914623,0.020813821687003638,0.08388242444884522,0.0020710633373534873,0.02381431947480139,0.0237018943916611
2024-09-01,0.13298271928792654,0.004487087226011996,0.027471409949029614,0.01362875142872899,0.4117920224215649,0.2543592870049841,0.3626085866952369,0.3270838114705874,0.04586194645432638,0.007185444890405568,0.11467339776932314,0.001288022137455498,0.1040747663283268,0.01869744884789319,0.08802751850439783,0.04488341223611071,0.016353751821098654,0.047498427566409505,0.23681325207411316,0.594439127635188,0.13910079217988713,0.021562817615306314,0.020716066798887343,0.08450217478827862,0.0020327918238130117,0.023661281933475265,0.022982431177283706
2024-10-01,0.13311887083662544,0.0045549895528401475,0.028020621512347816,0.012803244272837544,0.4115228204127184,0.25226940194522474,0.36266921728585316,0.36838110207122254,0.04477303601469867,0.008025924387744902,0.11380560830139015,0.001285872860121026,0.10651141884618834,0.01884069421363853,0.08508553046177254,0.044221856919487934,0.017608392180526126,0.04688707505071466,0.22213988805964957,0.5926376605546976,0.13748126145256756,0.022154647099471503,0.02071186551128633,0.08384049732292635,0.0020083839714495357,0.023508085816995213,0.022300803553979533
2024-11-01,0.12718937417638776,0.00463186516980062,0.02857292695215342,0.011812981467979263,0.4111913726590002,0.2489397725028243,0.3629398964730026,0.4150693714382924,0.04454732855594795,0.009153970047182991,0.11214883834748114,0.0013022081397758161,0.11006511826538075,0.019022675162117877,0.08346706578664236,0.04313618882887048,0.01894339823500292,0.045865047927279155,0.20302291079165719,0.5913407662019956,0.1356211320258275,0.022648126955999152,0.02066868929971987,0.08157177842603952,0.0020383410051322904,0.023354620728082965,0.021652544716082835
2024-12-01,0.11592413067895692,0.004804909347168647,0.029515234991197584,0.011024594030406426,0.41181548531472023,0.24539794483077462,0.3633243479948452,0.4678429314731206,0.04634895647942881,0.01036017506973256,0.11076731787103497,0.0013352585902989898,0.11465649185048424,0.019242685175905418,0.08507178185923042,0.042151185072350494,0.020362993540979757,0.044279321574917235,0.1797931160050132,0.5914858290778273,0.13409558109619385,0.023161923496257456,0.020490991788604335,0.07845223640117548,0.002106301164718659,0.023200801228747247,0.021033006551609265
2025-01-01,0.10307599226744023,0.005087396713814326,0.031000239287246656,0.010707422338176575,0.41469188557157893,0.2425486018450053,0.36370898284894904,0.5274855012005575,0.05005930758942482,0.011410998328918537,0.10998708738741746,0.0013825648174773855,0.12017185485286257,0.019499013337101787,0.09042067334232906,0.04183927765909931,0.021871618454126027,0.04215983390265361,0.15294052339997358,0.5945201655033931,0.13355895992749472,0.023417246674817895,0.02026207991727484,0.07586474586107833,0.0021418227844496145,0.023046563284521832,0.02043744019469549
2025-02-01,0.0944832153214607,0.005395380860859979,0.032812630598916696,0.010906441073377623,0.4187183694418436,0.24091258005217367,0.3639711338685602,0.5948817208407947,0.054064133476989504,0.012160259517287782,0.10970981122300083,0.0014412186486832466,0.12646702570204407,0.01978900911709177,0.09850733597852415,0.04224747055404653,0.023473941571232365,0.0397505330345844,0.12315138491125176,0.5999967373711771,0.13451943412539338,0.023241593188147773,0.020202167523674604,0.07480633765557589,0.0021238242171452036,0.02289186108351475,0.019861072510062878
2025-03-01,0.09592329553921075,0.005642404007211703,0.03421880177954762,0.011450576037824626,0.4229742632138801,0.24065386893465932,0.3639881980459886,0.6710301486161007,0.05654906401008103,0.012596161132132577,0.10955128799019884,0.0015081106278744855,0.1333721554689108,0.020109171436284917,0.10688751235641163,0.04306050139278403,0.025174871756514037,0.03741842587958035,0.09131562563382938,0.6063091054945307,0.13716030744663116,0.02290779976839758,0.020464636039074495,0.07509943494550847,0.0020911330678907306,0.022736664203958503,0.019299177669291012
2025-04-01,0.1104626527538219,0.0057777689377535215,0.03428837903929229,0.012062457510194101,0.42623899245764413,0.24165978849350825,0.36364691810125493,0.7570579312385234,0.05670607791909406,0.012801810058055106,0.10970486574627687,0.0015801648563309536,0.1406974096909624,0.02045525914332342,0.11279062274599835,0.043826061503369214,0.026979570783339332,0.03548913867993153,0.05849714750034027,0.6121878452564079,0.14126666133777138,0.02291083917648629,0.02094777752266796,0.0755023494860113,0.0020778147621706147,0.02258095510401097,0.01874714310839394
2025-05-01,0.13645107255077088,0.005800140357838911,0.03301491818008232,0.012478219996558888,0.4283247747455705,0.24347945419542316,0.36285203349134354,0.8542373636141664,0.05487339874492766,0.012867463945568397,0.110245439005792,0.0016545446617698722,0.1482393123487083,0.02082241952804347,0.11417357612364092,0.04426974579036652,0.028893466623980735,0.03410167108355465,0.02588311857022048,0.6170310940764885,0.1462873885503503,0.02358941015970633,0.021302925500237303,0.0747015088768842,0.002101932915990203,0.02242472690797979,0.01820052928737896
2025-06-01,0.1672699676917478,0.005747124046772542,0.031229273149688423,0.012523124710941549,0.42966345198332007,0.24524782881511575,0.36153359591833495,0.9640045810558103,0.05152609556040712,0.012817899145258764,0.11146501263188835,0.0017288160729271715,0.15578753984849456,0.02120533105014405,0.10991034024105109,0.04434474395775114,0.030922267421644462,0.03316974169295324,-0.00527497999411054,0.620619799126967,0.15151095134005219,0.024684453070175257,0.021165951513407055,0.07241914383464125,0.0021626226688244918,0.02226798146385381,0.01765512280311074
2025-07-01,0.19331610825731685,0.00564417098177978,0.02990935655096299,0.01215418855939932,0.43016612481330774,0.24593738806824506,0.3596523677462531,1.0879806586262257,0.04802386410829207,0.012598251346748503,0.11317677965773804,0.0018010603291505637,0.16313193802729442,0.02159835614588016,0.10145942503205654,0.04413600460986454,0.03307197618078023,0.03247933211269281,-0.03369614417007409,0.622284444821411,0.15628906977918933,0.025657244096710892,0.02044781882628098,0.06971708950735489,0.0022332268424664244,0.022110727647958264,0.01710698253502721
