,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2023-11-01,0.2628812997803737,0.8711131524736502,0.43840386223119576,0.0320545190355803,0.36033652202596317,0.49992598988189546,0.394171492886321,0.07220103938890034,0.009696766175375317,0.26645515710083834,0.02260981988140911,0.1429690726504066,0.2637667671295475,0.10051440669868143,0.08592090406309215,0.16287249190606434,0.06874102570448261,0.029736663520406506,0.24703114710049165,0.5598888684277965,0.19972341284357786,0.003938500559286056,0.14560996569766219,0.01734754789727217,0.007846662217815983,0.023822339974800554,0.0008885691308001442,0.04937222893888791,0.01607869360150085
2023-12-01,0.25830735526864024,0.9394698383385434,0.4403149450648313,0.03640384549767184,0.35417688063257924,0.5119605897170196,0.38760519020984263,0.07656137973193052,0.010105754293065428,0.2462032125862441,0.021687947787331623,0.14397885933773868,0.2624474284406778,0.09952802294416298,0.09058732045257632,0.16682574604294048,0.06916466748533008,0.030862431567899955,0.24930048052718462,0.5562056290412871,0.20738973805405678,0.0031577964069112834,0.15151237781601146,0.018278968703618947,0.007701421166835048,0.02411836121298734,0.001015459371245911,0.048483156607204994,0.015741797929846955
2024-01-01,0.2515454569848877,1.014794981382396,0.4421939125809898,0.0410985682903157,0.3512802755911302,0.523975007889141,0.3794908582688713,0.08137538107286228,0.010259701628539026,0.2262614227695282,0.020844381508644802,0.1448878934612811,0.2606912600040946,0.0983273773038589,0.09443067532828739,0.17092004027206498,0.06956431040869743,0.032128763917762815,0.25165968974657943,0.5507424516744257,0.2145485790963958,0.0023170787840229162,0.15806842566280538,0.018277729551336337,0.007571818706378594,0.023419023316244604,0.001144786111233462,0.047551846739284226,0.015188612872467807
2024-02-01,0.2415889389299124,1.0966235247632352,0.4440417490111678,0.04632900032082836,0.3516153635363254,0.5352710768816096,0.3702032575211614,0.08660670025865738,0.010014847211833811,0.20715705716337765,0.020093241027158686,0.14569729059303893,0.2593771124194137,0.09694266832924328,0.09708830737161053,0.175173062864177,0.06993847741290098,0.03350245615086621,0.2541052764947828,0.5457430896179138,0.22149159100523497,0.001482930503531408,0.16533353900374873,0.017397994645618378,0.007459080038794343,0.02138726570887196,0.0012048685409393862,0.04659561952244198,0.014350896704975961
2024-03-01,0.2278010617913463,1.1836233627843404,0.44585940969073906,0.05236928620759938,0.35456769627768897,0.5451610156553218,0.36041141191761017,0.0922108061028589,0.009312656642294338,0.18918316688681192,0.0194477621128266,0.14640853128649542,0.2593438076715604,0.09540021422091617,0.09846107345029188,0.17960287889765075,0.07028634069532164,0.03494281873297472,0.2566339604581281,0.5422964436285594,0.2279581073709644,0.0007225915597915133,0.17333701968616716,0.01599977649117107,0.007363974772231992,0.017863272556541465,0.0011620345158027449,0.0456312641623406,0.012810394870131296
2024-04-01,0.20996772775186714,1.2730174956464295,0.4476478219092991,0.05951001503878244,0.3592461384895731,0.5530381511819795,0.35099533380805015,0.09813760976744632,0.008248506750584719,0.17252929014538299,0.01891998732157947,0.14702341983440337,0.26116754819972443,0.09372221355119492,0.09861006240326337,0.1842277249746589,0.07060770738397426,0.036401661835786706,0.2592426819739506,0.5402983894185405,0.23374243455966726,9.021254606827664e-05,0.1820220475977944,0.014518628666383579,0.007286817112129313,0.012972454558124305,0.00104524134413896,0.04467474897530696,0.010095354488860632
2024-05-01,0.18822401449664225,1.3603645545269027,0.44940788573598955,0.06800654473054539,0.3647973590257597,0.5584303485581963,0.3429365245915116,0.1043340989768318,0.007118729331270595,0.15740262058818152,0.01852046807748005,0.14754404549689512,0.2650317232967572,0.09192687782196579,0.09763055357617177,0.18906581828344654,0.07090299374916004,0.03782488129448834,0.26192860232474335,0.5393163777030607,0.23742120346433118,-0.00038458035710762367,0.19123777438985023,0.013193207529476877,0.007227476417204072,0.007166653307453535,0.0009214919172738282,0.04374096889145967,0.006062423348657533
2024-06-01,0.1629626146409858,1.4398142286712763,0.45114047482053826,0.07804333454563998,0.37061366480204627,0.5610340557891111,0.3371892910535474,0.110746838924724,0.006377994199126607,0.14405824072756232,0.01825798656682423,0.14797274613756384,0.2707134269330951,0.0900288846200901,0.09558622810665418,0.19413518340526925,0.07117318891043271,0.039155335011182395,0.2646891019844111,0.5391473597062627,0.2367650736680842,-0.0006971937311814856,0.2007590202602039,0.011976066758263893,0.007185397482049828,0.0011833120584230894,0.000843725700847487,0.042843532297144965,0.001147080947389064
2024-07-01,0.13472371850786719,1.5047724166836303,0.45284643717073,0.0897372173577518,0.37638133304166094,0.5607298083648269,0.3345407610269439,0.11732422319043295,0.0064848182384993685,0.13271398430720746,0.01813930566899611,0.14831207420043374,0.27767075774161454,0.08804008508039839,0.09249362025261205,0.1994534997414674,0.07141980915882169,0.04033656587607431,0.26752177714120723,0.5397656888346775,0.23265884561346545,-0.0008559777615340068,0.21030987421983977,0.010678730972220756,0.007159629708376338,-0.004058810139952637,0.0008138216199215688,0.04199458827220846,-0.003640684976086533
2024-08-01,0.10402708379257086,1.548753638870544,0.45452659590700034,0.10320021894573056,0.3819914981965246,0.5575810393561045,0.3354736087469865,0.1240183826204785,0.007690873317414528,0.12338900799678643,0.018168954363918036,0.14856476495674448,0.2851896614576071,0.08597038949608854,0.08835164468909362,0.2050379718825821,0.07164484415051141,0.04131686864355151,0.270424434789798,0.541185655017846,0.22775524671558786,-0.0008660516821770402,0.21959274432674436,0.009201439369548252,0.007148864154139705,-0.007596545996998289,0.0007887835178918736,0.04120469444866498,-0.006969145550445471
2024-09-01,0.07117396167787263,1.566135734549131,0.4561817499948274,0.11863554458672518,0.38739071896674315,0.5518179484932277,0.3400533718955137,0.13078668724730078,0.009882667114796238,0.11574454897892597,0.01834905505965317,0.14873370694717378,0.2925433633125981,0.08382875036697524,0.08321873128830573,0.2109052246701417,0.07185069633451166,0.042053207355126826,0.2733950866547722,0.5435151353062995,0.22365415720421852,-0.0007210009762695889,0.22833928007858406,0.007657047286421227,0.0071514773071574105,-0.008565537635856615,0.0007219014654256221,0.040482724944643174,-0.007588616572582302
2024-10-01,0.03612299304835195,1.552592238391172,0.45781267495557315,0.13640133633875046,0.3924622520936753,0.5438079901370823,0.34786648658230623,0.1375928042364615,0.012571280824125411,0.10900476986850266,0.01867919813151268,0.14882191454246163,0.2991269851058164,0.08162416277062047,0.07728594029467721,0.21707122412523305,0.0720401150524413,0.0425145538026612,0.27643194217978173,0.5468857421994192,0.2197286651680534,-0.00040836310997301867,0.23638450501636368,0.006317259224908677,0.0071655803193801295,-0.006330699018687918,0.00060336118347667,0.039835817121394446,-0.004751174379738401
2024-11-01,-0.0014667522181409376,1.5051332294074058,0.4594201235564094,0.15699748470943975,0.3970000456551392,0.5340148954631054,0.35803159095751264,0.14440730202295757,0.015052392686356823,0.10199942662439648,0.01915636770278307,0.14883250254332975,0.3045460966831725,0.07936660722355186,0.07086004408947197,0.22355122484815768,0.07221612679319178,0.04268431963439767,0.2795334007903383,0.5510502042256951,0.2146554464954133,7.501297512839747e-05,0.24373500898612557,0.005445024013583807,0.0071890723610570475,-0.0005898608996692527,0.0004678817001952668,0.03926935527998798,0.0014914227501508883
2024-12-01,-0.042030123309876766,1.4218668167813444,0.46100482647994323,0.18099509743839007,0.40078253587425505,0.5229491686799257,0.369294371225694,0.15120781585176885,0.016670058203382854,0.09331839110808865,0.0197749213686055,0.14876866273906553,0.3086529485650498,0.07706786948284879,0.06423999681866319,0.23035974394153338,0.07238196309934368,0.04256167752397509,0.2826980436140546,0.555044031690517,0.2094953687033266,0.0007079495908098865,0.2505888873929373,0.005124335518805395,0.007219696711028846,0.008556502355654687,0.00036586399903297567,0.03878698886437828,0.010223315046777988
2025-01-01,-0.08583722126463558,1.3017214407753952,0.46256749297414007,0.20897321620029674,0.403699477731406,0.511114373331891,0.38019812313439777,0.15797881175662393,0.017065854100792144,0.0815254126921536,0.020526625206530622,0.14863364234311488,0.3115341749442308,0.07474218416344365,0.057583556671862685,0.23751056098538273,0.07254098760676313,0.04216169398748677,0.285924624819752,0.5574393085202638,0.20512678233602277,0.0014399366245466429,0.2572871831915897,0.005173206365412339,0.007255098189961533,0.02056676746465899,0.0003240147698469773,0.03839068227316038,0.019878181266506353
2025-02-01,-0.13282809021760425,1.1443875936354022,0.46410881148312305,0.241514644860626,0.4058568418256917,0.4989547408862576,0.3893036802111388,0.16471100375250416,0.016305772923056003,0.0653623109097494,0.021400744064524274,0.14843072422346126,0.3134591135858841,0.07240666364553212,0.05088403543650449,0.24501674310618776,0.07269662365531582,0.041514314245729864,0.28921206271629674,0.5571104219135476,0.20205380753106117,0.002199794430391224,0.26421963309871943,0.005184796988484751,0.007292880566387133,0.034443762903630944,0.0003276371112634574,0.03808079300593979,0.028668902057317362
2025-03-01,-0.18263786591704903,0.9506371368407731,0.465629450259412,0.2792628315083885,0.4075939235165267,0.4868102268486635,0.39541913658804406,0.1714004921367164,0.014838506558211742,0.04388835393267371,0.02238418580124666,0.14816320884541648,0.31480087059764206,0.07008148950645611,0.04407631248344872,0.25289069374050877,0.07285228383910052,0.04066233785547621,0.292559430733197,0.553863460866851,0.20085648101448544,0.0029141260479225925,0.2717380897919792,0.0046944991499442805,0.0073306626191345925,0.04874673866288161,0.0003366021225958483,0.03785617458243535,0.03506756276658082
2025-04-01,-0.23480883954248727,0.7230015134533943,0.4671300579581482,0.323002577194359,0.40938768225099964,0.4748848426373861,0.39779575911367815,0.17804769904248863,0.013313807719944578,0.01653254465912421,0.02346169690256294,0.14783439784467695,0.31594477354671224,0.0677898596355309,0.037173454768765005,0.2611442233041528,0.07301130277143328,0.03965859643541428,0.2959659483878181,0.5484452612120401,0.20233985761747414,0.0035267737252512414,0.28012536514061503,0.00340152175903765,0.007366131621673586,0.06165141669120185,0.00031896241806926334,0.03771430047210275,0.038135109878954014
2025-05-01,-0.289087708987878,0.4666132206816991,0.46861126421383487,0.3737246583334972,0.4116725694064447,0.46323286672415015,0.3962525006034322,0.18465618080143809,0.012341816199529237,-0.016928492633161568,0.024616105737380475,0.14744757914906612,0.3172010315350663,0.06555769935333525,0.030318989579904948,0.26978863964524685,0.07317687422578242,0.03856258918094178,0.2994309723284672,0.5420700103443674,0.2050710982572822,0.004010524168830213,0.28963012355894274,0.001317057963167896,0.007397093121060704,0.0710929487528381,0.0002736523131226814,0.037651405156561055,0.037571835446646086
2025-06-01,-0.3456574514451975,0.18991502565031393,0.4700736802001075,0.4326573143700093,0.4146455992704546,0.45176553485346255,0.3912055072671754,0.19123139553287308,0.012285421983015491,-0.056432899863385066,0.025828608666452868,0.14700601356825874,0.3187387942599713,0.06341315845202362,0.023728582327795178,0.27883485588770984,0.07335199368202379,0.03743684869661651,0.3029539875284817,0.5359244968018201,0.20634991664899943,0.004366723739258498,0.3005373873731551,-0.001260456621562371,0.007421516013115154,0.0750172822377953,0.00022551822563530026,0.0376626384123774,0.03351071108603205
2025-07-01,-0.4051792664335619,-0.09503770662610041,0.4715178991730337,0.5012712116381379,0.41813796523172253,0.440278295481577,0.38359705062829763,0.19777949918768933,0.013152091875873838,-0.10170109785827688,0.027079093297563,0.1465129227719306,0.32055564278549337,0.06138592744765282,0.017592117505684873,0.28829351306289214,0.07353940716103712,0.036343302136721295,0.3065345986937306,0.5309021323377918,0.20586447010818887,0.004614442029697749,0.31322708503538904,-0.003920897604933072,0.007437572062338497,0.0717326723881527,0.0002001887023163227,0.03774222894256092,0.02622093450621502
