,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2024-08-01,0.43004846987966333,0.7189310298061815,0.2028891250830427,0.051326473878340724,0.6091423057885379,0.4558973874046132,0.5518064785888261,0.10948496141260772,0.06719844653553272,0.6630370413628877,0.025012743888159446,0.14555582196117164,0.12015117632567658,0.057327782564633015,0.0417630223473526,0.15828157548064978,0.13569701085201039,0.040589712888265184,0.3412972550047263,0.44890685964811067,0.8995238273290153,0.22229663726329585,0.003999485416447662,0.10667929874047705,0.00048671994960605214,0.013828576239244085,0.0018516671319270227,0.05397952311927897,-0.007011766640973429
2024-09-01,0.4210792468386634,0.7264905269553159,0.20540032254620255,0.05128349217720699,0.6080499036515068,0.4476800966196298,0.5522715265226504,0.11108894722408277,0.06591140566096153,0.6689167520906459,0.02437447432722361,0.1453462698199648,0.11877536042608773,0.056954896789220874,0.039854234681294134,0.15528540956307055,0.1366987166625144,0.0415230320873391,0.347086818052026,0.451592323628042,0.9012715001588986,0.22419190637251546,0.003293516577337203,0.10577936584405125,0.0006036814313164705,0.012444159094137567,0.001776203836382495,0.0540757823424839,-0.0071315017082742415
2024-10-01,0.4133103340889351,0.7347150040223662,0.20834991881079507,0.05134643760371555,0.60650218727286,0.439061506217233,0.5510188222375056,0.11325194940995531,0.06416290937750328,0.6771742095224509,0.022750755595234012,0.14447548055700385,0.115719282799094,0.05647158386190851,0.03841997885132032,0.1538749591224155,0.139441209532549,0.042414274243660045,0.35025265329619326,0.45433727734090035,0.9024204909007658,0.22784212471388582,0.002324851769720698,0.10444621500501335,0.0006492107176325712,0.01114707809580758,0.001741776935706707,0.053978878507615076,-0.007166479917996078
2024-11-01,0.40746771745323135,0.7436814443699826,0.21089007583292402,0.05269399658113199,0.6076979868967833,0.4295695436124621,0.549475741678502,0.11443038762121602,0.06260545469238667,0.682305801539019,0.02064964158017362,0.14409328370035757,0.11318950063270677,0.05518565148744285,0.037286832109362365,0.15267434699942395,0.1420598253182184,0.04335180580476604,0.3557721273985696,0.4571208600148508,0.904268893008322,0.23122311154656028,0.0018496138894194708,0.10232863200040151,0.0007043233273840999,0.010272563253501895,0.0017238752916944322,0.054526201827099455,-0.006932071056861798
2024-12-01,0.4017332048832315,0.7519988383402898,0.21299502825845645,0.05377160625712751,0.6082174349415317,0.41831863010119585,0.5477367511446909,0.11418732722602806,0.060823840920213174,0.6821590936324957,0.01823772264676978,0.1465628942204223,0.11275315159728526,0.053156768703443144,0.03666030161737139,0.14989821235804907,0.14398407710586586,0.04450997139849086,0.36173858956849025,0.4603324369775397,0.9042382878703366,0.23367655146821664,0.0016336212430813658,0.09981314678768385,0.0008578218250576971,0.009025785008334212,0.0017472525815223003,0.05415732658824448,-0.006343982278150635
2025-01-01,0.3969936841785621,0.7568022997836297,0.21497156756780011,0.051958382477047815,0.6082908927450194,0.407173118873653,0.5451700041841395,0.11299662578828801,0.05887713876154935,0.6840866344793509,0.01612293460100346,0.14975979171060042,0.11243151561929783,0.050525560001284914,0.036906256764477174,0.14897901860458496,0.14486206680867636,0.045381613120773365,0.3612992054020938,0.4606904668323203,0.9022363293615022,0.23724308105810157,0.0008773687970342098,0.09721132429738803,0.001110043196066183,0.007135985442109602,0.0018550493644401353,0.053860166810871475,-0.0056751745549744916
2025-02-01,0.3942175330608491,0.7592429344805081,0.21697486123867837,0.049082720579419786,0.6111960174918366,0.3975646499199591,0.5430583803058527,0.11192299191320254,0.05801457381153302,0.6863225823090857,0.014341147935812905,0.1499051354249826,0.11427247625244571,0.04788880599117039,0.03840727929542871,0.14900616445906947,0.1438608753298374,0.04543378442757765,0.35918719714792824,0.4615516263616731,0.8989585055401679,0.24205481613835927,-0.00016487858153398397,0.09370642823567456,0.001465381058548637,0.0057788366158603634,0.0018786284757327416,0.05381424968712554,-0.004970978820945917
2025-03-01,0.39300249908782237,0.7615486101699982,0.21971396020517187,0.04724046702466866,0.6141527598917044,0.38950264779782784,0.5414269154050145,0.1118359230387159,0.05872386758626788,0.681594289497093,0.01327016785493973,0.14835762023357393,0.12006532117088403,0.046197317319746634,0.04046526796325928,0.14796493162489005,0.14264846499125333,0.04504015373267729,0.36194355484972274,0.4637915242128752,0.8947482222713674,0.2470173428331962,-0.00046857975570418044,0.08930897641328653,0.0019442877989045114,0.005500337280108,0.0018451353796724579,0.05305999183372654,-0.003903995808614653
2025-04-01,0.39458084565565255,0.7602600924867617,0.22472384901120898,0.04545719451718065,0.6148564984192841,0.38219689808065904,0.5422309962892938,0.11220377644839437,0.05987022010590845,0.6757125716078635,0.01444271864286046,0.1478560239586976,0.12788596437681043,0.04591985080275102,0.041944675842664134,0.1467607637832688,0.14257090701771044,0.04455900086039583,0.36450133770766735,0.46650800360477745,0.8901309208692412,0.2520439221180938,-0.00023126770044777385,0.08537300152933323,0.002416631844133644,0.0051247219353429425,0.0018723093856861973,0.05328249974226453,-0.0026571228591636296
2025-05-01,0.399567848354851,0.7547386812439905,0.23033342015497102,0.04440999291345233,0.6159899229508272,0.374492712161342,0.5442910500892514,0.1123020194982224,0.060677172247531705,0.6756023814871901,0.016919927871899346,0.14603363595637708,0.13477642221372552,0.04699235121778356,0.043737503382514975,0.14734287328535328,0.14251228800942,0.04393052279384997,0.36588388846998443,0.4706793536693562,0.8852962367058816,0.25768185558708334,-0.0005357412554383096,0.08238745741938963,0.0027611962448245916,0.004401896664467593,0.0019394672034276916,0.05308919774829851,-0.0014832313149492843
2025-06-01,0.4078611798947594,0.752024878425642,0.2350466462683809,0.04528964726508437,0.619369059878873,0.3667940569171523,0.5443551619667208,0.11182614257387424,0.06185933019018348,0.6756992236321664,0.018457398414472744,0.14225335298051964,0.14199754601010034,0.04849983452745564,0.04537679670965824,0.14857410764940243,0.14317931578624635,0.04300633939824243,0.37287275704898026,0.4759049999959415,0.8796355321272866,0.2626661477586185,-0.0010270957476356808,0.07923068714979523,0.002999457046045635,0.0044442044584259415,0.0019842857520028026,0.05230877639926599,-9.568656053407336e-05
2025-07-01,0.4182749900431993,0.7521076355211797,0.23904327631029312,0.046927321690747086,0.6222413862244165,0.358687519241349,0.5439792095319419,0.11116029173901926,0.06384942037683304,0.6680702922553108,0.019027635989008865,0.1407582851701587,0.153813211598482,0.049413154455634156,0.04611100737858205,0.14730031631313883,0.14317655399304144,0.04192247924204803,0.3831944043918147,0.47846497338560917,0.8711017622352576,0.2659856421960264,-0.0005627923448547614,0.07598827362226687,0.0031999251061954202,0.005367867795703165,0.002027853138137893,0.05300114332336095,0.0015313586418763195
