,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2023-11-01,0.6065360213870454,0.21987968210210973,0.06527757742580982,0.6265080441356036,0.4552508094803033,0.09889785395204063,0.08097639263689727,0.04654058573482327,0.5958039177307451,0.1135841172709636,0.1548669996173267,0.06357518999112058,0.04887752574840486,0.12590869654543846,0.13338576217059078,0.034938121592319786,0.30980280402240445,0.5331457002355675,0.9302215645351193,0.2053406705534713,0.003922773705270462,0.06402992068844549,0.00991171423172057,0.07093514095618966,0.018515930266236685,0.000930471376826934,0.09113139063647463,0.001347410898123588
2023-12-01,0.6027914124311274,0.21523698249133094,0.06564290348754206,0.6265280819286275,0.4190841863597516,0.09896090764500273,0.08989678649305774,0.04783156131972249,0.6010876473016737,0.11360195093919634,0.15364744177142786,0.062388169656302096,0.048885734979653414,0.12363753131514107,0.13844444152807517,0.03322470377825147,0.3078672369023682,0.5427771433177433,0.9603117543571273,0.20520403554151243,0.0037123993491928113,0.06466292024255013,0.012835305453231013,0.08806195937084868,0.018532910651183964,0.0007042776887606493,0.09226266037150567,0.0014837237726607576
2024-01-01,0.5976759903615286,0.21007191967186634,0.06586404512588336,0.6275862750605256,0.3645408989869588,0.09921919393021349,0.10178432174404736,0.05015768079600193,0.6063447141201849,0.11428767263098107,0.1521599687534605,0.06154537321101111,0.04888798287163562,0.11673657862468773,0.1431117269677955,0.030406660810066294,0.30706088663256664,0.5424363309391347,0.9902800586295109,0.2059379677397637,0.0033917550770326214,0.06523039468145009,0.016537782699680134,0.10954191830683814,0.018174742773524693,0.0004857890176587334,0.09255562404687723,0.0014213611738022602
2024-02-01,0.5918568692956934,0.20481037377827235,0.06588410647487493,0.6297741387966805,0.28856030834004526,0.09967227516073687,0.1092892636540296,0.053426976378413274,0.6107647567633583,0.1151888201984096,0.15057545938181588,0.06164729262781845,0.048883188711261016,0.10720040270779405,0.14633302308986507,0.028049474794907825,0.30671198266361716,0.5312477188777792,1.0193084467227975,0.20756523020398668,0.0030201683064379798,0.06688090012666267,0.021229775344798273,0.13629977557224773,0.017462671861494153,0.0002797866979291428,0.09191532119608634,0.0010287338806767438
2024-03-01,0.5856506700162877,0.19990727773653844,0.06562585690164537,0.6329328510110662,0.19028757053054476,0.10031212194988275,0.10669897158964488,0.057488063711907345,0.6151865740439686,0.11607583881991072,0.14911124829212433,0.06236708418553792,0.04887077571773535,0.09946694735684422,0.1472676724989264,0.027454586303091316,0.30598377409588495,0.5090807288665611,1.0464761514029672,0.2100223409776495,0.002694415270996159,0.06984288636714359,0.027278715947059804,0.16973049691578468,0.016452263924680067,9.319140523423631e-05,0.09025874019320256,0.00041502947261902977
2024-04-01,0.5788326902133152,0.19579711770171807,0.06503469698175808,0.6367207237188599,0.07222361880610016,0.10112419370031184,0.0946969734722117,0.06213705137564435,0.6213523088514021,0.1171850152428944,0.14785389198045312,0.0625365792193407,0.04885061373268808,0.09592197162889418,0.1455092004135869,0.028600076615423943,0.30621177430592156,0.4759672178033735,1.0705643152598088,0.2131478440508083,0.002492230906131364,0.07286464788847326,0.03521740855410128,0.21188976964055245,0.015230260385907754,-6.488112605000618e-05,0.08751722443721616,-0.00011775006260111333
2024-05-01,0.5707772635621734,0.19284558007041525,0.06409704256564219,0.6407104506271377,-0.05927827778648583,0.10208864900766992,0.08110730928593651,0.06712862705976175,0.6304341751887093,0.11877822722216091,0.14667727082370055,0.06112905680114217,0.04882296700923923,0.09472212550589532,0.14119366300103506,0.030092131695085792,0.3059848997365556,0.4329008839720286,1.0899579110864557,0.2167074851387885,0.0024251262814985654,0.07403170328074904,0.0457208554810023,0.2655587113057132,0.01390839813504168,-0.00018376751460838113,0.08363909736021355,-0.0002753654130315808
2024-06-01,0.5608268532201739,0.19130771583959694,0.06282804027771907,0.6444912491441119,-0.19413590580666393,0.10318161241181141,0.07611143592139602,0.07220395517294362,0.6421285069750092,0.12055563031805061,0.14532538627899352,0.058322562883711404,0.04878844589732907,0.09234517748322041,0.13497741192891063,0.030278581254324866,0.30483835634835393,0.38313221507439477,1.102787743177519,0.22044296315008718,0.0024265305348992643,0.07235670343664834,0.05957932685138088,0.33420598752486685,0.012614597483683508,-0.0002524411619268963,0.07859249003238128,1.1305711639503918e-05
2024-07-01,0.5486707938363136,0.19129743230395152,0.06124445793701493,0.6477533946262383,-0.3189605714540796,0.10437643376355994,0.08460869161036433,0.07713841882889516,0.655064437907312,0.12168122914088786,0.1435959821844125,0.05562037837905441,0.0487479614874201,0.0880254702161794,0.1279089442010689,0.028695491995550715,0.3056518693649518,0.33266413821630875,1.1072075541528337,0.224123473247649,0.0023831412825570174,0.0687254875567545,0.07771111191504007,0.4219566475814043,0.011482183296855873,-0.0002609822275675439,0.07236834736313036,0.0005147616631121467
2024-08-01,0.5345273142151711,0.1927720307092138,0.059348269833946546,0.6503396337883972,-0.4174659877069224,0.10564488767281698,0.10132549806369691,0.0817998769428547,0.6681230063336074,0.12152218682788327,0.14148656282761843,0.054758536760584856,0.04870268249945141,0.08496321319946576,0.12123970117233447,0.02662876527009278,0.3077677391612895,0.2895623105075339,1.101590181252174,0.22758129790511114,0.002197917043042474,0.06524716105819292,0.10125120394625958,0.5336950155229755,0.010638020672510693,-0.0002020556002628618,0.06498358058797873,0.0008517293292642433
2024-09-01,0.5190472576231354,0.19553397252220847,0.05713833404245386,0.6522573511905632,-0.4708121813574938,0.10695827228982607,0.11318507708529287,0.08620030033680495,0.6814927187438773,0.12037196240479123,0.1392021869544105,0.05623452040176048,0.04865399389451631,0.08672566365639064,0.11621330498717142,0.026189559547938238,0.30960570656348335,0.2627177004969202,1.0845460230044526,0.23072158729922215,0.0018540887670213068,0.06348020600005931,0.13171694070648282,0.6753819083485844,0.010190593649011105,-7.214725992403352e-05,0.05648432002396913,0.0007488722538392866
2024-10-01,0.5030178901351732,0.1992502199942941,0.054647744571655735,0.6536547220033929,-0.4581592146679651,0.10828837834445772,0.10842196828693794,0.09052434165759615,0.6965418298658184,0.11935076171448972,0.1370358539689242,0.05874345558910003,0.04860345684794476,0.09289816388904115,0.11385525093569818,0.02852295712192754,0.31218048046813285,0.260791279449736,1.0548388731369436,0.2335074662721363,0.001441395852598351,0.0631168277573611,0.1712111957846276,0.8545893813814309,0.010219116364187764,0.00012762296661932753,0.04694920017308749,0.00024740468184474007
2024-11-01,0.48704952602617996,0.20348754666358254,0.051985980893356425,0.6547713533167399,-0.3578951815207235,0.10960831035749409,0.08638088628340838,0.09512653862950571,0.7146320870730887,0.11948096352147897,0.13522460520602775,0.06012098227385601,0.048552769858255636,0.09930903614147543,0.11477398706420325,0.03261243082211542,0.3167175120888693,0.2913665739057447,1.0113233100661714,0.23593016200386735,0.0011210017520616319,0.06240414927934293,0.22261309220279632,1.0811859687470993,0.010764730636503789,0.0003912060668584118,0.0364925788212296,-0.00030560094167007834
2024-12-01,0.47142229026890914,0.20776036291565456,0.049359354807065686,0.6558778041249023,-0.14993518377986004,0.11089315180884875,0.06028775153472581,0.1004997480376486,0.7359234777892878,0.1207931601084587,0.13388811337659598,0.05909406964720907,0.04850373088005839,0.10310546307396598,0.11899013476137005,0.03582177711362907,0.3224049282663768,0.3597911663540513,0.952966587955516,0.23797729246581328,0.0010407942154078416,0.06001757793014866,0.2897389540813164,1.3680733108751246,0.011824710120119965,0.0007078503199964406,0.025267554783398555,-0.00048474403925017825
2025-01-01,0.45616559411286006,0.21158606371515418,0.04705355955832914,0.6572185347608605,0.18082847318270387,0.11212047450147647,0.04948766991373334,0.10722575522524413,0.7592212923024623,0.12232500634191278,0.13307743453532833,0.056368565534081205,0.04845820046312426,0.10696997499233571,0.12582902330215281,0.035950692380378936,0.3258464095205407,0.467438752768731,0.8789544931696449,0.2396105963861645,0.0012463657609970225,0.05666501994332879,0.37751092891512883,1.7319050367475355,0.013350365920983232,0.001062779298830817,0.013468609066992845,-8.161489558051148e-05
2025-02-01,0.4413043053530814,0.21454186822202184,0.045381782961281536,0.6589698034501075,0.640264070856493,0.11327069922437157,0.06534770077613022,0.11592173310473725,0.7829988766240185,0.1230095639404159,0.13286964756958602,0.054075697185211866,0.048418065956754186,0.11696797219365496,0.13392661298959913,0.033217221963210815,0.327897757124705,0.6098569154840678,0.7888582912067957,0.24075902614920322,0.0016417320386909419,0.05479376025456231,0.49221072404339594,2.1938119023882146,0.015249047507724434,0.001438201326832481,0.00133365608686992,0.0007369442416664228
2025-03-01,0.42711380827246265,0.21631672387519135,0.04461916278544177,0.6612189607834452,1.2205698466819837,0.1143273200349696,0.10077095673659942,0.12719364330077632,0.8066999699212938,0.12259667557612866,0.13341277931700313,0.05399521640995324,0.048385206900117855,0.13550784662491083,0.14139294774148412,0.030411806597574535,0.33257947804071214,0.7756724646033282,0.6828268817916621,0.24132694230486215,0.0020300814953371727,0.05645898468060947,0.641898995208865,2.780276767003487,0.017390279345323088,0.0018145090807298054,-0.010854740065976833,0.0015228911667332186
2025-04-01,0.4142304702730706,0.21675216318800225,0.044949741977004284,0.6639659237724904,1.8963551554170195,0.11527700808839801,0.13224781748227413,0.14160259664399844,0.8311852153676152,0.12176647413112521,0.1348739946776023,0.05606405026913685,0.048361461767012046,0.15719352632264388,0.14614339923144165,0.03081155060321719,0.3394913751946319,0.9468066896506737,0.561749418322258,0.24121249126066852,0.002220263044759442,0.0612207026274469,0.8370516218023636,3.5243863594729885,0.01961569741440524,0.002171532966492959,-0.02276925018994406,0.001836692477897195
2025-05-01,0.403556046418722,0.2158670238445883,0.046443456641462925,0.6671426815896029,2.6217161984282615,0.11610961305373474,0.13517274756813374,0.15964590771846043,0.8579405091634089,0.12142272739643861,0.13732740004374727,0.05846984237160627,0.04834859626884239,0.17323326998721628,0.14635462098795182,0.03534303151570882,0.346539583035259,1.0998848214464445,0.42733917437732855,0.24032934285460109,0.002143310107495561,0.06612252265281449,1.0914253832199348,4.467685063955705,0.02175208383589345,0.0024897362827649575,-0.03403903816963137,0.0015409731590022239
2025-06-01,0.3960161616922495,0.2138625842705669,0.04906414082671984,0.6706434621154757,3.3285657220652842,0.11681808094877343,0.10286057401365409,0.18175295562692695,0.887741877536549,0.12192049491118448,0.14066744747785043,0.05925301799150248,0.04834827344375388,0.1807578873242167,0.14094980857250228,0.04135944153505551,0.35259538087876136,1.2083810684604241,0.2821353315278281,0.23862573412863425,0.001909606159378388,0.0680205782420667,1.4231446926174016,5.662771431573235,0.023626476234009354,0.002751275062472658,-0.04425265652837185,0.000901078063454264
2025-07-01,0.3923126323156577,0.21110676559325306,0.05269509597729592,0.6743571074620662,3.926450404083837,0.11739830690614304,0.05497762789925244,0.20829671231032532,0.9199304640179435,0.12293321545709854,0.14461350289835462,0.05799771079995801,0.048362025773767,0.18688686400797608,0.12998889655735746,0.04434043425020713,0.36058700230603086,1.2452656749455995,0.12946934146708522,0.23609718416693948,0.0017635005808424482,0.06629697331380036,1.856018670644079,7.176668563268218,0.025082083061747515,0.0029408818261727927,-0.05296281727340646,0.0004225531623342372
