,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Manufacturing and Production,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2023-11-01,0.43484562905156443,0.1571203623472699,0.053007352895134696,0.07479921541199225,0.09716432458297769,0.4994519220937087,0.4218171325943679,0.244458094848178,0.249380648239046,0.14049461476969022,0.01223659641134036,0.5481510011366824,0.10575871983505548,0.0394510698134202,0.09607485232766916,0.23479048433483313,0.3020573740201916,0.7856571333948503,0.29204476861099876,0.032257538840491796,0.45873604274627744,0.0074463048158005425,0.15220592961826057,0.007738220491484436,0.012914460595630419,0.082060568141719,0.014610389738379727
2023-12-01,0.4396997206339577,0.15864819194427005,0.05130234438943477,0.07419136831141152,0.0983746478887894,0.4979924365969212,0.39574804133794916,0.2468007352137464,0.246714231620169,0.14123249614964056,0.013728103080744958,0.5684819191241702,0.10491073078939404,0.039681390902494736,0.09184693748456026,0.23447017398243308,0.30428209965679226,0.7912883302752856,0.29011270480668516,0.032528350964235515,0.47488228854297504,0.007435789886748147,0.17878058789271922,0.007713649260562361,0.01254253117747761,0.07552715479171371,0.014554588484791652
2024-01-01,0.4440242043136104,0.1608449296724639,0.04995020244107718,0.0725838008739372,0.09890106373067392,0.497253022657668,0.3678309420468773,0.24659531994804307,0.24356967050915895,0.14245847274425588,0.018060197622580012,0.590258614403791,0.10437541694995658,0.039894084790195246,0.08769541907133972,0.23415264314920786,0.3068801302793707,0.7965183656108616,0.2887017232013046,0.032841273535816694,0.5241871372239748,0.007427782250854272,0.21187400734866524,0.007697488158855892,0.012183359578015505,0.06944547500165105,0.014494001331509984
2024-02-01,0.44782294592889704,0.1645832844075441,0.048694694002341284,0.0702555150314344,0.09889575802077975,0.4969353582289152,0.33884757471671745,0.24434966609873807,0.24059942321167452,0.14410308674509975,0.018627892813846088,0.6137476215192106,0.10409534172598098,0.040081673318991484,0.0837565596201316,0.23384715335594858,0.3096310840678308,0.8016258858555549,0.28793047112714754,0.033179376114911105,0.5547920462932528,0.007421783145119843,0.25311031053320965,0.007687175747298461,0.011863903457842651,0.06417256871683458,0.014423446256105666
2024-03-01,0.45110410095438885,0.17025356330997238,0.04726474301802735,0.06736394122584434,0.09862932797848652,0.49627044018684513,0.30912017108835266,0.240779822685263,0.23815088723404815,0.1460135155975351,0.017582585007486204,0.6392518942471049,0.10401681801424996,0.04024327372698131,0.08003427819655588,0.23355954903771559,0.3123557909588491,0.8067041104963125,0.2876833426944271,0.0335313956667399,0.5676709116204544,0.007417386870153187,0.30451684156181186,0.007680799111017156,0.01157400335636426,0.060009209432221024,0.014340480385298608
2024-04-01,0.4538794306183499,0.17728165717793054,0.04543262063877202,0.06401963217824987,0.0984131878194266,0.4949738685294882,0.2787627660441706,0.23676107746607114,0.236180726359765,0.14801706272628423,0.0171795873653711,0.6670561510727142,0.1041276016780738,0.04038273447990719,0.07647633798427622,0.2332931844609572,0.3149165036358416,0.8117354555429463,0.28782048814725925,0.03389312337033128,0.5758670387543168,0.007414263883432014,0.3686269733434149,0.007676972533734097,0.011273636927269843,0.05718310198439664,0.014244453497672019
2024-05-01,0.4561637073616722,0.1844368825328898,0.04305879338165854,0.060348626407105706,0.09852441135437905,0.4936753298621097,0.24800320556310906,0.23323663071176237,0.23452201179928428,0.14995450794393422,0.018296511815871955,0.6974005112058222,0.1044278471084973,0.04050568667145703,0.0730315497309849,0.23304963043098725,0.3172102779932172,0.8166926255964662,0.28815814628996705,0.03426680116004984,0.6128398684376513,0.007412146927659799,0.4486029763850958,0.0076747219804623405,0.010906944475078614,0.05583912999086949,0.014135755148513268
2024-06-01,0.45797419911295206,0.19057708799382872,0.040115219409260126,0.05647686404153553,0.09914840263630531,0.4930737909278676,0.21725380898914665,0.23102269599461075,0.23302184772900572,0.15169076795648043,0.019134748929142527,0.7304828130505121,0.10489240847065114,0.0406173300409781,0.06963746088267353,0.23282920833930087,0.3191605125574779,0.8215689936254125,0.2885578462455932,0.03465919116772561,0.6362463095402964,0.007410819652317487,0.5483875733748289,0.007673384436849829,0.01041914696476114,0.0560366327248621,0.014015272473679351
2024-07-01,0.45933022192261824,0.19520549745121094,0.036684742978885916,0.05244422094846487,0.10034884233220374,0.49322645643990615,0.18695661732269026,0.2305842875145542,0.23165053672452346,0.15312857000744415,0.020549235864109335,0.7664790841820887,0.10546638113552419,0.04072149802765239,0.06618553244427508,0.23263138998152522,0.32071023529604603,0.8263574102216203,0.28893324910787566,0.03507908585125917,0.6654399472460284,0.00741010728302033,0.6728952129873071,0.0076725249833855345,0.009772066790651172,0.05775302533645419,0.01388395153647716
2024-08-01,0.46025275116910785,0.19850036116600742,0.03293929713289836,0.04812437601337956,0.10206801700937859,0.4935658483547298,0.15742505353579167,0.23190553646473994,0.23044598378373246,0.15422885300435607,0.019112035553685687,0.8055688470993679,0.10608723009096167,0.040820686732146935,0.06251663556634043,0.23245509379612206,0.3218188349647815,0.8310321356797519,0.2892493873285307,0.035534944788927506,0.705033804151081,0.00740986897263117,0.8282537202488318,0.007671871219616144,0.008954496845233018,0.06089257268550464,0.013742488858944548
2024-09-01,0.46076408254226364,0.20096462099887408,0.029103301053304338,0.043234138932082986,0.10415424344421947,0.4936519993275153,0.12882651619589158,0.23451838252037535,0.2294741409787873,0.15502249712368846,0.016500744865326662,0.8479553013460165,0.10670545148847024,0.040916476461730134,0.05846041650450801,0.23229890172595508,0.3224621886316745,0.8355537300310191,0.28950709984148254,0.036033140488785635,0.7581215661735481,0.007409991533307717,1.022107068401104,0.007671263098970302,0.007985167380523815,0.0652988191101124,0.013591212703694601
2024-10-01,0.46088753513490205,0.2030784060010546,0.025410731435842375,0.03744583228670602,0.10640756043521864,0.49356894712021876,0.10126944664033657,0.2376692054658215,0.2287815010402864,0.1556023461616517,0.015131272995911146,0.8938761741800926,0.10728861585497884,0.04100992201865333,0.053881633346336805,0.2321612156635111,0.3226349444120415,0.8398843417596371,0.28973657389272817,0.03657704356464165,0.7758905232887296,0.007410384302281983,1.263992443325571,0.007670615659226198,0.006908121477000691,0.0707690695604998,0.013430151548068923
2024-11-01,0.4606471901108306,0.20520247357986238,0.02206473715692888,0.030531173905163706,0.10863144638480444,0.49368383545311034,0.07487539450392489,0.24054810593171977,0.228398429032692,0.15609959731689438,0.018677631981638763,0.9436060083203713,0.10781366087169308,0.041101752920317605,0.04869068539667215,0.23204036823720925,0.32235322520764276,0.8439981042831305,0.28997669864684245,0.037166942029579264,0.8056165704685269,0.007410974938248521,1.5658093172218828,0.007669892094079108,0.005782299677165202,0.07706939373911409,0.013259196691036562
2024-12-01,0.4600676594919152,0.20768419525169068,0.019207384238756044,0.022443479858280713,0.11067796565107137,0.4941096720187632,0.04977164912191537,0.24250088255821442,0.22833799147911213,0.1566560969568005,0.020102047565553324,0.9974533211080644,0.10825892950687105,0.041192417612723436,0.04281856775591059,0.23193469935837685,0.32165615277651094,0.8478823407309986,0.2902714942291165,0.03780061507913565,0.8571151262527624,0.007411705981471341,1.9424038420737464,0.007669084841399177,0.004668486755930376,0.08394884889269527,0.013078242193621694
2025-01-01,0.4591738805767495,0.21094796070770971,0.01690447994042748,0.013300317371497956,0.11247649482845833,0.4945968809968644,0.026033937659489054,0.24317034120441736,0.2285991312992175,0.15740062600050683,0.016868748972163658,1.0557564285598107,0.10860184913100596,0.041282072753600865,0.03618655982871747,0.23184260731784884,0.3206051431451242,0.8515329315457646,0.29065053997860935,0.03847428923212601,0.9344683874740249,0.007412532040502471,2.4122979494393557,0.007668202706951765,0.0036171726096565137,0.0911519425108413,0.012887232980803085
2025-02-01,0.45799093235027116,0.21542109448039737,0.015147030256637347,0.0033031891018995146,0.11404112067802576,0.49486092344229643,0.003642942984864922,0.2425461388857343,0.22915777208864554,0.15843113824880714,0.01467772233748657,1.118880641029508,0.10882115364025644,0.04137059544398475,0.028691153776401045,0.2317625811604324,0.3192806411573868,0.8549492295613488,0.2911240663461179,0.03918369242663163,0.9862631415456723,0.007413417492885129,2.9985994331619774,0.007667262409851147,0.0026603131073754207,0.09842873282971096,0.012686122036391035
2025-03-01,0.45654387096331556,0.22133840417844824,0.013867473654424608,-0.007338744688324142,0.11545744214997314,0.49491193219892327,-0.017516321431306797,0.24092745127903564,0.22996777359832665,0.15980266481672362,0.019921977217511384,1.1872180097312144,0.10890027038192525,0.04145764314667737,0.02020232337522751,0.23169321945946203,0.317776621600216,0.8581321692103163,0.29167665335114884,0.03992497172955555,1.043958432297305,0.007414334607334833,3.7301378090509716,0.0076662832808673306,0.001808692096813131,0.10554234374254998,0.012474780599876532
2025-04-01,0.4548575819588432,0.2285906769594666,0.012966094596418473,-0.018439688170804852,0.11685432504323344,0.4949822297652573,-0.0376308454557078,0.23881877193985326,0.23096846426559933,0.16152160705905683,0.025334607133617813,1.2611895464610052,0.1088297548420963,0.04154274568709206,0.01056420149761024,0.2316332393677325,0.3161936407906366,0.8610855275653452,0.2922718152092256,0.04069532642006391,1.0993850380828016,0.007415262011427736,4.6428816622507085,0.007665284145161826,0.0010549862182623613,0.11227400906671425,0.012252908532088715
2025-05-01,0.45295664740794656,0.2367432263609312,0.012341439277992193,-0.02982811484240215,0.11836904917739811,0.4952191395605563,-0.056943439012510116,0.2367891581512104,0.23210031608427795,0.1635477395166204,0.023196071517951077,1.3412491492196637,0.1086082446969357,0.04162540005832335,-0.00040632811589033646,0.23158147885866287,0.31463141918074433,0.8638177301580326,0.29285993776203406,0.04149330327809466,1.1769901477198923,0.007416183442414995,5.781707071382417,0.007664281670102418,0.0003811598799987136,0.11842602688456669,0.012019972519412949
2025-06-01,0.4508652265068712,0.2452124446001772,0.011918336579136496,-0.04132849289357177,0.12011480639939119,0.49552557847032913,-0.07575548590631784,0.23533007987436047,0.23331527044888886,0.16580387800161217,0.013236806269657904,1.4278883161992495,0.1082420598909607,0.041705145316298424,-0.012918207145337188,0.231536894331266,0.3131818929539871,0.8663419736866675,0.2933891023015605,0.04231878292148198,1.248878168625112,0.00741708672994911,7.2026040600534325,0.007663289657683478,-0.00023216713941146195,0.12382317792286562,0.011775179484850469
2025-07-01,0.44860694849010674,0.2534817627322974,0.011668183236057892,-0.0527570546889219,0.12215785199459372,0.4957116993286943,-0.0944369551908277,0.2347451695733875,0.2345788186355181,0.16819107692549468,0.00748756812756748,1.5216409299108375,0.10774378022666932,0.041781608714096495,-0.027196663598844442,0.23149855518559997,0.31192346096253787,0.8686745560674998,0.293814464627594,0.04317274129615814,1.3306704488831007,0.007417962968684098,8.975429594058797,0.007662318915037524,-0.0007970268522559389,0.12831323555429194,0.011517481506451802
2025-08-01,0.4462048169477175,0.2612398035981058,0.011618156700845211,-0.0639302396071486,0.12450846277150582,0.4957218220791042,-0.11342805681808857,0.235095623486417,0.23586325742957995,0.17060605185833777,0.012111566696375461,1.6230877293691963,0.1071303555900232,0.04185452557279955,-0.043467980543432164,0.23146563654329694,0.3109168613603608,0.8708327418052786,0.29410539520377293,0.04405689429221794,1.3768839625142741,0.007418805846250485,11.187342467581647,0.007661377452485678,-0.0013123169540586225,0.1317671738556119,0.01124560489126468
2025-09-01,0.443681124810106,0.2684056567872848,0.01184849183552218,-0.07466811429493898,0.12712613717731866,0.49566874024004154,-0.13322881578149706,0.23620964363236222,0.23713982662832364,0.17295762884843283,0.024030261329406426,1.7328604035475768,0.10642138659595615,0.04192374057994436,-0.0619465139223435,0.23143741096015596,0.3102028207120929,0.8728332825531752,0.29424855307147346,0.04497332899781958,1.4328460547177464,0.007419611098299703,13.947088887571741,0.0076604708436810425,-0.0017622031082141585,0.1340795790544463,0.010958094654579819
2025-10-01,0.44105737939157763,0.2750851804070798,0.012479371846393387,-0.08477938575717604,0.12993611290305312,0.49567023019766016,-0.15438405435138938,0.23774758426500564,0.23837449194306887,0.1751797636880301,0.026753935025461605,1.8516454528116808,0.10563793175270542,0.041989198271911235,-0.08282987848729383,0.23141323973084948,0.30980138361154747,0.8746917486390037,0.2942481867694752,0.04592420047657717,1.5146801751717163,0.007420376067400354,17.390349371755715,0.007659602643256595,-0.002118797892163396,0.13516961059874041,0.010653364332014607
2025-11-01,0.43835423697518927,0.2815191311522318,0.013650872754325116,-0.09403257667021366,0.13285200138325573,0.4957150197798677,-0.1774718721600276,0.2393012975111364,0.23952973035508016,0.1772394866914062,0.01637206722877478,1.9801880601165647,0.10480173385329072,0.042050928152772865,-0.1063024999857063,0.23139256420093718,0.30971267930562885,0.8764222459615716,0.29412317585403963,0.04691153842694402,1.633609634990212,0.007421099346747577,21.68640978205809,0.007658774799721163,-0.0023480960478620507,0.13498266687106178,0.010329740863580218
2025-12-01,0.4355914464837037,0.2880462429869851,0.015500442511823103,-0.10213238326932399,0.13579853800218145,0.49570465538221464,-0.20309693416323824,0.24049988704770975,0.2405695466068276,0.17913894023808632,0.006611343803106611,2.119296213397351,0.10393450110056579,0.042109027520805864,-0.1325442163381078,0.2313748973641106,0.3099188131394701,0.8780371615554423,0.2939025062051384,0.047937173350167415,1.6805432435537222,0.007421780493078655,27.04648445901221,0.0076579880298894105,-0.0024173984102836927,0.13349271380507152,0.009985496573373075
2026-01-01,0.43278780182193866,0.29506267528151475,0.0181424640883045,-0.10871912489496814,0.13872913138437445,0.4955909779091948,-0.2318844623900688,0.24109549888911533,0.24146447867752854,0.1809115990331058,0.014926460816599955,2.2698452638462348,0.10305698785506849,0.04216364363120424,-0.1617409811331792,0.23135981592164917,0.310386566445548,0.8795469084257187,0.29361965036079307,0.049002764174774366,1.6934814608680868,0.007422419796005938,33.73410067874057,0.007657242139667432,-0.0023022298776052405,0.13070505665948964,0.009618864599126687
