,Skill: (American Society For Quality) ASQ Certified,Skill: .NET Assemblies,Skill: .NET Development,Skill: .NET Framework,Skill: .NET Framework 1,Skill: .NET Framework 3,Skill: .NET Framework 4,Skill: 12 Volt Electricity,Skill: 1Password,Skill: 2020 Design Software,Skill: 2D Computer Graphics,Skill: 2D Computer-Aided Drafting And Design,Skill: 35 Mm Films,Skill: 389 Directory Server (Fedora Project),Skill: 3CX Phone Systems,Skill: 3D Animation,Skill: 3D Art,Skill: 3D Computer Graphics,Skill: 3D Graphic Design,Skill: 3D Modeling Software,Skill: 3D Reconstruction,Skill: 3D Rendering,Skill: 3D Scanning,Skill: 3D Visualization,Skill: 3GPP (Telecommunication),Skill: 3GPP2 (Telecommunication),Skill: 3M Codefinder,Skill: 3M Encoder,Skill: 401K Plan Administration,Skill: 4D Modeling (Construction),Skill: 529 College Savings Planning,Skill: 5G Technology,Skill: 5S Methodology,Skill: 64bit,Skill: 6LoWPAN,Skill: 7-Zip,Skill: A3 Problem Solving Techniques,Skill: AAA Server (Authentication Authorization And Accounting),Skill: AAA Video Games,Skill: ABR Routers,Skill: AC Power Plugs And Sockets,Skill: AC/DC Converters,Skill: AC/DC Power,Skill: ACI Concrete Field Testing Technician,Skill: ACI Concrete Strength Testing Technician,Skill: ACID Pro,Skill: ADABAS,Skill: ADHD Tutoring,Skill: ADO.NET (Programming Language),Skill: ADP Enterprise,Skill: ADP PCPW,Skill: ADP Pay eXpert,Skill: ADP PayForce,Skill: ADP Payroll,Skill: ADP Reporting,Skill: ADP SmartCompliance,Skill: ADP Vantage,Skill: ADP Workforce Now,Skill: ADT Security Services,Skill: AERMOD,Skill: AFNetworking,Skill: AGi32,Skill: AHIMA Standards Of Ethical Coding,Skill: AIRS Certified Diversity Recruiter (CDR),Skill: AISC 360 Specification For Structural Steel Buildings,Skill: ALGOL (ALGOrithmic Language),Skill: ALM Octane,Skill: AMPScript,Skill: AMS Device Management,Skill: AMT Asset Management Software,Skill: AMX Programming,Skill: ANCC Certified,Skill: ANSI Escape Codes (Computer Standards),Skill: ANSI/ANS Standards,Skill: ANSI/TIA/EIA,Skill: ANSYS IcePak (Simulation Software),Skill: ANSYS Meshing,Skill: ANTLR,Skill: AP Stylebook,Skill: APA Ethics Code,Skill: API Oil-Water Separator,Skill: API Throttling,Skill: APICS Certified Supply Chain Professional,Skill: APL (Programming Language),Skill: ARCore,Skill: ARINC Standards,Skill: ARKit,Skill: ARM Architecture Microprocessors,Skill: ARP4754,Skill: ARP4761,Skill: AS2,Skill: ASC 606 (Revenue Recognition),Skill: ASC 842 (Lease Accounting Standard)
2023-01-01,0.000299317395972133,1.1873230186990127e-05,2.174034093238196e-05,0.004480283218733114,2.3050717149919532e-07,1.6603478551184438e-05,-4.957654029811917e-06,2.8770995808118132e-05,1.6993251006416313e-05,1.5793193471885752e-05,2.217593730943384e-05,3.9199099664313134e-05,-1.0410133006767474e-05,1.7663416743872068e-08,8.59941042037181e-08,5.233157052520019e-07,3.852315457680435e-05,2.294280210887608e-05,1.1014458999944962e-05,0.00025965739598616475,3.517321332027197e-06,4.582577937642327e-05,3.79941760566101e-05,-4.21478602321283e-06,0.0003239027437785595,4.3377901754292185e-06,3.755014949035305e-05,4.7159231397772885e-05,2.3855360728830342e-06,4.92838015383789e-07,-1.2746351849671543e-06,0.0007449328968184025,6.58442962264597e-05,-1.3487893914376753e-05,-2.9690557065568286e-07,3.7761017681774714e-06,2.3414224480871756e-07,0.00015672896480860442,5.210968197848682e-05,2.6355787854148777e-05,2.17417477882111e-05,1.6484545899400323e-05,7.886486717677713e-05,3.2376294204426113e-06,2.696469707016883e-06,-3.033273443849591e-07,1.1084327891378777e-05,-3.331373022833012e-07,0.0008693438300473082,0.00013196088542981283,2.051689803771145e-06,1.2052435534256184e-06,4.248452128340601e-06,0.00021783197804564313,4.452497706079231e-05,1.727085534817327e-05,0.00010111534148071516,0.0005464781778774645,2.329521100103383e-05,-1.3805068552808786e-06,1.6952543454430095e-05,3.650234994473942e-06,8.613732095886553e-05,0.00011048233037872183,1.1145940981864352e-07,-8.162775779108178e-08,-8.387050420436235e-06,0.00019760207713572,-9.83136060639183e-07,0.0005148090654682922,7.633534304981047e-06,0.00025253356064115507,3.0324279779961016e-06,1.0353932538196076e-05,-1.3957465976398896e-05,3.8867592438918973e-05,0.00020510646027075455,1.4994911904736753e-05,0.0007192020315916891,-2.8300714482022557e-05,8.116281341039121e-07,2.9986276009414157e-05,8.815298706617224e-05,5.7171953568420555e-06,-1.551794162328928e-05,2.597667944612141e-06,6.640563834064003e-06,-6.903135341166712e-07,1.8952678794269837e-06,5.399683927962431e-06,0.00015552886494198348,0.00036927445601493767,0.00010584580096105906
2023-02-01,0.0002896596948349712,1.178274161645532e-05,2.2707703067228816e-05,0.004588261435217696,2.532602260097539e-07,1.7878991862806732e-05,-4.931106066372964e-06,2.1737669048215062e-05,1.8185616302561044e-05,1.3675126300803882e-05,2.3956638897703987e-05,3.875078267596524e-05,-1.2021837701123638e-05,2.1380536661985192e-08,-9.195680249524992e-08,-4.741047001078052e-06,3.909202435142942e-05,2.0380466751150572e-05,1.2002810365421926e-05,0.00027431140685514404,3.2801426508046445e-06,4.353007111938556e-05,3.843702875574225e-05,-5.0395148143081255e-06,0.0003446583514501779,4.072167125474809e-06,4.040503798681749e-05,4.973366891433646e-05,2.2016614251364775e-06,4.763680734751709e-07,-1.7415867011917542e-06,0.0007633674397562818,6.267240927121471e-05,-1.849326998420444e-05,-4.4275275932574777e-07,4.2568515604076595e-06,1.8940063242563231e-07,0.00016777678181596336,5.5735678458874484e-05,2.8802085530871407e-05,1.976213870859512e-05,1.7964210445009027e-05,8.18795348950072e-05,3.585599024848486e-06,3.0382074819328326e-06,-3.273580824766416e-07,1.1183608962612266e-05,-3.68562414592167e-07,0.0009100608889313305,0.00013587828944344916,2.1367552844923705e-06,1.206056137826282e-06,4.600163003801239e-06,0.000227335496454085,4.54973015929318e-05,1.7516715044696108e-05,0.00010781837725235704,0.0005556105792015048,2.481410718975042e-05,-1.5429547780108142e-06,1.8118797727503017e-05,2.5765401290664176e-06,9.266847337581892e-05,0.0001071906895081491,6.038891516980269e-08,-9.85443445787622e-08,-9.29368378175228e-06,0.00020719885790662401,-1.2531475200592679e-06,0.0005214870349290422,7.76885285593523e-06,0.00024753314801849365,1.8597947943859335e-06,1.0776328217116893e-05,-1.5840653713214688e-05,4.173178023042464e-05,0.00021385662056035121,1.6275980049000144e-05,0.0007341681582646969,-3.174099543319135e-05,6.354812981401117e-07,2.8575263150052066e-05,7.117022234892918e-05,5.41996325897314e-06,-1.784597456323895e-05,1.854499943092801e-06,6.0444422409251014e-06,-8.181812964452391e-07,1.8234243632623157e-06,5.354964019474183e-06,0.0001590170883430203,0.00037446842696817445,0.000103983200271824
2023-03-01,0.0002793606441310136,1.1680513349875604e-05,2.3697003520652032e-05,0.004696870837526312,2.7629584727451324e-07,1.9205415778154795e-05,-3.871150462736502e-06,1.4482972894374656e-05,1.9396616600758393e-05,1.1552673462205911e-05,2.599122836803737e-05,3.833810039806868e-05,-1.366253913919313e-05,2.5370546229147595e-08,-2.817204706249222e-07,-1.0209135675900822e-05,3.974481530964783e-05,1.7726492404654512e-05,1.3013473540825734e-05,0.0002889211554831777,3.0014651154697346e-06,4.1258123327095176e-05,3.885431992311957e-05,-5.8947148499940826e-06,0.00036592264716992965,3.829915258734718e-06,4.331028278822537e-05,5.2326344809843635e-05,2.0122204165097643e-06,4.5987220133305906e-07,-2.2153499800888243e-06,0.0007820369907961941,5.939944090610598e-05,-2.3649100474069606e-05,-5.920299142615825e-07,4.7818015701812296e-06,1.4336599156118236e-07,0.00017912484915948802,5.942717360492658e-05,3.12918535797766e-05,1.783366582967601e-05,1.9501149938100434e-05,8.50051471110872e-05,3.971261837602903e-06,3.4162824946459685e-06,-3.5092341100979303e-07,1.1280908062590354e-05,-4.0486611198548633e-07,0.0009519592956587935,0.00013986101722908846,2.224262254131182e-06,1.2082215477384046e-06,4.9940172337056345e-06,0.00023698660009009143,4.6455018077824016e-05,1.7779871059283954e-05,0.00011474930261081315,0.0005648394234182396,2.636168676550005e-05,-1.685840564929127e-06,1.9326980144835907e-05,1.434594578811374e-06,0.0001003983071887067,8.89768889320725e-05,8.358884198877332e-09,-1.1698566565163101e-07,-1.021915617941969e-05,0.00021707108881734258,-1.5286530161274445e-06,0.0005278443165147423,7.89502095144028e-06,0.00024250370935680643,6.401419703692179e-07,1.121578812973823e-05,-1.7763785713615473e-05,4.463012218298285e-05,0.00022272940695223814,1.7583290532991624e-05,0.000749170378386507,-3.524767017231121e-05,4.407108721237095e-07,2.7048904301204437e-05,5.3952289164614604e-05,5.139913212386197e-06,-2.0236752421078877e-05,1.0294060625335986e-06,5.412615198197622e-06,-9.569123177361038e-07,1.6995292357773552e-06,5.288376108931856e-06,0.0001625182995659139,0.0003799875963855576,0.00010223814465209016
2023-04-01,0.0002684202436494564,1.1566533599115823e-05,2.4708244664910234e-05,0.004806111426413385,2.996140343864275e-07,2.0582750297128308e-05,-2.777997957935125e-06,7.007223253258527e-06,2.062620494081769e-05,9.426297613317831e-06,2.7396430590811166e-05,3.796105228745842e-05,-1.5332145961108212e-05,2.9633452059734547e-08,-4.832969117990128e-07,-1.5880950382882354e-05,4.0481555468477246e-05,1.498087906931104e-05,1.404644856063524e-05,0.0003030308662752639,2.6812887195152153e-06,3.897868607524241e-05,3.924604955691771e-05,-6.78038469675156e-06,0.00038769563605204195,3.6110345552702e-06,4.6265848636932515e-05,5.49372427630959e-05,1.8236604411038403e-06,4.433858326575547e-07,-2.69589838446377e-06,0.0008009415495281268,5.6025391078691274e-05,-2.895538538481359e-05,-7.447370354459832e-07,5.350944870004735e-06,9.603833672051201e-08,0.0001907736214856775,6.318417068994911e-05,3.382507358919573e-05,1.5956326427115713e-05,2.109536318686112e-05,8.824170387472115e-05,4.394618007761614e-06,3.830699628147766e-06,-3.740272940806614e-07,1.137622519131451e-05,-4.420484093010941e-07,0.0009944359875452258,0.0001439089242942933,2.3142107126342143e-06,1.211739783189023e-06,5.429990663672142e-06,0.0002452549142810468,4.739812648244657e-05,1.8060307290026256e-05,0.00012190823049019201,0.0005741647099592594,2.7937944152658545e-05,-1.8091687227405088e-06,2.0577159109806578e-05,2.2439834721396726e-07,0.00010633660032970545,6.891534571423389e-05,-4.463336067524382e-08,-1.369517207938014e-07,-1.1163469910242104e-05,0.00022722045217423247,-1.8096525489487763e-06,0.0005343007954467666,8.012050505188933e-06,0.00023738286145186488,-6.26520090335008e-07,1.1672339324440682e-05,-1.9727347531265765e-05,4.7562615737167995e-05,0.00023172481942394606,1.8917070682091424e-05,0.0007642086959920242,-3.8820739695613623e-05,2.2731683285316313e-07,2.5407213377456992e-05,3.649916163167143e-05,4.87776186192359e-06,-2.2690275192320576e-05,1.2238630599168888e-07,4.7450827058133566e-06,-1.1065065980222108e-06,1.6143919494747362e-06,5.199920159603569e-06,0.0001660180987236199,0.0003858908747723166,0.00010061060988505465
2023-05-01,0.00025683849345927676,1.1440767854617337e-05,2.574142634366176e-05,0.004915983202203405,3.2321478782956966e-07,2.2010995419600745e-05,-3.3008089550453952e-06,-6.895091134336007e-07,2.1877175375267403e-05,7.29603743686532e-06,2.836690274700274e-05,3.7619638148718154e-05,-1.7030626763987584e-05,3.416925458991773e-08,-6.966861277433371e-07,-2.175649114358224e-05,4.130222663735742e-05,1.2143626745131598e-05,1.5101735439385547e-05,0.0003120629024613306,2.3196134621333655e-06,3.661989969378122e-05,3.961221765715516e-05,-7.696523879594738e-06,0.0004099773196649649,3.415525013591903e-06,4.9271746512026636e-05,5.756635635344085e-05,1.632044505955859e-06,4.269177862818109e-07,-3.1832288161537896e-06,0.0008200811159116026,5.2550259793755014e-05,-3.4412124716570955e-05,-9.008741228754952e-07,5.964279008214403e-06,4.741767252750746e-08,0.00020272379896300782,6.700666811606677e-05,3.640173287146672e-05,1.413011704612966e-05,2.274684986370784e-05,9.158920521049144e-05,4.855667392535051e-06,4.281461236847824e-06,-3.966694061296423e-07,1.1469560348784913e-05,-4.801093238264183e-07,0.001037148441364391,0.00014802194738111643,2.406600659991652e-06,1.2166108441838628e-06,5.90805588682664e-06,0.00025197290080996486,4.832662682910572e-05,1.835805252083991e-05,0.000129295187411324,0.0005835864388215843,2.954287981906649e-05,-1.9129373385412164e-06,2.1869378737877096e-05,-1.0540485661630934e-06,0.00011030437416249735,5.504197916961574e-05,-9.859483960757791e-08,-1.5844251015931325e-07,-1.2126624236842957e-05,0.0002376463703169256,-2.0961461185249706e-06,0.0005410666993121151,8.119948270266263e-06,0.00023215802806319667,-1.940186243160459e-06,1.2145988531449998e-05,-2.1731024266014348e-05,5.0529264467184714e-05,0.00024084285796164637,2.0277496979025555e-05,0.0007792831114023528,-4.2460245082556216e-05,-4.7008173162423265e-09,2.365015093821477e-05,1.8810831147968935e-05,4.63354356100707e-06,-2.520654287569748e-05,-8.665593257074716e-07,4.041844763771472e-06,-1.2669641373111522e-06,1.6022559790840244e-06,5.08959618956844e-06,0.00016929562338669185,0.00039198332918561653,9.910061141960483e-05
2023-06-01,0.0002446153935889074,1.1303209505889747e-05,2.6796548225097872e-05,0.005026486164989496,3.4709810776388014e-07,2.3490151145497716e-05,-5.992035995070886e-06,-8.607283525157827e-06,2.3151015112663768e-05,5.161787747143964e-06,2.9522087087987385e-05,3.731385791154155e-05,-1.8757997959501586e-05,3.897795335368139e-08,-9.218881177959092e-07,-2.7835757962216585e-05,4.2206817521471176e-05,9.214735432119232e-06,1.6179334180733903e-05,0.0003247577399574294,1.9164393436856428e-06,3.426773225923401e-05,3.9952824223928325e-05,-8.643132566032574e-06,0.0004327676968842288,3.2433866349008777e-06,5.232799391601174e-05,6.021368550348113e-05,1.4368074325953267e-06,4.1045699724548497e-07,-3.677346690778675e-06,0.0008394556899928266,4.8974047056862254e-05,-4.0019318469361814e-05,-1.0604411765494314e-06,6.621804346559645e-06,-2.4959995438492243e-09,0.00021497551587576342,7.08946650417359e-05,3.9021828175013334e-05,1.2355037146852786e-05,2.4455609943963178e-05,9.504765112464316e-05,5.354409894426259e-06,4.768568461646966e-06,-4.188487563423429e-07,1.1560913535001585e-05,-5.190488632746e-07,0.0010807895022595662,0.00015220009906486825,2.501432096201689e-06,1.2228347307254746e-06,6.42821002277318e-06,0.0002576366575293205,4.924051912969457e-05,1.867311634054976e-05,0.00013691013984371797,0.0005931046099982325,3.1176494995914186e-05,-1.997145446505726e-06,2.3203637141971443e-05,-2.400746161632492e-06,0.00011188377285219477,5.871202354992114e-05,-1.5352240249349986e-07,-1.814580338089002e-07,-1.3108618548703164e-05,0.0002483479991037664,-2.3881337248527987e-06,0.0005480884059245524,8.218713403636812e-06,0.00022685714827003144,-3.3008567754241217e-06,1.2636733472147885e-05,-2.3774499249984357e-05,5.353007037059129e-05,0.0002500835225637,2.1664545255916923e-05,0.0007943936242424635,-4.616620376448553e-05,-2.553420755935835e-07,2.1777703403549852e-05,8.872968512752032e-07,4.407038631232499e-06,-2.778555547085232e-05,-1.9374308324183846e-06,3.3029013720739177e-06,-1.438284935604677e-06,1.6586786366898949e-06,4.957404206346498e-06,0.0001725781599428726,0.000397988034763838,9.770815786488586e-05
2023-07-01,0.00023175094403700896,1.1153866464903712e-05,2.7873610265177113e-05,0.005137620314791184,3.712639941854762e-07,2.5020217474798214e-05,-9.619244852991141e-06,-1.6746126661917125e-05,2.4447141975726902e-05,3.0235014581024536e-06,3.130615485921037e-05,3.704371155063387e-05,-2.0514273584826635e-05,4.4059548154310676e-08,-1.1589028816210645e-06,-3.4118750838953716e-05,4.3195328542030755e-05,6.194205130273955e-06,1.7279244785058344e-05,0.000341445593882562,1.4717663643044562e-06,3.1870390513260006e-05,4.0267869257271265e-05,-9.62021088966138e-06,0.00045606676737521435,3.094619419461729e-06,5.543459735822438e-05,6.28792313088495e-05,1.2399938944612781e-06,3.9399877893406545e-07,-4.178250201728875e-06,0.0008590652717881063,4.529675286998645e-05,-4.577696664318893e-05,-1.2234381964676565e-06,7.323521551200032e-06,-5.3702679023688535e-08,0.0002275286072274603,7.48481615850461e-05,4.1685360511338316e-05,1.0631087094845577e-05,2.6221643479490045e-05,9.86170416183836e-05,5.8908454821245105e-06,5.292021861680564e-06,-4.40565350827642e-07,1.1650284749964527e-05,-5.588670297898955e-07,0.001126324953568912,0.00015644340801997824,2.5987050212639936e-06,1.230411442814602e-06,6.990458899700207e-06,0.000262971390946056,5.013980338733889e-05,1.900549333124366e-05,0.00014475307888739256,0.0006027192234700405,3.283879007729501e-05,-2.0617932315765643e-06,2.457992194392661e-05,-3.81569443927294e-06,0.00011413991711653866,9.483870738627125e-05,-2.0941528775728666e-07,-2.0599829175133094e-07,-1.4109452829485118e-05,0.00025932503361919914,-2.68561536793225e-06,0.0005551716493038528,8.308344318445037e-06,0.00022148005081597288,-4.708532849960871e-06,1.3144571336905808e-05,-2.5857786745328336e-05,5.6565033556455694e-05,0.00025944681323067625,2.3078126864502507e-05,0.0008095402343510914,-4.9938612016456376e-05,-5.246069414939126e-07,1.9789875493553325e-05,-1.7271440471734354e-05,4.198157242407792e-06,-3.042731297768427e-05,-3.0902282141334675e-06,2.5282525307211676e-06,-1.6204689929031886e-06,1.748212365109471e-06,4.803344210152343e-06,0.00017608550861362494,0.0004037845059656675,9.643324861516885e-05
2023-08-01,0.00021824514480099004,1.0992742615472914e-05,2.8972612497612775e-05,0.005249385651611284,3.9571244708202526e-07,2.6601194407498988e-05,-1.2732731783689698e-05,-2.510602976973797e-05,2.5764526119901754e-05,8.811889622836058e-07,3.357338042894e-05,3.6809199056894584e-05,-2.229945328288693e-05,4.941403896895559e-08,-1.407730419195179e-06,-4.060546977355867e-05,4.426776218525977e-05,3.0820358395956975e-06,1.8401467252198578e-05,0.0003561474586951278,9.85594523986328e-07,2.9418330612344388e-05,4.055735275719157e-05,-1.0627758856478407e-05,0.000479874531272857,2.9692233672262527e-06,5.859155477261135e-05,6.556299428991334e-05,1.0406822712408155e-06,3.775464040148906e-07,-4.685938616521945e-06,0.0008789098612963118,4.151837723349976e-05,-5.168506923805263e-05,-1.3898651826301429e-06,8.069430838842762e-06,-1.0620236576222752e-07,0.0002403829660452615,7.886715790896581e-05,4.4392331125623324e-05,8.958267070174757e-06,2.8044950519883432e-05,0.00010229737669193174,6.464974153019967e-06,5.851821712309655e-06,-4.618194428787729e-07,1.1737673993673741e-05,-5.995638236148939e-07,0.0011734859834857633,0.0001607518864813331,2.6984194351785043e-06,1.2393409804513937e-06,7.594805106570881e-06,0.00026914463937486097,5.1024479602374374e-05,1.935518004994425e-05,0.00015282401314531345,0.0006124302792282841,3.452976498608341e-05,-2.106880872252571e-06,2.5998229089775403e-05,-5.298893399094281e-06,0.00011950444008287486,0.00014512262593762286,-2.662745230230802e-07,-2.3206328398531367e-07,-1.5129127187970856e-05,0.0002705775581107395,-2.988591047763424e-06,0.0005621452954740075,8.38884081055885e-06,0.00021601539095563908,-6.163214824255781e-06,1.3669501045467663e-05,-2.7981021351120262e-05,5.96341536679448e-05,0.0002689327299627423,2.4518213899963258e-05,0.0008247229417199795,-5.377746341885602e-05,-8.124954151581557e-07,1.7686671064025498e-05,-3.566538027293157e-05,4.006938313186573e-06,-3.3131815396164846e-05,-4.324951470858784e-06,1.7178982397132722e-06,-1.8135163092067796e-06,1.8077775018794098e-06,4.627416200380385e-06,0.00017962947344892253,0.00040944132150916865,9.527588190316472e-05
2023-09-01,0.0002040979958805582,1.0819836646522557e-05,3.009355493450102e-05,0.005361782175450004,4.2044346645140614e-07,2.8233081943599854e-05,-1.4400979378148087e-05,-3.368698521359552e-05,2.7102911538066517e-05,-1.2651339730544882e-06,3.535837921366551e-05,3.6610320427049515e-05,-2.4113532932723543e-05,5.504142580816186e-08,-1.6683707305441497e-06,-4.72959147659234e-05,4.5424119107323306e-05,-1.2177243991554597e-07,1.9546001582044106e-05,0.00037377181656033385,4.5792382272012677e-07,2.6977622626400933e-05,4.082127472369034e-05,-1.166577644455684e-05,0.0005041909886111971,2.867198478169615e-06,6.179886297953085e-05,6.826497449362017e-05,8.385058226159804e-07,3.611021047521639e-07,-5.2004125186913865e-06,0.0008989894585155781,3.7638920147386976e-05,-5.774362625395296e-05,-1.5597221350368851e-06,8.859532166402265e-06,-1.5999505971171893e-07,0.00025353860138659014,8.295165401810475e-05,4.7142740419139734e-05,7.3365770678701655e-06,2.9925531097619536e-05,0.00010608865634531477,7.076795910237608e-06,6.447968148784486e-06,-4.82611056106412e-07,1.1823081266129228e-05,-6.411392446224114e-07,0.0012219421148066693,0.00016512553176918138,2.8005753379452106e-06,1.2496233436358746e-06,8.241248041161439e-06,0.00027726673922748453,5.189454777468817e-05,1.972217719749617e-05,0.00016112294486307028,0.0006222377772710269,3.6249419618008585e-05,-2.1324083614245e-06,2.745856036645637e-05,-6.850343041095796e-06,0.0001266516223983964,0.0001775478869376239,-3.2410000507809254e-07,-2.5965301050983695e-07,-1.6167641654277156e-05,0.0002821057139474841,-3.2970607643463184e-06,0.0005689562567782762,8.460203157087705e-06,0.0002104661262913935,-7.664902584897294e-06,1.4211522618311473e-05,-3.014424953633854e-05,6.273743053510932e-05,0.00027854127275986514,2.5984833384957314e-05,0.0008399417463656185,-5.76827561878727e-05,-1.1190074966678972e-06,1.5468090137362802e-05,-5.4294522372031514e-05,3.833424865004803e-06,-3.5899062726286e-05,-5.641600602597298e-06,8.718384990502264e-07,-2.0174268845154717e-06,1.7926116843541917e-06,4.429620176867443e-06,0.00018311537261001058,0.0004151159898084043,9.423605737433705e-05
2023-10-01,0.00018930949727588494,1.0635147090440092e-05,3.123643757388473e-05,0.0054748098863073615,4.4545705229409833e-07,2.991588008310084e-05,-1.493125454152556e-05,-4.248899362642626e-05,2.846266592436336e-05,-3.415464448802416e-06,3.663929911684528e-05,3.644707565992068e-05,-2.5956511364526827e-05,6.094170867758267e-08,-1.940823815676919e-06,-5.4190085816020707e-05,4.666439898515763e-05,-3.4172197082597757e-06,2.0712847774557706e-05,0.00039005422054152496,-1.1124573949598257e-07,2.450329642166348e-05,4.105963515676757e-05,-1.2734263646806354e-05,0.0005290161393641194,2.7885447522918386e-06,6.505652089706415e-05,7.098517184987035e-05,6.340769923978861e-07,3.446650950843078e-07,-5.721671785414981e-06,0.0009193040634456901,3.36583816116109e-05,-6.395263769088991e-05,-1.7330090536878823e-06,9.693825470146156e-06,-2.1508076085694222e-07,0.0002669955500787626,8.710164988251512e-05,4.993658829343298e-05,5.76601705989485e-06,3.186338523158067e-05,0.00010999088057852321,7.726310755817043e-06,7.080461237251297e-06,-5.029401283261013e-07,1.1906506567330984e-05,-6.835932927129296e-07,0.001271203702308406,0.0001695643381948826,2.9051727295641098e-06,1.2612585323680488e-06,8.929786871072747e-06,0.0002873790021581647,5.275000790420652e-05,2.010648576609639e-05,0.0001696498717321956,0.0006321417175979549,3.799775394674391e-05,-2.1383756695286513e-06,2.8960917505047446e-05,-8.47004336527677e-06,0.0001337758466282115,0.00017212120588966877,-3.8289152523078306e-07,-2.8876747132465703e-07,-1.7224996215761614e-05,0.00029390955604635476,-3.611024517680931e-06,0.0005756619851702661,8.522431465723397e-06,0.00020483639068942262,-9.213596015891099e-06,1.477063631054228e-05,-3.23474349153722e-05,6.587486415928645e-05,0.0002882724416220214,2.7478009408633063e-05,0.0008551966482944011,-6.165449130201927e-05,-1.4441431860304987e-06,1.313413204248864e-05,-7.31588667517912e-05,3.6776197170575766e-06,-3.872905496804546e-05,-7.040175609349838e-06,-9.926691267971629e-09,-2.2322007188292697e-06,1.7191859810137855e-06,4.209956139627489e-06,0.00018650750596798456,0.0004209370214644313,9.331377526476709e-05
2023-11-01,0.0001738796489870215,1.0438673962744485e-05,3.240126041384852e-05,0.005588468784183377,4.7075320461034873e-07,3.164958882600194e-05,-1.584653652875342e-05,-5.1512056859571444e-05,2.984410673231167e-05,-5.569805491620493e-06,3.813327580115144e-05,3.631946475508427e-05,-2.7828389394716184e-05,6.711488757813821e-08,-2.2250896745933276e-06,-6.128798292384727e-05,4.798860158497627e-05,-6.8043059654369984e-06,2.1902005829732067e-05,0.00039867757689891986,-7.219141626614685e-07,2.1989170193940493e-05,4.127243405642322e-05,-1.3833220464934363e-05,0.0005543499835250819,2.733262189594643e-06,6.836452891789377e-05,7.372358631798978e-05,4.2720592265879555e-07,3.282344491438842e-07,-6.2497162987963966e-06,0.0009398536760868194,2.9576761626158425e-05,-7.031210354886348e-05,-1.9097259385831343e-06,1.057231073110105e-05,-2.714594691930455e-07,0.00028075382383359814,9.13171454955989e-05,5.277387458871735e-05,4.246587039321328e-06,3.385851293215643e-05,0.00011400404939154775,8.413518690393354e-06,7.749301010010606e-06,-5.228066464662e-07,1.1987949897279011e-05,-7.269259678471252e-07,0.0013210828278427823,0.00017406830339382107,3.012211610035201e-06,1.2742465466479178e-06,9.660421476430472e-06,0.00029829930207527053,5.359085999090799e-05,2.0508105766485767e-05,0.00017840479323796707,0.0006421421002089295,3.97747679815813e-05,-2.124782793965216e-06,3.0505300669121e-05,-1.0157994371637009e-05,0.00013821741607989652,0.00013193384487396572,-4.4264916961145526e-07,-3.1940666642976117e-07,-1.8301190863686763e-05,0.00030598907250455943,-3.930482307767262e-06,0.0005823587814352157,8.575525705166953e-06,0.00019912362157230014,-1.0809295098383576e-05,1.534684226226033e-05,-3.4590543685187514e-05,6.904645457523823e-05,0.0002981262365492084,2.8997740525330513e-05,0.0008704876475064617,-6.569266967503933e-05,-1.7879024832401123e-06,1.0684796668591903e-05,-9.225841342914287e-05,3.5395099550771727e-06,-4.1621792121442576e-05,-8.52067649111656e-06,-9.273973312413218e-07,-2.457837812148175e-06,1.645397579790523e-06,3.968424088678107e-06,0.00018994315573239219,0.00042692597551513854,9.250903570309608e-05
