date,Postings count,Skill: (American Society For Quality) ASQ Certified,Skill: .NET Assemblies,Skill: .NET Development,Skill: .NET Framework,Skill: .NET Framework 1,Skill: .NET Framework 3,Skill: .NET Framework 4,Skill: .NET Remoting,Skill: 12 Volt Electricity,Skill: 1Password,Skill: 2020 Design Software,Skill: 2D Animation,Skill: 2D Computer Graphics,Skill: 2D Computer-Aided Drafting And Design,Skill: 35 Mm Films,Skill: 360-Degree Feedback
2023-06-01,90086.73828125,0.0004413667629705742,-2.9007536284098023e-07,4.3738982640206814e-05,0.0034224819391965866,8.223215672842343e-07,-1.3150087596613957e-07,2.921558916568756e-05,-1.7231885607316144e-07,0.00013443023635772988,9.114301633417199e-07,6.840988498879597e-05,3.326559453853406e-05,5.513848464033799e-06,3.44000418408541e-05,6.180137688716059e-06,5.471474287332967e-05
2023-07-01,105862.5078125,0.000442476783064194,-1.8186621275617654e-07,4.139724842389114e-05,0.0034569239942356944,8.045147978918976e-07,2.3196996323804342e-07,2.9811624699505046e-05,1.9253751304404432e-07,0.0001299669238505885,1.3667728921973321e-06,7.281232683453709e-05,3.5657209082273766e-05,3.851818291877862e-06,3.245319931011181e-05,6.775147767257295e-06,6.128272070782259e-05
2023-08-01,91110.71484375,0.0004453424335224554,8.324550293536959e-08,4.2876774386968464e-05,0.0032631097128614783,8.892122878023656e-07,1.004953560368449e-06,3.24566808558302e-05,2.3682225247512179e-07,0.0001252120637218468,1.5582223227283976e-06,7.298187119886279e-05,3.71705973520875e-05,5.087588533569942e-06,3.4030408642138354e-05,8.30645467431168e-06,6.102283077780157e-05
2023-09-01,76514.80078125,0.0004428750544320792,-4.2923410603634693e-07,3.718480184033979e-05,0.0031892359256744385,7.880422572270618e-07,-2.4187455238688926e-07,2.3658093596168328e-05,-3.860943564859554e-09,0.00012447984045138583,1.9741072492251988e-06,7.41928924981039e-05,3.665336953417864e-05,6.324411742753e-06,3.351408304297365e-05,8.95188304639305e-06,7.786239802953787e-05
2023-10-01,84003.4453125,0.00044001007336191833,1.9208260226832863e-07,3.728872616193257e-05,0.0030780609231442213,8.905847437290504e-07,1.4547131854669715e-06,2.5117554287135135e-05,1.7375094785165857e-07,0.00011706913937814534,2.332321741960186e-06,6.805363955209032e-05,3.597159775381442e-05,6.082627351133851e-06,3.701420791912824e-05,8.999264082376612e-06,7.610904867760837e-05
2023-11-01,110881.98828125,0.00044700644502881914,1.5336635215135175e-06,2.189228507631924e-05,0.003165238769724965,7.760083349239721e-07,2.1652992927556625e-06,2.196778768848162e-05,7.85469431718866e-08,0.00011764709415729158,2.2643611146122566e-06,6.743874473613687e-05,3.622030635597184e-05,9.584279268892715e-06,4.2362726162537e-05,9.00747045307071e-06,8.910388714866713e-05
2023-12-01,158641.6171875,0.0004376130527816713,3.883244971802924e-06,2.3816553039068822e-05,0.0029938084771856666,8.674578566569835e-07,2.7128961619382608e-06,1.8575185094960034e-05,8.026584907838696e-07,0.0001194358483189717,2.6253707119394676e-06,6.902451059431769e-05,3.826154352282174e-05,7.341065384025569e-06,4.3889351218240336e-05,9.039684300660156e-06,0.00010315639519831166
2024-01-01,108130.50390625,0.00043954732245765626,3.942610192098073e-06,1.8343426745559555e-05,0.0027981301536783576,8.280366046165e-07,3.7934506735837203e-06,1.7240620763914194e-05,1.0439244988447172e-06,0.00011357583207427524,2.639919557623216e-06,6.0654618209809996e-05,3.8100164601928554e-05,6.201334826982929e-06,3.2956028007902205e-05,7.720218945905799e-06,9.668182610766962e-05
2024-02-01,123818.0546875,0.0004213613865431398,3.498686055536382e-06,1.7024580301949754e-05,0.0030410552863031626,8.587136903770443e-07,3.024392299266765e-06,1.5244344012899091e-05,1.1365801242391171e-06,0.00011543820801307447,2.983036324621935e-06,5.4537445976166055e-05,4.123544385947753e-05,6.844203426226159e-06,4.346990135672968e-05,8.331655408255756e-06,0.00012136496297898702
2024-03-01,105326.4375,0.00041962924296967685,3.9335352539637825e-06,1.5169885500654345e-05,0.003046444500796497,7.885784327754664e-07,3.714012791533605e-06,2.09762174563366e-05,1.2490453968894144e-06,0.00011811493823188357,2.9263103442644933e-06,5.593878995568957e-05,4.6349225158337504e-05,7.686195658607176e-06,3.657893648778554e-05,8.076459835137939e-06,0.00013786058843834326
2024-04-01,127764.28515625,0.00041389216494280845,4.495198254517163e-06,1.3388785191636998e-05,0.003069375525228679,8.053198428115138e-07,4.882110943071893e-06,1.8166990230383817e-05,1.585093230005441e-06,0.00011271667608525604,3.4257901688761194e-06,5.444330599857494e-05,4.4720369260176085e-05,1.0519540865061572e-05,4.186340629530605e-05,8.602151410741499e-06,0.00014056439249543473
2024-05-01,119174.60546875,0.0003993117861682549,4.1011774101207266e-06,1.2529015748441452e-05,0.0029293420957401395,3.607090377499844e-07,5.4844285841681994e-06,1.820244415284833e-05,1.6641710658404918e-06,0.00010479380944161676,3.825985913863406e-06,5.0169606765848584e-05,4.4839931433671154e-05,1.1762605936382897e-05,4.043278931931127e-05,9.050203516380861e-06,0.00013792682148050517
2024-06-01,138747.6796875,0.00037034458364360034,6.772558435841347e-06,1.6614030755590647e-05,0.0031645128037780523,3.3669104837485975e-08,5.026147618991672e-06,2.101959216815885e-05,1.7006979646794207e-06,9.855354801402427e-05,4.157065859544673e-06,4.761688796861563e-05,4.294076643418521e-05,1.387040720146615e-05,4.923601954942569e-05,9.228449471265776e-06,0.0001423282956238836
2024-07-01,137849.1015625,0.00037367265031207353,9.778997082321439e-06,1.145935812019161e-05,0.0030633138958364725,-1.6545179448712588e-08,4.318392939239857e-06,1.9592445823946036e-05,1.9773384565269225e-06,9.97706338239368e-05,3.8344235235854285e-06,4.297657324059401e-05,4.532368984655477e-05,1.2409561350068543e-05,4.3238453145022504e-05,7.794753855705494e-06,0.0001534056427772157
2024-08-01,91613.03515625,0.0003638327616499737,1.233337570738513e-05,9.639756171964109e-06,0.0032797513995319605,-1.871118637808422e-08,5.752752940679784e-06,1.859298390627373e-05,2.3496496623920393e-06,9.63046622928232e-05,3.982107955380343e-06,3.562289748515468e-05,4.3094143620692194e-05,1.3432399555313168e-05,5.145683462615125e-05,6.996280490056961e-06,0.0001410506883985363
2024-09-01,124464.5859375,0.00035887546255253255,1.2554538898257306e-05,8.164425707946066e-06,0.0031847584759816527,2.2384518238993678e-08,6.443006668632734e-06,1.64447701536119e-05,2.4594667138444493e-06,8.862771210260689e-05,5.380376478569815e-06,3.74064202333102e-05,4.27811701229075e-05,1.209873380503268e-05,4.9314765419694595e-05,5.1651645662786905e-06,0.00013873568968847394
