,,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
"Cook, IL",2023-06-01,0.318832130274495,0.11715363446817875,0.07228952690676035,0.0381068433470182,0.07626534043635365,0.4664231851442961,0.4772504654589263,0.2510028262068747,0.22165161333375016,0.0660375265294929,0.11017189949714078,0.13255097212651962,0.014628581884024598,0.295077234122135,0.10580246781620395,0.03569372377686333,0.11366357915844368,0.1447986997354556,0.015772584156857155,0.2507212115550287,0.2972415717308015,0.6023027649827282,0.2697255423910247,0.024390132959252315,0.2481271543467727,0.0063873007853020355,0.04572018738198168,0.0079992332854755,0.0048664092256453795,0.07931974991794666,0.013848181979755975
"Cook, IL",2023-07-01,0.3154325390190133,0.118239847138333,0.0728859784563398,0.0381665004477325,0.07588809383264446,0.4601220392700526,0.47741487938432914,0.2502913847756209,0.2189848805986047,0.0666715510391215,0.11013206513667495,0.1323415478467075,0.0144657015659706,0.2949448055485297,0.10539262802970249,0.03514164714193886,0.11254815630062642,0.1447096578368456,0.015886083001190644,0.25525289706314724,0.29609551787233046,0.6002802879027836,0.2699554033590593,0.024347517483294542,0.2506651896447676,0.0061522681333294,0.0456196950482692,0.0079786344793029,0.004947614264997759,0.0798047045020759,0.013906504842026914
"Cook, IL",2023-08-01,0.3134831645826746,0.118794514900173,0.0730280461756132,0.03852940062378266,0.07645147142030155,0.46755318871981866,0.4785293479758399,0.249095417455619,0.2181440213047825,0.06709374474585872,0.11207042663874195,0.13312587811684443,0.0140657123486512,0.29597903953707355,0.10548764958255626,0.03469097381181236,0.11333999596986075,0.1455178655236948,0.0161352595179575,0.2547620888234849,0.296366774316129,0.5998905954904324,0.27146594293103493,0.024172724874817156,0.2516229175713835,0.006144933240403833,0.045788244181222425,0.008006800615245,0.0049437020535709,0.08121132819307177,0.013790703468016075
"Cook, IL",2023-09-01,0.3121113729452173,0.12017575443100334,0.0735763449901863,0.039487098930715135,0.07563876432116165,0.46534240757621037,0.4768762372834647,0.25000400242166587,0.2192211395254609,0.0682377680870324,0.11295035896164628,0.1330231266289155,0.013928322508042898,0.2957312636626828,0.1059829667224093,0.0344931532013737,0.11472277614550798,0.14657476798636299,0.016443032338565654,0.2560450065024281,0.2984234485627223,0.600025232684413,0.2730753213606104,0.024370411335244684,0.2504800014743818,0.006178445450874433,0.0466216449175476,0.008051295264941768,0.0049051360087283,0.08396642290101496,0.013719427525788076
"Cook, IL",2023-10-01,0.3162804922370484,0.12087436528883305,0.07482093303277773,0.0401024699982503,0.07733173975763945,0.47331651731407154,0.48251674145403,0.24656530408090982,0.21940716809196037,0.0694383038024645,0.11532688822288352,0.1338843933992302,0.013791780874120694,0.2994107681731189,0.10512201566386195,0.03454687934462718,0.11433384420097126,0.1457270688403683,0.016480739659229346,0.2553413148912658,0.3044761003491297,0.6096976728234149,0.27749566145909255,0.0241905920862131,0.2514502947304605,0.006217144121719665,0.0469775830379506,0.0080644383036855,0.0048460006319365,0.0861949903328604,0.013663393763401461
"Cook, IL",2023-11-01,0.3214420532038997,0.12206760004436584,0.07559702344472943,0.041075259589341,0.07766410778459495,0.47346022705840307,0.4862098294675406,0.24918750343866664,0.22255740414334851,0.07106894708479683,0.11737961931252212,0.1367374671255587,0.013735792198564599,0.30470285133018926,0.10688663992747985,0.03498469665803406,0.11754771306460754,0.1491074678616474,0.016755434400199,0.24709899387176265,0.3091734307839325,0.6155780014548605,0.2793211264641209,0.0242765117803922,0.2583210793387558,0.0064554298789299,0.0477435770394085,0.0080246532277711,0.004878544847688359,0.08902394853360245,0.0138851010437728
"Cook, IL",2023-12-01,0.32503844328398,0.1232308233769932,0.0754806195509551,0.041657056216215564,0.07791421848510656,0.4852211133802534,0.4888945417156977,0.24609056043238653,0.22335758568195996,0.0736251574771596,0.11816725435370745,0.1374769144874469,0.013674533549159899,0.30573708934522964,0.10691787942221324,0.0353723871053599,0.1179378640364661,0.14761111947641042,0.016814959506756946,0.2396687667544468,0.31538783659655206,0.624850563195926,0.28501037806538554,0.0244068805621746,0.255867366708402,0.006671481257413867,0.048145632356474524,0.0080328418751896,0.0050886972096199,0.0927934972967835,0.0139296051175275
"Cook, IL",2024-01-01,0.3324398419636912,0.12334672860476226,0.07542605340155953,0.04287388073923007,0.07833625487386395,0.4863677660469564,0.49851870384336106,0.24515512632433079,0.2230991357414762,0.0754794736418478,0.11809959471043635,0.1392904847426155,0.013692704217246,0.31153005574751885,0.1095829572335907,0.03573071404004226,0.11932588028780133,0.1483852605031852,0.017178648426868812,0.23483497303785994,0.31835344590174863,0.6235545615790785,0.28504275074644914,0.024348808276074014,0.254872999097169,0.006728679581751,0.04912236923480138,0.008091650427056965,0.0054973765838520205,0.0948495900007585,0.013831788293958074
"Cook, IL",2024-02-01,0.3391976679537405,0.1244114712253004,0.07515171742110963,0.0440188396385091,0.0801864824336329,0.4884856774764124,0.4973585969369191,0.2434033098993886,0.22474739649609643,0.07756527201956809,0.11916478523747076,0.14102905540352878,0.0137103566349063,0.3121752413114756,0.1117358870077416,0.03622625403405206,0.11989289290034093,0.14897653858380788,0.0170557456478487,0.23319795632532825,0.3196659725265287,0.6342964588592497,0.2867858872426879,0.024894835252068242,0.2593028866269615,0.006926939659431534,0.0497824992592388,0.0080053167967591,0.00583046010150412,0.0958533934539149,0.01387806957264096
"Cook, IL",2024-03-01,0.3426903674618309,0.1252485380212283,0.07447936560914656,0.045089587565316364,0.0814650854793232,0.49473748091141,0.5022594126159715,0.24313971506413817,0.2296024383955057,0.0795130881974029,0.12025691128443755,0.14506209718293644,0.013851541518508,0.3184998793670953,0.1125500344924656,0.03661476253638143,0.1230503944122987,0.15100945503408997,0.017071526335875,0.22986657388660398,0.3221593491541342,0.6425893505478807,0.2923361949080713,0.025209895856770286,0.2615162000424047,0.007163556073409034,0.050478981012543,0.0079804175347878,0.0061129738792485,0.097410368136203,0.014283790577763926
"Cook, IL",2024-04-01,0.346244480796583,0.12658359306382547,0.07505431909134344,0.04611176086460338,0.0826468163212246,0.49391468956145035,0.504476519021676,0.2386113529224052,0.2284459263838834,0.08103370358198249,0.12047593194914928,0.14599736633668253,0.014042277802043698,0.32491748132269954,0.11316727533908025,0.0368810708587639,0.12311870559150476,0.1502885546359831,0.016968366663180346,0.22891850839561517,0.323021867652951,0.6402463550767549,0.28899861405118055,0.0251136199679796,0.2627028021851329,0.007223681122441599,0.051068739029851075,0.008054714452765933,0.0065132411900319,0.0992669381305292,0.014463277659277341
"Cook, IL",2024-05-01,0.3458601799455802,0.1264427979965499,0.0743452768207943,0.04619250982384854,0.08285750866901369,0.5010881435263222,0.5142631007445086,0.2362759047850823,0.2323695865854345,0.0824632161873322,0.12094344011322775,0.1445948588432807,0.0143966560718099,0.3348405206515112,0.11313015856839924,0.0373326078022238,0.12502968735043873,0.1502020815363465,0.0171204552370221,0.22795805908570216,0.32285522324829136,0.6454185756695501,0.29225040688132553,0.025236500912234668,0.2652762556246989,0.0073943713870636,0.050980775065376426,0.008174324577498832,0.00706230370391576,0.10083774156453544,0.0144050401311846
"Cook, IL",2024-06-01,0.3446423826782242,0.1269738461064955,0.0741251583358098,0.04654649391067784,0.08492317863332265,0.5003706713647552,0.5103623044492783,0.2367648396729123,0.23397846983426102,0.0843401175267259,0.12165520728650345,0.14540719176791478,0.0146081883451551,0.3462587947076562,0.11677469830598841,0.037970795987833164,0.12688596605228597,0.15027282111919232,0.0171657137469664,0.22457030123752703,0.32511950682773694,0.6453263691589631,0.29436256155800794,0.026268461192147933,0.2631755428400225,0.007567375803613333,0.05226760456227598,0.008228966112275,0.0074473002116393384,0.10323866358717823,0.014629757692304214
"Cook, IL",2024-07-01,0.34732806349516626,0.12761589594588083,0.07343916001504877,0.0472549002623377,0.08533162165592185,0.5054103652850376,0.519511058398877,0.2360747147257922,0.23406292066493983,0.08628936418929009,0.1231052853579664,0.14813785284228093,0.0148355437270703,0.35281266801029515,0.1176389027444975,0.0387432003610414,0.12736585618121998,0.15200723216260353,0.017171746156943044,0.223875935398385,0.3281668137189832,0.6514811782765485,0.29334035575378364,0.02700808198899439,0.261618930333946,0.007627007282297133,0.0529493176942032,0.008241462873043967,0.0075186754462116204,0.10355686541308788,0.0148687382791145
"Cook, IL",2024-08-01,0.3519446013608603,0.12541537959324536,0.07241147680103974,0.047759773728854836,0.0859676027261153,0.5089151645978489,0.517015499280267,0.23680792522062322,0.2383785090949802,0.0877542008423322,0.1222288101998319,0.1489163981206041,0.015013797002825105,0.3545878552339702,0.1180117530688486,0.03939507500421214,0.1298886185076298,0.1532937448554571,0.017597657949486156,0.2218769974778998,0.3262246008423789,0.6533641287098043,0.296663568157259,0.02798756271317793,0.2625746288721643,0.007775845526404901,0.0539705795617056,0.008216369640311368,0.00771151279679508,0.1049134668341243,0.015117351709338013
"Cook, IL",2024-09-01,0.3539519766055035,0.12482819877974664,0.07238341714822974,0.0487329042521852,0.08827557246372245,0.507636002366691,0.5241052705976184,0.23718885624519997,0.2379146492825785,0.0895742318905628,0.1223174449879576,0.1500451524687583,0.015053509846468499,0.3543273950285508,0.1192206760206826,0.039995686667747,0.13038616060130825,0.155619245582164,0.0177721117232085,0.21932135427776484,0.33009788913358984,0.6503359650805427,0.29734449009531955,0.02890548425334099,0.2634745798171671,0.007793949442979933,0.055342437575607695,0.008272570589890733,0.007795347822318641,0.10571996066736,0.015163362890963886
"DuPage, IL",2022-08-01,0.3526095714910373,0.11009821552203974,0.06628955888044605,0.0477951538073779,0.0845942106033292,0.519936636251959,0.5356255673700377,0.23062698464887427,0.25682614483512306,0.0746969426910654,0.11028501266397119,0.16040349461733552,0.0155463858662348,0.32418137164827326,0.11468567543633401,0.0359021492227412,0.1242708983062679,0.1536485850411905,0.014326554007962743,0.2077113730625739,0.30807633476052104,0.6510663606072629,0.3075091910220298,0.02598471519798294,0.2872574984070959,0.007622316439021233,0.05039195595957441,0.0071573152957176,0.00502057122622432,0.09225652888157944,0.01546936796818935
"DuPage, IL",2022-09-01,0.34847080479102,0.11025873985212271,0.0675186244536159,0.0464061854743482,0.0842445130399875,0.5135503130893483,0.5292188293222212,0.23246378073960322,0.2526370276527712,0.07334524998898051,0.11029115270165828,0.15586755209115438,0.015904400881905707,0.32502008871685156,0.1128915333215288,0.0359533154543255,0.12153052430186233,0.1533446320113161,0.014253706501887772,0.2101912602863615,0.30878906023131875,0.6511571316138883,0.30516147039514624,0.0258096047805861,0.2841775920110811,0.007445746150394665,0.0498987071340161,0.007300357629647933,0.0051709388883485795,0.09146797767549987,0.015539558240019223
"DuPage, IL",2022-10-01,0.3490319617621285,0.11177938232842848,0.06757279237710476,0.045016814969512,0.08297897935625395,0.5115090870381547,0.5270991665865354,0.23207698555391143,0.24915739629019984,0.0724849302568459,0.110753446053862,0.1530115229480078,0.015607523884426398,0.32120420378275005,0.11258197906886394,0.03591437999955154,0.12188255065075385,0.1516647665352026,0.0142455411498435,0.2125630450243675,0.30874993719199895,0.6492836604264657,0.3020637457465686,0.025688088999725044,0.2808414386900924,0.007389882399601633,0.04899781045442939,0.007465079552817349,0.00526160774266668,0.09036506750257924,0.015371259742655914
"DuPage, IL",2022-11-01,0.3445914281828084,0.11093928564849276,0.06741607989843952,0.04349749423113916,0.082425818274815,0.5041229897796554,0.5219473881475759,0.23515312419090267,0.245934717166032,0.0711608017531994,0.10940858865978888,0.15028937387998403,0.015803698926332103,0.3182698811255907,0.11185797587980201,0.03572083171469574,0.12030816241878414,0.1508954578730133,0.014092605429413943,0.21881126503662524,0.305222139626471,0.6358256565372531,0.29295941817681087,0.025240667083738656,0.2759945114824158,0.007199120618915233,0.0478923339554352,0.0074903167944010834,0.0052747419009771205,0.08819710864780315,0.015137084860541314
"DuPage, IL",2022-12-01,0.3392219296274877,0.11240144678675734,0.0684835691116036,0.042201476405667564,0.08104769266854306,0.4970375209452424,0.5075554560168459,0.2350406123860154,0.2412442946194746,0.0699028974241176,0.1094232504350204,0.14618543647792043,0.015686631155304304,0.31301086273989176,0.11005188293143164,0.0355017509913198,0.11659020343442443,0.14841165652708,0.0140767482205669,0.23165145181626456,0.3007329267059163,0.6313216441411124,0.28796406744717384,0.0250195393230328,0.27099479612632,0.0070406107063377,0.0470330369072998,0.007470953343045051,0.0052935635645138205,0.08521884231306404,0.014912727845949924
"DuPage, IL",2023-01-01,0.3321165992007396,0.11304567546517205,0.0690784663613563,0.0412379149350982,0.0802612275233784,0.4897966594873297,0.5047709709852926,0.23942983476590768,0.2386425158194847,0.06869455674217419,0.10980354460351005,0.1419657267698587,0.015400141845629801,0.30765570528054065,0.10801656867038241,0.03549399294375556,0.11748978669036737,0.1479252558281171,0.014016905166917244,0.23444073654293274,0.29891523793336583,0.6246467908050195,0.2854783857316065,0.0248416847394598,0.2668188665596931,0.006922047839838165,0.046460557927502,0.007584826413583334,0.00536510483301726,0.08435275320771006,0.0146389719467222
"DuPage, IL",2023-02-01,0.3260985433153444,0.11414707813316913,0.06909003522316622,0.0401672710620739,0.07928950144066005,0.48117416046954864,0.4925285288164717,0.24090445450039322,0.2341627725914941,0.06722820107119742,0.10951983832470286,0.14072346597963553,0.015124398487907198,0.3032778329668622,0.10735020373602401,0.03557466704868896,0.11600056952994145,0.1451535028997052,0.014218673078479644,0.24187072598532827,0.3001731903763952,0.6133711602024285,0.2812758650606822,0.024649018912260158,0.2626093816708553,0.006887915088767033,0.04599874804632981,0.007620412049752733,0.00522544354797254,0.0831097894737929,0.014522379353522923
"DuPage, IL",2023-03-01,0.3242571981955465,0.1140661258573068,0.07011174576223186,0.039092226495971966,0.0778161622782748,0.4786052802405338,0.48622032218785194,0.24328584923595753,0.2276490471162262,0.06667210135098413,0.10930467028440355,0.137605883308685,0.015141849637914198,0.3025214468331287,0.10752481896974356,0.03574679932797414,0.11570462464731447,0.1453793369913086,0.014481227497981544,0.2459859510110395,0.29669293097103633,0.610801602973699,0.2782100140635672,0.0247932631994787,0.260940137277074,0.0067374009267206995,0.0460810229843022,0.007698147054106768,0.00520418098951928,0.08186201147516536,0.014191173532943874
"DuPage, IL",2023-04-01,0.3193332476312568,0.11488866925975666,0.07158947715835465,0.0385606019443674,0.0771889263042931,0.4728378757781724,0.48930334676209053,0.2476540703914041,0.2265214512978777,0.06699723470378639,0.1092267403640635,0.13565384479933112,0.014993487010839099,0.30279206943566445,0.1078370550807346,0.0358463750599502,0.11443530892285853,0.1439561719712395,0.014894066950808,0.24954369240021496,0.29975307537165125,0.610443058834966,0.2753075925601768,0.025033964752585385,0.2584467355499266,0.0067275638550532,0.04572064828858793,0.007982296566305766,0.0050268239436047,0.0805038091908853,0.0141593435082584
"DuPage, IL",2023-05-01,0.3198431535571311,0.11785699960759374,0.07172821165305507,0.038101764889260564,0.07738821825902234,0.47387648703458696,0.48397092611347975,0.24878293219077252,0.2237967133212719,0.06615509315234103,0.10981747057805429,0.1333413035928472,0.014854730852251299,0.30038181048021334,0.1072967339752675,0.03582388133384694,0.11376709099580673,0.1451257561446495,0.015355393095352457,0.24770654487678395,0.29971144676471323,0.6025124017223216,0.273719329327871,0.02486224930087024,0.2554807984121414,0.006580073293589833,0.04540357228419002,0.007962129898058,0.00493553276865788,0.07960541870403894,0.014147089625535023
"DuPage, IL",2023-06-01,0.318832130274495,0.11715363446817875,0.07228952690676035,0.0381068433470182,0.07626534043635365,0.4664231851442961,0.4772504654589263,0.2510028262068747,0.22165161333375016,0.0660375265294929,0.11017189949714078,0.13255097212651962,0.014628581884024598,0.295077234122135,0.10580246781620395,0.03569372377686333,0.11366357915844368,0.1447986997354556,0.015772584156857155,0.2507212115550287,0.2972415717308015,0.6023027649827282,0.2697255423910247,0.024390132959252315,0.2481271543467727,0.0063873007853020355,0.04572018738198168,0.0079992332854755,0.0048664092256453795,0.07931974991794666,0.013848181979755975
"DuPage, IL",2023-07-01,0.3154325390190133,0.118239847138333,0.0728859784563398,0.0381665004477325,0.07588809383264446,0.4601220392700526,0.47741487938432914,0.2502913847756209,0.2189848805986047,0.0666715510391215,0.11013206513667495,0.1323415478467075,0.0144657015659706,0.2949448055485297,0.10539262802970249,0.03514164714193886,0.11254815630062642,0.1447096578368456,0.015886083001190644,0.25525289706314724,0.29609551787233046,0.6002802879027836,0.2699554033590593,0.024347517483294542,0.2506651896447676,0.0061522681333294,0.0456196950482692,0.0079786344793029,0.004947614264997759,0.0798047045020759,0.013906504842026914
"DuPage, IL",2023-08-01,0.3134831645826746,0.118794514900173,0.0730280461756132,0.03852940062378266,0.07645147142030155,0.46755318871981866,0.4785293479758399,0.249095417455619,0.2181440213047825,0.06709374474585872,0.11207042663874195,0.13312587811684443,0.0140657123486512,0.29597903953707355,0.10548764958255626,0.03469097381181236,0.11333999596986075,0.1455178655236948,0.0161352595179575,0.2547620888234849,0.296366774316129,0.5998905954904324,0.27146594293103493,0.024172724874817156,0.2516229175713835,0.006144933240403833,0.045788244181222425,0.008006800615245,0.0049437020535709,0.08121132819307177,0.013790703468016075
"DuPage, IL",2023-09-01,0.3121113729452173,0.12017575443100334,0.0735763449901863,0.039487098930715135,0.07563876432116165,0.46534240757621037,0.4768762372834647,0.25000400242166587,0.2192211395254609,0.0682377680870324,0.11295035896164628,0.1330231266289155,0.013928322508042898,0.2957312636626828,0.1059829667224093,0.0344931532013737,0.11472277614550798,0.14657476798636299,0.016443032338565654,0.2560450065024281,0.2984234485627223,0.600025232684413,0.2730753213606104,0.024370411335244684,0.2504800014743818,0.006178445450874433,0.0466216449175476,0.008051295264941768,0.0049051360087283,0.08396642290101496,0.013719427525788076
"DuPage, IL",2023-10-01,0.3162804922370484,0.12087436528883305,0.07482093303277773,0.0401024699982503,0.07733173975763945,0.47331651731407154,0.48251674145403,0.24656530408090982,0.21940716809196037,0.0694383038024645,0.11532688822288352,0.1338843933992302,0.013791780874120694,0.2994107681731189,0.10512201566386195,0.03454687934462718,0.11433384420097126,0.1457270688403683,0.016480739659229346,0.2553413148912658,0.3044761003491297,0.6096976728234149,0.27749566145909255,0.0241905920862131,0.2514502947304605,0.006217144121719665,0.0469775830379506,0.0080644383036855,0.0048460006319365,0.0861949903328604,0.013663393763401461
"DuPage, IL",2023-11-01,0.3214420532038997,0.12206760004436584,0.07559702344472943,0.041075259589341,0.07766410778459495,0.47346022705840307,0.4862098294675406,0.24918750343866664,0.22255740414334851,0.07106894708479683,0.11737961931252212,0.1367374671255587,0.013735792198564599,0.30470285133018926,0.10688663992747985,0.03498469665803406,0.11754771306460754,0.1491074678616474,0.016755434400199,0.24709899387176265,0.3091734307839325,0.6155780014548605,0.2793211264641209,0.0242765117803922,0.2583210793387558,0.0064554298789299,0.0477435770394085,0.0080246532277711,0.004878544847688359,0.08902394853360245,0.0138851010437728
"DuPage, IL",2023-12-01,0.32503844328398,0.1232308233769932,0.0754806195509551,0.041657056216215564,0.07791421848510656,0.4852211133802534,0.4888945417156977,0.24609056043238653,0.22335758568195996,0.0736251574771596,0.11816725435370745,0.1374769144874469,0.013674533549159899,0.30573708934522964,0.10691787942221324,0.0353723871053599,0.1179378640364661,0.14761111947641042,0.016814959506756946,0.2396687667544468,0.31538783659655206,0.624850563195926,0.28501037806538554,0.0244068805621746,0.255867366708402,0.006671481257413867,0.048145632356474524,0.0080328418751896,0.0050886972096199,0.0927934972967835,0.0139296051175275
"DuPage, IL",2024-01-01,0.3324398419636912,0.12334672860476226,0.07542605340155953,0.04287388073923007,0.07833625487386395,0.4863677660469564,0.49851870384336106,0.24515512632433079,0.2230991357414762,0.0754794736418478,0.11809959471043635,0.1392904847426155,0.013692704217246,0.31153005574751885,0.1095829572335907,0.03573071404004226,0.11932588028780133,0.1483852605031852,0.017178648426868812,0.23483497303785994,0.31835344590174863,0.6235545615790785,0.28504275074644914,0.024348808276074014,0.254872999097169,0.006728679581751,0.04912236923480138,0.008091650427056965,0.0054973765838520205,0.0948495900007585,0.013831788293958074
