,Skill subcat: Microsoft Development Tools,Skill subcat: Software Development,Skill subcat: Application Programming Interface (API),Skill subcat: Basic Electrical Systems,Skill subcat: Identity and Access Management,Skill subcat: Interior Design,Skill subcat: Animation and Game Design,Skill subcat: Digital Design,Skill subcat: Drafting and Engineering Design,Skill subcat: Photo/Video Production and Technology,Skill subcat: People Management,Skill subcat: Art and Illustration,Skill subcat: Graphic and Visual Design Software,Skill subcat: Oncology,Skill subcat: Graphic and Visual Design,Skill subcat: Artificial Intelligence and Machine Learning (AI/ML),Skill subcat: Wireless Technologies,Skill subcat: Health Information Management and Medical Records,Skill subcat: Medical Billing and Coding,Skill subcat: Financial Regulation,Skill subcat: System Design and Implementation,Skill subcat: Compensation and Benefits,Skill subcat: Mental and Behavioral Health Specialties,Skill subcat: Financial Advisement,Skill subcat: Networking Hardware,Skill subcat: Telecommunications,Skill subcat: Lean Manufacturing,Skill subcat: Computer Hardware,Skill subcat: Network Protocols,Skill subcat: Web Analytics and SEO,Skill subcat: Network Security,Skill subcat: Mental Health Therapies,Skill subcat: Machinery,Skill subcat: Electrical Power,Skill subcat: Insurance and Warranty Claims Processing,Skill subcat: Databases,Skill subcat: Instructional and Curriculum Design,Skill subcat: Special Education,Skill subcat: Payroll,Skill subcat: Human Resources Software,Skill subcat: Accounting and Finance Software,Skill subcat: Safety and Surveillance Technology,Skill subcat: Engineering Software,Skill subcat: Networking Software,Skill subcat: Simulation and Simulation Software,Skill subcat: Construction Inspection,Skill subcat: Laboratory Research,Skill subcat: Other Programming Languages
2024-06-01,0.007673849798427758,0.0706057520256009,0.01745107380501871,0.011577775512169373,0.011223257707060334,0.001380410777528328,0.0025744224029273506,0.0028611008717135972,0.019924808374033553,0.006888476098437901,0.06648286118473384,0.001749257180851084,0.009783576832324455,0.00597463256251725,0.008078079422269974,0.021281986622884018,0.003375271724054663,0.03954958009085447,0.005722980267418177,0.006043254272012502,0.035566408524998365,0.01158872914119825,0.023834989646982437,0.0016882640989193615,0.005919508570106678,0.012904732343279449,0.010271925622324502,0.007060156039350345,0.010278853590274147,0.00892006431812532,0.010964410346926481,0.008746495165805737,0.05270267809042742,0.0041016419373379786,0.003425583876267053,0.029779893106773536,0.013773282962623808,0.004162603974743854,0.006878624408467733,0.013540082042724097,0.011569215152426263,0.006207787780086591,0.0068623304853482284,0.0024793024334555454,0.002000076090139441,0.0058087988975188895,0.01666066379023627,0.020780718808634677
2024-07-01,0.007553200372937888,0.06949979271071033,0.01682832871886114,0.011425689117755891,0.010944039171965077,0.0013788199974574715,0.0025022868273502008,0.0028238719977062487,0.019594674240457677,0.006810684104953294,0.06555723527070224,0.0016687521462323035,0.009705575158936849,0.005826975662737056,0.007888308195807011,0.0216054773272355,0.0033814251410420066,0.03966273266538533,0.0055207656478176905,0.005982674828646194,0.03502232632124309,0.011813186653443102,0.02347126777261914,0.0016696238823379764,0.005945856913998356,0.011878780062666704,0.010192272896312386,0.007011506513692592,0.010228495767086185,0.008854925316893992,0.0109571918029765,0.008530160150248193,0.05280279246966721,0.004011831360255865,0.0034070648780215266,0.02929185789815305,0.013676808183073114,0.003964131083102791,0.006895640110191138,0.013701053601642312,0.011327571459673922,0.006173205800045874,0.006657802721394219,0.0024688430526464385,0.002029041968711436,0.005807883400809529,0.016863125617188595,0.020729615221890575
2024-08-01,0.007485771153314433,0.06926204063360801,0.01668914447111907,0.011129347016664685,0.010876154701600513,0.0013882214829485796,0.002456803000583531,0.0028016395991022993,0.019457759295588704,0.006783051113480367,0.064816805119654,0.0016137279926192085,0.00974842618136664,0.005590494496732204,0.007874065158922916,0.022328136794158723,0.003382127180583296,0.039859102776172356,0.005361921076639587,0.005972950956160659,0.03514167163593678,0.01195851826668491,0.022977097764871963,0.001580304180378521,0.0059985260857922055,0.010808699975932173,0.01016110057751911,0.006989188019539405,0.010357068522354074,0.008823138368459663,0.010962314325765252,0.008303530132124374,0.052849436485532315,0.003895903293236056,0.003366334966887995,0.02926854408232691,0.013681188608397895,0.0037535788739333914,0.006900207608074644,0.013922544527723577,0.011039836193132372,0.006150704213135535,0.006604020140885744,0.0024882085906820757,0.002034812246732625,0.005826738504572514,0.016956864212587436,0.02122421770216867
2024-09-01,0.007532143496788959,0.06968686369951503,0.01704830172845606,0.010827996639437438,0.011131667622513684,0.001411014942262243,0.002439025253669202,0.0027960167745724367,0.01976881477850224,0.006783525363647613,0.06396135036311823,0.0015866255470925244,0.009795576301603394,0.005387734677358617,0.008010049098888526,0.02320238251435827,0.0033466574930544517,0.04016216991767455,0.005179072858538615,0.005956305652822663,0.03552005138478425,0.012191946356992236,0.022728040629235263,0.0014820034678940885,0.0060756272965657035,0.010254076722282547,0.010158587079058238,0.007053164009899967,0.010572826575776772,0.008788873963594774,0.011076618867407441,0.008041448505094929,0.05347274926936805,0.0037944338779026853,0.003317888991748313,0.029388814633408974,0.013924555376270988,0.0035849143576611705,0.006875784868247422,0.014153507600243594,0.010749707669696743,0.006160885949683968,0.006652154881982125,0.0024886232035769757,0.0020399063705848395,0.005863145001289285,0.016942770231548217,0.021874337604507903
2024-10-01,0.0076277168480506224,0.06973808371654926,0.01707921946071155,0.010692051926757335,0.011318193555417091,0.0014444471225218323,0.0024194560571790587,0.002806421161729896,0.020241397478863846,0.006777706301088422,0.06280336291552022,0.0015691314393709442,0.009819517258675204,0.005151910231185618,0.008115873758866582,0.02372437401887702,0.003299737377385692,0.04053394264852776,0.0049335757974163785,0.00586020738933561,0.035416414014419924,0.012602763507480394,0.022731980213775965,0.001446874109838188,0.006077265905029926,0.009847158844768333,0.010148988818531103,0.007182365445059499,0.010678981770753531,0.008779167280863514,0.011290542324301612,0.0077383175780266055,0.05447920324464384,0.0037328011963377126,0.0032916255851083978,0.029115744501932713,0.014205157462597637,0.0034382261908977745,0.006834452035055262,0.014347431649717232,0.010538958785814427,0.006150334931625997,0.00664880309059562,0.00246160060262822,0.0020600065802968736,0.00589863867972388,0.016952784193396055,0.02201667800518809
2024-11-01,0.007603534440047764,0.06877467789399974,0.0163648784983996,0.010704289844504776,0.011137877932523292,0.0014831358713444773,0.0023827004131709265,0.0028225100059654784,0.020426247017394754,0.006814811067344979,0.06156553919101779,0.0015446738856725296,0.009897412555508524,0.004712758593953072,0.008107694947580263,0.023836175108159212,0.0033031786298429377,0.04096992890410875,0.004650834467085812,0.005703907102515785,0.034838942867011335,0.013150399586992333,0.022627776739058275,0.0014428657011323798,0.005989206722486382,0.00875671687509974,0.010139291406440095,0.007305348861659521,0.010654475344912772,0.00883238016157703,0.011465427802869695,0.007447026306212831,0.05524976738545486,0.0036762475483067183,0.0033041513413501517,0.028390920675523464,0.014296608979424537,0.0032578486546290682,0.006856091833035044,0.0145746312946782,0.010397521107256169,0.006091770529702732,0.006562431960525299,0.0025145219412666636,0.002085744150813991,0.00592265174348734,0.017111529767556644,0.021640117226269934
2024-12-01,0.007478728845490218,0.06768261462822053,0.015717421028706074,0.010632878951103736,0.011043138969717328,0.0015195543199727672,0.0023432428988698767,0.0028282013409817314,0.02030482416979352,0.0069630350816275305,0.06063552596555105,0.001520140566987295,0.010116492730667496,0.004052063363897518,0.008105013919310133,0.02415024330073855,0.003370070394513215,0.041442614854922254,0.0043830432212152316,0.005625536760274008,0.03456229567440902,0.01369622060749167,0.02233949380764427,0.0013938194363945344,0.005949953717010347,0.007027641963926509,0.010166327481002053,0.007401481585787184,0.010705634652793727,0.008936403629477029,0.011519345742844508,0.007246405259151222,0.05563527720464796,0.0035801618462016635,0.0033463630577043107,0.027840042407589367,0.014297981817555134,0.003050115238288448,0.007000002365355174,0.014978520155001456,0.01023759794413826,0.006048976882449878,0.006520076262155949,0.002717114665263507,0.0021049702859822625,0.00597158652537437,0.01739542903603592,0.0215915988112218
2025-01-01,0.0074343441317390214,0.06802045329485495,0.01606029015142931,0.01034931316333872,0.011613230328652545,0.001549880285871472,0.002322328196002188,0.002811105119463902,0.020308860607586996,0.0071644454781449735,0.060082322164377006,0.001514381155937859,0.010433147070911851,0.003397390473232384,0.008226803784189687,0.02511399407715887,0.0034497797961952348,0.0418900822449427,0.004137440080635502,0.005701467659121726,0.03519829903265903,0.014127519515102238,0.022143986920056594,0.0012726005831871835,0.006081505107439368,0.005747392176767729,0.010285329705910931,0.007543045346659922,0.011045520717155775,0.009020422629103353,0.011583729724437592,0.007115668868879553,0.05614730242679136,0.003429881709174038,0.0033820399961752515,0.02801710189154015,0.014530666287541613,0.0028637556798307294,0.00722179534803892,0.015522782497640133,0.010049283074037123,0.006096969399770512,0.006655499233268771,0.002916922856811817,0.002107799879980853,0.006078888488256282,0.017688854824319585,0.022471662010760705
2025-02-01,0.0075724243412107935,0.06978069511869561,0.016928127540215977,0.010030804866939611,0.012517490795023976,0.0015780011110110967,0.002318678063275464,0.0027904478056103776,0.020744477439690143,0.00726109489474427,0.05951615762510098,0.001525110175453462,0.010664698721663484,0.0029736949122597563,0.008396488648341818,0.026337949105752233,0.0034999734920945907,0.04216829363795995,0.003878710097694824,0.005812474091919876,0.03635018549979415,0.014442726461666701,0.02201990893282669,0.0011517044771481625,0.0063208616677574,0.0054139821113016115,0.010472062180901276,0.007755586967047135,0.011566175449358987,0.009068392501453096,0.011808153814527121,0.006926181253649822,0.05708644330946505,0.0032638085103714127,0.0033798041325715433,0.02865752281566076,0.015010047296525362,0.00269693389182034,0.007420649479196662,0.015986292303694423,0.009876563290037783,0.006214318344829804,0.006935489514862493,0.0029008138165670188,0.002114763043274285,0.006187920792946925,0.01788810560080362,0.02372896609792967
2025-03-01,0.007862885910760222,0.07128490000677049,0.016982353485634524,0.00993187241524878,0.012821324549271165,0.0016157597843559455,0.00231020826280563,0.00279908033797544,0.021245231948831017,0.007219879120378046,0.058455255785116844,0.0015323622282357782,0.010715083926068148,0.002632536481455571,0.008461377635288753,0.027140863986109737,0.003535867187270306,0.04224833687461959,0.0036272907999822324,0.005811666051337915,0.037042903666148014,0.014719178126381521,0.021619199750166292,0.0011238555657877487,0.006476213305846269,0.005134459543807583,0.010606992118669719,0.00795490331739584,0.011947854282550545,0.009145313554643784,0.01215921965217221,0.006621000354856608,0.057782173629054925,0.003141489683809906,0.003362592411187197,0.029011144623781425,0.015353733357488348,0.0024722956631395843,0.00754041166331621,0.016233288045047253,0.009719524891076433,0.006276338928078718,0.007148073234090013,0.002674064292712406,0.0021542116856485267,0.006228253858566718,0.018026311541238897,0.02430599383099149
2025-04-01,0.008100851655469674,0.07100628991597188,0.0159135452540823,0.009928049716002373,0.012072450325300493,0.0016727440056853542,0.0022896963228711126,0.002830022212387793,0.021292900789077706,0.007200216449390338,0.05698328730293394,0.0015309175198320148,0.01076460720729297,0.0020552608892871436,0.008422300173303383,0.02747501391662431,0.003578488185991432,0.04232709305617299,0.0034394600927496665,0.005726207225468814,0.03685616633800515,0.015052345846805738,0.02083886448179658,0.0011389704005073708,0.0064671608981672546,0.0037342357350924685,0.010626264585851251,0.0080525583757315,0.0120334852435635,0.009268539220517666,0.012414249070638421,0.006269154423879524,0.05766336732279672,0.0030663987982488513,0.003376474892512452,0.028674793939249984,0.015376002995250158,0.0021808933499586113,0.007606229049024098,0.016416873628193912,0.009528280767898656,0.006219714113867065,0.007161507756695057,0.0024923696760621294,0.0022144256591829677,0.006193936485785203,0.018164263422108303,0.023899182790239462
2025-05-01,0.00817231355046948,0.06979018109776361,0.01498327513817138,0.009674298377507825,0.011183986311120879,0.001745251672153155,0.002274814760121969,0.0028558536435879236,0.021022543896270784,0.007341788156167084,0.055611586394817725,0.0015368883335360873,0.011082445526442566,0.0011807697577459753,0.00848324229913959,0.027868251513473642,0.0036139206627064033,0.042650000952278055,0.003313555364069941,0.005691036926387126,0.03657700079635271,0.015507414023714378,0.020069819915060103,0.0010768574433698687,0.006413985073719968,0.0014543200980034546,0.010590535762465624,0.008071973038690842,0.012064371602851454,0.009379246588228468,0.012481350692593172,0.005921415078482802,0.05720168751501877,0.002991188831498394,0.0034216174262745565,0.028235262585655677,0.015346306988350565,0.0018965924455338688,0.007678831364117228,0.016797056855056718,0.009258638866748131,0.006142581724806583,0.007137346879629268,0.002557512797210835,0.002256650372820589,0.0061638319578271785,0.018262580296988955,0.02356072415161538
2025-06-01,0.008234245841122412,0.07014915767038878,0.015241592012911857,0.009232222223478033,0.011265109073182518,0.0018198955850087946,0.0022843714603615543,0.0028732680669989762,0.02114203192853151,0.007603330228186429,0.05469830951617327,0.001561034326603733,0.01164663356667478,0.00022174116716834613,0.008784842816860788,0.028588401176788767,0.0036406459298987245,0.04328655355922024,0.0031636812339327167,0.005739574297056986,0.03741692997047337,0.016081167446755213,0.019714303373747043,0.0009360445772954554,0.006458675091951351,-0.00021240677588010154,0.010645489214721873,0.008180321395882284,0.012426523324125884,0.00947664950436621,0.01258519277509262,0.005573081193016024,0.05743705664195085,0.0029143507112750324,0.0034576229263040383,0.028695793040511702,0.015612784350017925,0.001652080225188741,0.007803364816807335,0.01740082433499126,0.009024091942709212,0.006174115590047177,0.007359355206072178,0.002748888091284884,0.002267303687771845,0.0062216477034779775,0.018322931256305977,0.02447205801944011
2025-07-01,0.008507116566245403,0.0727667754434148,0.015954701881702664,0.009003077870499287,0.012080699641142709,0.0018856274781092288,0.002314290365302731,0.002903111782721947,0.021923053969018516,0.007861425892678806,0.0540200230179044,0.0015908790381495696,0.012131771138615285,-0.0005432633288256737,0.009184659269133956,0.029254637214283327,0.003680897233765526,0.04396090430219663,0.0028969243678499366,0.005736615103590926,0.03926463455748093,0.016721694316110907,0.01955164181996514,0.0008380265750318515,0.006572689843156708,-0.0004901232750685325,0.010820826059745707,0.008483778744535259,0.013108176401156687,0.009623720387899149,0.012949558578122368,0.0052300601407769065,0.058605598601716165,0.002859303615491724,0.0034716769747143456,0.030016816474229966,0.016204359004255302,0.0014145123042453283,0.007994928151758174,0.01801465059356549,0.008972199282611799,0.006323758405346134,0.007815589334660911,0.0028534333538933108,0.0022740112349705845,0.0063423783835515075,0.018413097170197262,0.02623582787037691
2025-08-01,0.00895360886246336,0.07526776331556978,0.01575239434705942,0.009097660253337352,0.012508561229424925,0.0019403382478964636,0.0023358053770344113,0.0029418366432713825,0.022708416276404436,0.0080743045420967,0.05297535012448663,0.001600233793168596,0.01229912796236984,-0.001070139789399644,0.009402272183476796,0.029543570240934937,0.0037465657627168024,0.044458228143791585,0.002545685373365681,0.005623804541847563,0.04055229289633069,0.017388151683633057,0.019157741461093055,0.0008604019068599636,0.0066362300543219115,-0.0002765800133313692,0.010957285782632126,0.008834350786270465,0.013659976975417785,0.00981656460078627,0.013456067552884796,0.004930331415662247,0.059727048678317754,0.002838654436728502,0.003498318004974384,0.031010086496126237,0.01677658324644524,0.0011959228345948848,0.00824717311385333,0.018537909602735922,0.009027937926014917,0.0064836505485302166,0.008158085377121071,0.002883010115536069,0.0023133120680226458,0.006454454335267094,0.018652258880653305,0.0272469519619854
2025-09-01,0.00933033320149997,0.07543027470346213,0.014883406372653467,0.009168308765205914,0.01219735069126171,0.0019893958808377995,0.0023220646109356714,0.002955203334194745,0.022686623397353053,0.00827059710538738,0.05144891707798342,0.0015794339745370256,0.01230897356085853,-0.0015706957399777115,0.009356161155157205,0.02988808026590109,0.0038302270477269685,0.04480921494059963,0.0022219728615294615,0.0055294733953235725,0.04048012566320949,0.01801133815046266,0.01865780518206667,0.0009118067113280154,0.00666260099796928,-0.0010777981879411189,0.010942232781995891,0.009001933669127831,0.01381517456985237,0.00995819103429374,0.013779340942605247,0.004680853574361196,0.059754848880230436,0.0028398683344034613,0.003553347164244314,0.030999548753341086,0.01704251098865519,0.0009985446003943376,0.008537128586331542,0.01911220638911719,0.009009239298063212,0.0065505578301115275,0.00815184077639814,0.0029883401613384685,0.0023701289296174616,0.006548698511032603,0.01903231169901102,0.02693693367589914
2025-10-01,0.00952449101591124,0.0746085101417771,0.014958145992599928,0.008856529801641214,0.012052115767479693,0.002040820112651839,0.0022830490054237106,0.0029357991387555524,0.02208673775364829,0.008450016765501063,0.0500841827993034,0.001546519975530726,0.012529533882334375,-0.002237867994904854,0.009300960273584683,0.030899250863591864,0.0039239622316619375,0.04509801181936757,0.0019395737631276114,0.005562333218375843,0.040326505369282985,0.01848735463146932,0.018309276989525412,0.0008564333399753857,0.006811188851876756,-0.003055424434477913,0.010854560152416717,0.00899009827596746,0.01390869138688338,0.010020958093549047,0.013843765445994537,0.0043987294322387245,0.05890248975795574,0.0028116160795202154,0.0035907175162237922,0.030980937281009507,0.017124287657369952,0.0007572546995915923,0.00883307159343823,0.019814127449642675,0.008894416892098226,0.00654786048051078,0.00802855620881332,0.003166837923705216,0.002410163968414857,0.006664774710872219,0.019338508723806255,0.02682322409838282
