Unnamed: 0,name,degree,degree_type,description,transfer,url,courses,course_count,updated,group_id,groupType_id,demand_share,demand_growth,avg_demand_share,avg_demand_growth
42,Baking and Pastry Arts,Basic Certificate,Certificate,"The Basic Certificate in Baking and Pastry Arts introduces students to the commercial baking environment, covering safety and sanitation skills and station setup, proper use and care of equipment, and baking and pastry terminology. The program is designed to provide the students with the opportunity to investigate and assess Baking and Pastry Arts as a possible career.",0,https://catalog.ccc.edu/academic-program-requirements/baking-pastry-arts-basic-certificate/,"[{'id': '6092d1dd166e430009c903f2', 'title': 'Introduction to Baking'}, {'id': '6092d1de166e430009c903f3', 'title': 'Baking Safety and Sanitation'}, {'id': '6092d1de166e430009c903f4', 'title': 'Baking Techniques'}, {'id': '6092d1de166e430009c903f5', 'title': 'Pastry Techniques'}, {'id': '6092d1de166e430009c903f6', 'title': 'Cookies and Tarts'}]",5,2021-05-25T20:22:46.490Z,6092d53218d082000919c0a3,6091cb3ed60b04000837e6a6,0.24290963700000004,-3.655041517621876,0.04858192740000001,-0.7310083035243752
43,Banking,Basic Certificate,Certificate,"The Basic Certificate program in Banking is designed to provide students who have little or no formal business knowledge of the banking industry with introductory information and understanding of business and banking. Students will gain knowledge of business and banking operations, aptitude in mathematical calculations, client interaction and client management skills, business development aptitude, technological proficiency, soft skills, and cash handling experience.",0,https://catalog.ccc.edu/academic-program-requirements/banking-basic-certificate/,"[{'id': '6092d22a166e430009c90571', 'title': 'Business Mathematics'}, {'id': '6092d22b166e430009c90575', 'title': 'Principles of Bank Operations'}, {'id': '6092d22d166e430009c90582', 'title': 'Data Visualization and Presentation for Business'}, {'id': '6092d22f166e430009c9058d', 'title': 'Selling'}, {'id': '6092d233166e430009c905a1', 'title': 'Business Communications'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}]",6,2021-05-25T20:23:22.713Z,6092d53318d082000919c0a5,6091cb3ed60b04000837e6a6,2.7623893840000004,-8.4151955380384,0.46039823066666674,-1.4025325896730667
44,Bilingual Educator Endorsement,Basic Certificate,Certificate,"The purpose of the Education Department Bilingual Educator Endorsement (BEE) program is to prepare teachers, administrators, and school service professionals who hold an Illinois Professional Educators License to meet the state endorsement requirements for the BEE. The BEE certificate will prepare teachers to teach in Bilingual classrooms in which instruction is provided in English and the students’ home language. The coursework in this certificate is specifically aligned to meet the linguistics, development, education, methods, and cultural content requirements of the state endorsements including electives and a BEE practicum experience. The Education Department believes that these endorsements are of particular importance as the number of Bilingual students in Illinois is projected to continue to rise, and there is a declared Bilingual teacher shortage. The BEE certificate will prepare teachers who have tested as proficient in a foreign language to teach in bilingual settings.",0,https://catalog.ccc.edu/academic-program-requirements/bilingual-educator-endorsement-basic-certificate/,"[{'id': '6092d25b166e430009c90689', 'title': 'Theoretical Foundations of 2nd Language Acquisition and Learning'}, {'id': '6092d25b166e430009c9068a', 'title': 'Methods and Materials for Teaching ESL in PK-12'}, {'id': '6092d25b166e430009c9068b', 'title': 'Methods & Materials for Teaching ESL in PK-12 Bilingual'}, {'id': '6092d25b166e430009c9068c', 'title': 'Assessment of the Second Language Learner'}, {'id': '6092d25b166e430009c9068d', 'title': 'Cross Cultural Studies for Teaching Limited English Proficient Students'}, {'id': '6092d25b166e430009c9068e', 'title': 'Bilingual and ESL Practicum'}]",6,2021-05-25T20:24:54.861Z,6092d53318d082000919c0a6,6091cb3ed60b04000837e6a6,1.606787744,-10.183649968243992,0.26779795733333334,-1.697274994707332
45,Bioengineering,Associate in Engineering Science,Associate Degree,All plans can be modified to fit the needs of part-time students by adding more semesters.,1,https://catalog.ccc.edu/transfer-pathways/bioengineering-aes/,"[{'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d23f166e430009c905ec', 'title': 'C++ Object Oriented Programming I'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d263166e430009c906b9', 'title': 'Intro to the Engineering Profession'}, {'id': '6092d264166e430009c906bd', 'title': 'Computer Programming for Engineers'}, {'id': '6092d265166e430009c906c2', 'title': 'Introduction to Thermodynamics'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d298166e430009c907e8', 'title': 'Calculus & Analytic Geometry III'}, {'id': '6092d299166e430009c907e9', 'title': 'Differential Equations'}, {'id': '6092d2bf166e430009c908cc', 'title': 'Engineering Physics I: Mechanics & Wave Motion'}, {'id': '6092d2bf166e430009c908cd', 'title': 'Engineering Physics II: Electricity & Magnetism'}, {'id': '60e7553f93f5fc00081abf70', 'title': 'Biology I'}]",15,2021-09-30T23:27:08.901Z,6092d53318d082000919c0a7,6091cb57d60b04000837e6a9,3.6407403619999994,-20.88429145986157,0.2427160241333333,-1.3922860973241045
46,Biology,Associate in Science,Associate Degree,"When you think of life on earth, your first thoughts are probably about familiar animals. That is only a small sample of the types of life on our planet, which include plants, bacteria, fungi, and animals in a vast array of body forms and types. Biology is the study of life, individual organisms, their communities, and the systems, cells, and processes that make up living matter. With an AS degree you can transfer to a four-year college as a junior, obtain your bachelor’s degree and work in fields like biochemistry, genetics, marine biology, zoology, ecology and much more.",1,https://catalog.ccc.edu/transfer-pathways/biology-associate-science/,"[{'id': '6092d228166e430009c90563', 'title': 'Human Structure and Function I'}, {'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d296166e430009c907db', 'title': 'Introductory Statistics'}, {'id': '6092d296166e430009c907de', 'title': 'College Algebra'}, {'id': '6092d2c3166e430009c908e3', 'title': 'General Psychology'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}, {'id': '60e7553f93f5fc00081abf70', 'title': 'Biology I'}, {'id': '60e7558193f5fc00081abf71', 'title': 'Biology II'}, {'id': '60e7591693f5fc00081abf7a', 'title': 'Human Structure and Function II'}, {'id': '60e75a1993f5fc00081abf7d', 'title': 'Genetics'}]",13,2021-09-30T22:31:48.946Z,6092d53318d082000919c0a8,6091cb73d60b04000837e6ac,3.728614633,-17.272567415656702,0.2868165102307692,-1.3286590319735925
47,Biology Education,Associate in Science,Associate Degree,"The Biology Education pathway begins your preparation to teach biology to high school students. Biology teachers are also required to earn a bachelor’s degree from an accredited program and obtain a Professional Educators License with a Biology endorsement from the Illinois State Board of Education. Get started now by earning your associate degree from City Colleges, transfer to a four-year teacher certification program as a junior, and start a career in science education.",1,https://catalog.ccc.edu/transfer-pathways/biology-education-associate-science/,"[{'id': '6092d20e166e430009c904d3', 'title': 'Cultural Anthropology'}, {'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d259166e430009c9067f', 'title': 'Introduction to Education'}, {'id': '6092d25b166e430009c90688', 'title': 'Educational Psychology'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d27b166e430009c90746', 'title': 'American History to 1865'}, {'id': '6092d27b166e430009c90747', 'title': 'History of  the American People from 1865'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d2c0166e430009c908d1', 'title': 'The National Government'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}, {'id': '60e7553f93f5fc00081abf70', 'title': 'Biology I'}, {'id': '60e7558193f5fc00081abf71', 'title': 'Biology II'}]",15,2021-09-30T23:25:10.825Z,6092d53318d082000919c0a9,6091cb73d60b04000837e6ac,2.739901478,-15.079245340592308,0.18266009853333334,-1.005283022706154
48,Biomedical Engineering,Associate in Engineering Science,Associate Degree,All plans can be modified to fit the needs of part-time students by adding more semesters.,1,https://catalog.ccc.edu/transfer-pathways/biomedical-engineering-aes/,"[{'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d234166e430009c905ad', 'title': 'Organic Chemistry I'}, {'id': '6092d235166e430009c905ae', 'title': 'Organic Chemistry II'}, {'id': '6092d23f166e430009c905ec', 'title': 'C++ Object Oriented Programming I'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d264166e430009c906bd', 'title': 'Computer Programming for Engineers'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d298166e430009c907e8', 'title': 'Calculus & Analytic Geometry III'}, {'id': '6092d299166e430009c907e9', 'title': 'Differential Equations'}, {'id': '6092d2bf166e430009c908cc', 'title': 'Engineering Physics I: Mechanics & Wave Motion'}, {'id': '6092d2bf166e430009c908cd', 'title': 'Engineering Physics II: Electricity & Magnetism'}, {'id': '60e73a9e074c1a00089f5cde', 'title': 'Human Biology'}]",15,2021-09-30T23:06:15.576Z,6092d53318d082000919c0aa,6091cb57d60b04000837e6a9,2.7116570429999993,-16.397917126200994,0.18077713619999997,-1.0931944750800662
49,Biotechnology,Associate in Applied Science,Associate Degree,"The Associate in Applied Science degree program for Biotechnology utilizes cellular components and microorganisms for the production of products used in medicine, pharmacology, agriculture, food processing, and environmental cleanup. Employment opportunities are available in laboratories, hospitals, and research and development companies.",0,https://catalog.ccc.edu/academic-program-requirements/biotechnology-aas/,"[{'id': '6092d224166e430009c90551', 'title': 'Nutrition-Consumer Education'}, {'id': '6092d229166e430009c90569', 'title': 'Intro to Molecular Biology'}, {'id': '6092d229166e430009c9056a', 'title': 'Molecular Biology I'}, {'id': '6092d229166e430009c9056b', 'title': 'Molecular Biology II'}, {'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ad', 'title': 'Organic Chemistry I'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d296166e430009c907db', 'title': 'Introductory Statistics'}, {'id': '6092d296166e430009c907de', 'title': 'College Algebra'}, {'id': '6092d29a166e430009c907f2', 'title': 'General Microbiology'}, {'id': '6092d29a166e430009c907f3', 'title': 'Applied Microbiology'}, {'id': '60e7553f93f5fc00081abf70', 'title': 'Biology I'}, {'id': '60e7558193f5fc00081abf71', 'title': 'Biology II'}, {'id': '60e757a193f5fc00081abf77', 'title': 'Biochemistry'}, {'id': '60e7586a93f5fc00081abf78', 'title': 'Survey of Biotechnology'}]",15,2021-09-30T20:36:08.946Z,6092d53418d082000919c0ab,6091cb35d60b04000837e6a5,1.9255326369999999,-8.026433569530893,0.12836884246666666,-0.5350955713020595
50,Business/Economics,Associate in Arts,Associate Degree,"This area of study combines business classes with courses in economics. An Associate in Arts with a business emphasis prepares you to transfer to a four-year university to earn a Bachelor’s degree that opens the door to a career in business, management, marketing, accounting, investment banking, stock market trading and lots more. This pathway will supply you with basic tools you need to meet the demands of the workforce economy.",1,https://catalog.ccc.edu/transfer-pathways/business-economics-associate-arts/,"[{'id': '6092d22b166e430009c90577', 'title': 'Financial Accounting'}, {'id': '6092d22b166e430009c90578', 'title': 'Managerial Accounting'}, {'id': '6092d22f166e430009c9058a', 'title': 'Marketing'}, {'id': '6092d231166e430009c90598', 'title': 'Principles of Management'}, {'id': '6092d258166e430009c9067c', 'title': 'Principles of Economics I '}, {'id': '6092d258166e430009c9067d', 'title': 'Principles of Economics II'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d260166e430009c906a5', 'title': 'Business Writing'}, {'id': '6092d296166e430009c907de', 'title': 'College Algebra'}, {'id': '6092d2b3166e430009c90885', 'title': 'Logic'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}]",12,2021-05-25T20:33:32.582Z,6092d53418d082000919c0ad,6091cb4ed60b04000837e6a8,4.316816263,-22.434873473639584,0.3597346885833333,-1.8695727894699654
51,Business/Finance,Associate in Arts,Associate Degree,"This is an example course sequence for students interested in pursuing Business/Finance. It does not represent a contract, nor does it guarantee course availability. If this pathway is followed as outlined, you will earn an Associate in Arts (AA) degree. One course will satisfy the Human Diversity (HD) requirement, and is labeled with an (HD) in the sequence below. Following this pathway will help you earn your associate degree, which will increase your chances of transfer to bachelor’s-level programs. Choose Illinois Articulation Initiative (IAI) courses to fulfill general education requirements whenever possible. Visit www.itransfer.org and speak with your college advisor to learn more about IAI.",1,https://catalog.ccc.edu/transfer-pathways/business-finance-associate-arts/,"[{'id': '6092d22a166e430009c90570', 'title': 'Introduction to Business'}, {'id': '6092d22b166e430009c90577', 'title': 'Financial Accounting'}, {'id': '6092d22b166e430009c90578', 'title': 'Managerial Accounting'}, {'id': '6092d22f166e430009c9058e', 'title': 'Introduction to Finance'}, {'id': '6092d258166e430009c9067c', 'title': 'Principles of Economics I '}, {'id': '6092d258166e430009c9067d', 'title': 'Principles of Economics II'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d296166e430009c907de', 'title': 'College Algebra'}, {'id': '6092d298166e430009c907e5', 'title': 'Calculus for Business & Social Sciences'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}]",12,2021-05-25T20:34:52.318Z,6092d53418d082000919c0ae,6091cb4ed60b04000837e6a8,3.175457329,-14.234259836526467,0.2646214440833333,-1.186188319710539
52,CNC Operations,Basic Certificate,Certificate,,0,https://catalog.ccc.edu/academic-program-requirements/cnc-operations-basic-certificate/,"[{'id': '6092d1f9166e430009c90470', 'title': 'Machining Processes I'}, {'id': '6092d1f9166e430009c90471', 'title': 'Machining Processes II'}, {'id': '6092d1fa166e430009c90476', 'title': 'CNC Fundamentals'}]",3,2021-05-25T20:44:36.275Z,6092d53718d082000919c0bb,6091cb3ed60b04000837e6a6,0.567826103,-6.370064835848561,0.18927536766666667,-2.1233549452828537
53,CPA Preparation–Post Baccalaureate,Advanced Certificate,Certificate,"The CPA Preparation–Post Baccalaureate program will provide 30 hours of accounting coursework with additional specific credits in business ethics, business communications, and research and analysis as required to sit the Uniform CPA examination.",0,https://catalog.ccc.edu/academic-program-requirements/cpa-preparation-post-baccalaureate-advanced-certificate/,"[{'id': '6092d22b166e430009c90576', 'title': 'Fundamentals of Accounting'}, {'id': '6092d22b166e430009c90577', 'title': 'Financial Accounting'}, {'id': '6092d22b166e430009c90578', 'title': 'Managerial Accounting'}, {'id': '6092d22c166e430009c9057b', 'title': 'Computer Applications for Accounting'}, {'id': '6092d22c166e430009c9057c', 'title': 'Intermediate Accounting'}, {'id': '6092d22c166e430009c9057d', 'title': 'Auditing'}, {'id': '6092d22c166e430009c9057e', 'title': 'Intermediate Accounting II'}, {'id': '6092d22d166e430009c9057f', 'title': 'Federal Income Tax'}, {'id': '6092d22d166e430009c90580', 'title': 'Business Law I'}, {'id': '6092d22d166e430009c90581', 'title': 'Business Law II'}, {'id': '6092d22e166e430009c90583', 'title': 'The Legal & Social Environment of Business'}, {'id': '6092d22e166e430009c90584', 'title': 'Corporate and Entity Federal Income Tax'}, {'id': '6092d233166e430009c905a1', 'title': 'Business Communications'}, {'id': '6092d260166e430009c906a5', 'title': 'Business Writing'}, {'id': '6092d2b3166e430009c90887', 'title': 'Ethics'}]",15,2021-05-25T20:57:13.494Z,6092d53c18d082000919c0d9,6091cb45d60b04000837e6a7,4.294762423000001,-8.403649521141944,0.28631749486666674,-0.5602433014094629
54,Cannabis Dispensary Operations Specialist,Basic Certificate,Certificate,"The Cannabis Dispensary Operations Certificate prepares students to work in a licensed cannabis dispensary and introduces students to the basics of legally dispensing cannabis in a licensed setting. Students will gain an understanding of the legal environment of dispensary operations in alignment with state and federal laws that regulate cannabis distribution to clients. Students will acquire skills to interact with and educate cannabis clients in a regulated environment, as well as obtain the foundational knowledge to pursue additional careers in the cannabis industry.",0,https://catalog.ccc.edu/academic-program-requirements/cannabis-dispensary-operations-basic-certificate/,"[{'id': '6092d22a166e430009c90570', 'title': 'Introduction to Business'}, {'id': '6092d2d2166e430009c9093b', 'title': 'Introduction to Cannabis'}, {'id': '6092d2d2166e430009c9093c', 'title': 'Cannabis and the Law'}, {'id': '6092d2d2166e430009c9093d', 'title': 'Dispensary Operations'}, {'id': '6092d2d3166e430009c90941', 'title': 'Customer Service Operations'}]",5,2021-05-25T20:35:35.524Z,6092d53518d082000919c0af,6091cb3ed60b04000837e6a6,2.0098070839999997,-3.081191432543668,0.40196141679999997,-0.6162382865087336
55,Chemical Engineering,Associate in Engineering Science,Associate Degree,All plans can be modified to fit the needs of part-time students by adding more semesters.,1,https://catalog.ccc.edu/transfer-pathways/chemical-engineering-aes/,"[{'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d234166e430009c905ad', 'title': 'Organic Chemistry I'}, {'id': '6092d235166e430009c905ae', 'title': 'Organic Chemistry II'}, {'id': '6092d23f166e430009c905ec', 'title': 'C++ Object Oriented Programming I'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d264166e430009c906bd', 'title': 'Computer Programming for Engineers'}, {'id': '6092d265166e430009c906c2', 'title': 'Introduction to Thermodynamics'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d298166e430009c907e8', 'title': 'Calculus & Analytic Geometry III'}, {'id': '6092d299166e430009c907e9', 'title': 'Differential Equations'}, {'id': '6092d2bf166e430009c908cc', 'title': 'Engineering Physics I: Mechanics & Wave Motion'}, {'id': '6092d2bf166e430009c908cd', 'title': 'Engineering Physics II: Electricity & Magnetism'}]",15,2021-05-25T20:36:42.158Z,6092d53518d082000919c0b0,6091cb57d60b04000837e6a9,2.5095417269999993,-15.396690218746079,0.16730278179999997,-1.0264460145830718
56,Chemical Laboratory Technology,Associate in Applied Science,Associate Degree,"The Associate in Applied Science degree program for Chemical Laboratory Technology focuses on the study of the development, production and utilization of industrial chemicals, and methods used in modern chemical laboratories. The program can lead to employment as a chemical lab technician (working under supervision of senior technicians), engineer, or scientist in production or testing, as well as in commercial utilization of chemicals and chemical products.",0,https://catalog.ccc.edu/academic-program-requirements/chemical-laboratory-technology-aas/,"[{'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d234166e430009c905ad', 'title': 'Organic Chemistry I'}, {'id': '6092d235166e430009c905ae', 'title': 'Organic Chemistry II'}, {'id': '6092d235166e430009c905b0', 'title': 'Intro Instrumental Analysis'}, {'id': '6092d23f166e430009c905e8', 'title': 'Introduction to Computer Applications'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d296166e430009c907de', 'title': 'College Algebra'}, {'id': '6092d297166e430009c907df', 'title': 'Plane Trigonometry'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d2bf166e430009c908cc', 'title': 'Engineering Physics I: Mechanics & Wave Motion'}]",12,2021-05-25T20:37:04.629Z,6092d53518d082000919c0b1,6091cb35d60b04000837e6a5,1.979326522,-10.110787523022719,0.16494387683333334,-0.8425656269185599
57,Chemistry,Associate in General Studies,Associate Degree,"When you think of chemistry, you might think of atoms and bonds, bubbling beakers and smoking test tubes. In reality, chemistry students use mathematics, theory, and experimentation to study the matter that makes up physical substances. People working in the field of chemistry make valuable contributions in a range of fields, including medicine, biology, psychology, and geology. Follow the chemistry pathway and you’ll explore many different topics, from the chemical basis for life to the environmental problems caused by chemicals. The chemistry pathway leads to an associate degree which will allow you to transfer as a junior to a four-year college to complete your bachelor’s degree. You might become a pharmacist, scientist, forensics specialist, food scientist, dentist, materials engineer or hazardous materials specialist.",1,https://catalog.ccc.edu/transfer-pathways/chemistry-associate-general-studies/,"[{'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d234166e430009c905ad', 'title': 'Organic Chemistry I'}, {'id': '6092d235166e430009c905ae', 'title': 'Organic Chemistry II'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d2bf166e430009c908cc', 'title': 'Engineering Physics I: Mechanics & Wave Motion'}, {'id': '6092d2bf166e430009c908cd', 'title': 'Engineering Physics II: Electricity & Magnetism'}]",10,2021-05-25T20:37:35.138Z,6092d53618d082000919c0b2,6091cb69d60b04000837e6ab,1.676907137,-12.921014970698996,0.1676907137,-1.2921014970698996
58,Chemistry Education,Associate in Science,Associate Degree,"The Chemistry Education pathway begins your preparation to teach chemistry to high school students. Chemistry teachers are also required to earn a bachelor’s degree from an accredited program and obtain a Professional Educators License with an Chemistry endorsement from the Illinois State Board of Education. Get started now by earning your associate degree from City Colleges, transfer to a four-year teacher certification program as a junior, and start a career in science education.",1,https://catalog.ccc.edu/transfer-pathways/chemistry-education-associate-science/,"[{'id': '6092d20e166e430009c904d3', 'title': 'Cultural Anthropology'}, {'id': '6092d234166e430009c905aa', 'title': 'General Chemistry I'}, {'id': '6092d234166e430009c905ab', 'title': 'General Chemistry II'}, {'id': '6092d234166e430009c905ad', 'title': 'Organic Chemistry I'}, {'id': '6092d259166e430009c9067f', 'title': 'Introduction to Education'}, {'id': '6092d25b166e430009c90688', 'title': 'Educational Psychology'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d27b166e430009c90746', 'title': 'American History to 1865'}, {'id': '6092d27b166e430009c90747', 'title': 'History of  the American People from 1865'}, {'id': '6092d298166e430009c907e6', 'title': 'Calculus & Analytic Geometry I'}, {'id': '6092d298166e430009c907e7', 'title': 'Calculus & Analytic Geometry II'}, {'id': '6092d2c0166e430009c908d1', 'title': 'The National Government'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}, {'id': '60e73a4a074c1a00089f5cdd', 'title': 'General Education Biology'}, {'id': '60e73a9e074c1a00089f5cde', 'title': 'Human Biology'}]",16,2021-09-30T23:03:12.590Z,6092d53618d082000919c0b3,6091cb73d60b04000837e6ac,2.9743852590000004,-16.368605526560017,0.18589907868750002,-1.023037845410001
59,Child Development: Early Childhood,Associate in Arts,Associate Degree,"Are you interested in learning about how children learn, grow and thrive? Does the idea of joining the ranks of in-demand child care professionals excite you? If yes, then the Child Development Early Childhood pathway may be right for you. As a Child Development student at City Colleges you will learn about children’s social, emotional, and physical development, and the theories and real world skills required to teach children from birth to age 8.",1,https://catalog.ccc.edu/transfer-pathways/child-development-early-childhood-associate-arts/,"[{'id': '6092d237166e430009c905bc', 'title': 'Human Growth & Development I'}, {'id': '6092d237166e430009c905be', 'title': 'Health Safety and Nutrition'}, {'id': '6092d238166e430009c905c0', 'title': 'Intro to Early Childhood Education Group Care'}, {'id': '6092d238166e430009c905c5', 'title': 'Creative Activities for Young Children'}, {'id': '6092d23a166e430009c905d0', 'title': 'Child, Family, and Community Relations'}, {'id': '6092d259166e430009c9067f', 'title': 'Introduction to Education'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}, {'id': '6092d260166e430009c906a4', 'title': 'Composition'}, {'id': '6092d27b166e430009c90746', 'title': 'American History to 1865'}, {'id': '6092d27b166e430009c90747', 'title': 'History of  the American People from 1865'}, {'id': '6092d292166e430009c907c7', 'title': ""Children's Literature""}, {'id': '6092d295166e430009c907d9', 'title': 'Math for Elementary Teachers I'}, {'id': '6092d295166e430009c907da', 'title': 'Math for Elementary Teachers II'}, {'id': '6092d2c0166e430009c908d1', 'title': 'The National Government'}, {'id': '6092d2c3166e430009c908e3', 'title': 'General Psychology'}, {'id': '6092d2de166e430009c90984', 'title': 'Fundamentals of Speech Communication'}]",16,2021-05-25T20:38:30.726Z,6092d53618d082000919c0b4,6091cb4ed60b04000837e6a8,4.8599900069999995,-29.991528727058093,0.30374937543749997,-1.8744705454411308
60,Child Development: Pre-school Education,Advanced Certificate,Certificate,"Child Development: Pre-school Education, Advanced Certificate",0,https://catalog.ccc.edu/academic-program-requirements/child-development-pre-school-education-advanced-certificate/,"[{'id': '6092d237166e430009c905bc', 'title': 'Human Growth & Development I'}, {'id': '6092d237166e430009c905be', 'title': 'Health Safety and Nutrition'}, {'id': '6092d238166e430009c905c0', 'title': 'Intro to Early Childhood Education Group Care'}, {'id': '6092d238166e430009c905c5', 'title': 'Creative Activities for Young Children'}, {'id': '6092d239166e430009c905c6', 'title': 'Observation, Assessment, & Documentation to Support Young Children & Families'}, {'id': '6092d23a166e430009c905d0', 'title': 'Child, Family, and Community Relations'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}]",7,2021-05-25T20:39:41.302Z,6092d53618d082000919c0b7,6091cb45d60b04000837e6a7,2.29692976,-15.807707924410385,0.32813282285714285,-2.2582439892014836
61,Child Development: Pre-school Education,Associate in Applied Science,Associate Degree,"The Associate in Applied Science degree program in Child Development: Pre-school Education provides child development theory and skills for the student who intends to work immediately in a pre-school program as a teacher or teacher assistant in public and private preschools, child care centers, or nursery schools as well as prepare students to work as teacher aides and activities supervisors.",0,https://catalog.ccc.edu/academic-program-requirements/child-development-pre-school-education-aas/,"[{'id': '6092d237166e430009c905bc', 'title': 'Human Growth & Development I'}, {'id': '6092d237166e430009c905bd', 'title': 'Human Growth & Development II'}, {'id': '6092d237166e430009c905be', 'title': 'Health Safety and Nutrition'}, {'id': '6092d237166e430009c905bf', 'title': 'Language & Literacy Development in Early Childhood'}, {'id': '6092d238166e430009c905c0', 'title': 'Intro to Early Childhood Education Group Care'}, {'id': '6092d238166e430009c905c3', 'title': 'Methods & Materials for Infant Toddler Care'}, {'id': '6092d238166e430009c905c4', 'title': 'Science & Math for Young Children'}, {'id': '6092d238166e430009c905c5', 'title': 'Creative Activities for Young Children'}, {'id': '6092d239166e430009c905c6', 'title': 'Observation, Assessment, & Documentation to Support Young Children & Families'}, {'id': '6092d239166e430009c905c7', 'title': 'Development of the Exceptional Child'}, {'id': '6092d23a166e430009c905cc', 'title': 'Principles and Practices of Infant and Toddler Care'}, {'id': '6092d23a166e430009c905cd', 'title': 'Principles and Practices of Preschool Education'}, {'id': '6092d23a166e430009c905ce', 'title': 'Practicum in Preschool Education'}, {'id': '6092d23a166e430009c905d0', 'title': 'Child, Family, and Community Relations'}, {'id': '6092d260166e430009c906a3', 'title': 'Composition'}]",15,2021-05-25T20:40:48.416Z,6092d53618d082000919c0b5,6091cb35d60b04000837e6a5,5.050023842,-36.670689975696185,0.33666825613333334,-2.444712665046412
