,0
Skill subcat: Data Visualization,671.25
Skill subcat: Database Architecture and Administration,1808.9791666666667
Skill subcat: Databases,5647.625
Skill subcat: Dermatology,166.10416666666666
Skill subcat: Dictation,477.5208333333333
Skill subcat: Digital Design,357.0833333333333
Skill subcat: Digital Marketing,2739.5416666666665
Skill subcat: Disaster Management,475.9583333333333
Skill subcat: Distributed Computing,547.1458333333334
Skill subcat: Document Management,2100.3333333333335
Skill subcat: Drafting and Engineering Design,2794.0833333333335
Skill subcat: E-Commerce,519.1041666666666
"Skill subcat: Ear, Nose, and Throat",115.47916666666667
Skill subcat: Earth and Space Science,307.5625
Skill subcat: Ecology,103.4375
Skill subcat: Economics,1853.6041666666667
Skill subcat: Education Administration,449.6875
Skill subcat: Education Software and Technology,628.4791666666666
Skill subcat: Electrical Construction,225.39583333333334
Skill subcat: Electrical Power,618.0833333333334
Skill subcat: Electrical and Computer Engineering,2068.5625
Skill subcat: Electromechanical Engineering,213.125
Skill subcat: Electronic Hardware,349.8333333333333
Skill subcat: Electronic Trading,79.1875
Skill subcat: Electronics Engineering,527.5
Skill subcat: Electronics Manufacturing,46.041666666666664
"Skill subcat: Elements, Compounds, and Materials",377.1875
Skill subcat: Emergency Services,835.9166666666666
Skill subcat: Emergency and Intensive Care,7545.6875
Skill subcat: Employee Relations,1363.0
Skill subcat: Employee Training,3382.3541666666665
Skill subcat: Endocrinology,230.60416666666666
Skill subcat: Energy Efficiency,77.16666666666667
Skill subcat: Energy Management,285.1666666666667
Skill subcat: Engineering Practices,1297.0208333333333
Skill subcat: Engineering Software,1103.5625
"Skill subcat: Engineering, Other",636.8541666666666
"Skill subcat: Engineering, Scientific, and Technical Instruments",1203.9583333333333
Skill subcat: Enterprise Application Management,1390.0833333333333
Skill subcat: Enterprise Information Management,431.9375
Skill subcat: Environment and Resource Management,645.0625
Skill subcat: Environmental Engineering and Restoration,109.29166666666667
Skill subcat: Environmental Geology,104.72916666666667
Skill subcat: Environmental Regulations,358.6458333333333
Skill subcat: Equipment Repair and Maintenance,1955.6458333333333
Skill subcat: Events and Conferences,895.625
Skill subcat: Extensible Languages and XML,807.9791666666666
"Skill subcat: Extraction, Transformation, and Loading (ETL)",1597.3333333333333
Skill subcat: Eye Care,497.2083333333333
Skill subcat: Facility Management and Maintenance,1292.1875
Skill subcat: Financial Accounting,1590.0208333333333
Skill subcat: Financial Advisement,168.47916666666666
Skill subcat: Financial Analysis,3127.875
Skill subcat: Financial Management,3230.4583333333335
Skill subcat: Financial Modeling,1058.0208333333333
Skill subcat: Financial Regulation,915.7708333333334
Skill subcat: Financial Reporting,3467.4583333333335
Skill subcat: Financial Trading,1783.4166666666667
"Skill subcat: Fire Prevention, Safety, and Control",747.6875
Skill subcat: Firmware,136.5
Skill subcat: First Aid,4222.604166666667
Skill subcat: Food Science and Processing,597.0625
Skill subcat: Food and Beverage,13616.729166666666
Skill subcat: Forestry,67.47916666666667
Skill subcat: Fundraising and Crowdsourcing,669.7083333333334
Skill subcat: Funeral and Mortuary Services,45.604166666666664
Skill subcat: Gastroenterology,195.89583333333334
Skill subcat: General Accounting,15314.541666666666
Skill subcat: General Construction and Construction Labor,2402.6875
Skill subcat: General Finance,11387.5625
Skill subcat: General Lending,2560.6875
Skill subcat: General Medical Tests and Procedures,3906.625
Skill subcat: General Medicine,7438.083333333333
Skill subcat: General Networking,3355.3333333333335
Skill subcat: General Repairs and Maintenance,1517.4583333333333
Skill subcat: General Sales Practices,37150.729166666664
Skill subcat: General Science and Research,11621.3125
Skill subcat: General Shipping and Receiving,5423.895833333333
Skill subcat: Genetic Disorders,32.666666666666664
Skill subcat: Genetics,423.1666666666667
Skill subcat: Geological Engineering,128.9375
Skill subcat: Geospatial Information and Technology,372.3333333333333
Skill subcat: Geriatrics,692.6041666666666
Skill subcat: Government Assistance,205.52083333333334
Skill subcat: Graphic and Visual Design,1292.1875
Skill subcat: Graphic and Visual Design Software,2098.0416666666665
Skill subcat: Green Architecture,32.229166666666664
Skill subcat: Ground Freight Transportation,2293.0416666666665
Skill subcat: Ground Passenger Transportation,54.895833333333336
Skill subcat: Groundskeeping and Yard Care,1272.4583333333333
Skill subcat: HVAC,1915.0208333333333
Skill subcat: Hand Tools,1447.1666666666667
Skill subcat: Hardware Description Languages (HDL),67.1875
Skill subcat: Hazardous Materials Management,538.4166666666666
Skill subcat: Health Care Administration,3908.2291666666665
Skill subcat: Health Care Procedure and Regulation,5994.645833333333
Skill subcat: Health Information Management and Medical Records,4983.083333333333
Skill subcat: Heavy Equipment Operation,3114.9375
Skill subcat: Hematology,781.0416666666666
Skill subcat: Hepatology,82.8125
Skill subcat: Higher Education,360.6666666666667
Skill subcat: Home Health Care and Assisted Living,5834.291666666667
Skill subcat: Hospitality Services,933.2291666666666
Skill subcat: Hotels and Accommodations,190.6875
Skill subcat: Human Resources Management and Planning,2971.1875
Skill subcat: Human Resources Software,1452.8125
Skill subcat: IT Automation,2800.4166666666665
Skill subcat: IT Management,3654.25
Skill subcat: Identity and Access Management,1701.6875
Skill subcat: Image Analysis,140.875
Skill subcat: Immunology,188.41666666666666
Skill subcat: Industrial Design,507.9375
Skill subcat: Industrial Engineering,367.4791666666667
Skill subcat: Industry Specific Marketing,189.60416666666666
Skill subcat: Infectious Diseases,1260.625
Skill subcat: Initiative and Leadership,67740.0625
Skill subcat: Injury Treatment,240.75
Skill subcat: Instructional and Curriculum Design,1657.8333333333333
Skill subcat: Insulation,38.375
Skill subcat: Insurance,883.2291666666666
Skill subcat: Insurance and Warranty Claims Processing,488.7083333333333
Skill subcat: Integrated Development Environments (IDEs),430.6458333333333
Skill subcat: Intelligence Collection and Analysis,231.8125
Skill subcat: Interior Design,158.0625
Skill subcat: Internal Controls,1259.1666666666667
Skill subcat: Internet of Things (IoT),343.8958333333333
Skill subcat: Inventory and Warehousing,18561.3125
Skill subcat: Investment Management,2276.1666666666665
Skill subcat: Java,3506.3125
Skill subcat: JavaScript and jQuery,2939.8958333333335
Skill subcat: Journalism,475.6041666666667
Skill subcat: Labor Compliance,380.5
Skill subcat: Laboratory Research,2463.4375
Skill subcat: Landscaping and Horticulture,532.5625
Skill subcat: Language Competency,8341.875
"Skill subcat: Language Interpretation, Translation, and Studies",425.1458333333333
Skill subcat: Law Enforcement and Criminal Justice,544.3541666666666
Skill subcat: Lean Manufacturing,1668.1666666666667
Skill subcat: Legal Proceedings,946.0625
Skill subcat: Legal Support,757.1458333333334
Skill subcat: Library and Archiving,465.3333333333333
Skill subcat: Literature and Literary Studies,69.39583333333333
Skill subcat: Litigation and Civil Justice,1848.0625
Skill subcat: Livestock Farming,39.395833333333336
Skill subcat: Log Management,153.83333333333334
Skill subcat: Logistics,1015.5416666666666
Skill subcat: Machinery,6544.395833333333
Skill subcat: Mainframe Technologies,209.3125
Skill subcat: Malware Protection,119.85416666666667
Skill subcat: Manufacturing Design,179.58333333333334
Skill subcat: Manufacturing Processes,2473.5208333333335
Skill subcat: Manufacturing Standards,1537.4375
Skill subcat: Marine and Naval Engineering,1.8958333333333333
Skill subcat: Market Analysis,3945.9375
Skill subcat: Marketing Software,309.0625
Skill subcat: Marketing Strategy and Techniques,15273.895833333334
Skill subcat: Material Handling,4746.041666666667
Skill subcat: Materials Science and Engineering,417.9583333333333
Skill subcat: Mathematical Software,246.08333333333334
Skill subcat: Mathematics and Mathematical Modeling,4665.104166666667
Skill subcat: Mechanical Engineering,1954.2291666666667
Skill subcat: Media Production,781.7291666666666
Skill subcat: Medical Billing and Coding,1305.3333333333333
Skill subcat: Medical Equipment and Technology,1134.0833333333333
Skill subcat: Medical Imaging,1471.6041666666667
Skill subcat: Medical Science and Research,1672.6875
Skill subcat: Medical Support,2273.9791666666665
Skill subcat: Mental Health Diseases and Disorders,900.75
Skill subcat: Mental Health Therapies,1403.4166666666667
Skill subcat: Mental and Behavioral Health Specialties,3617.7708333333335
Skill subcat: Merchandising,7816.354166666667
Skill subcat: Mergers and Acquisitions,984.4583333333334
Skill subcat: Metal Fabrication,412.2291666666667
Skill subcat: Micro Manufacturing,12.875
Skill subcat: Microsoft Development Tools,1569.1875
Skill subcat: Microsoft Windows,154.52083333333334
Skill subcat: Middleware,742.5416666666666
Skill subcat: Military Operations,140.4375
Skill subcat: Military Technology and Weapons,78.85416666666667
Skill subcat: Mining Engineering,13.145833333333334
Skill subcat: Mobile Development,773.3333333333334
Skill subcat: Mobility Assistance,197.95833333333334
"Skill subcat: Molecular, Cellular, and Microbiology",714.1666666666666
Skill subcat: Mortgage Lending,1123.2916666666667
Skill subcat: Music,204.0
Skill subcat: Natural Gas,62.0
Skill subcat: Natural Language Processing (NLP),165.1875
Skill subcat: Nephrology,406.625
Skill subcat: Network Protocols,2067.875
Skill subcat: Network Security,2010.9166666666667
Skill subcat: Networking Hardware,839.25
Skill subcat: Networking Software,272.3333333333333
Skill subcat: Neurology,515.5
Skill subcat: Neuroscience,53.229166666666664
Skill subcat: Nuclear Energy,54.229166666666664
Skill subcat: Nuclear Medicine,59.458333333333336
Skill subcat: Nursing and Patient Care,11748.166666666666
Skill subcat: Nutrition and Diet,450.3958333333333
Skill subcat: Obstetrics and Gynecology (OBGYN),702.2916666666666
Skill subcat: Occupational Health and Safety,11597.5
Skill subcat: Office Management,2073.8125
Skill subcat: Office and Productivity Equipment and Technology,39468.625
Skill subcat: Oil and Gas,451.3333333333333
Skill subcat: Oncology,1018.6875
Skill subcat: Online Advertising,709.9791666666666
Skill subcat: Operating Systems,3732.1458333333335
Skill subcat: Optical Engineering,79.1875
Skill subcat: Oral and Dental Care,1109.5
Skill subcat: Orthopedics,538.8333333333334
Skill subcat: Other Programming Languages,2541.6875
Skill subcat: Pathology,389.75
Skill subcat: Patient Education and Support,2823.2291666666665
Skill subcat: Payment Processing and Collection,2254.0625
Skill subcat: Payroll,929.2708333333334
Skill subcat: Pediatrics,1166.7708333333333
Skill subcat: People Management,8881.854166666666
Skill subcat: Performance Management,3235.1041666666665
Skill subcat: Personal Attributes,51206.729166666664
Skill subcat: Pharmacology and Drug Discovery,598.3541666666666
Skill subcat: Pharmacy,3657.5208333333335
Skill subcat: Photo/Video Production and Technology,950.625
Skill subcat: Physical Abilities,11923.75
Skill subcat: Physical Therapy,1978.2916666666667
Skill subcat: Physics,466.5833333333333
Skill subcat: Plant Operations and Management,1678.1666666666667
Skill subcat: Plumbing,1441.9791666666667
Skill subcat: Poison Control,0.9375
"Skill subcat: Policy Analysis, Research, and Development",2832.6875
Skill subcat: Power Generation,99.72916666666667
Skill subcat: Power Tools,1042.125
Skill subcat: Presentation Design,220.85416666666666
Skill subcat: Pricing Analysis,486.625
Skill subcat: Process Engineering,1042.7708333333333
Skill subcat: Process Improvement and Optimization,12429.5625
Skill subcat: Procurement,5631.729166666667
Skill subcat: Product Development,4069.25
Skill subcat: Product Inspection,355.6875
Skill subcat: Product Management,4054.3333333333335
Skill subcat: Production and Assembly,1022.9583333333334
Skill subcat: Program Management,2067.3125
Skill subcat: Project Management,18081.541666666668
Skill subcat: Promotions and Campaigns,1839.5416666666667
Skill subcat: Property Law,470.75
Skill subcat: Property Management,709.0625
Skill subcat: Prospecting and Qualification,1215.8333333333333
Skill subcat: Public Health and Disease Prevention,1078.2291666666667
Skill subcat: Public Relations,2413.6666666666665
Skill subcat: Pulmonology,725.9583333333334
Skill subcat: Quality Assurance and Control,12326.5
Skill subcat: Query Languages,3935.3125
Skill subcat: Radio Frequency (RF),350.5833333333333
Skill subcat: Rail Transportation,50.0625
Skill subcat: Real Estate Development,54.895833333333336
Skill subcat: Real Estate Sales,1303.2916666666667
Skill subcat: Recruitment,2361.5208333333335
Skill subcat: Regulation and Legal Compliance,15372.895833333334
Skill subcat: Rehabilitation,1460.0
Skill subcat: Religious Studies and Services,134.27083333333334
Skill subcat: Retail Sales,5420.625
Skill subcat: Risk Management,4275.1875
Skill subcat: Road and Bridge Construction,80.0
Skill subcat: Roads and Drainage,200.60416666666666
Skill subcat: Robotics,132.70833333333334
Skill subcat: Roofing,541.9583333333334
Skill subcat: Safety and Security,2562.4791666666665
Skill subcat: Safety and Surveillance Technology,750.5416666666666
Skill subcat: Sales Analysis,563.9791666666666
Skill subcat: Sales Management,3873.3541666666665
Skill subcat: Scheduling,7065.458333333333
Skill subcat: Science Software,45.3125
Skill subcat: Scripting,2189.1875
Skill subcat: Scripting Languages,6460.9375
Skill subcat: Sea and Waterway Transportation,16.083333333333332
Skill subcat: Search Engines,195.91666666666666
Skill subcat: Servers,1259.8541666666667
Skill subcat: Signal Processing,136.1875
Skill subcat: Simulation and Simulation Software,224.0625
Skill subcat: Social Media,2121.9583333333335
Skill subcat: Social Skills,11793.395833333334
Skill subcat: Social Studies,1432.2708333333333
Skill subcat: Software Development,18284.229166666668
Skill subcat: Software Development Tools,3820.75
Skill subcat: Software Quality Assurance,5701.729166666667
Skill subcat: Solar Energy,40.354166666666664
Skill subcat: Solution Sales Engineering,1079.3541666666667
Skill subcat: Special Education,583.7291666666666
Skill subcat: Specialized Accounting,651.375
Skill subcat: Specialized Sales,3010.75
Skill subcat: Speech Language Pathology,814.0625
Skill subcat: Sports and Recreation,336.6041666666667
Skill subcat: Statistical Software,857.0833333333334
Skill subcat: Statistics,1828.1458333333333
Skill subcat: Streaming Media Systems,71.97916666666667
Skill subcat: Structured Finance,69.875
Skill subcat: Student Support and Services,613.5208333333334
Skill subcat: Supplier Management,1547.3333333333333
Skill subcat: Supply Chain Management,4357.8125
Skill subcat: Surgery,2205.6458333333335
Skill subcat: Surveying and Cartography,161.58333333333334
Skill subcat: System Design and Implementation,5694.3125
Skill subcat: Systems Administration,2121.2291666666665
Skill subcat: Tax,2982.3958333333335
Skill subcat: Teaching,9149.479166666666
Skill subcat: Technical Support and Services,3328.9375
Skill subcat: Telecommunications,2142.4375
Skill subcat: Telecommunications Equipment and Installation,147.22916666666666
Skill subcat: Test Automation,1376.3333333333333
Skill subcat: Textiles,201.79166666666666
Skill subcat: Theatre and Performance Art,50.104166666666664
Skill subcat: Training Programs,948.375
Skill subcat: Transportation Equipment Manufacturing,20.0625
Skill subcat: Transportation Operations,1324.2291666666667
Skill subcat: Transportation Security,37.770833333333336
Skill subcat: Travel and Tourism,496.3958333333333
Skill subcat: Underwriting,977.3125
Skill subcat: Urban and Regional Planning,225.5625
Skill subcat: Urology,136.5
Skill subcat: User Interface and User Experience (UI/UX) Design,4145.708333333333
Skill subcat: Vehicle Repair and Maintenance,3316.3958333333335
Skill subcat: Version Control,2531.3958333333335
Skill subcat: Video and Web Conferencing,708.5625
Skill subcat: Virtualization and Virtual Machines,1134.2916666666667
Skill subcat: Waste Management,209.9375
Skill subcat: Water Energy,3.25
"Skill subcat: Water Supply, Testing, and Treatment",403.4166666666667
Skill subcat: Web Analytics and SEO,1676.7291666666667
Skill subcat: Web Content,98.95833333333333
Skill subcat: Web Design and Development,6828.625
Skill subcat: Web Services,2583.3333333333335
"Skill subcat: Welding, Brazing, and Soldering",895.5833333333334
Skill subcat: Wind Energy,11.291666666666666
Skill subcat: Wireless Technologies,465.9791666666667
Skill subcat: Writing and Editing,8423.375
Skill subcat: iOS Development,634.2708333333334
Postings count,105056.58333333333
month,6.5
