,0
Skill subcat: Health Care Procedure and Regulation,13674.083333333334
Skill subcat: Waste Management,609.2916666666666
Skill subcat: Software Quality Assurance,10424.395833333334
Skill subcat: Augmented and Virtual Reality (AR/VR),189.83333333333334
Skill subcat: Air Transportation,532.1666666666666
Skill subcat: Pharmacology and Drug Discovery,1459.1666666666667
Skill subcat: Computer Science,31145.3125
Skill subcat: Project Management,35743.979166666664
Skill subcat: General Accounting,25643.6875
Skill subcat: Tax,3633.7083333333335
Skill subcat: Cybersecurity,6631.770833333333
Skill subcat: Quality Assurance and Control,27104.666666666668
Skill subcat: Enterprise Application Management,3483.1458333333335
Skill subcat: Data Analysis,24685.395833333332
Skill subcat: Automotive Technologies,1141.8333333333333
Skill subcat: Malware Protection,321.3125
Skill subcat: Cloud Solutions,9531.291666666666
Skill subcat: Backup Software,733.875
Skill subcat: Scripting,4985.145833333333
Skill subcat: Cloud Computing,5121.916666666667
Skill subcat: Version Control,4451.145833333333
Skill subcat: Data Science,8726.979166666666
"Skill subcat: Extraction, Transformation, and Loading (ETL)",3456.7291666666665
Skill subcat: Internet of Things (IoT),942.125
Skill subcat: Configuration Management,2636.5
Skill subcat: Business Intelligence Software,5877.083333333333
Skill subcat: Logistics,2613.2708333333335
Skill subcat: General Medicine,17577.9375
Skill subcat: Cardiology,2361.0833333333335
Skill subcat: Surgery,4601.770833333333
Skill subcat: Medical Imaging,2909.8541666666665
Skill subcat: Physical Abilities,34094.541666666664
Skill subcat: Initiative and Leadership,123344.97916666667
Skill subcat: Biology,2474.4166666666665
Skill subcat: Audio Production and Technology,502.3958333333333
Skill subcat: Manufacturing Processes,5536.541666666667
Skill subcat: Power Tools,2842.4583333333335
Skill subcat: Infectious Diseases,3467.3125
Skill subcat: Physics,1205.25
Skill subcat: HVAC,4176.541666666667
Skill subcat: Chemistry,2520.0
Skill subcat: Mathematics and Mathematical Modeling,13171.729166666666
Skill subcat: Document Management,6017.541666666667
Skill subcat: Property Law,993.0833333333334
Skill subcat: Architectural Design,2008.375
Skill subcat: Education Administration,1237.7083333333333
Skill subcat: Student Support and Services,1662.4166666666667
Skill subcat: Language Competency,16847.375
"Skill subcat: Language Interpretation, Translation, and Studies",1025.5833333333333
Skill subcat: Library and Archiving,1093.4791666666667
Skill subcat: Program Management,5863.833333333333
Skill subcat: Teaching,22422.375
Skill subcat: Product Inspection,1036.7708333333333
Skill subcat: Mobile Development,1745.6041666666667
"Skill subcat: Engineering, Scientific, and Technical Instruments",2374.0416666666665
Skill subcat: Systems Administration,4409.395833333333
Skill subcat: Engineering Practices,3548.875
Skill subcat: Mainframe Technologies,368.7291666666667
Skill subcat: Safety and Security,5862.458333333333
Skill subcat: General Networking,5584.479166666667
Skill subcat: Query Languages,10421.395833333334
Skill subcat: Community and Social Work,5280.6875
Skill subcat: Occupational Health and Safety,27939.208333333332
Skill subcat: Billing and Invoicing,17241.791666666668
Skill subcat: Banking Services,5449.666666666667
Skill subcat: Financial Analysis,7662.541666666667
Skill subcat: Account Management,6093.4375
Skill subcat: Marketing Strategy and Techniques,33087.041666666664
Skill subcat: Internal Controls,3425.9375
Skill subcat: Financial Reporting,7834.770833333333
Skill subcat: Accounts Payable and Receivable,6768.791666666667
Skill subcat: Specialized Accounting,1765.5416666666667
Skill subcat: Construction Estimating,669.0833333333334
Skill subcat: Pharmacy,7839.020833333333
"Skill subcat: Welding, Brazing, and Soldering",1721.0208333333333
Skill subcat: Childhood Education and Development,5685.291666666667
"Skill subcat: Elements, Compounds, and Materials",1047.4791666666667
Skill subcat: Music,359.8125
Skill subcat: Mergers and Acquisitions,2795.75
Skill subcat: Procurement,13185.041666666666
Skill subcat: Dermatology,443.0416666666667
Skill subcat: Theatre and Performance Art,130.10416666666666
Skill subcat: General Science and Research,29588.770833333332
"Skill subcat: Water Supply, Testing, and Treatment",871.6875
Skill subcat: Marketing Software,829.6458333333334
Skill subcat: Personal Attributes,105504.39583333333
Skill subcat: Communication,147280.85416666666
Skill subcat: Signal Processing,346.75
Skill subcat: Physical Therapy,5083.416666666667
Skill subcat: Nursing and Patient Care,22367.5625
Skill subcat: Hardware Description Languages (HDL),90.27083333333333
Skill subcat: Data Management,10261.875
Skill subcat: Business Solutions,13014.875
"Skill subcat: Policy Analysis, Research, and Development",8181.5
Skill subcat: Business Analysis,16219.979166666666
Skill subcat: Home Health Care and Assisted Living,11305.270833333334
Skill subcat: Cost Accounting,3641.7291666666665
Skill subcat: Intelligence Collection and Analysis,634.6041666666666
Skill subcat: Financial Management,8916.75
Skill subcat: Statistics,3791.7083333333335
Skill subcat: Business Operations,70502.77083333333
Skill subcat: Alternative Therapy,1137.8958333333333
Skill subcat: Emergency and Intensive Care,14034.729166666666
Skill subcat: Rehabilitation,4127.625
Skill subcat: Nephrology,824.0416666666666
Skill subcat: Pulmonology,1553.8958333333333
Skill subcat: Business Intelligence,8183.645833333333
Skill subcat: Advertising,2221.0625
Skill subcat: Online Advertising,1618.9791666666667
Skill subcat: Labor Compliance,1179.0625
Skill subcat: Coaching and Athletic Training,1182.3541666666667
Skill subcat: Streaming Media Systems,203.16666666666666
Skill subcat: Clinical Trials,2444.0208333333335
Skill subcat: Automation Engineering,2546.0833333333335
Skill subcat: Web Design and Development,8977.145833333334
Skill subcat: Mobility Assistance,622.25
Skill subcat: Education Software and Technology,1543.2291666666667
Skill subcat: Optical Engineering,221.08333333333334
Skill subcat: Critical Thinking and Problem Solving,94235.75
Skill subcat: Green Architecture,95.60416666666667
Skill subcat: Counseling Services,2764.3541666666665
Skill subcat: Office and Productivity Equipment and Technology,61259.395833333336
Skill subcat: Material Handling,12385.0625
"Skill subcat: Molecular, Cellular, and Microbiology",1325.75
Skill subcat: Regulation and Legal Compliance,39436.270833333336
Skill subcat: Gastroenterology,553.6458333333334
Skill subcat: Mental Health Diseases and Disorders,2428.125
Skill subcat: Administrative Support and Clerical Tasks,31653.333333333332
Skill subcat: Media Production,2075.3958333333335
Skill subcat: Content Management Systems,1537.5625
Skill subcat: Web Content,290.1458333333333
Skill subcat: User Interface and User Experience (UI/UX) Design,6199.375
Skill subcat: Integrated Development Environments (IDEs),1065.3958333333333
Skill subcat: Java,7336.6875
Skill subcat: Endocrinology,609.5625
Skill subcat: Biotechnology,840.1875
Skill subcat: First Aid,10790.104166666666
Skill subcat: Training Programs,2763.0416666666665
Skill subcat: Emergency Services,2561.8541666666665
Skill subcat: General Shipping and Receiving,15334.979166666666
Skill subcat: Energy Management,797.0208333333334
Skill subcat: Manufacturing Design,532.8125
Skill subcat: Middleware,1709.8333333333333
Skill subcat: Manufacturing Standards,4269.0
Skill subcat: Robotics,364.6875
Skill subcat: Transportation Operations,3723.4166666666665
Skill subcat: Sports and Recreation,888.9375
Skill subcat: Medical Science and Research,4260.0625
Skill subcat: Specialized Sales,8111.6875
Skill subcat: Business Consulting,10623.375
Skill subcat: Military Technology and Weapons,185.54166666666666
Skill subcat: Groundskeeping and Yard Care,2454.4583333333335
"Skill subcat: Fire Prevention, Safety, and Control",2003.7291666666667
Skill subcat: Heavy Equipment Operation,8361.0625
Skill subcat: Surveying and Cartography,381.875
Skill subcat: Aerospace Engineering,252.16666666666666
Skill subcat: Earth and Space Science,754.5625
Skill subcat: Materials Science and Engineering,1108.9583333333333
Skill subcat: Creative Design,3882.625
Skill subcat: Eye Care,1223.5208333333333
Skill subcat: Digital Marketing,5116.1875
Skill subcat: Legal Proceedings,2397.4166666666665
Skill subcat: Dance,53.8125
Skill subcat: Social Studies,3774.5625
Skill subcat: Literature and Literary Studies,225.85416666666666
Skill subcat: Client Support,4935.479166666667
Skill subcat: Business Management,82133.54166666667
Skill subcat: Hematology,2175.1458333333335
Skill subcat: Market Analysis,9976.6875
Skill subcat: Data Collection,4338.75
Skill subcat: Agile Software Development,12606.625
Skill subcat: Product Management,9243.041666666666
Skill subcat: Geriatrics,2089.9375
Skill subcat: Process Improvement and Optimization,30835.625
Skill subcat: Agricultural Management and Operations,60.791666666666664
Skill subcat: Agricultural Research and Agronomy,141.54166666666666
"Skill subcat: Engineering, Other",1818.8958333333333
Skill subcat: Agriculture and Crop Farming,667.3125
Skill subcat: Forestry,166.97916666666666
Skill subcat: Vehicle Repair and Maintenance,6115.458333333333
Skill subcat: General Repairs and Maintenance,4204.5625
Skill subcat: Transportation Security,109.75
Skill subcat: Hand Tools,3716.75
Skill subcat: Air Quality and Emissions,158.20833333333334
Skill subcat: General Construction and Construction Labor,6267.354166666667
Skill subcat: Environmental Engineering and Restoration,294.9375
Skill subcat: Mechanical Engineering,4816.708333333333
Skill subcat: Beauty and Body Treatments and Alterations,1102.5625
Skill subcat: Transportation Equipment Manufacturing,61.958333333333336
Skill subcat: Food and Beverage,25963.833333333332
Skill subcat: Economics,5102.979166666667
Skill subcat: Travel and Tourism,1449.5416666666667
Skill subcat: IT Management,8124.208333333333
Skill subcat: Anesthesiology,1743.2291666666667
Skill subcat: Servers,2839.5
Skill subcat: iOS Development,1514.4375
Skill subcat: Enterprise Information Management,1213.2708333333333
Skill subcat: Patient Education and Support,7263.958333333333
Skill subcat: General Medical Tests and Procedures,7604.25
Skill subcat: Financial Trading,4062.625
Skill subcat: Hotels and Accommodations,577.8333333333334
Skill subcat: Litigation and Civil Justice,4837.166666666667
Skill subcat: Oil and Gas,1367.0416666666667
Skill subcat: Ground Passenger Transportation,161.3125
Skill subcat: Genetics,697.1666666666666
Skill subcat: Electrical and Computer Engineering,4730.208333333333
Skill subcat: Immunology,508.25
Skill subcat: Distributed Computing,1494.8541666666667
Skill subcat: Computer-Aided Manufacturing,834.2708333333334
Skill subcat: Clean Energy,66.29166666666667
Skill subcat: Investment Management,5315.270833333333
Skill subcat: General Lending,4885.083333333333
Skill subcat: Electronics Engineering,1469.7083333333333
Skill subcat: Oral and Dental Care,1905.2291666666667
Skill subcat: Data Storage,2551.7708333333335
Skill subcat: Web Services,6944.208333333333
Skill subcat: E-Commerce,1395.4166666666667
Skill subcat: Image Analysis,376.625
Skill subcat: Virtualization and Virtual Machines,2336.7708333333335
Skill subcat: Pathology,1016.1666666666666
Skill subcat: Construction Management,4291.270833333333
Skill subcat: Obstetrics and Gynecology (OBGYN),1742.0208333333333
Skill subcat: Electronic Hardware,1003.7291666666666
Skill subcat: Neurology,1192.4583333333333
Skill subcat: Circuitry,886.9791666666666
Skill subcat: Medical Support,5562.375
Skill subcat: Operating Systems,7518.083333333333
Skill subcat: Urology,394.6458333333333
Skill subcat: Injury Treatment,706.5416666666666
Skill subcat: Animal Care,509.1041666666667
Skill subcat: Livestock Farming,121.27083333333333
Skill subcat: Animal Health and Veterinary Medicine,580.6666666666666
Skill subcat: Urban and Regional Planning,593.5416666666666
Skill subcat: Budget Management,10114.770833333334
Skill subcat: Insurance,2438.9375
Skill subcat: Metal Fabrication,1082.3958333333333
Skill subcat: IT Automation,4894.8125
Skill subcat: Radio Frequency (RF),705.6458333333334
Skill subcat: Orthopedics,1389.0208333333333
Skill subcat: Nutrition and Diet,925.2916666666666
Skill subcat: Log Management,439.3333333333333
Skill subcat: Database Architecture and Administration,3872.8958333333335
Skill subcat: Facility Management and Maintenance,3613.625
Skill subcat: Construction Painting,1875.9166666666667
Skill subcat: JavaScript and jQuery,4531.479166666667
Skill subcat: Textiles,517.5
Skill subcat: Retail Sales,13149.125
Skill subcat: Test Automation,2468.6666666666665
Skill subcat: Scheduling,20642.729166666668
Skill subcat: Basic Technical Knowledge,33130.041666666664
Skill subcat: Technical Support and Services,7231.791666666667
Skill subcat: Appliance Repair and Maintenance,798.6458333333334
Skill subcat: Extensible Languages and XML,1846.8541666666667
Skill subcat: Ecology,195.45833333333334
Skill subcat: Mortgage Lending,2455.8541666666665
Skill subcat: Customer Relationship Management (CRM),16617.208333333332
Skill subcat: Speech Language Pathology,1767.7708333333333
Skill subcat: Aquaculture,9.583333333333334
Skill subcat: Landscaping and Horticulture,1365.375
Skill subcat: Content Development and Management,3753.0833333333335
Skill subcat: Geospatial Information and Technology,821.5625
Skill subcat: Civil and Architectural Engineering,2164.8541666666665
Skill subcat: Science Software,125.875
Skill subcat: Social Media,3776.3125
Skill subcat: Hazardous Materials Management,1574.7916666666667
Skill subcat: Road and Bridge Construction,236.45833333333334
Skill subcat: Roofing,1233.0625
Skill subcat: Production and Assembly,2819.3958333333335
Skill subcat: Financial Accounting,4494.416666666667
Skill subcat: Financial Modeling,3113.7291666666665
Skill subcat: Plant Operations and Management,4544.104166666667
Skill subcat: Business Strategy,22409.833333333332
Skill subcat: Human Resources Management and Planning,7324.0
Skill subcat: Medical Equipment and Technology,3284.3125
Skill subcat: Inventory and Warehousing,36140.666666666664
Skill subcat: Merchandising,19066.0
Skill subcat: General Sales Practices,73819.5
Skill subcat: Risk Management,9720.354166666666
Skill subcat: Collaborative Software,3287.0208333333335
Skill subcat: Customer Service,97116.8125
Skill subcat: Geological Engineering,331.6666666666667
Skill subcat: Dictation,1379.9583333333333
"Skill subcat: Ear, Nose, and Throat",310.75
Skill subcat: Auditing,19210.416666666668
Skill subcat: Payment Processing and Collection,6603.541666666667
Skill subcat: Bioinformatics,105.58333333333333
Skill subcat: Microsoft Windows,412.75
Skill subcat: Roads and Drainage,452.2916666666667
Skill subcat: Criminal Investigation and Forensics,712.8541666666666
Skill subcat: Industrial Engineering,1048.3125
Skill subcat: Recruitment,4450.270833333333
Skill subcat: Real Estate Sales,3410.9375
Skill subcat: General Finance,26159.958333333332
Skill subcat: Business Communications,5444.583333333333
Skill subcat: Industry Specific Marketing,549.5
Skill subcat: Cash Management,2190.9791666666665
Skill subcat: Firmware,367.3541666666667
Skill subcat: Business Continuity,2752.0
Skill subcat: Electronics Manufacturing,133.125
Skill subcat: Plumbing,3614.7083333333335
Skill subcat: Performance Management,9005.854166666666
Skill subcat: Sea and Waterway Transportation,47.208333333333336
Skill subcat: Events and Conferences,2356.125
Skill subcat: Insulation,118.70833333333333
Skill subcat: Military Operations,441.1666666666667
Skill subcat: Health Care Administration,10312.020833333334
Skill subcat: Cleaning and Janitorial Services,14267.4375
Skill subcat: Neuroscience,146.08333333333334
Skill subcat: Carpentry,2439.5
Skill subcat: Environmental Regulations,859.3541666666666
Skill subcat: Contract Management,8283.916666666666
Skill subcat: Cryptocurrency,77.35416666666667
Skill subcat: Search Engines,555.6458333333334
Skill subcat: Micro Manufacturing,36.979166666666664
Skill subcat: Chemical and Biomedical Engineering,693.3541666666666
Skill subcat: Environment and Resource Management,1801.2708333333333
Skill subcat: Public Health and Disease Prevention,2620.6458333333335
Skill subcat: Disaster Management,1400.3541666666667
Skill subcat: Process Engineering,2742.0
Skill subcat: Blockchain,198.125
Skill subcat: Blood Collection,2277.0208333333335
Skill subcat: Electronic Trading,225.72916666666666
Skill subcat: Legal Support,1630.4583333333333
Skill subcat: C and C++,2552.2708333333335
Skill subcat: Food Science and Processing,1607.0208333333333
Skill subcat: Data Visualization,1873.7708333333333
Skill subcat: Brand Management,5395.833333333333
Skill subcat: Journalism,1290.6458333333333
Skill subcat: Promotions and Campaigns,4898.5
Skill subcat: Industrial Design,1455.8333333333333
Skill subcat: Electromechanical Engineering,617.9166666666666
Skill subcat: Cannabis,256.8125
Skill subcat: Property Management,1792.5208333333333
Skill subcat: Public Relations,5791.833333333333
Skill subcat: Commercial Lending,550.8333333333334
"Skill subcat: Company, Product, and Service Knowledge",9605.041666666666
Skill subcat: Social Skills,32885.4375
Skill subcat: Business Leadership,6176.8125
Skill subcat: Business-to-Business (B2B) Sales,5532.229166666667
Skill subcat: Government Assistance,661.0208333333334
Skill subcat: Product Development,10439.75
Skill subcat: Employee Training,9444.291666666666
Skill subcat: Supply Chain Management,9515.020833333334
Skill subcat: Poison Control,2.7916666666666665
Skill subcat: Climate Change,19.875
Skill subcat: Fundraising and Crowdsourcing,1649.7708333333333
Skill subcat: Cash Register Operation,13874.166666666666
Skill subcat: Child Care,168.89583333333334
Skill subcat: Religious Studies and Services,292.5833333333333
Skill subcat: Hepatology,238.64583333333334
Skill subcat: Solution Sales Engineering,2965.0625
Skill subcat: Video and Web Conferencing,1875.0208333333333
Skill subcat: Rail Transportation,135.60416666666666
Skill subcat: Pediatrics,3596.6458333333335
Skill subcat: Prospecting and Qualification,3475.4791666666665
Skill subcat: Clinical Informatics,1228.0208333333333
Skill subcat: Mining Engineering,34.916666666666664
Skill subcat: Power Generation,249.9375
Skill subcat: Structured Finance,198.47916666666666
Skill subcat: Employee Relations,3400.6041666666665
Skill subcat: Higher Education,1060.2916666666667
Skill subcat: Supplier Management,3928.2708333333335
Skill subcat: Electrical Construction,605.7708333333334
Skill subcat: Underwriting,2695.625
Skill subcat: Real Estate Development,162.54166666666666
Skill subcat: Solar Energy,93.08333333333333
Skill subcat: Law Enforcement and Criminal Justice,1384.4583333333333
Skill subcat: Natural Gas,172.64583333333334
Skill subcat: Mathematical Software,694.0208333333334
Skill subcat: Concrete and Masonry,635.9791666666666
Skill subcat: Equipment Repair and Maintenance,4812.833333333333
Skill subcat: Conservation,129.29166666666666
Skill subcat: Energy Efficiency,208.625
Skill subcat: Funeral and Mortuary Services,92.47916666666667
Skill subcat: Water Energy,10.145833333333334
Skill subcat: Sales Management,9917.5625
Skill subcat: Sales Analysis,1638.5208333333333
Skill subcat: Ground Freight Transportation,5430.9375
Skill subcat: Genetic Disorders,70.08333333333333
Skill subcat: Marine and Naval Engineering,4.541666666666667
Skill subcat: Statistical Software,1917.75
Skill subcat: Environmental Geology,235.04166666666666
Skill subcat: Office Management,5625.75
Skill subcat: Presentation Design,585.5625
Skill subcat: Hospitality Services,2657.6666666666665
Skill subcat: Pricing Analysis,1372.375
Skill subcat: Nuclear Medicine,153.625
Skill subcat: Wind Energy,23.270833333333332
Postings count,319786.4166666667
month,6.5
