course_id,course_code,title,description,skills,credits,url,updated,demand_share,demand_growth,avg_demand_share,avg_demand_growth
6092d238166e430009c905c2,CHLD DV 141,Activity Programming,"Recreational and creative activities as factors which change patterns of behavior in children. Writing assignments, as appropriate to the discipline, are part of the course.","['KS4425C7820LCHZS7VGX', 'KS121VP6YZVZXVB89MFD']",2.0,https://catalog.ccc.edu/courses-az/chld_dv/,2021-05-11T23:14:40.915Z,0.030876972,-0.18091908683910626,0.015438486,-0.09045954341955313
6092d2ba166e430009c908aa,PHYS ED 160,Adaptive Physical Education,For students restricted by health limitations; activity programs to meet specific needs of the individual.,['KS120626NN9R1L891R0R'],2.0,https://catalog.ccc.edu/courses-az/phys_ed/,2021-05-11T17:51:07.405Z,,,,
6092d2a0166e430009c90814,MENHLTH 230,Addictions & Family Treatment,"Study of affects of alcoholism and substance abuse of the family; how spouse, children and extended family react to problematic drinking or drug abuse; examination of treatment including self-help groups. Writing assignments, as appropriate to the discipline, are part of the course.","['KS122556LMQ829GZCCRV', 'KS123TF6WD0CYNW8RJGN', 'KS1249D65SDXNCJZRNM0', 'KSAUZKR5A4H0LVTZ7YPF', 'KS122FX6H4X301H1ZT01', 'KS1235Z78NZ16ZBN53PS', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/menhlth/,2021-08-26T20:38:21.179Z,0.39174149700000005,-0.9769741032257822,0.09793537425000001,-0.24424352580644554
6092d2a0166e430009c90815,MENHLTH 231,Addictions Treatment of Special Populations,"Application of needs of special treatment populations, diagnosis and treatment of adolescent and elderly clients, sexual issues; patient education, prevention strategies, spirituality, relapse prevention and employee assistance programming, AIDS and eating disorders. Writing assignments, as appropriate to the discipline, are part of the course.","['ESBB4CE91DA80DB621F4', 'ESBA28BB5F7DEADC0E70', 'KS123HS61B4WJHXTJKCF', 'KS127LN77V87V52LXM55', 'KS120H96HW4CCL1XGZXB', 'KS127ZS61HD08LTGK4R9', 'KS124VJ71BKMYXC1PP09', 'ESF155ECB460624CC123', 'KS440VP6DB2MBPYRD0QH', 'KS1235Z78NZ16ZBN53PS', 'ES33B92800F4BEAAC15F', 'KS121TY6MQ0VY94W2FMW', 'KS4425C7820LCHZS7VGX', 'ESEB1D4619E6E83A061D']",3.0,https://catalog.ccc.edu/courses-az/menhlth/,2021-08-26T20:38:43.339Z,0.140328503,-2.5350116090819093,0.020046928999999998,-0.3621445155831299
6092d23a166e430009c905cf,CHLD DV 260,Administration and Supervision of Preschool Centers,"For those with experience as teachers or directors of nursery schools or day
care centers who wish to improve their skills in administration and
supervision. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1218W78FGVPVP2KXPX', 'KS4425C7820LCHZS7VGX', 'KS120HK5XY6JV257QLTX', 'ESB843FAF888B44E54EB']",3.0,https://catalog.ccc.edu/courses-az/chld_dv/,2021-09-08T18:43:59.778Z,0.29043654,-1.1699357842450966,0.09681218000000001,-0.38997859474836555
6092d24c166e430009c90637,CRM JUS 102,Administration of Criminal Justice,"Operation of the agencies of criminal justice: police, prosecution, courts, correctional institutions, probation and parole. Writing assignments, as appropriate to the discipline, are part of the course.","['KS122J17682FG0YZBH69', 'KS4425C7820LCHZS7VGX', 'KS1281P72SBB5M4GQR0R', 'ESA8B3F0214F6CB88026']",3.0,https://catalog.ccc.edu/courses-az/crm_jus/,2021-05-15T17:21:26.650Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
6092d24d166e430009c90639,CRM JUS 114,Administration of Juvenile Justice,"Studies in the etiology of juvenile delinquency, analysis of the agencies of control of juvenile behavior, and the roles of courts and correctional institutions in the administration of juvenile justice. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1209P6PHJHQN2L01PV', 'ESF3F16FE9DEBDBEC7E4', 'ESAA505BC51AF00E1448', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/crm_jus/,2021-05-19T18:22:51.424Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
6092d29c166e430009c907f9,MEDASST 106,Administrative Procedures,"This course will explore administrative and front office responsibilities in the physician's practice or clinical setting. Emphasis is placed on clerical functions, including verbal and written communication, patient reception, and records management. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1203V5WXB7NG26XSR8', 'KS1203W6419RJG2KW4QS', 'KS120GW6MQV89ZGTQ4GF', 'KS120PG654CDDJ7C7Q53', 'KS121056X529461ZF6XW', 'KS1203X6ZDCNW2J3RC4X', 'KS121YX5XHV5QPYV2TXL', 'KS7G4YT72YHJ3BVJ4P56', 'KS122556LMQ829GZCCRV', 'KS122L46TBBZJ9858RGR', 'KS120WN5YJQ2HKQ3K2DR', 'KS12314650K2B4KTH81J', 'KS123J47437LZTH6N7ZX', 'KS123MN77Q0WTZ3GVLRV', 'KS7G55M6TRB1N24LW2P5', 'KS123Y170JP7JBSFVBSS', 'KS1244K68C6XP7VF1ZCX', 'KS124MY5Z34XHLHMP0H7', 'KS124VG6WSJ4SKFZV1T6', 'KS7G0PK5YF5GV85CXJSX', 'KS1259D6L30YYG3XR3VL', 'KS126B176T0R9RVGBZBS', 'KS121F760MT5QS38TK2S', 'KS1272N6ZKVFDC6072V5', 'KS120H96HW4CCL1XGZXB', 'KS127W76TX98WB84VHV2', 'KS127ZQ6S99BVGV14YXC', 'KS1283677034GWQ5Z5S4', 'ES5FCB3BAC585ADAB993', 'KS123FM6FGKFC3195NL3', 'KS680KR72KH02C5GM5TY', 'KS7G2VT72L9WMFRCG4G0', 'ESDA62349890992ACC1F', 'KS441S06L3NZBK0D6JM8', 'KS4425C7820LCHZS7VGX', 'KS4425C63RPH46FJ9BX7']",3.0,https://catalog.ccc.edu/courses-az/medasst/,2021-07-26T20:30:51.583Z,0.7336118580000001,-3.0219964650698543,0.0366805929,-0.15109982325349272
6092d2c5166e430009c908ed,PSYCH 214,Adolescent Psychology,"Physical, intellectual, educational, personality, and social development of adolescents in contemporary society; emphasis on problems of the adolescents adjustment to personal and social environment.","['KS1207V6KHJB7JDL83TC', 'KS121166ZTSL5011K9Q3', 'ES20CECA4FF83ECE8196', 'KS124VJ71BKMYXC1PP09', 'KS1203C6N9B52QGB4H67', 'KS440PS5X9N45NZTNVXY']",3.0,https://catalog.ccc.edu/courses-az/psych/,2021-09-28T22:55:43.131Z,0.130715688,-0.9239929915595981,0.032678922,-0.23099824788989953
6092d23c166e430009c905da,CHW 128,Adult and Senior Health,"This course will focus on adult health throughout the early, middle and later stages of adult development and health issues. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1208762ZSYJ2ZDRPW8', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/chw/,2021-05-10T16:52:45.454Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
6092d2c5166e430009c908ef,PSYCH 222,Adult Development and Aging,"Introduction to psychological problems, issues, facts, and theories relating to later adulthood and old age; societal values and institutions, socio-economic variables, biological and psychological changes, perception, cognition, psychosocial development, personality factors, sexuality and relationships, work and skill issues, adjustment and coping, psychopathology, and therapeutic intervention. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1208762ZSYJ2ZDRPW8', 'KS121166ZTSL5011K9Q3', 'KS1222X60X5L84FM5WF3', 'KS124VJ71BKMYXC1PP09', 'KS1286J6C67SMV4H408V', 'KS122WB6K8QM8JWQ1TBQ', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/psych/,2021-05-26T17:01:42.488Z,0.0458315,-0.3435003110901783,0.015277166666666666,-0.1145001036967261
6092d1f3166e430009c90454,332TECH 469,Advance Plumbing/Pipefitting,"This course offers students the opportunity to increase their skills and knowledge in the plumbing industry. Course material covered will include art of pipe sizing, print reading, fitting allowance, code review, thermodynamics/pipe connection above and below grade. A review of the proper procedure for solving offset problems will also be covered. ","['KS121BM6VGMJPK7X7938', 'KS1222G6RD9GBB7Q6FY5', 'KS124VR68PRNLVLWXYZ1', 'KS1246F6BZ06KP6YGQ0N', 'KS1258D71GC65F25H9TH', 'KS120LK75R3GCYN79DVC']",3.0,https://catalog.ccc.edu/courses-az/332tech/,2021-09-10T22:44:27.021Z,0.015975921,0.11473245249099548,0.0053253070000000005,0.03824415083033183
6092d22e166e430009c90587,BUSINES 218,Advanced Accounting,"Financial accounting theory for business combinations, presentation of consolidated financial statements, international transactions and investments, fund accounting, foreign exchange and derivatives, investments and partnership accounting. ","['KS1203W702ND09XHKJR5', 'KS1229H5XPW6DLDRT06H', 'KS7G7X55ZKBF0R0WCSZQ', 'KS122SD6ZVPNR6784KNN', 'KS7G1J176WLQC95ZRJBS', 'KS1239W6QZKL1H0TF1TJ', 'KS123NK6JJHH5LVPSZ4T', 'KS123X45Z0VP55HF12RD', 'KS123Y56VDHMZ288XX1W', 'KS123YC5Y2TSVJJH3SCW', 'KS123YJ6KVWC91BTMB4R', 'KS1245B75K22FQSVG892', 'KS7G3QP6L4HFCZFL69FS', 'KS1251262YCM9F4B2TRJ', 'KS121CX75Q8F638ZCJVZ', 'KS125RC6KXTJSFHVK0SS', 'KS1205767R47RZSQ9RHY', 'KS127L169BJD00FTCJNT', 'ES7AC98A03E7159112B5', 'KS4413J75LBMGR4Z3T63']",3.0,https://catalog.ccc.edu/courses-az/busines/,2021-06-28T18:46:02.614Z,0.069517751,0.45583442883102954,0.0139035502,0.09116688576620591
6092d257166e430009c90674,DMD 205,Advanced Animation,"This studio course is a continuation of the exploration and development of 2D animation. Students will develop observational and storytelling skills, utilizing and experimental animation techniques, including stop motion, live-action composting, cutouts, time-lapse, and drawn animation. Students will explore the use of animation as a creative tool, art form, and distinct personal language through character development, timing, movement study, camera movement, observation and soundtrack implementation. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1200Y714QV48TFJ75H', 'KS1206V5WFXYXG27QYFD', 'KS120HC606XFBV3FV9PQ', 'KS121136TV00TRQ9TJRQ', 'KS121256BBMKYM3SW6PP', 'KS120146NT1FXP61MW7L', 'KS120KQ6LVJZVC4RV2M1', 'KS128FZ6MWL918TWZVN1', 'KS440SC6QY4P4V5XW4FP', 'KS7G0RD6WYFCX6NMLMHB', 'KS440ZJ6C9XZ1B23LZNV', 'KS47ZFZPB8JBKAM9WK3A', 'KS440ZT7088TCC7ZLSMN', 'KS17VBNU7WW4LE56SDR6', 'ESB5D9A022CCBA78A229', 'KS441YB6T2SDZRLXMGRB', 'KS4425C7820LCHZS7VGX', 'ES672760226AD0A19E20', 'KS126966H39MX8JKF9TX']",3.0,https://catalog.ccc.edu/courses-az/dmd/,2021-07-12T22:37:05.898Z,0.034870035,-0.22676734657880726,0.00871750875,-0.056691836644701815
6092d1e1166e430009c903fd,330BKPS 776,Advanced Baking Principles,"We live in a world where many people have special dietary needs. This course examines baking methods and principles from a nutritional and chemical/physical point of view. Topics to be covered include: diets such as vegan, diabetic, low carb and gluten-free, nutritional analyses, and preparation of items for persons with special dietary needs. Writing assignments, as appropriate to the discipline, are part of the course.","['KSBOY4ZC8C1FS6P3D7EB', 'KS122K36CR0GXH7VZVHF', 'KS120WB5W9ZPJR1ZNNFS', 'KS1275565MZVGYN6D7SJ', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/330bkps/,2021-09-10T22:45:44.643Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
60da3fb83cbf480008ebdedc,COSMET 203,Advanced Barbering,"Students receive advanced training to increase proficiency in all areas of customer service as it relates to barbering. Although trainees perform all work under direct supervision of a licensed and experienced instructor, they are much less dependent upon instructors in carrying out assignments Students will refine and further develop specific skills and techniques previously learned to enhance hair shaping, hair coloring, make-up, long hair, razor shaving and creative graphic design on live models. Oral presentations as appropriate to the discipline, are part of the course. ","['ES30F49DCEFDEEF82566', 'KS7G0FB70XSMZ74Z2MNP', 'ES52D806044889DCEEFA', 'KS121Z26S4VJLQ1WXN21', 'KS122VG6CZLXDJSQS3FB', 'KS124H46Q2PP8YC1WQ06', 'KS124KX74WXGN905R3K6', 'KS1280B68GD79P4WMVYW']",6.0,,2021-07-16T20:26:47.082Z,0.35000785199999995,-0.531120240895314,0.07000157039999999,-0.1062240481790628
6092d241166e430009c905f3,CIS 203,Advanced Basic Programming,"Event-driven programming using the Visual Basic programming language. Includes algorithm development, structured design and file processing, and the use of various controls including control arrays, exception handling, and the use of multiple forms. Introduces database manipulation using Microsoft Access and database controls. ","['KS120D96FHL88PZDKZKH', 'KS120PP6GL94HJDMN0TQ', 'KS123PN6QLC535X9L625', 'KS123MW6QP0KZ7HWWHJF', 'KS123196V19HLL2MP68M', 'KS1240N6HTXCDTDNX6WD', 'KS1255P5VX96MR2YN65Y', 'KS120016K8T4NSLN5Q6K', 'KS125F678LV2KB3Z5XW0', 'KS1284363T46K06LX5XB', 'ES1543FB48937DF1C458', 'KS4410Y6GGRL655XMB6H', 'KS441BV6YG0R7P61XHYP', 'KS1200C76YN33ZYXH04X']",3.0,https://catalog.ccc.edu/courses-az/cis/,2021-07-01T22:57:42.273Z,0.148444728,-1.278694398185226,0.024740788,-0.21311573303087097
6092d283166e430009c90772,HMGT 225,Advanced Beverage Seminar,"The capstone course for the Bar Management program. Provides an in-depth study of beverage, customer service, and procurement processes and operations through immersion projects on budgets, business strategy, inventory management, and complete menus, leading to the creation of a beverage program. Writing assignments as appropriate to the discipline are part of the course.","['KS120HK5XY6JV257QLTX', 'KS440ZZ6HJGY92HPTWCV', 'KS121Z26S4VJLQ1WXN21', 'KS125B569R313XT23LHY', 'KS127D361PF0FTXDZ7C4', 'KS122626T550SLQ7QZ1C', 'KS4425C7820LCHZS7VGX', 'ES264C9209ACCA3A6968']",3.0,https://catalog.ccc.edu/courses-az/hmgt/,2021-09-28T23:15:37.536Z,0.528444242,-1.5070484379233358,0.07549203457142857,-0.21529263398904797
6092d29d166e430009c90803,MEDIACM 223,Advanced Broadcast Writing,"This class provides experience in writing longer scripts, for various types of media outlets such as television, radio, and the Internet. With an emphasis on content, clarity and flow. Basic script formats, terminology, and writing techniques for documentaries, commercials, public service announcements, promos, as well as entertainment and fictional programs. Writing assignments, as appropriate to the discipline, are part of the course. As a direct continuation of course MEDIACM 203-Media Writing. ","['KS1216S730KDHL8VWDJP', 'KS1233R623ZZQ0T1Z0XQ', 'ES48BFF0FA87C4FF1AC3', 'KS1270N75FCHG3SZXY90', 'KS1284W75W8M9MC9X9WF', 'KS128726357W6LYJ5VMC', 'ES672760226AD0A19E20', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/mediacm/,2021-08-26T20:35:00.886Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
6092d2d1166e430009c90938,RESP TC 230,Advanced Cardiopulmonary Monitoring,"Case studies with PFTs, blood gases, hemodynamic profiles, ECGs and related diagnostic testing will be presented along with related pathophysiological changes of cardiopulmonary diseases. Advanced adult, pediatric, neonatal cardiopulmonary life support will be covered. Clinical simulations, tutorials, and Writing assignments, as appropriate to the discipline, are part of the course.","['KS120NF6GP62ZRGL4Y5S', 'KS121DM5YM6GWXH1JXPD', 'KS124P772D5HNCJGGQ05', 'KS125TZ6X0ZJPZNT1DLX', 'KS126BP73PBHKDJDT3BG', 'KS121VR64BNM0199PPCN', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/resp_tc/,2021-05-14T03:50:10.521Z,0.03657347,-0.2507209580376059,0.018286735,-0.12536047901880296
6092d217166e430009c90507,ART 197,Advanced Ceramics & Sculpture,"Advanced work in pottery and sculpture, use of molds and various materials, individual experiments in pottery and sculpture. Writing assignments, as appropriate to the discipline, are part of the course.","['KS7G0DQ6JDZQMK1MFRVL', 'KS123RB65VYS69WB3D65', 'ESB6A811F7E5DFC37E83', 'ES15F8E09E7E13A886A4', 'KS127Z2795RJ8TSSLJMV', 'KS440YZ64YK3BTWLZ1L2', 'KS440CW61124Y8NHP6BJ', 'KS441WR70H19FJWZ44P6', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/art/,2021-08-24T23:02:13.286Z,0.029575241,-0.1373261332073782,0.0147876205,-0.0686630666036891
6092d261166e430009c906ac,ENGLISH 201,Advanced Composition,"Intensified work in expository and argumentative writing for students who need to improve writing skills for professional careers. Writing assignments, as appropriate to the discipline, are part of the course.","['KS4425C7820LCHZS7VGX', 'KS7G0X05X94FX4T2DMFR']",3.0,https://catalog.ccc.edu/courses-az/english/,2021-05-19T20:43:53.028Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
6092d257166e430009c90678,DMD 268,Advanced Computer Art,"This studio course develops an understanding of and skills in computer art at an advanced level. This course builds upon the basic skills developed in DMD 168 and explores more advanced features in both bitmap and vector painting and drawing programs. Students will learn to utilize filters, layers, channels, gradient mesh, advanced type techniques, color correction, and surface and texture creation. This course will also explore preparing images for the web and using vector and bitmap programs in tandem. Writing assignments, as appropriate to the discipline, are part of the course.","['KS7G1BR6XS3B87GHVMYH', 'KS1206V6K46N1SDVJGBD', 'KS1206Y6W7F5JS3VBTFL', 'KS121256BBMKYM3SW6PP', 'KS1223W65GFXH0W32J9S', 'KS1223X6B3ZPRFMJBHX9', 'KSNZJ9FKQVX1EZI2Q5GD', 'KS1227C67FGSL3BYSG20', 'KS123586FGV3X7F7BJR7', 'KS120PP6GL94HJDMN0TQ', 'KS124QV6K3NV20QCFWNH', 'KS122YF6TFTKSPQ21RY8', 'ES92C25CB4A4612B2156', 'KS1283V5ZJQQYW7LQ5K0', 'KS125VF6JR56RBV0TDRJ', 'ES9C58AE248BDEF2C488', 'KS4425C7820LCHZS7VGX', 'KS1227T741VQ7L970XW9']",3.0,https://catalog.ccc.edu/courses-az/dmd/,2021-07-13T21:44:14.106Z,0.049898261,0.5590296917814473,0.01247456525,0.13975742294536184
6092d23e166e430009c905e3,CIS 112,Advanced Computer Operation,"Operating system concepts; program resources, and their allocations, job scheduling, exception handling, set-up, relationship between operating system, hardware and user program, time sharing and teleprocessing. Writing assignments, as appropriate to the discipline, are part of the course.","['KS123MW6QP0KZ7HWWHJF', 'KS122VW78Q67XR4C3ZDW', 'KS685J760VY18H6DQCJY', 'KS4425C7820LCHZS7VGX']",4.0,https://catalog.ccc.edu/courses-az/cis/,2021-05-19T17:46:11.215Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
