,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Forklift Truck,0.0557585807930926,0.05442124703955645,-0.0013373337535361532,-2.3984357824649347,High,38048.00137412826,53-7000,51-9000,43-5000,53-3000,49-9000,Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Nondurable Goods",Truck Transportation,359.2361111111111,0.014924417205650155,33.0,0.08287400537518638
General Mathematics,0.0568723765936304,0.053670418565501296,-0.003201958028129101,-5.630076005101771,Medium,37208.949152980735,53-7000,41-2000,51-9000,35-3000,43-4000,Unclassified Industry,General Merchandise Stores,Administrative and Support Services,Food Services and Drinking Places,Food and Beverage Stores,370.0833333333333,0.00782212070090442,34.0,0.05762108050301373
Good Manufacturing Practices,0.088768116247992,0.08960930519828296,0.0008411889502909636,0.9476250999186795,Medium,49009.33984065996,51-9000,53-7000,19-4000,11-3000,17-3000,Administrative and Support Services,Food Manufacturing,Chemical Manufacturing,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods",586.5833333333334,0.015301334931121792,26.0,0.10584161120435913
Grinding Machine,0.040260840408304,0.03886611935656644,-0.0013947210517375602,-3.4642124645015904,Medium,44916.06100051047,51-4000,51-9000,49-9000,17-3000,35-2000,Unclassified Industry,Administrative and Support Services,Food Services and Drinking Places,Fabricated Metal Product Manufacturing,Machinery Manufacturing,248.375,0.0070667595933291555,22.0,0.16405864649842272
HVAC,0.0341434390914774,0.029165214992575024,-0.004978224098902376,-14.580324159978947,Medium,59412.12257274801,49-9000,49-3000,49-1000,17-2000,11-9000,Unclassified Industry,Administrative and Support Services,Real Estate,Specialty Trade Contractors,"Professional, Scientific, and Technical Services",220.20833333333331,0.003958653950421842,27.0,0.09807253817752115
Hand Tools,0.0922282221256264,0.09615744809330225,0.003929225967675851,4.260329297385514,Medium,43449.1476893955,49-9000,51-9000,53-7000,51-2000,17-3000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Durable Goods",Building Material and Garden Equipment and Supplies Dealers,610.5416666666666,0.01361656779805197,18.0,0.05498170540979323
Housekeeping,0.0769689256716356,0.10496150788205247,0.027992582210416866,36.36867991355195,High,36838.84312385736,37-2000,31-1100,53-7000,41-2000,51-9000,Unclassified Industry,Accommodation,Administrative and Support Services,Nursing and Residential Care Facilities,Ambulatory Health Care Services,479.4166666666667,0.08814575149278799,26.0,0.0838445864858581
Hydraulics,0.058817454629221,0.05946972932671247,0.0006522746974914687,1.1089815117014825,Medium,61732.38440739072,49-9000,17-3000,49-3000,17-2000,49-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Food Manufacturing,"Merchant Wholesalers, Durable Goods",375.72222222222223,0.00959098524791781,33.0,0.09860070211657548
Interpersonal Communications,0.0700472429366714,0.09140951409405115,0.02136227115737975,30.496947862306357,High,62524.03998373543,15-1200,11-9000,13-1000,29-1000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,399.9583333333333,0.03115436754570727,32.0,0.04355066916342543
Key Performance Indicators (KPIs),0.0457584788611454,0.08576234971042944,0.040003870849284036,87.423952554621,High,86870.51673417722,13-1000,11-2000,11-3000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods",Clothing and Clothing Accessories Stores,245.0,0.06098944897935113,22.0,0.0647786606772
Lathes,0.0606937735643888,0.06237405160195759,0.0016802780375687887,2.7684520814745777,High,53393.49794158008,51-4000,51-9000,17-3000,49-9000,51-2000,Administrative and Support Services,Unclassified Industry,Fabricated Metal Product Manufacturing,Machinery Manufacturing,"Professional, Scientific, and Technical Services",369.55555555555554,0.01633249751181154,30.0,0.13582944627474705
Leadership,0.2088590915980093,0.23536125819192943,0.02650216659392013,12.689017457247587,High,80406.06884916697,11-9000,15-1200,11-3000,13-1000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,1225.3472222222222,0.11779914568751271,32.0,0.09784034167652976
Lean Manufacturing,0.0626092524741658,0.06346807871985688,0.0008588262456910856,1.3717241649634127,High,82592.52100840336,17-2000,11-3000,15-1200,11-9000,51-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Fabricated Metal Product Manufacturing,Computer and Electronic Product Manufacturing,377.94444444444446,0.021126457797771562,30.0,0.14321581509610604
Lifting Ability,0.1211432775510062,0.1185961510031141,-0.0025471265478921035,-2.1025735801308993,Medium,39439.769756469184,53-7000,41-2000,29-1000,51-9000,53-3000,Unclassified Industry,Administrative and Support Services,Hospitals,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,852.4305555555555,0.024508010172727628,31.0,0.04070793280414109
Machine Operation,0.0467354620905497,0.04106680408070807,-0.0056686580098416275,-12.129243525737767,High,36517.97980636895,51-9000,51-4000,53-7000,17-3000,51-6000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Nondurable Goods",Fabricated Metal Product Manufacturing,341.52777777777777,0.01723276019105358,22.0,0.06110288946379438
Machinery,0.136562754588867,0.151564720217634,0.015001965628767017,10.985400575677918,Medium,46987.91618403168,49-9000,51-9000,53-7000,17-3000,11-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,"Merchant Wholesalers, Durable Goods",837.0972222222222,0.034486383465696484,30.0,0.0756980877119679
Machining,0.0947719907937996,0.0900892530566776,-0.004682737737121995,-4.941056632766609,Low,54512.48090197883,51-9000,51-4000,17-3000,49-9000,17-2000,Administrative and Support Services,Unclassified Industry,Fabricated Metal Product Manufacturing,Machinery Manufacturing,"Professional, Scientific, and Technical Services",594.2638888888889,0.004222675954034839,28.0,0.10514153244811848
Management,0.2668356424404691,0.28556244315148044,0.01872680071101135,7.0181031813204235,High,66583.6776337706,11-9000,15-1200,13-1000,11-3000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Insurance Carriers and Related Activities,1752.1527777777778,0.07916342127827986,33.0,0.07137902050493865
Manufacturing Processes,0.0389044531154413,0.0390588125218584,0.0001543594064171011,0.39676539330618527,Medium,67073.90680713128,17-2000,51-9000,11-3000,11-9000,17-3000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Chemical Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",254.47222222222223,0.004390973820145158,34.0,0.11024956957470058
Mathematics,0.0929795089171224,0.08478727721968111,-0.00819223169744128,-8.810792606727418,Low,61955.5982233136,15-1200,99-9000,15-2000,53-7000,41-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Health and Personal Care Stores,596.0138888888889,0.002670659976679764,10.0,0.20221581811482855
Mechanical Aptitude,0.0459658394584621,0.037924281050490456,-0.008041558407971647,-17.49464059116891,Low,45279.90252762222,51-9000,49-9000,49-3000,17-3000,51-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Fabricated Metal Product Manufacturing,"Merchant Wholesalers, Durable Goods",323.0,0.0036454567589081096,18.0,0.1285516146464691
Mechanics,0.0369597600948931,0.03190954582949086,-0.005050214265402239,-13.66408832859294,Medium,52831.99102438153,49-3000,49-9000,53-7000,49-1000,17-3000,Unclassified Industry,Administrative and Support Services,Hospitals,Motor Vehicle and Parts Dealers,Truck Transportation,233.01388888888889,0.005072663214919815,26.0,0.05945893241810841
Micrometer,0.0834374851626658,0.16408263268449816,0.08064514752183236,96.65337751324883,High,44941.02321070234,51-9000,51-4000,17-3000,49-9000,51-2000,Administrative and Support Services,Unclassified Industry,Fabricated Metal Product Manufacturing,"Professional, Scientific, and Technical Services",Machinery Manufacturing,496.2638888888889,0.19668092768971923,16.0,0.17399111439229
Microsoft Excel,0.0856091112778938,0.0854230715295384,-0.00018603974835540438,-0.21731302378727532,Medium,60766.79926117726,13-1000,13-2000,99-9000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,567.7777777777778,0.013455866711917662,26.0,0.038681483642280495
Microsoft Office,0.0972893334153785,0.09778525473041161,0.0004959213150331071,0.5097386297383316,Low,57868.82887157581,13-1000,11-9000,99-9000,15-1200,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,575.9444444444445,0.008634563793135656,18.0,0.07938913628107591
Microsoft Outlook,0.0505683855715769,0.047003606938121396,-0.003564778633455501,-7.049421477792174,Medium,57265.25318068087,13-1000,11-9000,43-6000,43-4000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,289.65277777777777,0.006296808130286397,20.0,0.19204132126197315
Microsoft PowerPoint,0.0378956595850661,0.04030055998497524,0.002404900399909142,6.346110415391381,High,72402.91376936316,13-1000,11-9000,99-9000,11-2000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,244.15277777777777,0.01746347587517587,28.0,0.06062045771537226
Microsoft Word,0.0340452093774381,0.03417903534626727,0.0001338259688291668,0.39308311294408965,High,54055.8065807542,13-1000,11-9000,99-9000,43-6000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Ambulatory Health Care Services,223.97222222222223,0.022986972429025948,28.0,0.05679619084487522
Mills,0.0425048890798467,0.06305669539870012,0.02055180631885342,48.351629103763194,High,55106.71105681124,51-4000,51-9000,49-9000,17-3000,17-2000,Administrative and Support Services,Unclassified Industry,Fabricated Metal Product Manufacturing,Machinery Manufacturing,"Professional, Scientific, and Technical Services",227.31944444444449,0.04132997553874445,22.0,0.08768607010713839
Multitasking,0.0507341161999489,0.04889064834172681,-0.001843467858222092,-3.6335862261929948,Low,49152.27412191286,43-4000,13-1000,15-1200,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Food Services and Drinking Places,350.68055555555554,0.001830500716897404,18.0,0.10994783327521311
Operations,0.2989367335597852,0.39562504399115994,0.09668831043137477,32.34407136252388,High,65456.50548486178,11-9000,15-1200,13-1000,11-3000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Educational Services,1856.486111111111,0.14522266618164734,30.0,0.10248239129210973
Organizational Skills,0.0568005304144643,0.08624472050651218,0.02944419009204788,51.83787876133968,High,56406.90806947852,13-1000,11-9000,99-9000,15-1200,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,381.3611111111111,0.11891756964019501,32.0,0.09944094176900807
Packaging And Labeling,0.1079203070968609,0.10393993415329203,-0.003980372943568872,-3.6882520543574784,Low,40629.8987504738,53-7000,51-9000,99-9000,29-2000,43-5000,Administrative and Support Services,Unclassified Industry,Nonstore Retailers,"Professional, Scientific, and Technical Services",Food Manufacturing,721.7361111111111,0.004627322264950473,22.0,0.0898273986839537
Planning,0.1034134357212976,0.23683559185530245,0.13342215613400485,129.01820271553657,High,76803.817002056,15-1200,11-9000,13-1000,29-1000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,603.1111111111111,0.21705427520860265,30.0,0.09551179252088314
Power Tool Operation,0.0797895976728286,0.11717463502930024,0.03738503735647164,46.854525460532145,High,44322.08313953489,49-9000,51-2000,17-3000,47-2000,49-3000,Administrative and Support Services,Unclassified Industry,"Electrical Equipment, Appliance, and Component Manufacturing","Professional, Scientific, and Technical Services",Repair and Maintenance,421.7916666666667,0.04125510499089055,30.0,0.11859732417848177
Preventive Maintenance,0.0870046945107529,0.0838774905602731,-0.003127203950479801,-3.594293351714843,Low,57455.02787979967,49-9000,17-3000,49-3000,49-1000,47-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Real Estate,"Merchant Wholesalers, Nondurable Goods",547.4166666666666,0.0024148476987600714,20.0,0.2618881616100877
Prioritization,0.0390466063346508,0.04606482322185698,0.007018216887206184,17.97394843243539,High,62539.27823621244,15-1200,13-1000,11-9000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Credit Intermediation and Related Activities,209.65277777777777,0.021235612153267143,26.0,0.08134896896267917
Problem Solving,0.1612564571599799,0.15497009351801333,-0.00628636364196658,-3.898363980383112,Medium,67790.77347976794,15-1200,13-1000,11-9000,99-9000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,959.1111111111112,0.034532058783257616,33.0,0.07357033243953258
Process Improvement,0.0533735040622973,0.05186498328693962,-0.0015085207753576801,-2.8263476454477146,Medium,85797.31655764226,15-1200,13-1000,11-3000,11-9000,13-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Insurance Carriers and Related Activities,348.52777777777777,0.008861091119095997,18.0,0.1553931964670169
Product Quality (QA/QC),0.0323368890521735,0.048247146926942173,0.01591025787476867,49.201572387184456,High,50968.102583765925,11-9000,17-2000,11-3000,51-9000,35-3000,Food and Beverage Stores,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,240.95833333333331,0.05876088450093035,30.0,0.08914468107450281
Production Equipment,0.0455831495275464,0.04516711852063341,-0.0004160310069129883,-0.9126859623018725,Low,51450.856447494414,49-9000,17-3000,51-9000,17-2000,53-7000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Food Manufacturing,"Merchant Wholesalers, Nondurable Goods",319.9861111111111,0.00435815869686805,30.0,0.11834518952484979
Production Line,0.0361768745445241,0.03783903505710709,0.0016621605125829927,4.594538730915839,Medium,40143.065011820334,53-7000,51-9000,49-9000,51-1000,17-3000,Administrative and Support Services,Unclassified Industry,Food Manufacturing,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Nondurable Goods",253.01388888888889,0.0077736332663686115,33.0,0.06315035423884939
Production Management,0.0417503092100965,0.04075251792808965,-0.0009977912820068532,-2.3899015381796422,High,59264.0905387053,11-3000,51-1000,51-9000,11-9000,13-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Manufacturing,Fabricated Metal Product Manufacturing,278.7361111111111,0.01117880655020917,31.0,0.19496603652475383
Production Process,0.0336217168050778,0.029185851524500567,-0.004435865280577232,-13.193452631506597,Medium,52732.170142336974,51-9000,17-2000,51-1000,53-7000,11-3000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Nondurable Goods",Food Manufacturing,205.80555555555557,0.003946466464618018,18.0,0.3666275124119649
Professionalism,0.0348945900039882,0.03438972134741158,-0.000504868656576625,-1.446839342485245,Low,47962.70063508776,43-4000,11-9000,41-2000,13-1000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Ambulatory Health Care Services,235.09722222222223,0.0015750538522491411,33.0,0.15419443453173243
Programmable Logic Controllers,0.0461364503070865,0.055767605887256544,0.009631155580170046,20.875371893729575,High,70589.48718344657,17-3000,49-9000,17-2000,15-1200,47-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Chemical Manufacturing,Food Manufacturing,262.3888888888889,0.023114171489508662,22.0,0.10875350426035496
Project Management,0.0632374560524064,0.06075976339078469,-0.0024776926616217054,-3.9180776968137083,Medium,93217.3407904723,15-1200,13-1000,11-9000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,365.22222222222223,0.010313941464450587,32.0,0.12108126574358337
Quality Assurance,0.0820388921263195,0.0800157214219768,-0.0020231707043427,-2.466111684233278,Low,70116.73367415479,15-1200,11-9000,29-1000,13-1000,11-3000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Hospitals,547.25,0.00732431968687845,32.0,0.07381400226746564
Quality Control,0.0965868772088189,0.10950718357130552,0.01292030636248663,13.376875550653933,High,59674.72346924766,11-9000,29-2000,51-9000,15-1200,13-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Hospitals,618.1111111111111,0.06859155313259713,29.0,0.23233049065974953
Quality Management,0.0617926930592993,0.0640701486982356,0.0022774556389363043,3.68563907184098,Medium,68959.62088218873,11-3000,11-9000,15-1200,51-9000,29-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Hospitals,Ambulatory Health Care Services,402.97222222222223,0.010748170036169017,22.0,0.060879678897872255
Quality Management Systems,0.0448944857382029,0.09624837566105449,0.05135388992285159,114.38796787274939,High,70170.00109993714,17-2000,11-3000,15-1200,51-9000,11-9000,Administrative and Support Services,Unclassified Industry,Miscellaneous Manufacturing,"Professional, Scientific, and Technical Services",Chemical Manufacturing,275.81944444444446,0.07367217785633504,32.0,0.16866308379588585
SAP Applications,0.0322610186213186,0.03303773169347927,0.0007767130721606647,2.4075900431965906,Medium,72334.67407862989,15-1200,13-1000,13-2000,11-3000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods",Chemical Manufacturing,222.04166666666663,0.007287474320343592,26.0,0.12220200856017292
Safety Assurance,0.0432523721891023,0.038027561263164665,-0.0052248109259376355,-12.079825132120865,Medium,87805.28229333722,15-1200,13-1000,11-9000,11-3000,19-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Food Manufacturing,Ambulatory Health Care Services,320.5833333333333,0.006129149807376603,21.0,0.05287394414921187
Safety Standards,0.0410237894302315,0.04991556493683418,0.008891775506602681,21.67468103287918,High,48372.06651304727,35-3000,53-7000,11-9000,49-9000,53-3000,Unclassified Industry,Administrative and Support Services,Food and Beverage Stores,Food Services and Drinking Places,"Professional, Scientific, and Technical Services",237.66666666666663,0.017282604840848204,32.0,0.10710585515955699
Sales,0.0701670795839445,0.05976687844728457,-0.010400201136659924,-14.822052162250285,High,60481.7031390428,41-4000,41-2000,11-2000,41-1000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,General Merchandise Stores,Credit Intermediation and Related Activities,417.34722222222223,0.02087363686118353,30.0,0.23371858515731786
Sanitation,0.0407351370280511,0.03906156685274336,-0.0016735701753077398,-4.108419161951716,Medium,37612.63548997439,35-3000,35-2000,35-9000,11-9000,35-1000,Food Services and Drinking Places,Unclassified Industry,Administrative and Support Services,Food and Beverage Stores,Nursing and Residential Care Facilities,229.76388888888889,0.008354898555063337,30.0,0.11639321712757662
Scheduling,0.076969362498402,0.0745960963653043,-0.0023732661330976984,-3.083390658389526,High,53986.92778116934,11-9000,43-6000,13-1000,41-1000,29-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,520.8194444444445,0.021231886819246974,31.0,0.04871705975005926
Self-Motivation,0.0646460830437134,0.059595347865415586,-0.005050735178297815,-7.812902097846407,Low,61371.12937462515,15-1200,41-4000,13-1000,99-9000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,442.65277777777777,0.004290759332584192,32.0,0.24787077378751904
Standard Operating Procedure,0.0386863201528927,0.04288754776291177,0.004201227610019065,10.859724040475651,High,48972.24131283797,11-9000,53-7000,41-2000,41-1000,15-1200,Food and Beverage Stores,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,232.58333333333331,0.012908630723799473,26.0,0.09943073676711117
Supervision,0.0514057995989289,0.03962824076222997,-0.011777558836698933,-22.91095348888286,High,69383.77660476383,11-9000,41-1000,11-3000,11-1000,29-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",General Merchandise Stores,Educational Services,410.7638888888889,0.010144508621872156,34.0,0.050003481078748274
Teamwork,0.0625820545741707,0.07694533288395923,0.014363278309788535,22.951113394280682,High,53601.589905230496,15-1200,11-9000,13-1000,99-9000,35-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Food and Beverage Stores,399.0138888888889,0.06039027991425865,22.0,0.12197958501297022
