,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Business Consulting,0.0949243471742818,0.06598740774563633,-0.028936939428645475,-30.48421220692415,Medium,95427.9910904792,15-1200,13-1000,11-9000,11-3000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,976.0972222222222,0.00671055394555416,18.0,0.07073406612118528
Business Continuity,0.0674855732504055,0.0674928845760252,7.311325619707709e-06,0.010833909037979133,Low,98617.26913837284,15-1200,13-1000,11-9000,11-3000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,586.0138888888889,0.0,5.0,0.0994453998999215
Business Intelligence,0.0489179169535725,0.04513900641132228,-0.0037789105422502203,-7.725002979658243,Low,90226.71754027104,15-1200,15-2000,13-2000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,440.5416666666667,0.003782444337676039,16.0,0.17542763133621264
Business Intelligence Software,0.0445804952388757,0.04070515200663527,-0.0038753432322404316,-8.69291202682962,Low,100434.85078439838,15-1200,15-2000,13-1000,13-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,368.6388888888889,0.003111972463546905,10.0,0.12233238695421876
Business Leadership,0.0623880582629999,0.05665349795145593,-0.005734560311543971,-9.19175956297542,Low,99045.30950646511,15-1200,13-1000,11-2000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,556.5416666666666,0.002104068661311858,15.0,0.15464674913426155
Business Management,0.4403644721715419,0.3857932702332897,-0.05457120193825221,-12.392280800753213,High,65654.77461368566,15-1200,11-9000,13-1000,11-3000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,3779.069444444444,0.09739391929424103,27.0,0.08810198983658929
Business Operations,0.3815758582122805,0.4200823425415199,0.038506484329239365,10.091436211306956,Medium,63133.79024481096,15-1200,11-9000,13-1000,11-3000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Food Services and Drinking Places,3195.9861111111118,0.07987398434469717,29.0,0.06744057318113234
Business Solutions,0.1635496886560607,0.15777168728562632,-0.0057780013704343824,-3.5328721307353375,Low,86278.7545339167,15-1200,13-1000,11-3000,13-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1585.111111111111,2.7755575615628914e-17,5.0,0.24940086259621186
Business Strategy,0.11230246023389,0.1064659079925343,-0.005836552241355694,-5.197172198365048,Medium,87755.66668718959,11-2000,13-1000,15-1200,11-9000,41-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,977.7777777777778,0.023749931442432166,13.0,0.06520193997377433
C and C++,0.0274156761961114,0.0204704788041476,-0.006945197391963802,-25.332942154273397,Low,115733.49675839215,15-1200,17-2000,99-9000,15-2000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Insurance Carriers and Related Activities,262.69444444444446,0.0,5.0,0.19437870821537645
Client Support,0.0295701109159693,0.029680546157804105,0.00011043524183480466,0.3734691498068215,High,66153.68118992771,15-1200,41-4000,43-4000,11-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),Credit Intermediation and Related Activities,259.5416666666667,0.008924320059707837,27.0,0.11049819555296944
Cloud Computing,0.1216596930172527,0.14760120546822825,0.02594151245097555,21.323013240956275,High,129339.21654012208,15-1200,11-9000,13-1000,17-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,1097.6944444444443,0.1059779297685823,17.0,0.06329925137673972
Cloud Solutions,0.1730858684084821,0.15765896655829648,-0.015426901850185637,-8.912860415489378,High,119989.04078972776,15-1200,41-4000,11-2000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Publishing Industries (except Internet),1459.6944444444443,0.03951516907715733,20.0,0.03268110869699688
Collaborative Software,0.064579195088633,0.0422575531105223,-0.022321641978110693,-34.564757190725146,High,89054.25855327469,15-1200,13-1000,11-9000,99-9000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,495.31944444444446,0.015295659557979338,13.0,0.09975904753640609
Communication,0.5900030335996211,0.5928710987603627,0.002868065160741562,0.48611023967850386,Low,57385.66709576459,15-1200,13-1000,11-9000,41-4000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,5128.208333333333,0.031762042666789975,15.0,0.07034481049924521
"Company, Product, and Service Knowledge",0.0268754888733486,0.025056521426788953,-0.001818967446559648,-6.768127847391267,Low,54309.3529022689,41-2000,41-4000,41-1000,15-1200,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Clothing and Clothing Accessories Stores,Credit Intermediation and Related Activities,General Merchandise Stores,235.27777777777777,0.0012619993043664162,16.0,0.07682435322093954
Computer Hardware,0.0905963753846585,0.0619993292363296,-0.028597046148328906,-31.565331424033438,Low,60725.16071428572,15-1200,17-2000,99-9000,49-9000,43-4000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Computer and Electronic Product Manufacturing,Educational Services,738.6805555555555,0.0,5.0,0.1077260635079003
Computer Science,0.5272240259904956,0.5713019947701038,0.044077968779608234,8.360386971515377,Medium,94892.53697004564,15-1200,13-1000,99-9000,15-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,4425.458333333333,0.06945530245966024,21.0,0.05367973485808435
Configuration Management,0.0579568426761471,0.053990177669656005,-0.0039666650064910935,-6.844170288323223,High,111675.08181680315,15-1200,17-2000,13-1000,99-9000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,557.8472222222222,0.014397056621117283,27.0,0.10440584191198886
Contract Management,0.05994120985109,0.09517152421851283,0.03523031436742283,58.77478024708602,High,83394.19242177073,13-1000,11-9000,15-1200,11-3000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Real Estate,417.22222222222223,0.03731892216353947,17.0,0.15865967870605535
Creative Design,0.0358549216642178,0.0343968361971851,-0.001458085467032695,-4.0666257220911,High,82179.89907733776,15-1200,27-1000,11-2000,13-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,322.5416666666667,0.01059695407078499,17.0,0.07965061321299413
Critical Thinking and Problem Solving,0.5921814513949594,0.598249040878668,0.006067589483708669,1.024616605166488,Low,63615.96770882311,15-1200,13-1000,11-9000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,4885.375,0.03836929580608473,27.0,0.032508830164300645
Customer Relationship Management (CRM),0.0608769524862812,0.05756166536872524,-0.003315287117555958,-5.445882197048329,Medium,69778.60700561397,41-4000,15-1200,11-2000,13-1000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Publishing Industries (except Internet),Credit Intermediation and Related Activities,588.9444444444445,0.0129326974140447,17.0,0.051232325358328584
Customer Service,0.2628200294471263,0.2684421823186568,0.005622152871530506,2.139164539079226,Low,45914.83154164073,43-4000,41-2000,41-4000,11-9000,15-1200,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Credit Intermediation and Related Activities,2224.7638888888887,0.011754523365791091,21.0,0.042004376492722914
Cybersecurity,0.2064293540164691,0.21160536479206715,0.005176010775598039,2.5074005585393113,Low,112271.80933142189,15-1200,13-1000,99-9000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,1737.4722222222222,0.006173550941826974,13.0,0.03666351849491912
Data Analysis,0.1291262077069073,0.13083582158237073,0.0017096138754634227,1.3239867458540495,Low,81801.21541135233,15-1200,13-1000,15-2000,13-2000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1052.8472222222222,0.00950705626831665,22.0,0.09210903357889176
Data Management,0.0974428319861798,0.10088797204483717,0.00344514005865737,3.5355500126946127,Medium,82972.24118805723,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,845.0555555555555,0.01172365033345351,29.0,0.14219118432839176
Data Science,0.0788089958174375,0.07278161359734933,-0.006027382220088168,-7.648089101465917,High,118458.43322123894,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,742.5972222222222,0.02080569709470796,23.0,0.11466606749645882
Data Storage,0.0397155017569794,0.03453136415006802,-0.005184137606911381,-13.053184216665088,Medium,96317.44979347671,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,346.7638888888889,0.006401805040969567,25.0,0.16421530244315974
Database Architecture and Administration,0.0372654305798489,0.03498950158376156,-0.002275928996087341,-6.107346569391415,Low,94491.42088059233,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Educational Services,355.4166666666667,0.0022539471645025844,13.0,0.09846936193493577
Databases,0.0920046284402194,0.08795586904223705,-0.0040487593979823405,-4.4006040420162655,Low,107904.38787589766,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,860.4305555555555,0.005617566373396834,15.0,0.1342845274296438
Distributed Computing,0.0235067925981487,0.016934813832267144,-0.006571978765881555,-27.957785982248968,Low,112304.11796875,15-1200,15-2000,13-1000,11-9000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,255.36111111111111,0.001268052921772588,10.0,0.06132410751119155
Drafting and Engineering Design,0.0345822158575302,0.06544487141391803,0.030862655556387827,89.24429736814436,High,61736.34766950509,17-2000,17-3000,15-1200,49-9000,27-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,Machinery Manufacturing,237.91666666666663,0.04228540370899804,21.0,0.08654628177864701
Electrical and Computer Engineering,0.0632696217321899,0.13594340561718332,0.07267378388499342,114.86362948811329,Medium,82960.92803733064,15-1200,17-2000,17-3000,49-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Machinery Manufacturing,399.9861111111111,0.03258927427869236,16.0,0.04949587861538944
Employee Training,0.0313063118452697,0.031940376023298654,0.0006340641780289563,2.0253557211171835,Medium,60777.40217191577,11-9000,13-1000,11-3000,41-1000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Educational Services,248.26388888888889,0.006691058102768618,28.0,0.08509850393610742
Engineering Practices,0.0489161082888367,0.05801910991746216,0.009103001628625464,18.60941507217754,Medium,96804.33385024368,15-1200,17-2000,11-9000,13-1000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,Insurance Carriers and Related Activities,355.6111111111111,0.014077537068168744,13.0,0.03832492123933082
Enterprise Application Management,0.0619971205275693,0.06340607325179454,0.0014089527242252403,2.272609940970884,Medium,117985.29661592824,15-1200,13-1000,11-2000,11-9000,41-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Publishing Industries (except Internet),620.0972222222222,0.013666868290024321,25.0,0.15560246490300578
Extensible Languages and XML,0.0220150653646186,0.01634244323474383,-0.005672622129874769,-25.76700107823207,Medium,114192.59827771796,15-1200,13-1000,99-9000,15-2000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,243.31944444444449,0.0022153758494871333,17.0,0.04547423010136979
"Extraction, Transformation, and Loading (ETL)",0.0411435097508199,0.04071449494699178,-0.0004290148038281205,-1.0427277751129902,Low,112570.44508702976,15-1200,15-2000,13-1000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,343.43055555555554,0.0024129722188811053,25.0,0.08778220897587083
Financial Analysis,0.0292399419063548,0.0209147287206455,-0.0083252131857093,-28.472057887023222,Low,81214.571209837,13-2000,11-3000,15-1200,13-1000,11-9000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,263.1666666666667,0.0,5.0,0.051017377619012504
Financial Management,0.0285502540716716,0.025094977927547623,-0.003455276144123977,-12.102435710204077,Medium,80797.65249281646,13-2000,11-9000,11-3000,11-2000,11-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,222.43055555555557,0.004502993171962707,19.0,0.18512272869058924
General Accounting,0.0737336309944355,0.0786230148667417,0.004889383872306197,6.631144847152837,High,62839.66144953177,13-2000,11-3000,43-3000,11-9000,99-9000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,529.25,0.02406183157050943,25.0,0.10811307335875224
General Finance,0.1078116660328507,0.11570080067870242,0.007889134645851725,7.317514825759089,High,82105.64927319424,13-2000,11-3000,15-1200,13-1000,99-9000,Unclassified Industry,Credit Intermediation and Related Activities,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,879.1666666666666,0.03258276923730071,27.0,0.1433193576748879
General Medicine,0.0316969799600913,0.03279895469724286,0.0011019747371515606,3.476592213324498,High,74382.88455685867,29-1000,29-2000,21-1000,11-9000,31-9000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Administrative and Support Services,"Professional, Scientific, and Technical Services",234.41666666666663,0.012360387647977094,7.0,0.28190811201170496
General Networking,0.1632560972534269,0.11744158847142007,-0.04581450878200684,-28.062969501768574,High,89124.30505505505,15-1200,99-9000,13-1000,11-9000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Telecommunications,Insurance Carriers and Related Activities,1511.138888888889,0.03634438193722331,14.0,0.0978572003849358
General Sales Practices,0.149203415418581,0.14398756277133784,-0.005215852647243169,-3.4957997661182323,Low,61473.41955742815,41-4000,41-2000,11-2000,13-1000,41-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1397.9583333333333,0.013558395924112612,17.0,0.06470321279839295
General Science and Research,0.1455030292326154,0.15618091337393136,0.010677884141315958,7.338599201426415,Low,70015.0795566825,15-1200,13-1000,11-9000,99-9000,15-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Insurance Carriers and Related Activities,1223.513888888889,0.015069762844588707,29.0,0.05414378172876751
Health Information Management and Medical Records,0.0224805495916607,0.02096314930210353,-0.0015174002895571685,-6.749836267882248,Medium,60046.01406616642,29-1000,29-2000,31-9000,11-9000,43-6000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,"Professional, Scientific, and Technical Services",Nursing and Residential Care Facilities,211.09722222222223,0.0026902551588536315,26.0,0.22947152725970235
Human Resources Management and Planning,0.0346228464931312,0.040674706940915885,0.0060518604477846835,17.479384454958975,Medium,76516.83519701811,13-1000,11-3000,11-9000,15-1200,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Ambulatory Health Care Services,253.88888888888889,0.008362643796845091,28.0,0.07094871863736513
IT Automation,0.075359209281737,0.05714578525062159,-0.018213424031115415,-24.16880989690714,Medium,124991.88959383158,15-1200,17-2000,99-9000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,703.3194444444445,0.010631573658470013,13.0,0.08408381522976759
IT Management,0.2537702085399906,0.28213853812964895,0.028368329589658348,11.178747006147454,Medium,104188.45771607966,15-1200,13-1000,11-9000,99-9000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1975.5416666666667,0.07024843913950073,28.0,0.039483175701268844
Identity and Access Management,0.0960923464890958,0.09377214876493968,-0.00232019772415612,-2.414549970865169,Low,112821.28723200611,15-1200,13-1000,11-9000,99-9000,27-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,780.5555555555555,0.007754884323941559,29.0,0.0215003285270172
Initiative and Leadership,0.564836963058753,0.5619464244209078,-0.0028905386378451636,-0.5117474292390628,Low,63962.55268980127,11-9000,15-1200,13-1000,11-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,4715.986111111111,0.026042087651725946,15.0,0.03496440116079555
Inventory and Warehousing,0.0617808509747889,0.08263219335540106,0.02085134238061216,33.75049396636028,Medium,37360.49104693061,53-7000,43-5000,41-2000,99-9000,41-1000,Unclassified Industry,Administrative and Support Services,Nonstore Retailers,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services",456.1388888888889,0.015562714468576636,13.0,0.06350013018430477
Investment Management,0.0277301062176266,0.0922989975805536,0.064568891362927,232.84761643604477,High,99495.8290984378,13-2000,99-9000,15-1200,11-3000,11-2000,Credit Intermediation and Related Activities,Unclassified Industry,"Professional, Scientific, and Technical Services","Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Administrative and Support Services,216.59722222222223,0.09588320683082577,24.0,0.1403194811985559
Java,0.0621073914333378,0.03423328642758407,-0.027874105005753734,-44.88049548123762,High,119471.01126325088,15-1200,99-9000,13-1000,15-2000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,734.875,0.011035040899048262,13.0,0.05232680780137986
Language Competency,0.0501921970896354,0.05670396673489479,0.006511769645259395,12.9736692610415,High,45771.45767990084,43-4000,11-9000,13-1000,29-1000,41-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Ambulatory Health Care Services,397.18055555555554,0.014272472434520784,16.0,0.14922466413197802
Machinery,0.0346516935901267,0.027019441346915803,-0.007632252243210898,-22.02562545279332,Medium,47065.83415579346,51-9000,49-9000,17-3000,51-4000,53-7000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Fabricated Metal Product Manufacturing,Machinery Manufacturing,223.05555555555557,0.00524631065087426,15.0,0.13410289855021998
Market Analysis,0.0322867254126672,0.025072410471031717,-0.007214314941635484,-22.344523482722277,High,81676.7469129729,11-2000,13-1000,41-4000,15-1200,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,312.19444444444446,0.0063590886462152815,26.0,0.10283358720370736
Marketing Strategy and Techniques,0.0703110430568395,0.05923121044729193,-0.011079832609547563,-15.758310683274345,Medium,66644.41432409918,11-2000,13-1000,41-4000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,655.6944444444445,0.010833721721416294,13.0,0.06475035238364582
Microsoft Development Tools,0.0236138247278866,0.024465359786732168,0.0008515350588455678,3.606086979378452,Low,110946.99229429691,15-1200,99-9000,13-1000,11-9000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Publishing Industries (except Internet),227.08333333333331,0.0023467077786749786,13.0,0.3554892270246049
Middleware,0.0270427110382077,0.02094013672744109,-0.00610257431076661,-22.566429460953437,Medium,111211.54113224238,15-1200,13-1000,99-9000,11-9000,41-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,281.125,0.0028900410030226783,29.0,0.04928797861733749
Network Protocols,0.0927404951254038,0.07355074895916798,-0.019189746166235824,-20.691873749743763,Medium,101301.18103092784,15-1200,99-9000,13-1000,17-2000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Telecommunications,Computer and Electronic Product Manufacturing,947.6805555555557,0.016497073576034808,25.0,0.061159608633681334
Network Security,0.128980210309534,0.14128401797653947,0.012303807667005479,9.53929880985471,High,107925.03638421734,15-1200,99-9000,11-9000,13-1000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,1170.4305555555557,0.06950849620693221,24.0,0.2586128298795327
Networking Hardware,0.0632232182480585,0.057287488790339236,-0.005935729457719266,-9.388527857645943,Low,72723.03760326146,15-1200,49-9000,17-3000,17-2000,99-9000,Administrative and Support Services,"Professional, Scientific, and Technical Services",Unclassified Industry,Computer and Electronic Product Manufacturing,Telecommunications,514.3333333333334,0.004044027505713557,25.0,0.15928559689403604
Networking Software,0.0248215825611278,0.023222762024112237,-0.0015988205370155613,-6.441251411259399,Low,97164.87133984028,15-1200,99-9000,17-2000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,"Merchant Wholesalers, Durable Goods",200.81944444444449,0.001187455341821468,13.0,0.31533527022683866
