,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs,model,Normalized RMSE
Skill subcat: Nursing and Patient Care,0.078434789096397,0.0675393714315311,-13.891052414860637,22367.5625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1037425887302612
Skill subcat: Hardware Description Languages (HDL),0.000378794737309,0.0002643017125466,-30.22561125737152,90.27083333333331,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0339331171968864
Skill subcat: Data Management,0.0347919782777084,0.032087330558087,-7.773768131357736,10261.875,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0541138065964765
Skill subcat: Business Solutions,0.0450024028164655,0.0398016947813039,-11.556511896424258,13014.875,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0268071577914097
"Skill subcat: Policy Analysis, Research, and Development",0.0329109689945782,0.0348733613065219,5.962730274720809,8181.5,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.017760390621985
Skill subcat: Business Analysis,0.059236223814672,0.0551310551640165,-6.930166013787507,16219.979166666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0762242505058247
Skill subcat: Home Health Care and Assisted Living,0.0400520543315529,0.0354999857787464,-11.36538094931224,11305.270833333334,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0615963067849598
Skill subcat: Cost Accounting,0.0120987932249738,0.011338288164622,-6.285792691968638,3641.7291666666665,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0440386122618759
Skill subcat: Intelligence Collection and Analysis,0.0021041896248344,0.0019762994852917,-6.077880911173351,634.6041666666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0426034646198355
Skill subcat: Financial Management,0.0293289000151168,0.028045557423924,-4.375692884940581,8916.75,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.025667687647366
Skill subcat: Statistics,0.0126275122885873,0.0119882489042796,-5.062464955076412,3791.7083333333335,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0353258061466989
Skill subcat: Business Operations,0.2390330028808981,0.2290768657394981,-4.165172600187266,70502.77083333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1014186534263702
Skill subcat: Alternative Therapy,0.0038675658483498,0.0033659177853741,-12.970640517723613,1137.8958333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1021485387690077
Skill subcat: Emergency and Intensive Care,0.0484813569508564,0.0461868699389693,-4.732720278875299,14034.729166666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0483733907796679
Skill subcat: Rehabilitation,0.0140024765995655,0.0129385474709048,-7.598149663708162,4127.625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1191094851282751
Skill subcat: Nephrology,0.0042432997925052,0.0061575109751049,45.11138208949336,824.0416666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0281180452186455
Skill subcat: Pulmonology,0.0051783556558077,0.0052959449293483,2.2707840356372584,1553.8958333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1016052904059597
Skill subcat: Business Intelligence,0.0280046618751476,0.0259673272354854,-7.274983889272407,8183.645833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0646881378464167
Skill subcat: Advertising,0.00691390604265,0.0069714185929462,0.8318387600499759,2221.0625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0159404928556766
Skill subcat: Online Advertising,0.0051879148769146,0.0050811668128747,-2.05762944405492,1618.9791666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0446550157473299
Skill subcat: Labor Compliance,0.0055651127899581,0.0057770530784893,3.808373640038935,1179.0625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0614269093882933
Skill subcat: Coaching and Athletic Training,0.0040899385987067,0.0008160596166092,-80.04714259360152,1182.3541666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0683667041725519
Skill subcat: Streaming Media Systems,0.000886809037898,0.0011013798181018,24.195826951921507,203.16666666666663,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1079878444623433
Skill subcat: Clinical Trials,0.0079975656094485,0.0138314756205812,72.94607254287968,2444.020833333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.121225003493288
Skill subcat: Automation Engineering,0.0085373310915868,0.0077818650930854,-8.848971539195439,2546.083333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0794945476316875
Skill subcat: Web Design and Development,0.0273702883866238,0.0034831431413199,-87.27399911861302,8977.145833333334,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0243067386220201
Skill subcat: Mobility Assistance,0.001803940797646,0.0019844249623885,10.004993787934584,622.25,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.054288291132496
Skill subcat: Education Software and Technology,0.005909947062634,0.0063438485170668,7.341883943024944,1543.2291666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.067363660410971
Skill subcat: Optical Engineering,0.0008235633376157,0.000917631053783,11.42203785317055,221.08333333333331,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1255814236830167
Skill subcat: Critical Thinking and Problem Solving,0.3183439322583674,0.304678412346868,-4.292690554694939,94235.75,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0905416493200174
Skill subcat: Green Architecture,0.0004516509673279,0.0002931755664766,-35.08802423005692,95.60416666666669,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0113524352048349
Skill subcat: Counseling Services,0.0108269479378055,0.0077504263017437,-28.415409898843357,2764.3541666666665,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0613717701338622
Skill subcat: Office and Productivity Equipment and Technology,0.1951079081244818,0.1907797421720639,-2.218344706795012,61259.395833333336,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0353949205508282
Skill subcat: Material Handling,0.0385130107629235,0.025056191354797,-34.94096966597426,12385.0625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0126725714584029
"Skill subcat: Molecular, Cellular, and Microbiology",0.0045639487508052,0.0054050389634332,18.429002132848428,1325.75,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0840165066534678
Skill subcat: Regulation and Legal Compliance,0.1272445781741998,0.1213674771598177,-4.618743760018008,39436.270833333336,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0350220804924833
Skill subcat: Gastroenterology,0.0021165295929588,0.0023911923926296,12.977035642900494,553.6458333333334,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.056533965838592
Skill subcat: Mental Health Diseases and Disorders,0.0077783636144943,0.0118425729386186,52.25018430034567,2428.125,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0621749050381619
Skill subcat: Administrative Support and Clerical Tasks,0.1020550205478047,0.0971148110945601,-4.840731427740488,31653.33333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0834594653187558
Skill subcat: Media Production,0.0071880523721037,0.0066774312740009,-7.103747603237872,2075.395833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0321830830539078
Skill subcat: Content Management Systems,0.0043589313787056,0.004807477003276,10.290265792245568,1537.5625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.2474419951568496
Skill subcat: Web Content,0.0011827919331619,0.0010006708170499,-15.397561566483182,290.1458333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0633386019006026
Skill subcat: User Interface and User Experience (UI/UX) Design,0.0213077211833687,0.0192741593296185,-9.543779159910605,6199.375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0281095460733449
Skill subcat: Integrated Development Environments (IDEs),0.0044361266187637,0.0023234651940472,-47.624010905831085,1065.3958333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0507143236136667
Skill subcat: Java,0.0243196948772486,0.0229603492325349,-5.589484784142529,7336.6875,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0085215827633045
Skill subcat: Endocrinology,0.001808165929139,0.001927749250184,6.613514784118421,609.5625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0081145961792158
Skill subcat: Biotechnology,0.0046014768273771,0.0040076646768487,-12.904816710049172,840.1875,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.028582092546584
Skill subcat: First Aid,0.0376954777640964,0.0367767397818049,-2.4372631328380883,10790.104166666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0295843090859446
Skill subcat: Training Programs,0.0105230974311895,0.0080441893365972,-23.556829258703264,2763.0416666666665,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0075116862001602
Skill subcat: Emergency Services,0.0111933266432229,0.0059602391125082,-46.75185221976096,2561.8541666666665,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0274491155185813
Skill subcat: General Shipping and Receiving,0.0465415686286603,0.050573541708229,8.663165420440535,15334.979166666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0268471680588949
Skill subcat: Energy Management,0.0027821042283994,0.0022275411396581,-19.933224754140543,797.0208333333334,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0465161772258787
Skill subcat: Manufacturing Design,0.0023628894475871,0.0019075839945258,-19.269012078675203,532.8125,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1401799320483202
Skill subcat: Middleware,0.0052203672749268,0.0054568186340439,4.529400838380967,1709.8333333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0047601200375951
Skill subcat: Manufacturing Standards,0.0138397324397765,0.0167371027408907,20.935161237560667,4269.0,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0966251462474253
Skill subcat: Robotics,0.001235723256052,0.0012782971305763,3.445259633643136,364.6875,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1809777723814211
Skill subcat: Transportation Operations,0.0121605971791261,0.0112519713584034,-7.471884869950082,3723.4166666666665,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0608440581591965
Skill subcat: Sports and Recreation,0.0031415214070687,0.0027505072593319,-12.446649157219932,888.9375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0361516037467997
Skill subcat: Medical Science and Research,0.0145565980095084,0.0128744104188267,-11.5561863395753,4260.0625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0979668408667789
Skill subcat: Specialized Sales,0.0206246862029368,0.0236531940674597,14.683897901397716,8111.6875,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0100570551747705
Skill subcat: Business Consulting,0.0376427537990453,0.0312551035994941,-16.969136300844195,10623.375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0406002397242931
Skill subcat: Military Technology and Weapons,0.0003398032630855,0.0002849166024707,-16.152481914509945,185.54166666666663,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0360136914644282
Skill subcat: Groundskeeping and Yard Care,0.0093270593426897,0.0113428802130977,21.61260903725189,2454.458333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0069476386472467
"Skill subcat: Fire Prevention, Safety, and Control",0.0074610779044787,0.0086992542739341,16.595140612486468,2003.7291666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0302334292954539
Skill subcat: Heavy Equipment Operation,0.0257249410319576,0.0115553207602353,-55.08125462413949,8361.0625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0151348126856253
Skill subcat: Surveying and Cartography,0.0014124839807575,0.0009833354885606,-30.38253870792589,381.875,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0781243904309242
Skill subcat: Aerospace Engineering,0.0008853290540734,0.0008297433371055,-6.278537534959466,252.16666666666663,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0196492561666621
Skill subcat: Earth and Space Science,0.002751344991002,0.002748135612566,-0.1166476194913984,754.5625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1407542143977145
Skill subcat: Materials Science and Engineering,0.0042547136620581,0.0028496811935788,-33.02296182722799,1108.9583333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0541544095987334
Skill subcat: Creative Design,0.0141861179365611,0.0128278927634699,-9.57432596546177,3882.625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0819547565211289
Skill subcat: Eye Care,0.0043542618693113,0.0036547406166239,-16.06520860900911,1223.5208333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0382107640351501
Skill subcat: Digital Marketing,0.015875550769256,0.0160083373125378,0.8364216474237027,5116.1875,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0147392899325774
Skill subcat: Legal Proceedings,0.0075068995486861,0.0075312311581886,0.324123286114281,2397.4166666666665,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0130279924986466
Skill subcat: Dance,0.0002127810094355,0.0001151779860083,-45.87017595514616,53.8125,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0784190699140801
Skill subcat: Social Studies,0.0141096186087612,0.0127792922636993,-9.428506765135737,3774.5625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.062069283385072
Skill subcat: Literature and Literary Studies,0.0008599627860978,0.0009412999030948,9.458213577598922,225.85416666666663,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0718940474482858
Skill subcat: Client Support,0.0173408797785644,0.0140143319970782,-19.18326996072166,4935.479166666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.088999884833092
Skill subcat: Business Management,0.266558763061983,0.2594693918860533,-2.659590363675732,82133.54166666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.041019091418151
Skill subcat: Hematology,0.0078722636306397,0.0061822631716776,-21.467782816424425,2175.145833333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0702810156088751
Skill subcat: Market Analysis,0.0325138721914041,0.0313613888876159,-3.5445895124508984,9976.6875,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0320971383110459
Skill subcat: Data Collection,0.0159094259942928,0.0147953324916824,-7.002725950075503,4338.75,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1116718720230286
Skill subcat: Agile Software Development,0.0492969225527692,0.033680487347815,-31.67831660939444,12606.625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0604148799636247
Skill subcat: Product Management,0.0361224585574832,0.0302067779388333,-16.37673861328134,9243.041666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0061549836102653
Skill subcat: Geriatrics,0.0077853874145156,0.0062253234143963,-20.03836054722996,2089.9375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0935039685216013
Skill subcat: Process Improvement and Optimization,0.1113226506576871,0.1481137254397097,33.049046680673946,30835.625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0051795277955595
Skill subcat: Agricultural Management and Operations,0.0003212786790495,0.0002921704994292,-9.060103118705626,60.79166666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.099108587639236
Skill subcat: Agricultural Research and Agronomy,0.0004826842745798,0.0004431612884562,-8.188165267660048,141.54166666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0435624556984619
"Skill subcat: Engineering, Other",0.0067039231150788,0.0057096533857943,-14.83116247333057,1818.8958333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0639151366388678
Skill subcat: Agriculture and Crop Farming,0.002579827415618,0.0034726570326572,34.60811415655577,667.3125,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0232035011097562
Skill subcat: Forestry,0.0005224459628921,0.0005239445417712,0.2868390198297861,166.97916666666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0678489497543872
Skill subcat: Vehicle Repair and Maintenance,0.0216573367389673,0.0185068162304193,-14.547128054205189,6115.458333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0446933628728574
Skill subcat: General Repairs and Maintenance,0.0155456737386034,0.0173849482427491,11.831423552768689,4204.5625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0148244040564701
Skill subcat: Transportation Security,0.000415725154332,6.784911772339313e-05,-83.67933308427892,109.75,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0732327848555391
Skill subcat: Hand Tools,0.0117200681235696,0.0150816195165834,28.68201240446347,3716.75,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0803282197893993
Skill subcat: Air Quality and Emissions,0.0008456904969357,0.0006196924695368,-26.72349142124548,158.20833333333334,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0189501445981002
Skill subcat: General Construction and Construction Labor,0.0206842715435605,0.0218053051213298,5.419739222667021,6267.354166666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0340442417483646
Skill subcat: Environmental Engineering and Restoration,0.0011476631427765,0.0008260686975027,-28.021675811229603,294.9375,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0449602291813773
Skill subcat: Mechanical Engineering,0.0163471305751941,0.0181964187542123,11.312616428380386,4816.708333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1593444222917021
Skill subcat: Beauty and Body Treatments and Alterations,0.0047038731294945,0.0085413097253539,81.5803592107466,1102.5625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1900504838071937
Skill subcat: Transportation Equipment Manufacturing,0.0002392322437119,0.0001308995559345,-45.28348106280427,61.958333333333336,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1989491857350433
Skill subcat: Food and Beverage,0.0948686013439389,0.0893089557689557,-5.86036422612275,25963.83333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0657134136290367
Skill subcat: Economics,0.0186460195797245,0.0170756141541365,-8.422201955079158,5102.979166666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0457295895354777
Skill subcat: Travel and Tourism,0.0047292053131409,0.0044878190292253,-5.104161649418501,1449.5416666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.008692083411678
Skill subcat: IT Management,0.0290500221421267,0.02460015856026,-15.317935250086304,8124.208333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.042476901585554
Skill subcat: Anesthesiology,0.0058232792438097,0.0056941466063259,-2.217524389218862,1743.2291666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0009181034067042
Skill subcat: Servers,0.0075194519141003,0.0013404845573126,-82.17310819158303,2839.5,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0613725117355086
Skill subcat: iOS Development,0.0050430079479234,0.004743305745983,-5.942925433298409,1514.4375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1932068197141541
Skill subcat: Enterprise Information Management,0.0039688649308553,0.0037204716159255,-6.25854795406883,1213.2708333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0078711545103784
Skill subcat: Patient Education and Support,0.0261929400695041,0.027592115457258,5.341803493770186,7263.958333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0162252070506887
Skill subcat: General Medical Tests and Procedures,0.028175445067897,0.0350617566490444,24.44082627462605,7604.25,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0099922217942542
Skill subcat: Financial Trading,0.0140093511699318,0.01635580342824,16.749185810577586,4062.625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0686135506256852
Skill subcat: Hotels and Accommodations,0.0036250059154233,0.0032904986861905,-9.227770575754732,577.8333333333334,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0495949950391031
Skill subcat: Litigation and Civil Justice,0.0158293760575368,0.0148040190194849,-6.477558144584609,4837.166666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0707717174195551
Skill subcat: Oil and Gas,0.0043729867688227,0.004203200842321,-3.882607825667159,1367.0416666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1056842808815965
Skill subcat: Ground Passenger Transportation,0.0006458413640133,0.0009037093401565,39.92744821124365,161.3125,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0451447059195024
Skill subcat: Genetics,0.0028742439969918,0.0029853644913237,3.866077286695184,697.1666666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0699574988562567
Skill subcat: Electrical and Computer Engineering,0.0188037170820009,0.0153256317222644,-18.49679690759524,4730.208333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0240940211080048
Skill subcat: Immunology,0.0016342042459319,0.0015733577074421,-3.7233129604985535,508.25,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1066620432844087
Skill subcat: Distributed Computing,0.0050236384144488,0.0046703474028402,-7.032572459683371,1494.8541666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0128913068128366
Skill subcat: Computer-Aided Manufacturing,0.0026384654985394,0.0025528015887443,-3.2467322329028527,834.2708333333334,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1186443825808725
Skill subcat: Clean Energy,0.0003169459948837,0.0003844915103084,21.31136424345262,66.29166666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1209104922798097
Skill subcat: Investment Management,0.01869986112632,0.0163899275510245,-12.352677700072745,5315.270833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0375245043183014
Skill subcat: General Lending,0.0146666675071715,0.0155883220381774,6.284007805830753,4885.083333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.038479956457551
Skill subcat: Electronics Engineering,0.0049536667803236,0.0047732672343306,-3.6417376055563992,1469.7083333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0205931175981435
Skill subcat: Oral and Dental Care,0.0067920052789282,0.0072610857481285,6.906361964346439,1905.2291666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0081366262236939
Skill subcat: Data Storage,0.008786812435311,0.0080891484554904,-7.939898398387831,2551.770833333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0780636500878677
Skill subcat: Web Services,0.0268692555754936,0.0199719737951007,-25.66979111503052,6944.208333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0586273975780168
Skill subcat: E-Commerce,0.0046569312435152,0.0050337189465765,8.090901139800568,1395.4166666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1546814411395325
Skill subcat: Image Analysis,0.0013903947657884,0.0009294331763978,-33.15328860068165,376.625,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.085151488567994
Skill subcat: Virtualization and Virtual Machines,0.0075955322605947,0.0072404404660216,-4.675008707622787,2336.770833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0487599100031485
Skill subcat: Pathology,0.0036284395809344,0.0040988003651585,12.963169807087493,1016.1666666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0350207213754388
Skill subcat: Construction Management,0.0141564664265541,0.0133046152649579,-6.017399652771642,4291.270833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1994101253216093
Skill subcat: Obstetrics and Gynecology (OBGYN),0.00496410038042,0.0064027135169227,28.980339361731083,1742.0208333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0738942145290478
Skill subcat: Electronic Hardware,0.0032602216429557,0.00324671884553,-0.4141680813289255,1003.7291666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0079977393747335
Skill subcat: Neurology,0.0039771519563406,0.0040816509825241,2.62748387113803,1192.4583333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0677138583894211
Skill subcat: Circuitry,0.0025982967720412,0.0027843429905507,7.160314422564737,886.9791666666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0286306664064688
Skill subcat: Medical Support,0.0185925924918849,0.0169604414529489,-8.778501651388224,5562.375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0153025602816429
Skill subcat: Operating Systems,0.0222687508522222,0.0244825193626839,9.941143646325315,7518.083333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0284199418224117
Skill subcat: Urology,0.0013168830724445,0.0012343962276657,-6.263794144280535,394.6458333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1372035511032517
Skill subcat: Injury Treatment,0.0030240675130273,0.0035533038783999,17.500811840103328,706.5416666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0093869262731046
Skill subcat: Animal Care,0.0017471258879018,0.0017681461266244,1.2031324627582525,509.1041666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0499135838572936
Skill subcat: Livestock Farming,0.000470266243831,0.0006018141231255,27.973064411949277,121.27083333333331,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0494999861719566
Skill subcat: Animal Health and Veterinary Medicine,0.0020549857126283,0.0020406709516447,-0.696586886012536,580.6666666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0381376361475599
Skill subcat: Urban and Regional Planning,0.0021246201112727,0.0008008975674078,-62.30396374587443,593.5416666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1169931944070775
