,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs,model,Normalized RMSE
Medical Ventilators,0.0006808182922988,0.0006755734930326,-0.7703669724399952,215.02083333333331,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0467410092712187
Algorithm Design,0.0002456265783708,0.0002094330015577,-14.735203760588917,72.625,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0147482311408742
Information Systems,0.0117526951445231,0.0100272399910664,-14.681357188617152,3372.0416666666665,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.007841955677159
Team Foundation Server,0.0013032692156872,0.0022792052232062,74.88368448911757,615.2291666666666,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0258271578630476
Medical Records Filing,0.0004269124269094,0.0003126489177947,-26.76509323982485,107.04166666666669,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0079451706815214
Brand Loyalty,0.0012336690667868,0.0010739932402582,-12.943165296710395,330.875,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0116937286843354
Safety Culture,0.001259014257042,0.0012784124352111,1.540743328409578,330.875,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0320907540559587
Equipment Calibration,0.0003545709447736,0.0002870514382842,-19.042594291676235,95.97916666666669,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.1615144073400765
Furniture Assembly,0.0004473321160962,0.0007085373842855,58.39179857435658,119.60416666666669,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0658192808837602
First Article Inspections,0.0002176440051078,0.0002393050497785,9.952511515293605,73.66666666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0649692913204552
Human Capital,0.0012751790250911,0.0011179652967154,-12.328757396591318,328.7708333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.060049643841731
Logo Design,0.0008617424380184,0.0012739265818753,47.8314779071028,435.8958333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0404519080311156
Landscape Architecture,0.0002111965261479,0.0002320751136315,9.885857435447983,73.4375,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0298933230778015
Strategic Sourcing,0.0020682957808166,0.0011493144100873,-44.43181576120944,536.375,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0225019387844557
Account Management,0.0114186614321882,0.0129511184565531,13.420636328221788,4112.0625,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0316864022354918
Team Effectiveness,0.0007244730787613,0.0007897488632482,9.010104916321824,220.14583333333331,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0231160352530703
Tire Balancing And Rotation,0.0002840300992229,0.0003064520978035,7.894233266807335,98.8125,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0954579816379581
Risk Mitigation,0.0047908778186042,0.0032921450170348,-31.28305204840412,1322.8125,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0295784833676783
Articulate Storyline,0.0002793357629785,0.000175171229165,-37.29008155017994,67.72916666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0853160007216082
Technology Strategies,0.0012417130541639,0.0010444191494206,-15.888848400337272,346.3541666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.1655230627055108
Organizational Architecture,0.0012625977391165,0.0009094829886706,-27.967320034407106,354.7916666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0387363627166423
Security Testing,0.0004191453544197,0.0003746119256626,-10.62481744996454,123.625,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0108780049911551
Daily Production Reports,0.0001539949146618,0.0001886915181833,22.531006038543453,62.5,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0189887763402415
Technical Sales,0.0016142405298114,0.0019874039075186,23.11696248580742,591.6875,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0108973907632626
Relational Databases,0.0064074724955709,0.0063101020188185,-1.519639402583567,2015.0208333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0077461220270054
Instructional Strategies,0.000732259816364,0.0006045827723189,-17.436030380456224,182.75,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.3158572610760947
Protractor,0.0002231653469568,0.0002986102363861,33.80672244060565,88.14583333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0212588042035993
Package Sorting,0.0001816063377243,0.0006102677476196,236.03879427713528,230.9375,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0281276149545334
Training And Development,0.0222565960393448,0.0189502793153277,-14.855446529973651,6287.520833333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0254228563724798
Attribute Change Package,0.0001705975912829,0.0001847800442824,8.31339580638122,59.6875,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0371704235770376
Google Sheets,0.0011695938502234,0.0008220441659878,-29.715416524224693,292.375,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0208087049702681
Psychological Evaluations,0.0003350804579818,0.0003939010295629,17.554163538923778,90.16666666666669,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0428208424896358
Branding,0.0042168767759881,0.003272253060563,-22.40102724376515,1309.5833333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0105430849656047
Credit Risk,0.001377225654551,0.0013086682189692,-4.97793773701891,410.5208333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0043774605061691
Application Layers,0.0001842923470093,0.000171334740975,-7.031006031762191,60.75,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0369767878449217
Record to Report (R2R),0.0002696679270952,0.0001829599472586,-32.1536123226066,78.4375,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0991626384221223
Design Leadership,0.0002242981757506,0.0002510807327253,11.940604012972395,51.458333333333336,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0371649661541478
Consolidated Financial Statement,0.0002874820874839,0.0003176708441308,10.50109135881056,99.6875,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.074721313021484
Deductive Reasoning,0.0011365712248561,9.695976674208216e-05,-91.4690989335615,255.04166666666663,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0757649273847912
Social Media Trends,0.0002111491265214,0.0002708518057211,28.275124876564,62.0625,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.087520240171147
Neonatology,0.0001290182475219,0.0001621139608791,25.65196318573635,50.04166666666666,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0681875765572792
Quantification,0.0004344604186603,0.0008234635619077,89.53707323832357,96.45833333333331,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0200611049782945
SAP Business Planning And Consolidation,0.0001767995076937,0.000202679631762,14.63811998455139,82.39583333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0187680655547662
News Stories,0.0001999608899518,0.0002168481301809,8.445271589444628,69.08333333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0639987072479966
Development Environment,0.0051855407295033,0.0046268736472721,-10.77355499403652,1551.0,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.1311819959242705
Speech Disorders,0.0001133876520705,0.0002896659975805,155.46520480060477,50.270833333333336,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0649485029211314
Class Action,0.0001415704671522,0.0006770006272078,378.2075250765176,112.83333333333331,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0194106501261802
Pharmacotherapy,0.000641466824451,0.0013087815310652,104.02949633214811,155.08333333333334,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0531187384424587
Project Resources,0.0009541486968735,0.0008199567847904,-14.064046046786247,262.3541666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0565303958561026
Loan Documentation,0.0011064440576925,0.0012540294678485,13.338714156393133,396.8958333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0360157472771829
Medicare Regulations,0.0003148207277149,0.0002729771650066,-13.291234986977512,84.58333333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.1442485927548132
Contract Review,0.0015287364429133,0.0014919564873662,-2.4059055906987323,477.8541666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0083719812682114
Banking Relationship Management,0.0002928520336383,0.0003748921835749,28.014198473324363,114.33333333333331,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0124412929531346
Domain Driven Design,0.0004589173741793,0.0003993869475827,-12.971926962464774,100.41666666666669,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0289136464110569
Sales Receipts,0.0009722252274638,3.686542386870768e-05,-96.20813955168836,146.16666666666666,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.012789249441737
JIRA,0.0098952782088942,0.0053567191085554,-45.86590699652481,2493.625,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0162760298285008
Steam Turbine,0.0002534616090047,0.0002274856745574,-10.248469008503106,75.22916666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0376914503061406
Asset Tracking,0.000202365703286,0.0001795571074503,-11.27097895806238,61.5,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0200691114979534
Shipping Procedures,0.0006067776489439,0.0005327210123762,-12.204905157036684,134.89583333333334,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0516499969078797
Wireless Communications,0.0018725434909749,0.0016464223824239,-12.075613177522236,469.1458333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.1137051064389521
Biology,0.0077714110260765,0.0116736822991446,50.21316283457745,2170.520833333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.051177842715803
Cash Posting,0.000237271347788,0.0002509757985648,5.775855746832455,70.20833333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0618328110825613
Medical Surgical Nursing,0.0047489443154797,0.0053750878990316,13.184900515908692,1750.6666666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0241222721666539
Threat Modeling,0.0004508427008337,0.0002586419254038,-42.631448856659226,124.47916666666669,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0279281761887302
Proactivity,0.0194021889398267,0.0144760549187293,-25.38957865205389,5347.354166666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.019355509297997
Disabilities,0.0058293137539324,0.0050599026304704,-13.199000018534992,1693.2708333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0635716030452955
General Mathematics,0.0004278659193721,0.0009396093965487,119.60370153518924,223.4375,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0341274022570349
Sauteing,0.0002410120555043,0.0002758526351954,14.45594894338321,88.22916666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0501843963167978
Academic Advising,0.001021547591745,0.0004064036957426,-60.21686125769391,244.75,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0482798459021874
Food And Beverage Management,0.0001616707444064,0.0001589625409164,-1.6751351643388548,53.645833333333336,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0791028272707557
Overall Equipment Effectiveness,0.0005366472531743,0.0003787444235691,-29.42395189227104,146.77083333333334,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0614990958585452
Specimen Collection,0.0017089487709248,0.0020004244724572,17.055847810737323,418.8958333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0112173138461732
Talent Pipelining,0.0011958904240493,0.0018144734432237,51.72572726854606,311.0208333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.062930888543168
Pay Per Click,0.0008938077658856,0.0009930662448035,11.105126035636207,315.8958333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0340116123043701
Selenium (Software),0.0021292869481827,0.0020437569643573,-4.016836899244511,644.125,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0356098304975622
Transitional Care,0.0008318539195212,0.0010566568972406,27.02433353307904,330.2291666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.1198673102534959
Usability Testing,0.0015748496571835,0.0014306378163342,-9.157181461194975,478.4791666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0440364798880198
Alternative Investments,0.000410221895246,0.0001662827918778,-59.46515926993992,102.375,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.1002066496020065
Manicure,0.0001530172822019,0.0005058023334996,230.55242272060133,137.89583333333334,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.1389361245350996
React Native,0.0009519964820409,0.0016063716468869,68.73714107043166,205.1875,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0800606797657631
Batteries,0.0012950356491475,0.0012514011520666,-3.3693664811176283,433.6875,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0623302929113644
Anesthesias,0.0022388882406464,0.0021016209662269,-6.131046290183248,604.5416666666666,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.1472127493420906
OpenShift,0.0006621330797277,0.000652040028494,-1.5243236658483692,210.8125,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0272762842897681
Research Reports,0.0005179007871128,0.0004453201322058,-14.014393627710744,156.625,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0238439042158133
Quantity Take-Offs,0.0002806634986395,0.0002524070092852,-10.067746426333194,98.52083333333331,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0586391448556976
Resilience,0.008585819285793,0.0225243102289902,162.3431670203133,2004.7708333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0356372833437456
Compliance Testing,0.000334645059093,0.0003005796125894,-10.179575516796438,89.41666666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0066589363154568
Invoice Approval,0.0005280634636568,0.0005080173700778,-3.7961523488450095,155.27083333333334,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0713872798027031
ArcGIS (GIS Software),0.0006899872140192,0.0003677368731477,-46.7038133930599,170.5625,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0154586988288788
Process Manufacturing,0.0002535554214259,0.0003234659391845,27.572085568294945,117.3125,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.007410403430294
Reengineering,0.001219967755316,0.0012909478956116,5.818198061899964,407.6041666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0372021807100354
Multi-State Payroll,0.0002636188072022,0.0002699430371054,2.399005583220469,87.25,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0258529326259795
Application Security,0.0016720298268577,0.0014038075535415,-16.041715823950273,455.0,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.018961614763305
Regression Testing,0.0013545732816792,0.0013576283481508,0.2255371867229491,392.375,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0266651548162241
Veterinary Medicine,0.0006616327843914,0.0007379732160576,11.53818756675146,230.83333333333331,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0253987710993621
Bitbucket,0.0014847943772386,0.0012690807590732,-14.528181239922333,409.7291666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0322525316790969
Pricing Strategies,0.0028048180479406,0.0025267028130026,-9.915624834994276,837.2708333333334,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0116162501668917
Autodesk Revit,0.0021456707903983,0.0018636602862454,-13.14323266247896,550.9791666666666,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0482102445017475
Six Sigma Green Belt Certification,0.0007891157099885,0.000701997119986,-11.040027324227225,224.58333333333331,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0275184779629812
BluePrism (RPA Software),0.0001738584549645,0.0002312845645487,33.03038071742083,69.625,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0095266569998662
Fraud Prevention And Detection,0.0006568117490527,0.0006660541351355,1.407159067439049,204.58333333333331,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0479473247666892
Job/Batch Scheduling,0.0002541922061083,0.0001617617295931,-36.36243531236338,54.458333333333336,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.1877293855179885
Technical Documentation,0.0032530018097675,0.002894035149306,-11.034935774817672,876.0208333333334,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0274013463086158
CompTIA Certification,0.0004676378789037,0.0002459110517558,-47.414214534481694,93.60416666666669,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.248683550579684
Foreign Language,0.0011247864017339,0.0009910329441281,-11.891454004032608,318.9166666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.1176791628429496
Sales Performance Management,0.0002240763835566,0.0001994211559958,-11.00304600130798,64.39583333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.027624641754062
Desktop Publishing,0.0001540935197905,0.0002452158670442,59.1344447044799,70.64583333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0273193782092196
Media Production,0.0002187504570995,0.0001917860975457,-12.32653860994452,62.270833333333336,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0498403061693057
Financial Tracking,0.0002539390736305,0.0002734041832407,7.665267629716245,68.64583333333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0812460261784119
Crisis Management,0.0019934047394893,0.0017458212352111,-12.420132217686488,542.9583333333334,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0796602543678244
Pressure Vessel,0.0001686147526732,0.0001518332610205,-9.95256428435119,50.25,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0407361460908174
Presentation Design,0.0002740304104972,0.0003242113729477,18.312187453739817,104.64583333333331,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0220302719471914
Audit Command Language,0.0001324288337205,0.0001891049759581,42.79743364441224,56.083333333333336,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0260440666865372
Regulatory Developments,0.0003624085321768,0.0003771461847568,4.066585433703382,81.6875,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.1246121349146175
Building Codes,0.0020057131805547,0.001769616676421,-11.771199712034864,572.9791666666666,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0793932334871802
Tax Planning,0.0010425747232576,0.0014165248035309,35.867940391348256,401.7291666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0370557867939131
Certified In Production And Inventory Management,0.0004076577048008,0.0004129876093369,1.3074460443975833,132.52083333333334,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0455233143202654
Taking Meeting Minutes,0.0020006181619554,0.0010396313281256,-48.03449514276794,565.4166666666666,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0478911384563213
Depth Perception,0.0002200506134943,0.0004896856351206,122.53318331842978,55.29166666666666,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0387847946636619
Filing,0.0213579111560163,0.0216140380720743,1.1992133228152837,6949.104166666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0121745144954614
Medicare,0.0070767217498518,0.0069458853727513,-1.848827489977824,2233.145833333333,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.1087698248596382
XML Schema,0.0002415094682407,0.0004671027222598,93.40969348425828,107.125,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0046736731495568
Patient Registration,0.0021752844412697,0.0021998500284376,1.1293045958422472,713.9791666666666,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0036532727430087
Job Costing,0.0004846817777801,0.0005031469212158,3.809745751175659,140.35416666666666,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0582372021130765
Crystal Reports (Reporting Software),0.0003739219569819,0.0007011045658603,87.5002397610573,187.08333333333331,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0196429081865884
Showroom Displays,0.0001221763155976,9.688927478508516e-05,-20.697170878683437,51.1875,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0084973139747537
Medical Research,0.0004051919788607,0.0003738902287446,-7.725165291798917,138.625,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0153044081550715
Ansys Simulation Software,0.0002537568235931,0.000277652111413,9.41660897293393,60.020833333333336,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0233155234812143
Azure Logic Apps,0.0003030902649311,0.0004666498076251,53.96397100750866,56.125,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0090907914440869
Sarbanes-Oxley Act (SOX) Compliance,0.0027727762299342,0.0027065436104892,-2.388675246490109,889.0833333333334,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0117121205901998
Environmental Resource Management,0.0003076324307642,0.0002134298857242,-30.62178613808313,72.16666666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0760831012044587
Orphan Drugs,9.632716876225768e-05,0.0002480696174302,157.52819336199272,82.20833333333333,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0466755707643569
International Business,0.0005315054200388,0.0005385452670032,1.3245108514389363,188.33333333333331,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0162477612909211
Memos,0.0089012342493579,0.0076815461480927,-13.702460435227662,2549.2916666666665,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0432730804758331
Notetaking,0.0004732670573075,0.0003916912156306,-17.23674623393383,178.0625,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0340968218051227
Emergency Medicine,0.0019557868891642,0.0017413289967744,-10.96529962328604,553.9791666666666,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.049824104526601
Category Growth,0.0001916390706752,0.0001757643183035,-8.283672173825849,56.4375,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0157491999155911
Purchasing Process,0.0003924040184267,0.0042230304279165,976.1944907822984,97.14583333333331,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0821975974820071
Sales Planning,0.0007464377058481,0.0007857571223717,5.2676085647261655,254.3125,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0331259872426072
Doctor Of Pharmacy (PharmD),0.0014407043709773,0.0012195125806626,-15.35303111245888,442.8125,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0652327058952878
Refinery Experience,0.0006083305818586,0.0004558942377352,-25.058142508250917,159.52083333333334,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.025069470491003
Channel Sales,0.0009504435211402,0.0009237932653808,-2.8039810011466035,359.6875,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0047576334047385
Service Management,0.0018518146115972,0.0017526106138723,-5.357123607494169,556.2916666666666,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0684890484669702
Yardi (Property Management Software),0.0014149212672954,0.0014969690657528,5.798753637665871,479.7291666666667,predicted job posting shares 16_48_14_17_04_2023 ARIMA for presentation lvl skill,0.0203305342134074
Test Design,0.0004299839829387,0.0003572712533398,-16.910567017391934,133.3125,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0179321444298186
Transcribing,0.0037646559496491,0.0040073246521988,6.445972906828815,1230.7916666666667,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.1341085007555214
End-Stage Renal Disease,0.0009536319381628,0.0010729891725815,12.516069317964035,150.60416666666666,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0156665406716377
Financial Systems,0.0029512253414835,0.0015359375405855,-47.95593819977751,819.5416666666666,predicted job posting shares 16_43_47_17_04_2023 VAR for presentation lvl skill,0.0265460930890837
