,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Academic Affairs,0.0010909553777962,0.0021043691536809014,0.0010134137758847014,92.89232140106981,High,58553.6881377551,11-9000,25-1000,99-9000,21-1000,43-6000,Educational Services,Unclassified Industry,Ambulatory Health Care Services,Hospitals,"Professional, Scientific, and Technical Services",227.4833333333333,0.0012611425120847444,19.0,0.7352488859944356
Acceptance Testing,0.0019210557258416,0.0015644820717802892,-0.00035657365406131076,-18.561338396630767,High,109422.77162334896,15-1200,13-1000,15-2000,99-9000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,749.8666666666667,0.0005260637633623069,19.0,0.07019651439232251
Access Controls,0.0023567246708508,0.002088614060912788,-0.0002681106099380118,-11.376407827954774,High,45714.33941131912,33-9000,15-1200,11-3000,49-9000,13-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Computer and Electronic Product Manufacturing,1030.2666666666669,0.0010736070678128017,21.0,0.13388861951677247
Accident Reporting,0.0013174025602156,0.0035997880221297876,0.0022823854619141875,173.248901348777,High,45793.8493227991,41-1000,11-9000,39-9000,11-3000,29-2000,Unclassified Industry,General Merchandise Stores,Social Assistance,Administrative and Support Services,Educational Services,301.1166666666667,0.0032083262921043096,30.0,0.5018971166759335
Account Analysis,0.0007239896102809,0.0007425837187044476,1.8594108423547625e-05,2.5682838758325985,High,55674.07240506329,13-2000,11-3000,43-3000,53-7000,41-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),Credit Intermediation and Related Activities,290.46666666666664,0.00034135666406657535,19.0,0.2115540853052119
Account Development,0.0007729014245017,0.0007443378632026591,-2.8563561299040888e-05,-3.695627979655517,Medium,87583.06594885599,41-4000,11-2000,11-9000,13-1000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,"Merchant Wholesalers, Durable Goods",285.0833333333333,0.00010350139645206163,19.0,0.6246625469585081
Account Management,0.0102503158094141,0.007779865400688139,-0.00247045040872596,-24.101212632463948,High,77266.3046538025,41-4000,11-2000,13-1000,15-1200,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Publishing Industries (except Internet),4012.15,0.0019783389510071065,20.0,0.046651709335946236
Account Planning,0.0012147008805797,0.0010579967237268014,-0.00015670415685289864,-12.900637462130893,Medium,144178.77668539327,41-4000,11-2000,15-1200,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Publishing Industries (except Internet),Computer and Electronic Product Manufacturing,Administrative and Support Services,431.6666666666667,0.00022678902447414602,19.0,0.12334966950371218
Account Reconciliation,0.0038391210848888,0.005192534045428172,0.001353412960539372,35.253198078762175,High,65948.37451608597,13-2000,11-3000,43-3000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Real Estate,1395.7333333333331,0.0049091540651117335,27.0,0.1334244973356225
Account Strategy,0.0012148601166106,0.0011518417347959272,-6.301838181467273e-05,-5.187295306927264,High,115860.37269129288,41-4000,11-2000,15-1200,11-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Publishing Industries (except Internet),Computer and Electronic Product Manufacturing,461.1333333333333,0.0005009247377898955,32.0,0.18388255003208315
Accountability,0.0383294352066375,0.05487357797011929,0.01654414276348179,43.163022555095836,High,72167.4399266149,11-9000,29-1000,15-1200,41-1000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Hospitals,Administrative and Support Services,General Merchandise Stores,10669.283333333333,0.02976880285796732,33.0,0.03742231405442367
Accounting,0.0565262946456565,0.06211471353255805,0.00558841888690155,9.886405825701802,High,69565.45384831692,13-2000,11-3000,43-3000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Insurance Carriers and Related Activities,18124.08333333333,0.024898799797737802,32.0,0.07885611321012771
Accounting Records,0.0012784428144546,0.0013116346243045882,3.319180984998819e-05,2.5962686382768116,Medium,62004.922074954295,13-2000,43-3000,11-3000,11-9000,43-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Educational Services,Accommodation,345.6166666666667,0.00028035858554213076,29.0,0.1310868932486253
Accounting Software,0.0036168886924549,0.003628133951989625,1.1245259534725313e-05,0.31090974843057145,Medium,54754.96263938384,43-3000,13-2000,11-3000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Hospitals,1226.9666666666667,0.0005051086649390727,29.0,0.13182803901573328
Accounting Systems,0.0014095858806194,0.0012940491915424388,-0.00011553668907696114,-8.196498749419371,Low,71259.20254403132,13-2000,11-3000,43-3000,15-1200,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Educational Services,440.45,7.638873126054172e-05,29.0,0.13273113776352782
Accounts Payable,0.0113975744124352,0.009761101875791761,-0.001636472536643438,-14.35807723139743,Medium,54550.10028997807,43-3000,13-2000,11-3000,11-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Real Estate,Educational Services,4069.516666666667,0.0021561269622612208,26.0,0.17613059853716015
Accounts Receivable,0.0123774596237091,0.012601481045372636,0.00022402142166353528,1.8099143804470252,Medium,54314.97124394184,43-3000,13-2000,11-3000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Real Estate,4407.15,0.0028185596846374865,33.0,0.06067813223766899
Accruals,0.002620134800007,0.00280984272177197,0.00018970792176497024,7.240387851970953,High,72768.83736596095,13-2000,11-3000,43-3000,13-1000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Chemical Manufacturing,868.4833333333333,0.0014959633980297336,25.0,0.13430062356348088
Action Oriented,0.0030239459953471,0.003374890170270099,0.000350944174922999,11.605504048782336,High,71278.69914346896,11-9000,41-4000,15-1200,13-1000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Miscellaneous Store Retailers,Educational Services,Administrative and Support Services,826.0,0.0010547499358067609,27.0,0.25329441933757474
Active Directory,0.0039671822523905,0.0029863009731353305,-0.0009808812792551692,-24.724885746404034,High,83842.5516872805,15-1200,99-9000,13-1000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Educational Services,Insurance Carriers and Related Activities,1524.9833333333331,0.001139625504656427,22.0,0.044351813088697664
Active Listening,0.0048682028249454,0.004973206495058836,0.00010500367011343631,2.1569288275209444,Medium,52989.00444049734,43-4000,15-1200,41-4000,13-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Credit Intermediation and Related Activities,1436.7666666666669,0.000757367284237902,19.0,0.15654416272322197
Active Server Pages (ASP),0.0007700570750778,0.0007746505425525216,4.593467474721586e-06,0.5965100021004939,Medium,99473.06286919831,15-1200,19-5000,11-9000,17-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,285.43333333333334,9.939207733425285e-05,9.0,0.6929203200149214
Activities Of Daily Living (ADLs),0.0084195165774533,0.005912328063622244,-0.0025071885138310563,-29.77829535421403,High,45793.99414105682,31-1100,29-2000,29-1000,99-9000,21-1000,Ambulatory Health Care Services,Unclassified Industry,Nursing and Residential Care Facilities,Administrative and Support Services,Hospitals,2195.4333333333334,0.0037727786318655673,17.0,0.09368692334790364
Acute Care,0.0062476470125756,0.004521684310703355,-0.0017259627018722445,-27.625803736961036,Medium,101061.26104530926,29-1000,29-2000,11-9000,31-1100,21-1000,Hospitals,Administrative and Support Services,Unclassified Industry,Ambulatory Health Care Services,Insurance Carriers and Related Activities,1346.5666666666666,0.0007273001487656456,9.0,0.45104472138384233
Ad Hoc Analysis,0.001801334287463,0.0016877064839707651,-0.00011362780349223481,-6.307979828234339,Medium,89051.79628400796,13-2000,11-3000,13-1000,15-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,"Merchant Wholesalers, Nondurable Goods",602.7666666666667,0.000293254637224659,30.0,0.11089895682201156
Ad Hoc Reporting,0.0034152517348583,0.0028400693938065865,-0.0005751823410517134,-16.841579646414495,High,73588.10225846925,13-2000,13-1000,15-1200,15-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1301.3833333333334,0.0013258361936338689,16.0,0.13860605569616513
Adaptability,0.0130767400194301,0.013115729584461944,3.898956503184392e-05,0.29815967109471625,Medium,53372.21697330719,29-1000,15-1200,11-9000,13-1000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Social Assistance,Accommodation,3632.8333333333335,0.0025958755606429345,19.0,0.1975688979102381
Adjudication,0.0010439791641886,0.0016210861707538417,0.0005771070065652417,55.27955215598388,High,72913.9764075067,13-1000,29-2000,15-1200,11-9000,99-9000,Insurance Carriers and Related Activities,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Health and Personal Care Stores,383.8833333333333,0.0012139589319053045,29.0,0.28079842425758234
Administrative Functions,0.0238971196829655,0.030433322337526474,0.006536202654560973,27.351424528455414,High,47667.69638245422,43-6000,11-9000,43-4000,99-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Ambulatory Health Care Services,7861.35,0.027969770786532136,28.0,0.07049728833537203
Administrative Support,0.0140676658881117,0.014531296349299339,0.000463630461187638,3.2957170356131558,High,48464.2681690993,43-6000,13-1000,43-4000,99-9000,11-9000,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,4273.466666666666,0.0059872610013420756,33.0,0.06690267839535334
Adobe Acrobat,0.0008002973659392,0.0013910419390046557,0.0005907445730654557,73.815633814086,High,63995.6894609815,27-1000,13-1000,43-6000,15-1200,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Real Estate,286.46666666666664,0.0016336894603279236,25.0,0.6091740554286933
Adobe After Effects,0.0005557909419984,0.0005370097615010978,-1.878118049730216e-05,-3.3791807455106433,High,65575.29380764163,27-1000,15-1200,99-9000,27-4000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Broadcasting (except Internet),235.1833333333333,0.00018647810256903994,17.0,0.8365031043058079
Adobe Analytics,0.0006927390637437,0.000675357274192476,-1.7381789551224004e-05,-2.5091395102348275,Medium,102073.63020134228,15-1200,13-1000,11-2000,15-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,"Merchant Wholesalers, Durable Goods",323.43333333333334,0.0001072284899708064,11.0,0.3670484637509802
Adobe Creative Suite,0.0024855264461421,0.009611354115692132,0.007125827669550032,286.692892791801,High,63463.43324708926,27-1000,15-1200,13-1000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,1025.4,0.009682047848510148,24.0,0.10896088088149766
Adobe Experience Manager,0.000490451619278,0.0006386562071131747,0.00014820458783517472,30.217983183203383,High,113257.0759416768,15-1200,13-1000,11-2000,11-9000,27-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Miscellaneous Manufacturing,Credit Intermediation and Related Activities,287.6333333333333,0.00018536426954948482,15.0,0.4427285263130193
Adobe Illustrator,0.002569286653481,0.0026419227785171875,7.263612503618762e-05,2.827093074172028,High,55685.96094467929,27-1000,15-1200,13-1000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,1225.9833333333331,0.0010781354691040928,19.0,0.16459467700743308
Adobe InDesign,0.0022630490757714,0.0017955001579830624,-0.00046754891778833766,-20.660131624806475,High,57947.49095607235,27-1000,13-1000,99-9000,27-3000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,931.8333333333334,0.0005720578260680781,29.0,0.03573828396837399
Adobe Photoshop,0.0034064139756056,0.002790483867554492,-0.0006159301080511078,-18.08148136022153,High,57231.722356131366,27-1000,15-1200,13-1000,99-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,1664.6833333333334,0.0009402039191904235,18.0,0.1357221836090553
Adult Education,0.0019370447900638,0.0028658000608750523,0.0009287552708112524,47.9470209246252,High,65461.91030042918,13-1000,11-9000,25-9000,25-1000,25-2000,Educational Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Social Assistance,Insurance Carriers and Related Activities,580.5666666666667,0.0021558452992309777,29.0,0.1176272831003718
Advanced Analytics,0.0030690192996135,0.006799956591769079,0.0037309372921555794,121.56773639792486,High,114260.26945181256,15-2000,15-1200,13-1000,11-9000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,Administrative and Support Services,1026.35,0.008695015263287536,31.0,0.079938190710314
Advanced Business Application Programming (ABAP),0.0004506869650926,0.00034889385065308765,-0.00010179311443951237,-22.586212232385627,High,125080.53103448276,15-1200,15-2000,13-1000,99-9000,13-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Nondurable Goods",200.81666666666663,0.0001460289519196579,19.0,0.15276822475796184
Advanced Cardiovascular Life Support (ACLS) Certification,0.0123094479622326,0.019694276869357933,0.007384828907125333,59.99317702778545,High,113943.20199554188,29-1000,29-2000,11-9000,15-1200,21-1000,Administrative and Support Services,Hospitals,Unclassified Industry,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",2921.116666666667,0.026995866296196422,23.0,0.056327179995937886
Advanced Life Support,0.0010815320277578,0.001108868257434958,2.733622967715792e-05,2.5275469404110553,Medium,75045.66555555556,29-1000,29-2000,21-1000,11-9000,43-5000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Administrative and Support Services,Health and Personal Care Stores,377.98333333333335,0.00025008036314496144,25.0,0.2657488976708529
Advanced Mathematics,0.001406997395577,0.0013212591492757291,-8.573824630127096e-05,-6.09370326987068,High,92932.91771159874,15-2000,15-1200,13-1000,41-3000,43-4000,Credit Intermediation and Related Activities,Unclassified Industry,Insurance Carriers and Related Activities,"Professional, Scientific, and Technical Services",Educational Services,424.51666666666665,0.00038075085070320543,21.0,0.6096692484273074
Advanced Practice Registered Nurse,0.0018316728756134,0.005831316659839907,0.003999643784226507,218.36015794507446,High,102183.99424626007,29-1000,11-9000,31-9000,29-2000,31-1100,Hospitals,Unclassified Industry,Educational Services,Ambulatory Health Care Services,Insurance Carriers and Related Activities,381.15,0.004323147482379216,19.0,0.24404381664693078
Advertisement,0.0037789964872468,0.004295510154913133,0.0005165136676663334,13.668011320186253,High,55849.51799485861,13-1000,11-2000,27-1000,41-4000,41-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food and Beverage Stores,Miscellaneous Store Retailers,1030.4166666666667,0.0016913893335102031,25.0,0.26864819985551885
Advertising Campaigns,0.0005370255183204,0.0005089529757085651,-2.8072542611834884e-05,-5.227413158993732,Medium,64361.55967555041,11-2000,13-1000,41-4000,99-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Broadcasting (except Internet),236.58333333333331,0.00012669440890954666,19.0,0.5079912534976231
Advertising Mail,0.0015896575438882,0.0012201551863657127,-0.0003695023575224874,-23.244148335163334,High,66962.75736919676,11-2000,13-1000,41-4000,27-3000,27-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,601.9,0.00033700008617532816,29.0,0.05920352138825841
Advising,0.0079074261997656,0.009093914054651583,0.0011864878548859831,15.004728781675562,High,79521.09487119163,11-9000,15-1200,13-1000,11-3000,13-2000,Educational Services,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,2223.016666666667,0.003912066897985181,29.0,0.14762387954829817
Advocacy,0.0269564797495906,0.031914440543099235,0.004957960793508635,18.392463851233888,High,70398.31017335037,29-1000,15-1200,11-9000,21-1000,11-2000,Unclassified Industry,Hospitals,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,6869.583333333333,0.017412807994173794,30.0,0.09408286804228733
Aesthetics,0.0009957441976402,0.0007210807244190575,-0.00027466347322114247,-27.583738260495366,High,58711.06544165055,15-1200,27-1000,29-1000,11-9000,11-2000,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,351.03333333333336,0.0002885528639873521,9.0,0.073835831654229
Agile Methodology,0.0259628036361997,0.0266615809418948,0.0006987773056950988,2.69145549720524,High,123055.6218907086,15-1200,13-1000,11-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,10100.583333333334,0.007074243175373962,30.0,0.17797766144545268
Agile Project Management,0.0005657030282459,0.0015421899256574214,0.0009764868974115214,172.61475520810927,High,120120.1203995794,15-1200,13-1000,11-9000,11-2000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Insurance Carriers and Related Activities,232.33333333333331,0.0015775542000354542,25.0,0.8883497063001511
Agile Projects,0.0004950880210798,0.0007130154288654837,0.00021792740778568372,44.01791166556168,Medium,126848.00970873788,15-1200,13-1000,11-2000,11-9000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,249.85,0.0001283647192532386,19.0,0.5039734347869218
Agile Software Development,0.0014725465849433,0.0017876841508987595,0.0003151375659554594,21.400855441703644,High,122981.9611872146,15-1200,11-2000,13-1000,11-9000,11-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,720.1,0.0008346839318671821,21.0,0.21734501161314185
Agriculture,0.0012422545746414,0.001158967201266144,-8.328737337525587e-05,-6.704533440683713,Medium,68313.7643581081,99-9000,11-2000,15-1200,11-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods",Educational Services,352.46666666666664,0.00015833239248425483,29.0,0.1083188384505347
Air Brakes,0.000948948346884,0.0004772987502278821,-0.00047164959665611783,-49.70234662453894,High,54621.82821917808,53-3000,49-3000,45-4000,99-9000,49-9000,Unclassified Industry,Administrative and Support Services,Waste Management and Remediation Services,Truck Transportation,Transit and Ground Passenger Transportation,203.78333333333333,0.00021824107425008366,19.0,0.9486925184330147
Alarm Devices,0.0021441307530821,0.0022330266979225634,8.889594484046354e-05,4.146013236957647,High,48550.929056138186,33-9000,49-9000,31-1100,41-1000,49-2000,Administrative and Support Services,Unclassified Industry,Ambulatory Health Care Services,General Merchandise Stores,Educational Services,619.3333333333334,0.0005771222475805244,29.0,0.0765279123660438
Algebra,0.0009258775342912,0.0007751836064297309,-0.0001506939278614691,-16.275794830342434,Medium,46190.436500470365,25-3000,25-2000,25-1000,29-2000,17-3000,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Miscellaneous Manufacturing,Administrative and Support Services,272.7,0.00016787529512622267,19.0,1.0021936533863174
Algorithms,0.0036463467779375,0.0035131193522754582,-0.00013322742566204172,-3.653723405248904,Low,122943.6959553696,15-1200,15-2000,99-9000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Computer and Electronic Product Manufacturing,1299.7833333333333,0.0003153193528883918,19.0,0.19375727503948323
Alteryx,0.0014808386162496,0.0020885975855570002,0.0006077589693074003,41.04153974905262,High,115271.9741267788,13-2000,15-2000,15-1200,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,Administrative and Support Services,385.6,0.001300607492226367,19.0,0.11846396687953731
Alzheimer's Disease,0.0008170425846856,0.0006445067483483569,-0.00017253583633724309,-21.117116729434034,High,38493.31312292359,31-1100,11-9000,29-2000,29-1000,11-2000,Nursing and Residential Care Facilities,Unclassified Industry,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Ambulatory Health Care Services,Educational Services,313.18333333333334,0.00027271104879573034,26.0,0.09566700289590775
Amazon DynamoDB,0.000727216725406,0.001447398558711306,0.0007201818333053061,99.03262784601574,High,134181.29735883424,15-1200,11-9000,15-2000,17-2000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Publishing Industries (except Internet),313.8666666666667,0.0007519073192195963,18.0,0.22335835696484227
Amazon Elastic Compute Cloud,0.0011845224435842,0.001162328415364345,-2.2194028219855175e-05,-1.8736688646184816,Medium,128155.98898153663,15-1200,15-2000,17-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,469.3333333333333,0.00020904001532432768,20.0,0.21816020020356017
Amazon Redshift,0.0010803824581368,0.0009092243118574712,-0.00017115814627932874,-15.842366283371884,High,137073.55032733225,15-1200,15-2000,11-9000,13-1000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,481.2166666666666,0.0004871133496326602,15.0,0.16742888921900906
Amazon S3,0.0016502423475325,0.001784147411066665,0.00013390506353416483,8.11426659450258,Medium,128569.54479114244,15-1200,15-2000,11-9000,17-2000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Nonstore Retailers,584.4833333333333,0.00033827327599195254,29.0,0.1975978556701194
Amazon Web Services,0.0132729588841066,0.020252761558476027,0.006979802674369427,52.58663675005602,Medium,136206.63724279834,15-1200,15-2000,11-9000,17-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,4985.05,0.003985500753290387,19.0,0.2681502886779954
Ambulatory Care,0.0032475619786853,0.009646468277825669,0.006398906299140369,197.03723412018815,High,85758.419340055,29-1000,31-9000,29-2000,11-9000,21-1000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Educational Services,Administrative and Support Services,648.2833333333333,0.006732525844576565,29.0,0.17299640568855068
American Medical Technologists (AMT) Certification,0.0024189352057417,0.0031406540451536587,0.0007217188394119589,29.836220403872442,Medium,54281.23391089109,31-9000,29-2000,29-1000,11-9000,19-1000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,Educational Services,589.3,0.0003684645202786015,29.0,0.07003518820744276
American Red Cross (ARC) Certification,0.0068435598186604,0.003703969427148143,-0.003139590391512257,-45.87656825840122,High,55444.289312457455,29-1000,29-2000,31-9000,31-1100,99-9000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Social Assistance,Educational Services,748.85,0.006230965151099786,10.0,0.41239837040209754
