,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Inventory and Warehousing,0.142414041032687,0.13641922460419534,-0.005994816428491673,-4.2094279363337055,Medium,37360.49104693061,53-7000,43-5000,41-2000,99-9000,41-1000,Unclassified Industry,Administrative and Support Services,Nonstore Retailers,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services",247.91666666666663,0.0338147359550481,25.0,0.05410615208100643
Machinery,0.4629875654617728,0.4697204113853761,0.006732845923603348,1.454217440351377,Medium,47065.83415579346,51-9000,49-9000,17-3000,51-4000,53-7000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Fabricated Metal Product Manufacturing,Machinery Manufacturing,835.2777777777778,0.06477201393461583,29.0,0.07571426983858509
Manufacturing Processes,0.171889966992121,0.17080393905156815,-0.0010860279405528472,-0.6318157828272943,Low,51241.159290199445,51-9000,17-2000,51-4000,17-3000,49-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Fabricated Metal Product Manufacturing,Computer and Electronic Product Manufacturing,294.5138888888889,0.005570323714336739,16.0,0.06351692955643323
Mechanical Engineering,0.1929317489125847,0.17760789734830507,-0.015323851564279622,-7.9426282354506075,Low,62189.30912549084,17-2000,49-9000,49-3000,17-3000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Computer and Electronic Product Manufacturing,Machinery Manufacturing,347.375,0.007375134843956205,26.0,0.2201408456447592
Occupational Health and Safety,0.2553973847045099,0.28183546536947557,0.02643808066496567,10.351742910583852,Low,42752.31074806676,35-3000,11-9000,53-7000,41-2000,35-2000,Unclassified Industry,Food Services and Drinking Places,Administrative and Support Services,Food and Beverage Stores,Accommodation,364.44444444444446,0.02405257552190889,7.0,0.07352351181094213
Office and Productivity Equipment and Technology,0.1780105661165267,0.1895178035776805,0.011507237461153813,6.464356421191939,High,55247.42092383605,13-1000,15-1200,11-9000,99-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,309.5416666666667,0.05397500795029869,27.0,0.09940058740153615
Personal Attributes,0.2993690475177862,0.27240228527681565,-0.026966762240970554,-9.00786586474622,Low,48721.030892132105,15-1200,13-1000,99-9000,11-9000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Educational Services,540.5277777777778,0.024368566458272633,16.0,0.12981273459413636
Physical Abilities,0.1691637155320682,0.28325396452317003,0.11409024899110184,67.4436882828303,High,40033.32548686719,53-7000,41-2000,99-9000,11-9000,29-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Hospitals,Food Services and Drinking Places,297.77777777777777,0.27580949037229185,22.0,0.3237717786929383
Quality Assurance and Control,0.1478032793976473,0.17840014143566604,0.03059686203801873,20.701071155330375,High,68940.36426933728,15-1200,11-9000,11-3000,17-2000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Hospitals,243.95833333333331,0.1055473006623531,25.0,0.12282512569718333
Regulation and Legal Compliance,0.1777946615323012,0.14124511456079006,-0.03654954697151114,-20.55716783423833,Low,50073.63727415879,53-3000,11-9000,41-4000,13-1000,49-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Food Services and Drinking Places,284.3888888888889,0.005258780489098921,15.0,0.1747607891552378
