,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
American Registry Of Radiologic Technologists (ARRT) Certified,0.018865456999887,0.017555222452867118,-0.0013102345470198812,-6.945151379199185,High,94789.85078534031,29-2000,29-1000,11-9000,31-9000,25-1000,Hospitals,Ambulatory Health Care Services,Unclassified Industry,Administrative and Support Services,Machinery Manufacturing,303.4583333333333,0.010676032847113846,24.0,0.09199684872152608
Analytical Skills,0.010098292630651,0.007196022892878495,-0.0029022697377725053,-28.74020236810474,High,78324.69305136871,15-1200,13-1000,13-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,309.55555555555554,0.0028881774552687897,23.0,0.01819258654964561
Asepsis,0.0150423414918807,0.022770380208515843,0.007728038716635143,51.37523782987146,High,56406.44142419602,29-2000,31-9000,29-1000,19-1000,31-1100,Hospitals,Ambulatory Health Care Services,Unclassified Industry,Administrative and Support Services,Educational Services,287.43055555555554,0.01926166202100259,28.0,0.14054241386725735
Assisted Living,0.0125353300889758,0.015363119184836547,0.002827789095860747,22.55855311179757,High,56802.80995280996,31-1100,29-2000,11-9000,29-1000,37-2000,Nursing and Residential Care Facilities,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,Heavy and Civil Engineering Construction,288.84722222222223,0.006222325134529958,30.0,0.13915331921848714
Auditing,0.0131491889156908,0.01325311352257226,0.00010392460688146005,0.7903499413370494,Medium,68859.41998154458,13-2000,11-3000,15-1200,11-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,320.59722222222223,0.0017249815746898307,34.0,0.09682062732400502
Automated External Defibrillator (AED) Certification,0.0080116322225993,0.007691738478885672,-0.0003198937437136279,-3.9928660580707653,High,43896.72655545537,39-9000,27-2000,33-9000,11-9000,99-9000,Unclassified Industry,"Amusement, Gambling, and Recreation Industries",Accommodation,Educational Services,Ambulatory Health Care Services,216.41666666666663,0.002592863662291377,10.0,0.07589882712548222
Basic Cardiac Life Support,0.0127362506770755,0.012113248873087772,-0.0006230018039877269,-4.891563614628702,High,102804.41983122364,29-1000,29-2000,31-1100,31-9000,11-9000,Administrative and Support Services,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Nursing and Residential Care Facilities,292.9861111111111,0.005059715853309928,30.0,0.08788462499781854
Basic Life Support (BLS) Certification,0.2538240012193591,0.24980979355963184,-0.004014207659727265,-1.581492546190743,Medium,98275.21528197688,29-1000,29-2000,31-1100,31-9000,11-9000,Ambulatory Health Care Services,Hospitals,Unclassified Industry,Administrative and Support Services,Nursing and Residential Care Facilities,5725.875,0.03534718196180805,29.0,0.04279870317986588
Behavioral Health,0.0143749168277838,0.013599403762746251,-0.0007755130650375485,-5.3949047102564025,High,68913.84599554108,29-1000,21-1000,29-2000,11-9000,99-9000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Insurance Carriers and Related Activities,Social Assistance,356.5138888888889,0.005426204043846576,34.0,0.2082145650642494
Bilingual (Spanish/English),0.0087319179770827,0.009817984063707527,0.0010860660866248272,12.437886950785098,High,46120.966544895215,43-4000,11-9000,21-1000,13-1000,29-1000,Unclassified Industry,Educational Services,Administrative and Support Services,Ambulatory Health Care Services,Social Assistance,220.41666666666663,0.004074196999950232,24.0,0.03918604263938892
Billing,0.0192493704572642,0.015236381882492519,-0.004012988574771682,-20.847375677459034,High,54507.03624051789,43-3000,29-2000,43-4000,11-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,Hospitals,492.47222222222223,0.005167687054344138,25.0,0.10276232573556886
Blood Pressure,0.0215972190609504,0.021854549064577386,0.00025733000362698766,1.1914960111334987,Medium,62482.17088174983,31-1100,29-1000,31-9000,29-2000,99-9000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Nursing and Residential Care Facilities,Administrative and Support Services,540.7361111111111,0.0030080601500175716,33.0,0.06238405970133396
Cardiac Catheterization,0.0083589703977286,0.018436260565600916,0.010077290167872316,120.55659594883406,High,115828.4421641791,29-1000,29-2000,11-9000,29-9000,21-1000,Administrative and Support Services,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Educational Services,434.44444444444446,0.017750192253985338,27.0,0.03729571959813772
Cardiology,0.0190803149277989,0.026699685590273282,0.007619370662474381,39.9331493809539,High,102195.41411238824,29-1000,29-2000,11-9000,31-9000,31-1100,Hospitals,Ambulatory Health Care Services,Unclassified Industry,Administrative and Support Services,Educational Services,322.27777777777777,0.012629301435150904,16.0,0.04031778916086937
Cardiopulmonary Resuscitation (CPR),0.098507077434288,0.10086555054769342,0.00235847311340541,2.394216918047028,High,60949.54762998698,29-1000,29-2000,31-1100,31-9000,11-9000,Hospitals,Ambulatory Health Care Services,Unclassified Industry,Administrative and Support Services,Educational Services,2052.708333333333,0.03708437073252814,28.0,0.06501316905157746
Cardiopulmonary Resuscitation (CPR) Certification,0.1733478808271674,0.22714496619665653,0.05379708536948913,31.03417538927188,High,54271.95667880554,29-1000,29-2000,31-1100,31-9000,39-9000,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Nursing and Residential Care Facilities,Social Assistance,3541.652777777778,0.19841097736286759,27.0,0.12129111383292422
Care Coordination,0.0453971908079168,0.05939711817213447,0.013999927364217672,30.83875260796144,High,66175.5481935654,29-1000,11-9000,29-2000,21-1000,31-1100,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Nursing and Residential Care Facilities,Insurance Carriers and Related Activities,1043.5972222222222,0.03290649780772342,32.0,0.07865876865729526
Care Management,0.0093146140663926,0.00809702950335123,-0.0012175845630413695,-13.071766091033767,High,77835.2195353248,29-1000,11-9000,21-1000,29-2000,53-3000,Insurance Carriers and Related Activities,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Administrative and Support Services,249.65277777777777,0.0032725283523782622,30.0,0.07287526595964929
Caregiving,0.0744097081671212,0.08142758181393249,0.007017873646811293,9.431395203229977,Low,35990.43286654294,31-1100,29-1000,39-9000,11-9000,29-2000,Ambulatory Health Care Services,Unclassified Industry,Nursing and Residential Care Facilities,Social Assistance,Administrative and Support Services,2330.75,0.006246590901513902,24.0,0.06158958548374308
Case Management,0.0241522348525199,0.023455266351025572,-0.0006969685014943279,-2.8857308888813256,Medium,61639.210742577925,29-1000,21-1000,11-9000,99-9000,29-2000,Unclassified Industry,Ambulatory Health Care Services,Social Assistance,Hospitals,Insurance Carriers and Related Activities,623.2083333333334,0.003977289873368335,30.0,0.038491851459749614
Cath Lab,0.0094144692069014,0.0077377160340125145,-0.001676753172888886,-17.81038459034653,High,127221.73504784689,29-1000,29-2000,11-9000,41-4000,99-9000,Administrative and Support Services,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Chemical Manufacturing,282.55555555555554,0.004535978044102276,28.0,0.2670349407148042
Certified Medical Assistant (CMA),0.0220953511663418,0.022194759931558027,9.940876521622594e-05,0.44990805743633927,High,40049.7921157992,31-9000,29-2000,31-1100,29-1000,11-9000,Ambulatory Health Care Services,Hospitals,Unclassified Industry,Administrative and Support Services,Educational Services,565.0972222222222,0.008036062853979222,33.0,0.05902149725483395
Certified Nursing Assistant (CNA),0.1012322185210029,0.1059746795551913,0.004742461034188392,4.684734863539972,Low,44636.73277671756,31-1100,29-1000,29-2000,31-9000,11-9000,Unclassified Industry,Nursing and Residential Care Facilities,Ambulatory Health Care Services,Hospitals,Administrative and Support Services,2597.708333333333,0.009685187910485723,31.0,0.20451849691228002
Certified Patient Care Technician (CPCT),0.0213825547997678,0.008708274764224581,-0.012674280035543217,-59.273927527504114,High,49078.988394584136,31-1100,29-2000,29-1000,31-9000,11-9000,Ambulatory Health Care Services,Hospitals,Unclassified Industry,"Professional, Scientific, and Technical Services",Nursing and Residential Care Facilities,614.8055555555555,0.0025617204833692005,10.0,0.07749466862065874
Certified Perioperative Nurse (CNOR),0.0017165557650119,0.003836294082813939,0.002119738317802039,123.48787968373074,High,110357.3918918919,29-1000,11-9000,29-2000,29-9000,21-1000,Administrative and Support Services,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Educational Services,380.22222222222223,0.0054720643108172855,7.0,0.05058295713664951
Certified Pharmacy Technician,0.0278156105891006,0.0349211103517435,0.0071054997626429015,25.545007325588436,High,39902.46465913844,29-2000,41-1000,99-9000,43-4000,11-3000,Health and Personal Care Stores,Administrative and Support Services,Hospitals,Unclassified Industry,Ambulatory Health Care Services,755.6805555555555,0.01739955186412127,26.0,0.040294757110471056
Chemotherapy,0.0147062838283503,0.016305707667224095,0.0015994238388737942,10.875785191840759,High,81835.92749529191,29-1000,29-2000,11-9000,31-9000,41-4000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Educational Services,Administrative and Support Services,215.58333333333331,0.006476937274693875,29.0,0.043440755058792475
Cleanliness,0.0137682305339778,0.01650955523135423,0.002741324697376429,19.910508402741193,High,36533.524088390455,35-3000,41-2000,11-9000,37-2000,35-9000,Unclassified Industry,Food Services and Drinking Places,Food and Beverage Stores,Accommodation,Administrative and Support Services,379.3611111111111,0.02833876869774444,30.0,0.09182754608851515
Clerical Works,0.0344135086972057,0.03327493433094045,-0.0011385743662652506,-3.3085099699749607,Medium,42967.92940552017,43-6000,43-4000,29-2000,43-9000,31-9000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Educational Services,Administrative and Support Services,931.9027777777778,0.0034121608012470167,30.0,0.04247660711736364
Clinical Experience,0.0343636481609198,0.012504204413778737,-0.021859443747141064,-63.61211605000893,Low,83602.71439437155,29-1000,11-9000,29-2000,21-1000,31-9000,Hospitals,Unclassified Industry,Insurance Carriers and Related Activities,Ambulatory Health Care Services,Educational Services,694.5138888888889,0.0009231484457707601,10.0,0.2955547152042162
Clinical Nursing,0.0444520643578125,0.06115034500785472,0.016698280650042217,37.56469106953292,High,75516.3375694996,29-1000,11-9000,29-2000,25-1000,21-1000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Educational Services,Nursing and Residential Care Facilities,803.3194444444445,0.04855808149875266,28.0,0.07989294785165693
Clinical Practices,0.0176826302515521,0.03025387570850227,0.01257124545695017,71.09375289825293,High,101682.15133740028,29-1000,11-9000,21-1000,29-2000,11-2000,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Educational Services,Insurance Carriers and Related Activities,286.15277777777777,0.034678084079862524,30.0,0.05800150237809493
Coaching,0.0129804096962546,0.009565281739559789,-0.0034151279566948106,-26.309862605339955,High,70655.96701646132,11-9000,41-1000,11-3000,15-1200,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Administrative and Support Services,Educational Services,264.75,0.002884220282763872,30.0,0.17837952612204655
Collections,0.023316536648132,0.02295765800502129,-0.000358878643110707,-1.53915930365867,Medium,54431.78241956343,43-3000,29-2000,11-9000,13-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Hospitals,553.4583333333334,0.003515770464038705,25.0,0.04010492769945708
Communicable Diseases,0.0146682828513895,0.014151162914835763,-0.0005171199365537373,-3.525429266621699,High,50202.9981929888,29-1000,11-9000,29-2000,31-1100,21-1000,Nursing and Residential Care Facilities,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Social Assistance,263.1666666666667,0.0045258759242882505,29.0,0.04698556842823074
Communications,0.2535633227607917,0.2303780859887875,-0.02318523677200418,-9.143765951464845,Medium,59723.06652249859,15-1200,11-9000,13-1000,99-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Ambulatory Health Care Services,5610.125,0.03981705353961943,33.0,0.12168584701896527
Community Health,0.0124528698649937,0.012234224789169103,-0.00021864507582459655,-1.7557806208128006,High,64470.82339901478,29-1000,11-9000,21-1000,99-9000,25-1000,Unclassified Industry,Ambulatory Health Care Services,Educational Services,Hospitals,Nursing and Residential Care Facilities,221.16666666666663,0.009118990888093984,15.0,0.3093694964359516
Companionship,0.0218860072661156,0.05841341989496181,0.036527412628846206,166.89847620309783,High,31683.697311204523,31-1100,11-9000,39-9000,29-1000,99-9000,Ambulatory Health Care Services,Unclassified Industry,Nursing and Residential Care Facilities,Administrative and Support Services,Social Assistance,1147.263888888889,0.024159557418012394,29.0,0.0966626249677591
Compassion,0.0694894485690213,0.05960169453241609,-0.00988775403660521,-14.229144481962711,Low,54997.077102252624,29-1000,29-2000,31-1100,31-2000,11-9000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Administrative and Support Services,Social Assistance,1372.486111111111,0.005384967600996868,10.0,0.0550755961201897
Computer Literacy,0.0765984102546758,0.2308051206965306,0.1542067104418548,201.31842153008853,High,48057.5076519774,11-9000,43-4000,29-1000,29-2000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Hospitals,Ambulatory Health Care Services,1786.9444444444443,0.19704946827686387,31.0,0.02735402727670596
Computerized Physician Order Entry,0.0453738618649859,0.043702632373821625,-0.0016712294911642722,-3.6832427800330714,High,94127.35224252492,29-1000,29-2000,31-9000,43-6000,11-9000,Ambulatory Health Care Services,Hospitals,Administrative and Support Services,Unclassified Industry,Nursing and Residential Care Facilities,815.9444444444445,0.013718009341935622,10.0,0.13192527457337305
Cooperation,0.0104377603682726,0.015341010489057273,0.004903250120784672,46.976074826252564,High,61837.19160653247,11-9000,29-1000,15-1200,41-2000,29-2000,Unclassified Industry,Ambulatory Health Care Services,Educational Services,"Professional, Scientific, and Technical Services",Hospitals,272.80555555555554,0.011269785706196571,24.0,0.1950461265186966
Coordinating,0.0803911347033788,0.08192774861236922,0.0015366139089904168,1.9114220923241099,Medium,70309.27493652521,11-9000,13-1000,29-1000,15-1200,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,1671.6944444444443,0.016489798025003742,30.0,0.07330250773600927
Critical Care,0.0316611082810011,0.028820184213867586,-0.002840924067133512,-8.972914156761428,Low,103704.0123650296,29-1000,29-2000,11-9000,31-9000,31-1100,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,Educational Services,662.6805555555555,0.0028185719004658544,30.0,0.0708619854043902
Critical Care Registered Nurse (CCRN),0.0038918107298365,0.008023015160513703,0.0041312044306772025,106.15121642492515,High,89842.252,29-1000,29-2000,11-9000,29-9000,21-1000,Administrative and Support Services,Unclassified Industry,Hospitals,Educational Services,Ambulatory Health Care Services,441.7638888888889,0.010264982232341404,18.0,0.03924810315178513
Critical Thinking,0.0544034274535365,0.044429281277963195,-0.009974146175573302,-18.333672421818953,Medium,75624.28666522518,29-1000,15-1200,13-1000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Educational Services,929.875,0.00627082214544361,10.0,0.1837235367091369
Customer Service,0.1159818938020356,0.10158650353049864,-0.014395390271536954,-12.411756524779474,High,46959.829871999726,43-4000,41-2000,11-9000,41-1000,41-4000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Ambulatory Health Care Services,2956.0416666666665,0.02592617508343556,33.0,0.02571284700489816
Data Collection,0.0191745928774333,0.018189497719037797,-0.0009850951583955034,-5.137502343295477,High,74178.91499703177,11-9000,15-2000,29-1000,13-1000,15-1200,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,245.58333333333331,0.015729354016775575,10.0,0.23777711085553146
Data Entry,0.0175953146814732,0.01817950752206677,0.0005841928405935677,3.3201613677798405,High,40688.16089131773,43-4000,43-9000,43-3000,43-6000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,418.5,0.00576844710872784,31.0,0.11382514939376309
Decision Making,0.0489827338202655,0.04791944348762412,-0.0010632903326413812,-2.1707451783784855,Medium,72143.83615499122,11-9000,15-1200,29-1000,13-1000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,Insurance Carriers and Related Activities,1050.9444444444443,0.009786400872038897,28.0,0.059794308830770526
Detail Oriented,0.0447719369591526,0.052202097054030734,0.007430160094878131,16.59557436984911,High,50619.4088918623,13-1000,15-1200,99-9000,11-9000,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Educational Services,991.0694444444443,0.015858318181443648,10.0,0.08846497053010217
Dialysis,0.0172650111601407,0.016073152308995007,-0.0011918588511456926,-6.90331932073874,High,82422.61075268817,29-1000,31-1100,29-2000,11-9000,21-1000,Ambulatory Health Care Services,Unclassified Industry,Administrative and Support Services,Hospitals,Chemical Manufacturing,383.0833333333333,0.005220840692680536,30.0,0.08326323291226066
Direct Patient Care,0.0636359308478446,0.07605823590347961,0.012422305055635019,19.52089784831956,High,73954.46449231997,29-1000,29-2000,31-1100,11-9000,31-9000,Hospitals,Ambulatory Health Care Services,Unclassified Industry,Educational Services,Nursing and Residential Care Facilities,1201.4027777777778,0.03188130451327786,26.0,0.10247306141117804
Disabilities,0.008398370932306,0.00829221962235909,-0.00010615130994691066,-1.2639511972325321,Medium,49467.398302245056,29-1000,21-1000,11-9000,35-3000,25-2000,Unclassified Industry,Social Assistance,Educational Services,Ambulatory Health Care Services,Food Services and Drinking Places,230.75,0.0018835695705400888,30.0,0.021105097665037036
Discharge Planning,0.0535106826072712,0.06624824745726765,0.012737564849996448,23.803779412572148,High,80523.1466946975,29-1000,21-1000,11-9000,29-2000,31-2000,Ambulatory Health Care Services,Hospitals,Unclassified Industry,Nursing and Residential Care Facilities,Insurance Carriers and Related Activities,1272.986111111111,0.03460421868065818,30.0,0.047614123345091026
Disinfecting,0.015358358373366,0.010414202623617416,-0.004944155749748585,-32.19195456672368,High,36701.385149411406,37-2000,31-9000,29-2000,29-1000,31-1100,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Administrative and Support Services,Nursing and Residential Care Facilities,362.06944444444446,0.0043607718700736245,30.0,0.1161245489563057
Dressing Changes,0.0144729702931692,0.01674844108639679,0.0022754707932275877,15.722210072534596,High,90709.23385826772,29-1000,31-9000,29-2000,31-1100,99-9000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Nursing and Residential Care Facilities,Administrative and Support Services,266.0416666666667,0.008689458655203923,28.0,0.08455764351017847
Electrocardiography,0.0376781174461361,0.051793699828787836,0.014115582382651738,37.46360842691013,High,64226.30970790378,31-9000,29-2000,29-1000,31-1100,11-9000,Hospitals,Ambulatory Health Care Services,Unclassified Industry,Administrative and Support Services,Educational Services,738.8055555555555,0.03972433257439985,33.0,0.10931144199569866
Electronic Medical Record,0.0515904843171079,0.03517370144340173,-0.016416782873706175,-31.821338936843844,High,58542.62829941979,29-1000,29-2000,31-9000,11-9000,43-6000,Unclassified Industry,Hospitals,Ambulatory Health Care Services,Nursing and Residential Care Facilities,"Professional, Scientific, and Technical Services",1032.3472222222222,0.011091728675855027,30.0,0.04425180615594161
Emergency Departments,0.0340051817279345,0.034972889928701824,0.0009677082007673241,2.845766884910876,High,106825.81316021128,29-1000,29-2000,11-9000,21-1000,31-1100,Administrative and Support Services,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Educational Services,970.7222222222222,0.012634768396604663,29.0,0.03385599095303184
Emergency Medical Services,0.0076255887924103,0.010675174746510361,0.0030495859541000616,39.99148180053054,High,55162.06740775781,29-2000,31-1100,29-1000,33-9000,11-9000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Educational Services,Administrative and Support Services,281.8888888888889,0.0035029149888429804,12.0,0.05170538030016708
Empathy,0.0133967830943355,0.012776183542465055,-0.0006205995518704446,-4.632452040914583,Medium,55775.57045809787,43-4000,15-1200,29-1000,11-9000,29-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,Educational Services,300.8333333333333,0.0021701764577743664,30.0,0.07614193454912503
Energetic,0.0082903273313466,0.0079932155290104,-0.00029711180233620016,-3.5838368071763487,Low,50977.56174108655,41-4000,11-9000,41-2000,13-1000,35-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Administrative and Support Services,Ambulatory Health Care Services,227.97222222222223,0.0,5.0,0.18589345833818438
English Language,0.0475246635900646,0.03682449369555807,-0.010700169894506534,-22.514982929292078,High,44822.64599550315,53-7000,43-4000,99-9000,11-9000,25-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Nonstore Retailers,Health and Personal Care Stores,1228.861111111111,0.011146671431433273,30.0,0.06935396757962127
Epic EMR,0.0227919237777007,0.06571929190829058,0.04292736813058988,188.34464588982794,High,77644.69962873054,29-1000,29-2000,31-9000,11-9000,15-1200,Hospitals,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",557.7083333333334,0.05427878627480622,28.0,0.023497514038742156
Ethical Standards And Conduct,0.0747845419641148,0.08451758735617258,0.009733045392057785,13.01478238207057,High,66492.2792110169,29-1000,11-9000,29-2000,13-1000,99-9000,Unclassified Industry,Hospitals,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,1494.5972222222222,0.03095562685256081,32.0,0.04817911581351523
Filing,0.0196853426597252,0.015740431243638005,-0.003944911416087195,-20.039841237603657,High,45640.14605248339,43-6000,43-4000,43-3000,43-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,Educational Services,464.3611111111111,0.004877088156404228,34.0,0.05978463287178388
Fine Motor Skills,0.00979734273314,0.009517683265902776,-0.0002796594672372244,-2.8544420140704307,Medium,45751.06148642789,29-2000,29-1000,27-3000,49-3000,49-9000,Unclassified Industry,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Accommodation,Hospitals,227.625,0.0011566782841581434,30.0,0.06535389739346643
First Aid,0.0112023665917448,0.022279522781391708,0.011077156189646907,98.88228615737175,High,41502.93964324158,33-9000,29-1000,39-9000,29-2000,53-2000,Unclassified Industry,Apparel Manufacturing,Ambulatory Health Care Services,Social Assistance,Administrative and Support Services,241.02777777777777,0.012286454465717198,30.0,0.172037035954921
First Aid Certification,0.0126828187745388,0.010198425135995483,-0.002484393638543317,-19.58865519336146,High,39322.65153636173,25-2000,39-9000,11-9000,31-1100,33-9000,Social Assistance,Unclassified Industry,Educational Services,Nursing and Residential Care Facilities,Administrative and Support Services,364.22222222222223,0.01399707310543733,32.0,0.04418731144016551
Geriatrics,0.0321592499461028,0.03328610616484921,0.0011268562187464054,3.5039878748259263,High,80368.01483298295,29-1000,29-2000,31-9000,31-1100,11-9000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Nursing and Residential Care Facilities,Administrative and Support Services,615.3472222222222,0.019266973678669114,33.0,0.12502422167617336
Goal Setting,0.0099186018222678,0.008627451025840177,-0.001291150796427623,-13.017467779873163,Medium,68470.18670298377,11-9000,29-1000,11-2000,11-3000,25-2000,Unclassified Industry,Educational Services,Hospitals,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,205.09722222222223,0.0009997831414178089,30.0,0.12496841375210675
Good Driving Record,0.0156532188594539,0.011076408882732196,-0.004576809976721705,-29.238778412387045,Medium,49451.86983830141,53-3000,49-9000,41-4000,33-9000,99-9000,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,Rental and Leasing Services,Truck Transportation,304.72222222222223,0.0025982635919138447,30.0,0.26872993772982323
Governance,0.0247736895636669,0.02020503626937878,-0.0045686532942881206,-18.44155382082655,High,121981.87208845207,15-1200,11-9000,29-1000,13-1000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Hospitals,335.93055555555554,0.02989721923729259,21.0,0.11008326161834582
