,July 2023 actual,July 2025 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Agile Methodology,0.0128447478077915,0.013642235880290005,0.0007974880724985044,6.208670535475642,High,123055.6218907086,15-1200,13-1000,11-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,423.43055555555554,0.004568169027920123,22.0,0.04527272071940417
Analytical Skills,0.0563950682766947,0.06092955061777295,0.004534482341078248,8.040565389211748,Low,78324.69305136871,15-1200,13-1000,13-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1811.8333333333333,0.00585877358432836,22.0,0.15634912893206113
Analytics,0.0123991688829697,0.012797524370916425,0.00039835548794672597,3.212759594668225,High,84844.71218663787,15-1200,13-1000,11-2000,11-9000,15-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Credit Intermediation and Related Activities,489.18055555555554,0.010180991025889926,32.0,0.10182343014115545
Arithmetic,0.0094429473381362,0.008002323274063514,-0.0014406240640726861,-15.25608491169484,High,39379.29127814779,53-7000,41-2000,43-4000,51-9000,35-3000,Unclassified Industry,General Merchandise Stores,Food and Beverage Stores,Motor Vehicle and Parts Dealers,Accommodation,333.4166666666667,0.0022137184572320616,32.0,0.0690531341488912
Asset Protection,0.0186331317383222,0.032973326631716225,0.014340194893394026,76.96073368010907,High,43084.68733766234,43-4000,99-9000,29-2000,41-2000,33-9000,Health and Personal Care Stores,General Merchandise Stores,Clothing and Clothing Accessories Stores,Building Material and Garden Equipment and Supplies Dealers,Unclassified Industry,348.3333333333333,0.030309637644331106,26.0,0.10575027748858778
Auditing,0.1268010503876292,0.15363636361320224,0.026835313225573032,21.163320921662574,High,68859.41998154458,13-2000,11-3000,15-1200,11-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,3397.583333333333,0.04676259348424476,24.0,0.06631984322454947
Automation,0.0256709574994534,0.033614912291161765,0.007943954791708365,30.94529992454513,Medium,97449.89165281013,15-1200,17-2000,13-1000,13-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,708.4166666666666,0.005252548895615874,22.0,0.041181765171511425
Balance Sheet,0.0196850704084288,0.031050701656767175,0.011365631248338375,57.73731570435131,High,77046.14111812443,13-2000,11-3000,43-3000,99-9000,41-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Real Estate,627.2083333333334,0.014716306975281073,20.0,0.08331910020639376
Balancing (Ledger/Billing),0.0181301291069095,0.016421290134691593,-0.0017088389722179076,-9.425409836528186,Medium,53812.09953823954,41-2000,11-9000,15-1200,43-4000,43-3000,Unclassified Industry,Credit Intermediation and Related Activities,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Administrative and Support Services,528.1666666666666,0.003005301164011869,33.0,0.07074438694441958
Bank Reconciliations,0.0106294850520189,0.00864694255892941,-0.0019825424930894914,-18.65135030894972,Medium,59848.93873159683,13-2000,43-3000,11-3000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Social Assistance,359.5416666666667,0.0012829456811076694,15.0,0.09974114743851803
Bilingual (Spanish/English),0.0152462584209219,0.013296473233879657,-0.0019497851870422436,-12.788614315802377,High,46120.966544895215,43-4000,11-9000,21-1000,13-1000,29-1000,Unclassified Industry,Educational Services,Administrative and Support Services,Ambulatory Health Care Services,Social Assistance,575.3055555555555,0.0043246485927983256,26.0,0.05147135231303565
Billing,0.0695656847975547,0.05737200171875359,-0.012193683078801115,-17.52830165373393,Low,54507.03624051789,43-3000,29-2000,43-4000,11-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Administrative and Support Services,Hospitals,2348.708333333333,0.004975096176992308,10.0,0.11096430892241152
Booking (Sales),0.0088521244477779,0.010820447042023309,0.0019683225942454096,22.23559560032515,High,50094.73595063025,43-4000,43-6000,13-1000,41-4000,41-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Accommodation,Personal and Laundry Services,284.80555555555554,0.0033130328662020246,31.0,0.16422033050534424
Bookkeeping,0.0254762572373431,0.02371251119131961,-0.0017637460460234872,-6.923097178647531,High,47492.28042959427,43-3000,41-1000,13-2000,43-6000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Health and Personal Care Stores,Educational Services,936.3194444444443,0.006206245001550393,33.0,0.06958653483606245
Brand Awareness,0.0092758993799925,0.009422741480106784,0.00014684210011428438,1.5830497302613378,Medium,46963.31484069312,11-2000,41-9000,13-1000,41-2000,41-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Health and Personal Care Stores,General Merchandise Stores,301.4861111111111,0.0010057776394804823,29.0,0.1807441192219883
Branding,0.0059024189234622,0.00627036917462349,0.0003679502511612894,6.233889121266568,Medium,70515.72433035714,11-2000,13-1000,27-1000,15-1200,27-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,224.66666666666663,0.0012622842913738842,26.0,0.07027320479294723
Budgeting,0.050649060526725,0.03360919327036992,-0.017039867256355076,-33.64300754870662,High,87317.76058579037,11-9000,13-2000,11-3000,13-1000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,1430.3472222222222,0.008416833541491161,21.0,0.2062870799309514
Business Acumen,0.0276276808597251,0.02984648567611507,0.002218804816389971,8.031093263511979,Low,94224.91604404247,11-2000,15-1200,13-1000,41-4000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,920.7777777777778,0.002229102830508443,22.0,0.13531446099570202
Business Administration,0.0346679302115351,0.04640412036390776,0.011736190152372657,33.85316077643326,High,75759.46141526781,13-1000,11-9000,11-3000,13-2000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,861.9305555555555,0.027405105012853353,21.0,0.1755738201365968
Business Development,0.0741406150057361,0.0697298928109091,-0.004410722194826994,-5.9491308434462615,Low,88628.38114107572,11-2000,41-4000,11-9000,13-1000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,2619.972222222222,0.006753959511457484,32.0,0.06444236644589678
Business Intelligence,0.0098002773896303,0.008918437045277639,-0.000881840344352661,-8.998116168484565,Low,101503.75788804072,15-1200,15-2000,13-1000,13-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,303.80555555555554,0.0004301219549942805,30.0,0.18082345862436233
Business Marketing,0.0115347549343787,0.010908036467355022,-0.0006267184670236785,-5.433305437255356,Medium,82438.35602757068,11-2000,13-1000,41-4000,15-1200,11-9000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Durable Goods",Electronics and Appliance Stores,374.75,0.0011910385995936787,34.0,0.07770702140574043
Business Metrics,0.0142166717508668,0.011698474112736728,-0.002518197638130071,-17.71298994771076,Low,81185.45036739222,11-9000,13-1000,15-1200,11-3000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,388.06944444444446,0.001050139251450884,18.0,0.2675827317924629
Business Objectives,0.0222418955078999,0.06725058619865089,0.04500869069075099,202.3599592703992,High,106526.57218792869,15-1200,13-1000,11-2000,11-3000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,590.8611111111111,0.06716935346877863,26.0,0.07612790301345618
Business Operations,0.0125130828631684,0.014106688864539198,0.0015936060013707985,12.735518647139257,Medium,83447.8019575177,15-1200,13-1000,11-9000,13-2000,11-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,381.18055555555554,0.0014179813406777226,22.0,0.04933654352299183
Business Planning,0.0188982698993016,0.019267521169415883,0.00036925127011428263,1.9538892823619192,High,101229.85339265852,11-2000,41-4000,11-9000,11-3000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Administrative and Support Services,Credit Intermediation and Related Activities,613.3333333333334,0.005008982798259477,32.0,0.1837310575930212
Business Process,0.019122054812861,0.021325724389575702,0.002203669576714702,11.524229996624479,Medium,105421.22171473314,15-1200,13-1000,11-9000,11-3000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,603.0416666666666,0.0032924659351369788,30.0,0.12507823864309786
Business Requirements,0.0084025109497086,0.010505760803123565,0.002103249853414965,25.031206338242335,High,107041.26693957351,15-1200,13-1000,15-2000,11-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,302.72222222222223,0.0037173786020310404,30.0,0.08233521996466325
Business Strategies,0.0231206497053526,0.0477925861491936,0.024671936443841,106.70952917957695,High,116102.26950730788,15-1200,11-2000,13-1000,11-3000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Insurance Carriers and Related Activities,668.1111111111111,0.046320665801665606,22.0,0.2322418340563214
Business To Business,0.0414333027980585,0.043183276620840635,0.001749973822782136,4.223592387291261,Medium,80081.18811129336,41-4000,11-2000,13-1000,15-1200,41-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Publishing Industries (except Internet),1531.5833333333333,0.007618603095121969,33.0,0.04784550860616123
Calculations,0.0106321791677225,0.009957174596382434,-0.0006750045713400654,-6.348694474499314,Low,61761.734969527264,13-2000,11-3000,13-1000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Real Estate,Motor Vehicle and Parts Dealers,306.1666666666667,0.0009722296340704701,22.0,0.2519354413261683
Calculators,0.0075163291380768,0.011097128314175014,0.0035807991760982132,47.64026575098107,High,43198.96333644206,41-2000,43-4000,53-7000,11-9000,43-3000,Unclassified Industry,General Merchandise Stores,"Merchant Wholesalers, Durable Goods",Food Services and Drinking Places,"Professional, Scientific, and Technical Services",245.54166666666663,0.012255430809893584,30.0,0.0801458528679839
Call Center Experience,0.0341217977194325,0.04067354951015513,0.006551751790722628,19.201074470327157,High,45444.32050819317,43-4000,15-1200,99-9000,29-2000,13-1000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Ambulatory Health Care Services,1309.2222222222222,0.019153207904376836,32.0,0.06442919796020524
Cash Handling,0.0182411212577018,0.016755875510453894,-0.0014852457472479055,-8.142294140064456,Medium,32846.50824359295,41-2000,35-3000,41-1000,43-4000,35-1000,Food Services and Drinking Places,Unclassified Industry,General Merchandise Stores,Credit Intermediation and Related Activities,Health and Personal Care Stores,552.3888888888889,0.002264441211865514,34.0,0.07251689487185652
Cash Management,0.0070229556171938,0.0074149279834711465,0.0003919723662773461,5.581302056326658,High,68009.41840950168,13-2000,11-3000,11-9000,43-3000,41-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Food Services and Drinking Places,Administrative and Support Services,213.73611111111111,0.0026040819060885114,30.0,0.11301159300073325
Cash Receipts,0.007817235606616,0.008714040273677594,0.0008968046670615945,11.472145809480239,High,48249.85196215838,43-3000,13-2000,35-3000,11-3000,41-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,Ambulatory Health Care Services,224.27777777777777,0.004747777165552803,22.0,0.1872512135135764
Cash Register,0.0279319143815945,0.025631261012995094,-0.0023006533685994077,-8.236647646734173,Medium,31907.128007850835,41-2000,41-1000,43-4000,35-3000,29-2000,General Merchandise Stores,Health and Personal Care Stores,Unclassified Industry,Food Services and Drinking Places,Food and Beverage Stores,767.5416666666666,0.0060630620774707955,18.0,0.08476975071370499
Cashiering,0.0111656188560318,0.008337624744180004,-0.0028279941118517955,-25.327696998398615,Medium,30701.09200446856,41-2000,43-4000,35-3000,11-1000,41-1000,General Merchandise Stores,Unclassified Industry,Food and Beverage Stores,Clothing and Clothing Accessories Stores,Health and Personal Care Stores,269.90277777777777,0.0010191567457654928,10.0,0.15326628736467685
Certified Internal Auditor,0.0151265019981146,0.008167000469765616,-0.006959501528348984,-46.008664324484485,Medium,97901.95070422535,13-2000,15-1200,11-3000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,247.08333333333331,0.001330148539952645,10.0,0.4663084073293706
Certified Public Accountant,0.0277649996108744,0.02317192051383203,-0.004593079097042371,-16.542694620616714,High,105041.4,13-2000,11-3000,11-9000,15-1200,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",584.0972222222222,0.013406668032750488,17.0,0.16689806810442162
Change Management,0.0116619826667807,0.011292028502185613,-0.0003699541645950863,-3.17230933337695,Medium,116318.36961501188,15-1200,13-1000,11-9000,11-3000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,334.7638888888889,0.0018967701139258808,27.0,0.04858682178229141
Cleanliness,0.0168650935439145,0.015942997160380255,-0.0009220963835342467,-5.467484548088797,High,36533.524088390455,35-3000,41-2000,11-9000,37-2000,35-9000,Unclassified Industry,Food Services and Drinking Places,Food and Beverage Stores,Accommodation,Administrative and Support Services,527.9861111111111,0.0047002772245490635,26.0,0.05963244744318993
Clerical Works,0.0433691967493897,0.04619415231026258,0.00282495556087288,6.513737335733877,Medium,42967.92940552017,43-6000,43-4000,29-2000,43-9000,31-9000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Educational Services,Administrative and Support Services,1260.8333333333333,0.00789708677438365,26.0,0.06101906749561765
Client Services,0.0151503302882686,0.01390686118948517,-0.0012434690987834299,-8.207537889429968,Medium,64508.2159315339,43-4000,41-4000,15-1200,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Insurance Carriers and Related Activities,514.4444444444445,0.0018028587271132625,10.0,0.1387962039264273
Closing (Sales),0.0076973255426565,0.009240192046014955,0.0015428665033584551,20.04418930716007,High,74707.8737699877,41-4000,11-2000,41-3000,41-2000,41-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Telecommunications,Real Estate,282.02777777777777,0.004035702676238257,22.0,0.10868228724488473
Coaching,0.0743317636767747,0.06920550243352996,-0.005126261243244737,-6.896461202691011,Low,70655.96701646132,11-9000,41-1000,11-3000,15-1200,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Administrative and Support Services,Educational Services,2006.5416666666667,0.0056580904066801845,18.0,0.2003853871776856
Cold Calling,0.0284938681210093,0.023831386379771335,-0.004662481741237963,-16.363105638859153,High,74459.61140323091,41-4000,41-3000,11-2000,13-1000,41-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,"Merchant Wholesalers, Durable Goods",1143.2083333333333,0.009561527103643042,22.0,0.08048253980623589
Collaboration,0.0207187636446997,0.022512985479058886,0.0017942218343591845,8.659888520028485,Medium,88737.20446735395,15-1200,11-9000,13-1000,11-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,557.7777777777778,0.004487242256678717,33.0,0.08189573208392342
Collections,0.0432340803883221,0.043638272568810026,0.0004041921804879278,0.9348925127064889,Medium,54431.78241956343,43-3000,29-2000,11-9000,13-2000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Hospitals,1437.5555555555557,0.005416787406027111,29.0,0.13630982042059267
Communications,0.4625838711751089,0.4679687024771312,0.005384831302022275,1.1640767518208333,Medium,59723.06652249859,15-1200,11-9000,13-1000,99-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Ambulatory Health Care Services,15281.513888888889,0.04707812871140675,33.0,0.05502265767519474
Complex Sales,0.0075659713579124,0.006131942942090158,-0.0014340284158222416,-18.953659060875935,High,140419.04602272727,41-4000,11-2000,15-1200,41-3000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Publishing Industries (except Internet),Computer and Electronic Product Manufacturing,Administrative and Support Services,227.30555555555557,0.0019190927810861993,27.0,0.25078414107570857
Composure,0.0077301887678968,0.006482281080369295,-0.001247907687527505,-16.143301606165444,Medium,48365.81981699674,41-2000,43-4000,11-9000,35-3000,29-1000,Unclassified Industry,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,218.02777777777777,0.0008601472717595863,10.0,0.10716692756780725
Computer Literacy,0.089953122658602,0.08635140349179468,-0.003601719166807321,-4.003995703936685,Medium,48057.5076519774,11-9000,43-4000,29-1000,29-2000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Hospitals,Ambulatory Health Care Services,3057.7638888888887,0.00887727264753959,30.0,0.0749782061050868
Computer Science,0.0110256407535374,0.01014291439386866,-0.0008827263596687413,-8.006122994579998,Medium,113691.46828580122,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,356.77777777777777,0.0013948704946346575,22.0,0.08765971560847509
Conflict Resolution,0.0066214227987653,0.005957473539732227,-0.0006639492590330724,-10.027289892391094,Medium,65193.39620734752,11-9000,15-1200,13-1000,29-1000,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Hospitals,Administrative and Support Services,Educational Services,205.31944444444449,0.0009602166759598123,30.0,0.11759916431435669
Construction,0.0089550109253331,0.010360209228613342,0.0014051983032802428,15.69175420328115,High,72331.23044121794,11-9000,13-1000,17-2000,47-2000,49-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Construction of Buildings,Specialty Trade Contractors,240.16666666666663,0.0039013507628200346,18.0,0.2396875753046938
Consultative Selling,0.0200334824470678,0.019979303735795057,-5.417871127274404e-05,-0.27044080536618786,Medium,89130.36509146342,41-4000,11-2000,41-3000,41-2000,41-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Credit Intermediation and Related Activities,Administrative and Support Services,Publishing Industries (except Internet),694.0,0.004572377306005625,18.0,0.14740375064181896
Consulting,0.0389809666424825,0.037934461920507166,-0.0010465047219753304,-2.6846556463656848,Medium,105674.68112528331,15-1200,13-1000,11-9000,11-3000,13-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1217.5694444444443,0.00450026704776253,32.0,0.1213857052863915
Content Creation,0.0067027717909321,0.006555604183609769,-0.00014716760732233058,-2.1956231229806673,Medium,71620.07547582586,13-1000,11-2000,27-3000,99-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Publishing Industries (except Internet),230.61111111111111,0.0008870912013371427,10.0,0.21206990974031725
Continuous Improvement Process,0.0135657454982798,0.020727189295185574,0.007161443796905774,52.790639466248855,High,90219.22164607236,11-3000,15-1200,11-9000,17-2000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Chemical Manufacturing,Computer and Electronic Product Manufacturing,294.5138888888889,0.00970925158675151,22.0,0.09212603067803239
Cooperation,0.0083514440281862,0.00907541505779205,0.0007239710296058511,8.668812568969418,High,61837.19160653247,11-9000,29-1000,15-1200,41-2000,29-2000,Unclassified Industry,Ambulatory Health Care Services,Educational Services,"Professional, Scientific, and Technical Services",Hospitals,288.6388888888889,0.002305840606033019,32.0,0.1314431639539812
Coordinating,0.0770408175824521,0.090034466908551,0.012993649326098908,16.86592865164313,Medium,70309.27493652521,11-9000,13-1000,29-1000,15-1200,11-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Hospitals,2267.5416666666665,0.015550888603356435,30.0,0.0793527852700559
