,Skill: PTC Windchill,Skill: Strong Academic Record,Skill: Valves (Piping),Skill: Solid-State Drives,Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Risk Awareness,Skill: Orthopedics,Skill: Hydraulics,Skill: Financial Sales,Skill: Raiser's Edge NXT,Skill: Inventory Forecasting,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Information Systems,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: First Article Inspections,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Strategic Sourcing,Skill: Account Management,Skill: Team Effectiveness,Skill: Risk Mitigation,Skill: Articulate Storyline,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Security Testing
2023-01-01,0.000693210942536394,0.00039066490468649687,0.000738834479717339,0.0004092031969662251,0.002659700606058357,0.00011934632707555111,0.0297421435662808,0.0014958903471818641,6.356386003492398e-05,0.001226812119688267,5.995562890014594e-05,0.00019360945926796382,0.00014875646027646044,9.839079880413747e-05,0.0004760226905062506,0.07385466244021549,0.007936756457683748,1.565145968922758e-05,0.00027327196004429136,0.0002337174595228776,9.021353459152305e-05,5.3698884649383635e-05,0.0001267364987663223,0.0009889559432555274,0.0002765285793770225,0.0002809869502383144,0.0017529784324949874,0.01697081648533416,0.0011475150868433806,0.018644778053066968,0.00016844594205765474,0.008725245109612275,0.002249350293037512,0.005464639582982716
2023-02-01,0.0006805453904785771,0.00039066490468649617,0.0007388344797173052,0.00040920319696600337,0.0026597006060577995,0.00011934726346438627,0.03005902156676843,0.0014958903471886,6.356386003492398e-05,0.0012268121196848606,6.024361804775241e-05,0.00019313405009465908,0.0001487564602764644,9.839079880412926e-05,0.00047602269050618255,0.07387221687013319,0.00793675645770166,1.565145968922758e-05,0.00027327196004366306,0.0002337174595227645,9.021353459175637e-05,5.369888464939012e-05,0.00012673666928141592,0.0009889559432552984,0.00027652857937713585,0.000280986950238333,0.0017529784324951862,0.01708876730046649,0.0011475150868408529,0.01877586423298805,0.000168445942057634,0.00872524510961154,0.0022493502930320017,0.005464639582981767
2023-03-01,0.0006692586612849088,0.00039066490468649606,0.0007388344797172771,0.00040920319696583635,0.0026597006060573914,0.00011934676634574845,0.03033810381011781,0.0014958903471946905,6.356386003492398e-05,0.0012268121196837387,6.215057403591e-05,0.0001926563019101764,0.00014875646027646695,9.839079880412363e-05,0.00047602269050611376,0.0738969670424319,0.00793675645771548,1.565145968922758e-05,0.0002732719600431537,0.00023371745952267364,9.021353459196747e-05,5.3698884649390235e-05,0.00012673693056775497,0.0009889559432551163,0.00027652857937723684,0.0002809869502383499,0.0017529784324953085,0.01720630913380128,0.0011475150868393614,0.018884514733209734,0.000168445942057617,0.008725245109611073,0.0022493502930284125,0.0054646395829810995
2023-04-01,0.0006607760325512399,0.00039066490468649606,0.0007388344797172542,0.0004092031969657159,0.002659700606057108,0.00011934664800003944,0.030674450628083605,0.0014958903472001902,6.356386003492398e-05,0.0012268121196837008,6.424146780814679e-05,0.0001918691002161069,0.00014875646027646847,9.839079880412002e-05,0.00047602269050604903,0.07390417847091263,0.007936756457725732,1.565145968922758e-05,0.00027327196004276084,0.000233717459522599,9.021353459214853e-05,5.3698884649385213e-05,0.00012673736148057491,0.0009889559432549777,0.0002765285793773247,0.00028098695023836466,0.0017529784324953755,0.017325713897583306,0.0011475150868385969,0.019006707339588758,0.00016844594205760348,0.008725245109610799,0.002249350293026286,0.0054646395829807525
2023-05-01,0.0006556805222488685,0.0003906649046864961,0.0007388344797172358,0.0004092031969656339,0.002659700606056924,0.00011934650545599115,0.031082360516041074,0.0014958903472050541,6.356386003492398e-05,0.001226812119683982,6.382822108787693e-05,0.0001903721376396283,0.00014875646027646925,9.839079880411785e-05,0.0004760226905059908,0.07389713070548083,0.007936756457732983,1.565145968922758e-05,0.0002732719600424723,0.00023371745952253915,9.021353459229406e-05,5.3698884649376906e-05,0.0001267375941019213,0.0009889559432548806,0.0002765285793773982,0.00028098695023837675,0.0017529784324954057,0.017446773539797178,0.0011475150868382876,0.0191440800787821,0.0001684459420575934,0.008725245109610664,0.002249350293025186,0.005464639582980672
2023-06-01,0.0006530111631069372,0.00039066490468649617,0.0007388344797172224,0.0004092031969655828,0.0026597006060568155,0.00011934649552044032,0.03149237915403891,0.0014958903472091236,6.356386003492398e-05,0.0012268121196842082,6.127617976272773e-05,0.00018819200399565423,0.00014875646027646963,9.83907988041167e-05,0.00047602269050594397,0.07389240765403601,0.007936756457737768,1.565145968922758e-05,0.0002732719600422743,0.00023371745952249494,9.021353459240006e-05,5.3698884649367656e-05,0.00012673771902174723,0.0009889559432548207,0.00027652857937745444,0.00028098695023838586,0.0017529784324954152,0.01756765827410245,0.001147515086838211,0.01927664300640819,0.00016844594205758657,0.008725245109610617,0.0022493502930247167,0.005464639582980755
2023-07-01,0.000650968297565404,0.0003906649046864962,0.0007388344797172136,0.0004092031969655553,0.0026597006060567604,0.0001193464956404933,0.03185295350480999,0.0014958903472121843,6.356386003492398e-05,0.0012268121196842808,5.9256531099141794e-05,0.00018575622456893065,0.0001487564602764698,9.839079880411615e-05,0.0004760226905059143,0.07390253060024099,0.00793675645774062,1.565145968922758e-05,0.00027327196004215776,0.00023371745952246794,9.021353459246548e-05,5.369888464936051e-05,0.00012673771902788465,0.0009889559432547908,0.0002765285793774908,0.00028098695023839166,0.0017529784324954176,0.017687079044747867,0.001147515086838198,0.019397365458614146,0.00016844594205758242,0.008725245109610603,0.002249350293024549,0.005464639582980894
2023-08-01,0.0006481106379734495,0.0003906649046864962,0.0007388344797172068,0.00040920319696553987,0.002659700606056732,0.0001193464957179837,0.032178931344962525,0.0014958903472143592,6.356386003492398e-05,0.0012268121196842888,5.885513394432251e-05,0.00018351663994729779,0.00014875646027646985,9.839079880411592e-05,0.00047602269050589133,0.07391369146129426,0.007936756457742472,1.565145968922758e-05,0.0002732719600420914,0.0002337174595224487,9.021353459250702e-05,5.369888464935335e-05,0.00012673771903321386,0.0009889559432547756,0.0002765285793775195,0.0002809869502383954,0.0017529784324954176,0.01780620761198759,0.0011475150868382035,0.019520309783446876,0.00016844594205758003,0.008725245109610601,0.002249350293024501,0.005464639582981028
2023-09-01,0.0006438337351176302,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649575099789,0.03250971924643231,0.0014958903472154755,6.356386003492398e-05,0.0012268121196842723,5.8078785740846724e-05,0.0001818040938825302,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.0739101545876088,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771903772894,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.017926641190623815,0.0011475150868382033,0.019651357222650656,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2023-10-01,0.0006387707208557383,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649574170396,0.03286742498532691,0.0014958903472154755,6.356386003492398e-05,0.0012268121196842723,5.491126822346027e-05,0.00018095579894470407,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07390695767815407,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771904142262,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.01804712618411064,0.0011475150868382033,0.019782589721148547,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2023-11-01,0.0006343465094951681,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.000119346495747116,0.0332480591208113,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,5.0521777329383356e-05,0.00017974192318750363,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.0739076217731605,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771904481702,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.018166535689865038,0.0011475150868382033,0.019906483916062534,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2023-12-01,0.0006318176544685192,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649572222994,0.03362947358260637,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,4.750906349757553e-05,0.00017832558704413762,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07391657208791788,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771904762423,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.01828641152238286,0.0011475150868382033,0.020030869777750038,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-01-01,0.0006316670549457745,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649571345309,0.033988223945163654,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,4.608234869716264e-05,0.00017676340436521964,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07391791440363296,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771904966506,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.018406524243415268,0.0011475150868382033,0.020160945298819843,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-02-01,0.0006333043490389258,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570852008,0.03432686340434854,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,4.396763307514876e-05,0.00017512700350060236,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07391529189404633,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771905057706,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.018526388209122224,0.0011475150868382033,0.020289182643160597,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-03-01,0.0006353913402533088,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570820439,0.03467061878662392,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,3.9881808365077485e-05,0.00017352787890584725,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07391570340197917,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508902,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.01864626822621851,0.0011475150868382033,0.02041486096784606,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-04-01,0.0006366261463626508,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570821049,0.035034277769002475,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,3.560931251358159e-05,0.00017205286380727664,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07391931890697437,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771905089028,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.01876614755120576,0.0011475150868382033,0.020541386005667572,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-05-01,0.0006363744121626558,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570821268,0.03540757799298788,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,3.33324930696757e-05,0.00017071460226999785,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07392266913468906,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771905089037,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.01888601204460305,0.0011475150868382033,0.020669256502202416,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-06-01,0.0006349535319016895,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570821237,0.035773543560999155,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,3.2442450754189276e-05,0.00016946678627920923,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07392288517635212,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771905089042,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.019005903379996303,0.0011475150868382033,0.02079694055638237,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-07-01,0.0006333929528631511,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570821098,0.036127690488455766,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,3.061765204090221e-05,0.00016823282085593779,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07392221925055077,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771905089045,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.019125769107171342,0.0011475150868382033,0.02092369100217173,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-08-01,0.0006327884749404203,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570820989,0.03647707888078644,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.7357653797856663e-05,0.00016690724914082005,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07392439164084129,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.00012673771905089047,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.019245594181452885,0.0011475150868382033,0.02105040892799437,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-09-01,0.0006336977251565931,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570820863,0.03683065644206929,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.477852059170596e-05,0.00016556889544701374,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07392702012238044,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508905,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.01936543595382134,0.0011475150868382033,0.021177742832267477,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-10-01,0.0006358525388529053,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570820817,0.03719213576801117,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.443312941917323e-05,0.00016425214632721536,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.0739287620216963,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508905,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.019485282105703883,0.0011475150868382033,0.0213052422182054,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-11-01,0.0006383304273582013,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.00011934649570820801,0.03755766249769854,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.500821743433484e-05,0.00016297675483288338,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.0739287280999244,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508905,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.019605093794179185,0.0011475150868382033,0.021432192335362643,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2024-12-01,0.000640091070434121,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.000119346495708208,0.037919337169873835,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.4392357867121732e-05,0.00016175047495586975,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07392985316781667,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508905,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.019724902779935105,0.0011475150868382033,0.021559019325636974,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2025-01-01,0.0006405342596558248,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.000119346495708208,0.038274157738903636,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.2824018515799452e-05,0.00016056554666603548,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07393208540869708,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508905,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.019844709546056993,0.0011475150868382033,0.021686302104721555,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2025-02-01,0.0006397910079314932,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.000119346495708208,0.03862707399724785,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.2494607593039048e-05,0.00015940472264797207,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07393381829738378,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508905,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.01996450097960767,0.0011475150868382033,0.02181354259584456,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2025-03-01,0.000638608743992552,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.000119346495708208,0.03898396709251006,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.420917811815795e-05,0.00015825292388088407,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07393477866479599,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508905,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.02008428461301026,0.0011475150868382033,0.021940530987598184,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
2025-04-01,0.0006379030433269654,0.00039066490468649617,0.0007388344797172029,0.0004092031969655334,0.002659700606056721,0.000119346495708208,0.039345040413911736,0.0014958903472154757,6.356386003492398e-05,0.0012268121196842723,2.6164032234359532e-05,0.0001571040490930393,0.00014875646027646985,9.839079880411584e-05,0.00047602269050587767,0.07393569195716607,0.007936756457743407,1.565145968922758e-05,0.0002732719600420627,0.00023371745952243794,9.02135345925267e-05,5.369888464934852e-05,0.0001267377190508905,0.0009889559432547704,0.00027652857937753613,0.0002809869502383971,0.0017529784324954176,0.02020405953291693,0.0011475150868382033,0.02206754669993094,0.00016844594205757908,0.008725245109610601,0.002249350293024494,0.0054646395829811125
