,Skill: PTC Windchill,Skill: Strong Academic Record,Skill: Valves (Piping),Skill: Solid-State Drives,Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Risk Awareness,Skill: Orthopedics,Skill: Hydraulics,Skill: Financial Sales,Skill: Raiser's Edge NXT,Skill: Inventory Forecasting,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Information Systems,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: First Article Inspections,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Strategic Sourcing,Skill: Account Management,Skill: Team Effectiveness,Skill: Tire Balancing And Rotation,Skill: Risk Mitigation,Skill: Articulate Storyline,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Security Testing,Skill: Daily Production Reports,Skill: Technical Sales,Skill: Relational Databases,Skill: Instructional Strategies
2023-01-01,0.00012400800495730542,3.454960874747593e-05,0.021496298547067475,0.0001360435881330687,0.00014374981106472307,8.065015173100361e-05,0.0008728851364285493,8.449990958226096e-05,0.00020941325957726735,0.061103027958749806,1.5781903496167425e-06,6.846151137690525e-06,8.495931358087178e-05,9.044839907715451e-05,1.6248449838222242e-05,0.005472350589592938,0.00030489910747723476,5.838456937064921e-06,3.8246179391490404e-05,0.004799785310707864,0.0031028178978192815,0.0011957227595012052,0.005258044433181073,0.0007350982092128284,0.0003717254261254273,8.438154896006129e-05,0.0008020430862878573,0.0017890174733505406,0.0007923362495995417,0.0002893744397018706,0.0019738767969323316,2.027073260577591e-05,0.00025302894141025897,0.00050794382409074,0.00013030646687317273,0.0025513982321562455,0.000576503340870592,0.000756905892638775,9.326243994365963e-05
2023-02-01,0.00012028458141578836,3.454960874739699e-05,0.02149629854718431,0.0001688569283328937,0.00014374981134860558,8.065015173100036e-05,0.0008728851364243488,8.44999095822635e-05,0.00020941325957726806,0.06056956554761247,1.741761837994019e-06,6.846151137690525e-06,8.319432650813214e-05,9.27510429009637e-05,1.624844983822224e-05,0.005504729136421994,0.0003048991074770579,5.838456937064921e-06,3.7851849036168994e-05,0.004799785310706318,0.0031028178978187307,0.0011957227595015406,0.005258044433246539,0.0007350982092119831,0.0003717254261251551,8.438154896006148e-05,0.0008020430862878561,0.0017890174733502578,0.0007923362495994294,0.0002893744397018704,0.0019738767969325107,2.0270732605775893e-05,0.00025302894141041493,0.0005079438240908103,0.00013030646687325507,0.0025513982321564116,0.0006019751890279042,0.0007569058926389102,9.326243994365982e-05
2023-03-01,0.00012545359016803058,3.454960874733018e-05,0.021496298547248067,0.00019149008284186908,0.0001437498120032582,8.065015173099816e-05,0.0008728851364210218,8.449990958226513e-05,0.00020941325957726846,0.05976413039262904,1.9049027897570552e-06,6.846151137690525e-06,8.188058367223462e-05,9.433032787850305e-05,1.6248449838222235e-05,0.005528527393355268,0.0003048991074769013,5.838456937064921e-06,3.7459576947335144e-05,0.004799785310710163,0.0031028178978184744,0.0011957227595017581,0.005258044433294278,0.0007350982092112287,0.00037172542612487193,8.438154896006162e-05,0.0008020430862878556,0.0017890174733500577,0.000792336249599358,0.0002893744397018703,0.0019738767969325974,2.027073260577588e-05,0.00025302894141052005,0.000507943824090878,0.0001303064668730788,0.0025513982321563977,0.0006187773298313742,0.0007569058926389968,9.326243994365977e-05
2023-04-01,0.00013463860865792974,3.454960874727588e-05,0.021496298547269303,0.0001863888552965572,0.0001437498127392031,8.065015173099675e-05,0.0008728851364184908,8.449990958226605e-05,0.00020941325957726865,0.05881587277973043,2.0679388079924448e-06,6.846151137690525e-06,8.056316902019093e-05,9.566831910782829e-05,1.6248449838222235e-05,0.005547643929224249,0.000304899107476769,5.838456937064921e-06,3.904367799139722e-05,0.004799785310716199,0.003102817897818401,0.0011957227595018884,0.005258044433327156,0.0007350982092106029,0.00037172542612459773,8.438154896006171e-05,0.0008020430862878556,0.001789017473349925,0.0007923362495993175,0.00028937443970187025,0.0019738767969326187,2.027073260577587e-05,0.0002530289414105862,0.0005079438240909308,0.0001303064668726695,0.0025513982321562962,0.0006303190107169019,0.0007569058926390485,9.326243994365962e-05
2023-05-01,0.00013983560629812403,3.4549608747234706e-05,0.02149629854726689,0.00015645341693366725,0.0001437498132833504,8.065015173099593e-05,0.0008728851364166579,8.449990958226649e-05,0.00020941325957726865,0.05784903631765086,2.2309868009099987e-06,6.846151137690525e-06,7.904001008107535e-05,9.556577564132917e-05,1.624844983822223e-05,0.005565002290998713,0.00030489910747666295,5.838456937064921e-06,3.9722733499789644e-05,0.004799785310721874,0.003102817897818419,0.0011957227595019593,0.005258044433348108,0.0007350982092101249,0.00037172542612435157,8.438154896006179e-05,0.0008020430862878558,0.0017890174733498443,0.0007923362495992983,0.00028937443970187025,0.001973876796932605,2.0270732605775863e-05,0.0002530289414106242,0.000507943824090963,0.000130306466872102,0.0025513982321561817,0.0006408957657756886,0.0007569058926390767,9.326243994365952e-05
2023-06-01,0.00013623778779605673,3.454960874720621e-05,0.021496298547254815,0.00012101021529801223,0.0001437498135022237,8.065015173099548e-05,0.0008728851364154282,8.449990958226663e-05,0.0002094132595772686,0.05688128979175651,2.393455657391371e-06,6.846151137690525e-06,7.723559211794998e-05,9.518401936307933e-05,1.624844983822223e-05,0.005579385464459499,0.0003048991074765848,5.838456937064921e-06,3.920430030868722e-05,0.0047997853107254775,0.003102817897818458,0.0011957227595019936,0.005258044433360037,0.0007350982092098001,0.0003717254261241544,8.438154896006183e-05,0.0008020430862878559,0.0017890174733498003,0.0007923362495992915,0.00028937443970187025,0.0019738767969325805,2.027073260577586e-05,0.00025302894141064343,0.0005079438240909751,0.00013030646687151165,0.002551398232156099,0.0006532852059087969,0.0007569058926390901,9.326243994365948e-05
2023-07-01,0.0001257409110898336,3.454960874718897e-05,0.021496298547243442,0.00010488037587564537,0.00014374981350222317,8.065015173099528e-05,0.0008728851364147015,8.449990958226668e-05,0.00020941325957726857,0.055931271187317326,2.554924568909778e-06,6.846151137690525e-06,7.550855482219503e-05,9.474573116865782e-05,1.624844983822223e-05,0.005590370382331029,0.0003048991074765364,5.838456937064921e-06,4.027080783817715e-05,0.004799785310726417,0.0031028178978184753,0.0011957227595020084,0.005258044433365716,0.0007350982092096027,0.00037172542612402956,8.438154896006186e-05,0.000802043086287856,0.0017890174733497797,0.0007923362495992895,0.00028937443970187025,0.001973876796932562,2.0270732605775856e-05,0.00025302894141065167,0.0005079438240909722,0.00013030646687108436,0.0025513982321560616,0.0006654033687085333,0.0007569058926390957,9.326243994365948e-05
2023-08-01,0.00011437511064934068,3.4549608747178206e-05,0.021496298547232305,0.00012019625227002544,0.00014374981350222295,8.06501517309952e-05,0.0008728851364142657,8.449990958226668e-05,0.00020941325957726857,0.05498052204213654,2.715500082552344e-06,6.846151137690525e-06,7.394444966004146e-05,9.290990926226532e-05,1.624844983822223e-05,0.005598087477639669,0.00030489910747650287,5.838456937064921e-06,4.184355426847591e-05,0.004799785310726,0.00310281789781848,0.0011957227595020125,0.005258044433368496,0.0007350982092094762,0.00037172542612394494,8.438154896006187e-05,0.000802043086287856,0.0017890174733497704,0.0007923362495992893,0.0002893744397018703,0.0019738767969325476,2.0270732605775856e-05,0.0002530289414106549,0.0005079438240909632,0.0001303064668707563,0.002551398232156062,0.000673924062633077,0.0007569058926390979,9.32624399436595e-05
2023-09-01,0.00010820722750439118,3.45496087471733e-05,0.0214962985472246,0.0001552758646467584,0.000143749813502223,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.054071424830077194,2.8753231470207477e-06,6.846151137690525e-06,7.243578971433129e-05,9.068102174441087e-05,1.624844983822223e-05,0.005602782286909458,0.00030489910747648515,5.838456937064921e-06,4.1592616955123326e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369436,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056378,0.002551398232156084,0.0006765982197591749,0.0007569058926390985,9.32624399436595e-05
2023-10-01,0.00010997680818946444,3.45496087471733e-05,0.0214962985472246,0.00018532967380303675,0.00014374981350222322,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.053295365267070675,3.034339330998784e-06,6.846151137690525e-06,7.076801690376633e-05,8.837632050521199e-05,1.624844983822223e-05,0.005605931674887995,0.00030489910747648515,5.838456937064921e-06,4.142679783203043e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369436,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056378,0.002551398232156084,0.000672687058972957,0.0007569058926390985,9.32624399436595e-05
2023-11-01,0.0001171889352903633,3.45496087471733e-05,0.0214962985472246,0.00018827291781613084,0.0001437498135022235,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05269961146301334,3.1924985586398533e-06,6.846151137690525e-06,6.888340536601208e-05,8.513619752335873e-05,1.624844983822223e-05,0.005607763671611739,0.00030489910747648515,5.838456937064921e-06,4.282111521526703e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056378,0.002551398232156084,0.0006645282881090727,0.0007569058926390985,9.32624399436595e-05
2023-12-01,0.00012397034199272564,3.45496087471733e-05,0.0214962985472246,0.0001611784913354103,0.0001437498135022237,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05227597104195655,3.3498420926087968e-06,6.846151137690525e-06,6.723423219909925e-05,8.179146221124407e-05,1.624844983822223e-05,0.0056072228067056045,0.00030489910747648515,5.838456937064921e-06,4.352654921578765e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056378,0.002551398232156084,0.0006553242353859197,0.0007569058926390985,9.32624399436595e-05
2024-01-01,0.00012555550952682333,3.45496087471733e-05,0.0214962985472246,0.00012365078269971336,0.00014374981350222387,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.051993031411533754,3.5064023636786168e-06,6.846151137690525e-06,6.567227711351678e-05,7.858984828385976e-05,1.624844983822223e-05,0.005604750698149518,0.00030489910747648515,5.838456937064921e-06,4.315370179069453e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056378,0.002551398232156084,0.0006467496086727766,0.0007569058926390985,9.32624399436595e-05
2024-02-01,0.00012115243786102333,3.45496087471733e-05,0.0214962985472246,0.00010132888024888633,0.00014374981350222393,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.051848942109955866,3.662170273770425e-06,6.846151137690525e-06,6.399617786706469e-05,7.506880220387213e-05,1.624844983822223e-05,0.005601106206680357,0.00030489910747648515,5.838456937064921e-06,4.39171555140447e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0006392315199655716,0.0007569058926390985,9.32624399436595e-05
2024-03-01,0.00011378754464525302,3.45496087471733e-05,0.0214962985472246,0.00010923500173220954,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.051866852489086505,3.81714302112021e-06,6.846151137690525e-06,6.225627741779415e-05,7.175142096958008e-05,1.624844983822223e-05,0.005596374726219027,0.00030489910747648515,5.838456937064921e-06,4.5188143009555615e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0006316618685702253,0.0007569058926390985,9.32624399436595e-05
2024-04-01,0.00010822993106576973,3.45496087471733e-05,0.0214962985472246,0.0001408760704412774,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05204926715181655,3.971332442159704e-06,6.846151137690525e-06,6.0529022298992e-05,6.858892284619311e-05,1.624844983822223e-05,0.005590497186253712,0.00030489910747648515,5.838456937064921e-06,4.5097910729233156e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.000622478363192523,0.0007569058926390985,9.32624399436595e-05
2024-05-01,0.00010793380587878922,3.45496087471733e-05,0.0214962985472246,0.00017275082193395994,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.052380954048040856,4.1247406814976346e-06,6.846151137690525e-06,5.88810773770189e-05,6.540196228867438e-05,1.624844983822223e-05,0.0055835660247357125,0.00030489910747648515,5.838456937064921e-06,4.4975104121636906e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0006114686071621026,0.0007569058926390985,9.32624399436595e-05
2024-06-01,0.00011275380076288156,3.45496087471733e-05,0.0214962985472246,0.00018338216839757824,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05282065215101006,4.2773617006979334e-06,6.846151137690525e-06,5.7253974212072506e-05,6.264285203957758e-05,1.624844983822223e-05,0.005575617627645786,0.00030489910747648515,5.838456937064921e-06,4.603612591629456e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.000599439971440381,0.0007569058926390985,9.32624399436595e-05
2024-07-01,0.0001193219106066374,3.45496087471733e-05,0.0214962985472246,0.00016668201242069146,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05332770567841132,4.42919678176871e-06,6.846151137690525e-06,5.5586861530328515e-05,6.0142334695111206e-05,1.624844983822223e-05,0.005566886398176638,0.00030489910747648515,5.838456937064921e-06,4.6592160971353614e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005877866958283513,0.0007569058926390985,9.32624399436595e-05
2024-08-01,0.0001235608613878858,3.45496087471733e-05,0.0214962985472246,0.00013574554914589957,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05388342019858668,4.580253546976617e-06,6.846151137690525e-06,5.387751673824082e-05,5.7893863622414084e-05,1.624844983822223e-05,0.005557613123010778,0.00030489910747648515,5.838456937064921e-06,4.62327757892103e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005779609554259211,0.0007569058926390985,9.32624399436595e-05
2024-09-01,0.00012325215855637017,3.45496087471733e-05,0.0214962985472246,0.00011295230759417215,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.054476811388116345,4.730537170500295e-06,6.846151137690525e-06,5.219063929258694e-05,5.6289775189209064e-05,1.624844983822223e-05,0.0055477026384435114,0.00030489910747648515,5.838456937064921e-06,4.6693606819788396e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005703372297804475,0.0007569058926390985,9.32624399436595e-05
2024-10-01,0.00011924068851856008,3.45496087471733e-05,0.0214962985472246,0.00011248826060461083,0.00014374981350222395,8.065015173099517e-05,0.0008728851364140735,8.449990958226668e-05,0.00020941325957726857,0.05508669958476683,4.8800501362454435e-06,6.846151137690525e-06,5.058497316923259e-05,5.506176787029979e-05,1.624844983822223e-05,0.005537136483207917,0.00030489910747648515,5.838456937064921e-06,4.762963254664358e-05,0.004799785310725113,0.003102817897818476,0.0011957227595020125,0.005258044433369437,0.0007350982092094226,0.0003717254261239008,8.438154896006187e-05,0.000802043086287856,0.0017890174733497673,0.0007923362495992893,0.0002893744397018703,0.0019738767969325398,2.0270732605775856e-05,0.00025302894141065573,0.000507943824090955,0.00013030646687056376,0.002551398232156084,0.0005644035529521926,0.0007569058926390985,9.32624399436595e-05
