,Skill: Strong Academic Record,Skill: Valves (Piping),Skill: Solid-State Drives,Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Orthopedics,Skill: Hydraulics,Skill: Financial Sales,Skill: Raiser's Edge NXT,Skill: Inventory Forecasting,Skill: Medical Ventilators
2024-10-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00017064959465520435,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010289407477496663,0.00027092284454523284,2.9252089428032586e-05
2024-11-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00016918851158792406,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010297783852899374,0.00027092284454523284,2.4754960656829696e-05
2024-12-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00016666586977278776,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010304616608245792,0.00027092284454523284,2.2452514014942936e-05
2025-01-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00016367168490479417,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.001031220640048837,0.00027092284454523284,2.2254232909672533e-05
2025-02-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00016093552522451995,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010312144709890788,0.00027092284454523284,2.3554278980364765e-05
2025-03-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00015891834095214813,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010302226370722603,0.00027092284454523284,2.5835577013176984e-05
2025-04-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00015770559076680335,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010295541767499322,0.00027092284454523284,2.8923975658161972e-05
2025-05-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00015696477984147964,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010302090725206447,0.00027092284454523284,3.277292728076429e-05
2025-06-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00015620749484375072,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010311965276927934,0.00027092284454523284,3.72349278532453e-05
2025-07-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.0001549966319647267,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010309069872529062,0.00027092284454523284,4.2160551217797565e-05
2025-08-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00015319605294934787,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010294914065364926,0.00027092284454523284,4.760593978948777e-05
2025-09-01,5.734587692179489e-05,0.0005094814351044875,9.47771389314036e-06,0.00015097375933769306,0.00012540819846173162,0.0005005758707457314,0.00012575770021162734,0.00022365153995953875,0.00012061399199779422,0.0010285684407464687,0.00027092284454523284,5.3735117303504644e-05
